WAVE_INDEX	NODE_ID	PARENT_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	WAVE_CONTRACT_SHA256	HPG_STATUS	HPG_RECEIPT_SHA256	HPG_VERIFICATION_SHA256	HAPG_STATUS	HAPG_RECEIPT_SHA256	HAPG_VERIFICATION_SHA256	APG_VALID	APG_PASS	APG_RESCUE	GENERIC_CERTIFICATE_PASS	DECISION	TERMINAL_REASON
5	U02-0000000002_S03-0000000002	U02-0000000002_S02-0000000001	2	2	3	2	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000002_S03-0000000003	U02-0000000002_S02-0000000001	2	2	3	3	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	f7a33af42e5259800b8219055e9a150143714c66bc7ab285c659422305616c16	efaf78e04e70a4d088e201ec3397568d15d6bc95f33db1885eda634fcf66ef35	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000002_S03-0000000004	U02-0000000002_S02-0000000002	2	2	3	4	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	2fd715e0e2c47f99750173a14f1b0ac089600fb5d04fbbc89d936c886027b98b	8ac292f69d6186d3cd2e89393a7eef3e3e50db34214ac7d95e81c97563c0a076	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000002_S03-0000000005	U02-0000000002_S02-0000000002	2	2	3	5	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000002_S03-0000000006	U02-0000000002_S02-0000000003	2	2	3	6	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000002_S03-0000000007	U02-0000000002_S02-0000000003	2	2	3	7	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000003_S03-0000000000	U02-0000000003_S02-0000000000	2	3	3	0	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000003_S03-0000000001	U02-0000000003_S02-0000000000	2	3	3	1	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000003_S03-0000000002	U02-0000000003_S02-0000000001	2	3	3	2	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000003_S03-0000000003	U02-0000000003_S02-0000000001	2	3	3	3	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000003_S03-0000000004	U02-0000000003_S02-0000000002	2	3	3	4	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000003_S03-0000000005	U02-0000000003_S02-0000000002	2	3	3	5	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	6c837a3816263e74984862fb1e9b1d3704ea3e5ea2d75159978c52e803a255f6	9bdd77deb2543bb3564db82075aa91fc7ee1a5ddd3f9d8256b487c705e3efa4f	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000003_S03-0000000006	U02-0000000003_S02-0000000003	2	3	3	6	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_INVALID_NO_SIGNED_CHART	1e522528707197d92e73958ecec70396f0a46a9e5fd1feb8d0d93a5269b8a617	4a10bbdb06b29330f8ce216e6972b30b7eee69d46ee9f170481d2acc4c1b2711	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
5	U02-0000000003_S03-0000000007	U02-0000000003_S02-0000000003	2	3	3	7	8528f80fa5fc416802a951f083b5be5d4e87cc8a12c35cc005ff64e44b439e24	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_U	-
6	U03-0000000000_S03-0000000000	U02-0000000000_S03-0000000000	3	0	3	0	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000000_S03-0000000001	U02-0000000000_S03-0000000001	3	0	3	1	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_INVALID_NO_SIGNED_CHART	68fc3da040474302765aa7075c7926380bc28f0199847a9907947c9164d7c320	917a3b7415ff8032c0bd81db4edddaeed77435c874abc47faf05f4db3784146c	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000000_S03-0000000002	U02-0000000000_S03-0000000002	3	0	3	2	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000000_S03-0000000003	U02-0000000000_S03-0000000003	3	0	3	3	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000000_S03-0000000004	U02-0000000000_S03-0000000004	3	0	3	4	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000000_S03-0000000005	U02-0000000000_S03-0000000005	3	0	3	5	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000000_S03-0000000006	U02-0000000000_S03-0000000006	3	0	3	6	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_INVALID_NO_SIGNED_CHART	8eb0f6621cd29d9ed5221bc0b8d1dba9db61351361e9eec05857daf4ec443134	b5f4c5ca92b9d2b748f621817bd157b10a41d4285e74864c9c7449d513ed8a3c	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000000_S03-0000000007	U02-0000000000_S03-0000000007	3	0	3	7	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000001_S03-0000000000	U02-0000000000_S03-0000000000	3	1	3	0	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000001_S03-0000000001	U02-0000000000_S03-0000000001	3	1	3	1	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000001_S03-0000000002	U02-0000000000_S03-0000000002	3	1	3	2	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_INVALID_NO_SIGNED_CHART	f3947ad120d584b16db7ae11c610d55b415437071b1f2307a2736c62d349953f	4cb4a2a64079a47e80361b0556bd91532aef40339c46df3eead9aa49ec71ab26	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000001_S03-0000000003	U02-0000000000_S03-0000000003	3	1	3	3	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000001_S03-0000000004	U02-0000000000_S03-0000000004	3	1	3	4	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000001_S03-0000000005	U02-0000000000_S03-0000000005	3	1	3	5	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000001_S03-0000000006	U02-0000000000_S03-0000000006	3	1	3	6	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000001_S03-0000000007	U02-0000000000_S03-0000000007	3	1	3	7	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000002_S03-0000000000	U02-0000000001_S03-0000000000	3	2	3	0	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000002_S03-0000000001	U02-0000000001_S03-0000000001	3	2	3	1	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000002_S03-0000000002	U02-0000000001_S03-0000000002	3	2	3	2	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000002_S03-0000000003	U02-0000000001_S03-0000000003	3	2	3	3	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000002_S03-0000000004	U02-0000000001_S03-0000000004	3	2	3	4	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000002_S03-0000000005	U02-0000000001_S03-0000000005	3	2	3	5	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000002_S03-0000000006	U02-0000000001_S03-0000000006	3	2	3	6	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000002_S03-0000000007	U02-0000000001_S03-0000000007	3	2	3	7	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_INVALID_NO_SIGNED_CHART	41b42c4e3889d85fb22cbb28c38a1b0cdf0fd67e1075758235731bc243c87fcc	94237b786e3db04cbd30165e148030b529549d599353737564ca053173c65da3	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000003_S03-0000000000	U02-0000000001_S03-0000000000	3	3	3	0	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000003_S03-0000000001	U02-0000000001_S03-0000000001	3	3	3	1	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000003_S03-0000000002	U02-0000000001_S03-0000000002	3	3	3	2	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000003_S03-0000000003	U02-0000000001_S03-0000000003	3	3	3	3	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000003_S03-0000000004	U02-0000000001_S03-0000000004	3	3	3	4	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000003_S03-0000000005	U02-0000000001_S03-0000000005	3	3	3	5	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000003_S03-0000000006	U02-0000000001_S03-0000000006	3	3	3	6	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000003_S03-0000000007	U02-0000000001_S03-0000000007	3	3	3	7	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000004_S03-0000000000	U02-0000000002_S03-0000000000	3	4	3	0	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000004_S03-0000000001	U02-0000000002_S03-0000000001	3	4	3	1	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000004_S03-0000000002	U02-0000000002_S03-0000000002	3	4	3	2	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000004_S03-0000000003	U02-0000000002_S03-0000000003	3	4	3	3	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_CAPD_SET	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
6	U03-0000000004_S03-0000000004	U02-0000000002_S03-0000000004	3	4	3	4	39ce71092067996f07b42c1e74b6a681b668ada4e11f2d17d0745447d15c5754	H_PG_INVALID_NO_SIGNED_CHART	c3c384842316f5c6d93f2eb7af89c3a0f44d976d754117f0f70712c82a73bdea	8bb3c9b0e0b9991f0cf893e8c4cb97bd0edeb567126330cd817ad6c281c857b5	H_APG_NOT_ELIGIBLE	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0000000000000000000000000000000000000000000000000000000000000000	false	false	false	false	SPLIT_S	-
