8496|cs6-v7a1-checkpoint|COMPLETED|0:0|0:0|00:00:26|2026-08-02T18:14:53|2026-08-02T18:15:19|gpuorangefs-r770-proxmox|120|8G|
8496.batch|batch|COMPLETED|0:0||00:00:26|2026-08-02T18:14:53|2026-08-02T18:15:19|gpuorangefs-r770-proxmox|120||128760K
8496.extern|extern|COMPLETED|0:0||00:00:26|2026-08-02T18:14:53|2026-08-02T18:15:19|gpuorangefs-r770-proxmox|120||
