cranelift_geo_product_min.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
d4_optimizer_integration.sio	1	error[E037] in tensor/ops::sum_to_shape at 5362..5367: cannot borrow sharedly while exclusive borrow is active
correlated_eq_identity.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
darwin_pd_coronary_smc_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
darwin_pd_bergman_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
crypto_hash.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
darwin_sema_sc_depot_smoke.sio	1	error[E175] in run-pass/darwin_sema_sc_depot_smoke::main at 1310..1339: function is private in its defining module
darwin_pbpk28_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
clinical_shift_robust_risk_transport_witness.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
darwin_venlafaxine_xr_matrix_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
darwin_pop_epistemic_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
darwin_venlafaxine_xr_pgx_smoke.sio	1	error[E175] in run-pass/darwin_venlafaxine_xr_pgx_smoke::main at 296..323: function is private in its defining module
darwin_tmdd_fkbp12_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
darwin_tmdd_glp1r_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dd64_import_native_v2_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dataframe_test.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
deref_indexed_elem_field_store.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
darwin_compartments_coronary_smc_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dialogue_bracket_nonassoc.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dialogue_bracket_trajectory.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_frontend_parity_ref.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_frontend_parity_alt.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dialogue_catalan_spectrum.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_midazolam_stdlib_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
display_headless.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_pbpk28_confidence_gate.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_pbpk14_model_form_uc.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_pbpk28_degenerate_parity_ref.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_pbpk28_parity_ref_haloperidol.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_pbpk28_parity_ref_midazolam.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_pbpk14_hessian.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_midazolam_scenario_smoke.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_pbpk14_gum.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
dissertation_pbpk28_parity_alt_rapamycin.sio	0	Madaros v0.80.0 -- the Sounio self-hosted compiler
