LEAF_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	STATUS	METHOD	PROBE_PASS	AFFINE_PASS	BOXED_HOMOGENEOUS_PASS	APG_VALID	APG_PASS	APG_RESCUE	APG_NARROWER_BOXED	APG_NARROWER_AFFINE	APG_NARROWER_SHARED	CERTIFICATE_PASS	SUBDIVISION_REQUIRED	INPUT_SHA256	LEAF_CHALLENGE	RECEIPT_SHA256	STDERR_SHA256	VERIFICATION_SHA256	PHYSICAL_SHA256	WORKER_RC	ELAPSED_MS	C1_DET_WIDTH	AFFINE_DET_WIDTH	BOXED_DET_WIDTH	SHARED_DET_WIDTH	APG_PRIMARY_DET_WIDTH	MINIMUM_APG_PIVOT_MARGIN	RECEIPT_BYTES
U08-0000000192_S08-0000000064	8	192	8	64	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	true	false	false	true	true	true	false	true	9a543f3f06ee060f579ef47f808ebdbba9d237cd1cb6d692046057ff84856d7f	bf53eab915ddb94b1966601f22982f51f8e42e62d973f9ad82db03f8ff6d1288	3f1f50487c2ddc10ce28d27a9c94ac75a520dd4951ff051bd1d5ae2ca07b4856	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	68d094e2379ad436f9e0ca300a230d1809d9c6821a32db7edc089416c9d71532	624d6e24bae234f6c9b22e0947c583ef4f7082097764fc4a9a65b57324f013f2	0	7777	7.1987274300087541e-06	6.5963674155760177e-08	3.2904011849679689e-06	8.1097486154735636e-09	4.3662920148061446e-09	0.00054778480485744116	79509
U12-0000003072_S16-0000016384	12	3072	16	16384	PROBE_VALID_CERTIFIED	APG_RESCUE	true	false	false	true	true	true	true	true	true	true	false	490df889010a08974fcaa6b30e28d0b6931a2c89660cceb33e8e628af24e7d4b	4213b499d899059b176de4266f7ad32bdbbcb5fa8f554b1693e776d575654705	c43a764fdc2dce45b4ca43dc7c5e0ec9ee9d2c57786e652a5eda22172540e20b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a672977d8d87cef65fce0aa57a6141469bef7706bfd152cf0d6dace7175df174	0df962d1428b224c1368f4c883fabeb13d77c25ac99099d2e22bb471d09afed0	0	7742	4.0142298081660293e-07	8.3896081222545753e-11	4.2056910449161172e-08	3.3466311142533823e-12	2.1880062348821712e-12	0.00055246228074815225	79533
U15-0000008192_S15-0000024576	15	8192	15	24576	PROBE_VALID_CERTIFIED	APG_RETAINED	true	true	false	true	true	false	true	true	false	true	false	a92fb890ce63f2a8a76033ae11d472d5afb4260eaa2f75ab4c8563dbc189c39c	a7cd109bb2836d979ea1647d0cb9f3f1763966c424205c056274d97364d6def2	4b7bef454df22a412186b2b4bd903c56cb915814f4b8990b7a62e1cdfbf2d16e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3cdd61c1fc926cb134989cc7f69dcee9986300887d3077b9cd66820f04ad7542	86d3abd5317d954b9b637aa38f3d6afcd8bcb3577bb2a605d1b553cf9cc200d3	0	7741	5.6187838131061542e-08	8.2529446056071577e-12	5.5973352651817463e-08	8.4125423197340064e-13	1.2962466022470389e-12	0.00029799747303274783	79546
U16-0000016384_S12-0000003072	16	16384	12	3072	PROBE_VALID_CERTIFIED	APG_RESCUE	true	false	false	true	true	true	true	true	false	true	false	461b4ac0132c0d8fbeacbd7737728cf44b13680cf809c2ef58a1407670c9924a	05b330ee722b9217c42baf60dfb0cc57a76a29c3f308ba3026fae06bfbb6f92c	8562fd28a369e2d26aea10df25ff030a4272b20b971bb05c31ee9974e2881dbd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3fa53c3596ca639a6fc3b2572072cab604f4d20c7fc22347f4f7f5111faff7d4	f1d1c6f25ae922574e736a5b51c509e89b150e79a745fd6b5d482a8966d6e5ea	0	8781	2.8394529150184253e-07	1.899358109628003e-10	3.5505612678343145e-07	1.8876464090094035e-11	2.9816711564647007e-11	0.00029799922543867317	79546
