WAVE_INDEX	FRONTIER_SHA256	WAVE_CONTRACT_SHA256	WAVE_RESULT_SHA256	NEXT_FRONTIER_SHA256
0	ff53d11c4e6e2508a0aece6274c2c87048cee77b31d423d0aafd2b890c835e4a	b8ce9a09c861222c516b494c5881a05c6534a83c4978bec71bd1f3b1afbb239f	36b3c04e7fa204b7d7644c120824b9021f242a111d5634a4c3395b7de97b3847	7e7bd8e169479b598c0616445bcc0cae8714b64a5960e634eab7e7a4c84b81cd
