LEAF_INDEX	LEAF_ID	X0_Q	Y0_Q	STEPS	EVENT1_TIME_Q	EVENT2_TIME_Q	X2_Q	Y2_Q	ELL2_Q	FLAGS	DETERMINANT	DECIMAL_DETERMINANT	ABS_DELTA	INSIDE_BOTH_CAPD	REFERENCE_PASS
122	U07-0000000103_S08-0000000174	16583000134528	12032381221990	6744	2647032151808	7240373725184	12534351883229	7393414063439	-20282188809624	7	-2.8331496743404418e-11	-2.8331495262797198e-11	1.4806072199248609e-18	true	true
123	U07-0000000103_S08-0000000175	16580573380593	12033248224415	6744	2647035169280	7240376696064	12534350539218	7393412556674	-20282338058632	7	-2.8325229849095977e-11	-2.8325228249066547e-11	1.6000294304588553e-18	true	true
124	U07-0000000104_S08-0000000162	16612074843987	12021926446669	6744	2647008714560	7240349483136	12534562486640	7393650034577	-20280349168286	7	-2.8405961072207375e-11	-2.8405959591397767e-11	1.4808096077562979e-18	true	true
125	U07-0000000104_S08-0000000163	16609648090052	12022793449094	6744	2647011755712	7240352474496	12534561573868	7393649012322	-20280498364825	7	-2.8399685863014057e-11	-2.8399684403528842e-11	1.4594852146821076e-18	true	true
126	U07-0000000104_S08-0000000164	16607221336117	12023660451520	6744	2647014795392	7240355464640	12534560620439	7393647944093	-20280647562959	7	-2.8393411478289307e-11	-2.8393409907871514e-11	1.5704177927084833e-18	true	true
127	U07-0000000104_S08-0000000165	16604794582182	12024527453945	6744	2647017832512	7240358452608	12534559638804	7393646844424	-20280796769623	7	-2.8387137620314723e-11	-2.8387136104359041e-11	1.5159556815718892e-18	true	true
128	U07-0000000104_S08-0000000166	16602367828247	12025394456371	6744	2647020868544	7240361439552	12534558612308	7393645694304	-20280945974186	7	-2.8380864719726324e-11	-2.8380862992924679e-11	1.7268016447985692e-18	true	true
129	U07-0000000104_S08-0000000167	16599941074312	12026261458796	6744	2647023901120	7240364423616	12534557568312	7393644524312	-20281095194679	7	-2.8374592057997571e-11	-2.8374590573501665e-11	1.4844959058443978e-18	true	true
130	U07-0000000104_S08-0000000168	16597514320377	12027128461221	6744	2647026932160	7240367406208	12534556484354	7393643309900	-20281244415609	7	-2.8368320239724151e-11	-2.8368318846023244e-11	1.3937009073524806e-18	true	true
131	U07-0000000104_S08-0000000169	16595087566442	12027995463647	6744	2647029962304	7240370388096	12534555352393	7393642041436	-20281393633685	7	-2.8362049427444373e-11	-2.836204781042264e-11	1.6170217332622634e-18	true	true
132	U07-0000000104_S08-0000000170	16592660812507	12028862466072	6744	2647032990080	7240373367872	12534554190446	7393640739436	-20281542858708	7	-2.835577919959976e-11	-2.8355777466633083e-11	1.7329666768338894e-18	true	true
133	U07-0000000104_S08-0000000171	16590234058572	12029729468498	6744	2647036013952	7240376344320	12534553016821	7393639424433	-20281692102949	7	-2.8349509070308745e-11	-2.8349507814587787e-11	1.2557209579369959e-18	true	true
134	U07-0000000104_S08-0000000172	16587807304637	12030596470923	6744	2647039039424	7240379322112	12534551765523	7393638021904	-20281841325253	7	-2.8343240714427454e-11	-2.8343238854219958e-11	1.8602074954529631e-18	true	true
135	U07-0000000104_S08-0000000173	16585380550702	12031463473348	6744	2647042059072	7240382294848	12534550524023	7393636631623	-20281990579441	7	-2.8336971925542509e-11	-2.833697058546281e-11	1.3400796996255549e-18	true	true
136	U07-0000000104_S08-0000000174	16582953796767	12032330475774	6744	2647045078144	7240385267136	12534549232953	7393635184213	-20282139829089	7	-2.833070420727337e-11	-2.833070300824953e-11	1.1990238403282005e-18	true	true
137	U07-0000000104_S08-0000000175	16580527042832	12033197478199	6744	2647048097280	7240388239360	12534547880404	7393633669445	-20282289067572	7	-2.8324437823229857e-11	-2.8324436122513311e-11	1.7007165461869749e-18	true	true
138	U07-0000000105_S08-0000000162	16612028506227	12021875700453	6744	2647021636160	7240361021696	12534759724683	7393871030702	-20280300202325	7	-2.8405167266674887e-11	-2.8405165788825177e-11	1.4778497099553388e-18	true	true
139	U07-0000000105_S08-0000000163	16609601752292	12022742702878	6744	2647024678656	7240364014336	12534758809414	7393870005623	-20280449392179	7	-2.8398892422373737e-11	-2.8398890728951056e-11	1.693422680802984e-18	true	true
140	U07-0000000105_S08-0000000164	16607174998357	12023609705304	6744	2647027718464	7240367004608	12534757868448	7393868950915	-20280598591979	7	-2.839261805039713e-11	-2.8392616361288713e-11	1.6891084169206371e-18	true	true
141	U07-0000000105_S08-0000000165	16604748244422	12024476707729	6744	2647030755200	7240369992192	12534756905676	7393867872368	-20280747804082	7	-2.8386344046179485e-11	-2.8386342685771408e-11	1.3604080767693518e-18	true	true
142	U07-0000000105_S08-0000000166	16602321490487	12025343710155	6744	2647033792000	7240372979840	12534755882720	7393866726602	-20280897005683	7	-2.8380071356037902e-11	-2.8380069702332389e-11	1.6537055132183709e-18	true	true
143	U07-0000000105_S08-0000000167	16599894736552	12026210712580	6744	2647036825216	7240375964416	12534754845156	7393865563865	-20281046223792	7	-2.837379886486077e-11	-2.8373797410904896e-11	1.4539558741787086e-18	true	true
144	U07-0000000105_S08-0000000168	16597467982617	12027077715005	6744	2647039857920	7240378948544	12534753755334	7393864342160	-20281195435707	7	-2.8367527506187846e-11	-2.836752581142217e-11	1.6947656763821235e-18	true	true
145	U07-0000000105_S08-0000000169	16595041228682	12027944717431	6744	2647042886720	7240381929280	12534752652757	7393863107044	-20281344665727	7	-2.8361256280231706e-11	-2.8361254903817435e-11	1.3764142704226715e-18	true	true
146	U07-0000000105_S08-0000000170	16592614474747	12028811719856	6744	2647045915136	7240384909632	12534751497277	7393861812274	-20281493889573	7	-2.8354986191771065e-11	-2.8354984688023917e-11	1.5037471484278086e-18	true	true
147	U07-0000000105_S08-0000000171	16590187720812	12029678722282	6744	2647048940928	7240387887744	12534750313550	7393860485959	-20281643121754	7	-2.8348716635637406e-11	-2.834871516397483e-11	1.4716625766880269e-18	true	true
148	U07-0000000105_S08-0000000172	16587760966877	12030545724707	6744	2647051964160	7240390863616	12534749102780	7393859129365	-20281792363252	7	-2.8342447575870376e-11	-2.8342446331603381e-11	1.2442669944573226e-18	true	true
149	U07-0000000105_S08-0000000173	16585334212942	12031412727132	6744	2647054987520	7240393839552	12534747831453	7393857704730	-20281941593169	7	-2.833617986219829e-11	-2.8336178190842771e-11	1.6713555183128123e-18	true	true
150	U07-0000000105_S08-0000000174	16582907459007	12032279729558	6744	2647058006912	7240396812096	12534746548296	7393856267503	-20282090842381	7	-2.8329912243443534e-11	-2.8329910741626198e-11	1.5018173360587224e-18	true	true
151	U07-0000000105_S08-0000000175	16580480705072	12033146731983	6744	2647061024128	7240399782784	12534745233676	7393854794235	-20282240097496	7	-2.8323645254247373e-11	-2.8323643983886844e-11	1.27036052966493e-18	true	true
152	U07-0000000106_S08-0000000162	16611982168466	12021824954237	6744	2647034559296	7240372562624	12534956941009	7394092002396	-20280251237257	7	-2.840437374101076e-11	-2.8404371974148125e-11	1.7668626351746688e-18	true	true
153	U07-0000000106_S08-0000000163	16609555414531	12022691956662	6744	2647037601024	7240375554688	12534956049768	7394091003162	-20280400436101	7	-2.8398098616541109e-11	-2.839809704227124e-11	1.5742698694235662e-18	true	true
154	U07-0000000106_S08-0000000164	16607128660596	12023558959088	6744	2647040641024	7240378545088	12534955119468	7394089961142	-20280549636457	7	-2.8391824296330386e-11	-2.8391822802606321e-11	1.4937240652361844e-18	true	true
155	U07-0000000106_S08-0000000165	16604701906661	12024425961513	6744	2647043680448	7240381534976	12534954138042	7394088861705	-20280698831871	7	-2.8385551064659609e-11	-2.8385549255086614e-11	1.8095729945798963e-18	true	true
156	U07-0000000106_S08-0000000166	16602275152726	12025292963939	6744	2647046716352	7240384521984	12534953140100	7394087742947	-20280848042931	7	-2.8379278072970804e-11	-2.8379276399645374e-11	1.6733254295545618e-18	true	true
157	U07-0000000106_S08-0000000167	16599848398791	12026159966364	6744	2647049750272	7240387507136	12534952107359	7394086586071	-20280997258255	7	-2.8373005775366349e-11	-2.8373004236215838e-11	1.5391505109568209e-18	true	true
158	U07-0000000106_S08-0000000168	16597421644856	12027026968789	6744	2647052782336	7240390490688	12534951038579	7394085388606	-20281146477277	7	-2.836673420372494e-11	-2.8366732764731241e-11	1.4389936987807045e-18	true	true
159	U07-0000000106_S08-0000000169	16594994890921	12027893971215	6744	2647055812352	7240393472512	12534949935568	7394084152663	-20281295701576	7	-2.8360463300044156e-11	-2.8360461985124809e-11	1.3149193469335294e-18	true	true
160	U07-0000000106_S08-0000000170	16592568136986	12028760973640	6744	2647058842112	7240396454016	12534948777654	7394082854999	-20281444918119	7	-2.8354193592096653e-11	-2.8354191897329765e-11	1.6947668880724739e-18	true	true
161	U07-0000000106_S08-0000000171	16590141383051	12029627976066	6744	2647061867968	7240399432128	12534947607087	7394081544065	-20281594152315	7	-2.8347924027504193e-11	-2.8347922501279319e-11	1.5262248736139679e-18	true	true
162	U07-0000000106_S08-0000000172	16587714629116	12030494978491	6744	2647064892480	7240402409152	12534946393825	7394080184524	-20281743386826	7	-2.8341655340416621e-11	-2.8341653796906681e-11	1.5435099401930829e-18	true	true
163	U07-0000000106_S08-0000000173	16585287875182	12031361980916	6744	2647067913984	7240405383616	12534945158421	7394078800017	-20281892633207	7	-2.8335387039501747e-11	-2.8335385784145046e-11	1.2553567011994399e-18	true	true
164	U07-0000000106_S08-0000000174	16582861121247	12032228983342	6744	2647070935616	7240408358016	12534943862712	7394077348498	-20282041868710	7	-2.8329120059978792e-11	-2.8329118462927612e-11	1.5970511795880552e-18	true	true
165	U07-0000000106_S08-0000000175	16580434367312	12033095985767	6744	2647073953856	7240411329600	12534942549197	7394075876616	-20282191119064	7	-2.8322853351008763e-11	-2.8322851833187566e-11	1.5178211968042208e-18	true	true
166	U07-0000000107_S08-0000000162	16611935830706	12021774208021	6744	2647047481920	7240384104192	12535154161374	7394312977155	-20280202288888	7	-2.8403579855493497e-11	-2.8403578147367025e-11	1.7081264721194904e-18	true	true
167	U07-0000000107_S08-0000000163	16609509076771	12022641210446	6744	2647050524032	7240387096512	12535153278264	7394311987915	-20280351487129	7	-2.8397304835434975e-11	-2.8397303343489813e-11	1.4919451616301008e-18	true	true
168	U07-0000000107_S08-0000000164	16607082322836	12023508212872	6744	2647053565312	7240390088064	12535152347017	7394310944580	-20280500681453	7	-2.8391030850077597e-11	-2.8391029231824748e-11	1.6182528494323808e-18	true	true
169	U07-0000000107_S08-0000000165	16604655568901	12024375215297	6744	2647056603200	7240393076736	12535151397139	7394309880146	-20280649889896	7	-2.8384757160547601e-11	-2.8384755812305076e-11	1.3482425247053813e-18	true	true
170	U07-0000000107_S08-0000000166	16602228814966	12025242217723	6744	2647059640640	7240396064960	12535150395018	7394308757124	-20280799092435	7	-2.8378484594200793e-11	-2.8378483084864049e-11	1.5093367438689533e-18	true	true
171	U07-0000000107_S08-0000000167	16599802061031	12026109220148	6744	2647062675904	7240399051328	12535149360570	7394307597892	-20280948301305	7	-2.8372212650227301e-11	-2.83722110494349e-11	1.6007924011763589e-18	true	true
172	U07-0000000107_S08-0000000168	16597375307096	12026976222573	6744	2647065708480	7240402035328	12535148298877	7394306408433	-20281097519009	7	-2.8365941215435637e-11	-2.836593970595087e-11	1.5094847671933348e-18	true	true
173	U07-0000000107_S08-0000000169	16594948553161	12027843224999	6744	2647068739456	7240405017920	12535147197622	7394305175208	-20281246738531	7	-2.8359670583430648e-11	-2.8359669054345174e-11	1.5290854741985037e-18	true	true
174	U07-0000000107_S08-0000000170	16592521799226	12028710227424	6744	2647071769152	7240407999360	12535146053450	7394303893189	-20281395957581	7	-2.8353400851034843e-11	-2.8353399094551037e-11	1.7564838061585099e-18	true	true
175	U07-0000000107_S08-0000000171	16590095045291	12029577229850	6744	2647074794752	7240410977472	12535144900457	7394302600478	-20281545197448	7	-2.8347131154323981e-11	-2.834712982650167e-11	1.3278223111265454e-18	true	true
176	U07-0000000107_S08-0000000172	16587668291356	12030444232275	6744	2647077820032	7240413955072	12535143692439	7394301246954	-20281694428735	7	-2.8340862669816893e-11	-2.8340861250130278e-11	1.4196866150435978e-18	true	true
177	U07-0000000107_S08-0000000173	16585241537421	12031311234700	6744	2647080843200	7240416930880	12535142449819	7394299855448	-20281843665430	7	-2.8334594848074584e-11	-2.8334593365370054e-11	1.4827045299056406e-18	true	true
178	U07-0000000107_S08-0000000174	16582814783486	12032178237126	6744	2647083864832	7240419905408	12535141168053	7394298418722	-20281992903745	7	-2.8328327840266288e-11	-2.8328326172154196e-11	1.6681120914322036e-18	true	true
179	U07-0000000107_S08-0000000175	16580388029551	12033045239551	6744	2647086883456	7240422877312	12535139863919	7394296957618	-20282142154190	7	-2.8322061209408287e-11	-2.8322059670415884e-11	1.5389924031375496e-18	true	true
180	U07-0000000108_S08-0000000163	16609462739010	12022590464230	6744	2647063448000	7240398640192	12535350493436	7394532956608	-20280302543904	7	-2.8396511136550319e-11	-2.839650963260719e-11	1.5039431288406726e-18	true	true
181	U07-0000000108_S08-0000000164	16607035985075	12023457466656	6744	2647066489984	7240401632384	12535349566789	7394531918768	-20280451735185	7	-2.8390237354228122e-11	-2.8390235648944411e-11	1.7052837108480871e-18	true	true
182	U07-0000000108_S08-0000000165	16604609231140	12024324469081	6744	2647069529280	7240404622272	12535348614463	7394530851456	-20280600937087	7	-2.8383964025859014e-11	-2.8383962357427211e-11	1.6684318032013039e-18	true	true
183	U07-0000000108_S08-0000000166	16602182477205	12025191471507	6744	2647072566144	7240407610048	12535347631636	7394529750443	-20280750145675	7	-2.8377691291404868e-11	-2.8377689757988829e-11	1.5334160393550316e-18	true	true
184	U07-0000000108_S08-0000000167	16599755723270	12026058473932	6744	2647075600832	7240410595968	12535346617231	7394528613986	-20280899360893	7	-2.8371419165185215e-11	-2.8371417850562506e-11	1.3146227089798754e-18	true	true
185	U07-0000000108_S08-0000000168	16597328969335	12026925476357	6744	2647078634944	7240413581248	12535345551024	7394527419488	-20281048569987	7	-2.8365148163083649e-11	-2.8365146635081471e-11	1.5280021777887889e-18	true	true
186	U07-0000000108_S08-0000000169	16594902215400	12027792478783	6744	2647081667008	7240416564800	12535344451296	7394526187052	-20281197784514	7	-2.8358877819555976e-11	-2.835887611147895e-11	1.7080770254596705e-18	true	true
187	U07-0000000108_S08-0000000170	16592475461465	12028659481208	6744	2647084696128	7240419545920	12535343327770	7394524927889	-20281347011141	7	-2.8352607870967864e-11	-2.8352606279688157e-11	1.5912797078097255e-18	true	true
188	U07-0000000108_S08-0000000171	16590048707531	12029526483634	6744	2647087723328	7240422525248	12535342169213	7394523629872	-20281496241586	7	-2.8346338632405321e-11	-2.8346337139642301e-11	1.4927630203048913e-18	true	true
189	U07-0000000108_S08-0000000172	16587621953596	12030393486059	6744	2647090748544	7240425502848	12535340975693	7394522292250	-20281645475801	7	-2.8340070108868679e-11	-2.8340068691274586e-11	1.417594093663083e-18	true	true
190	U07-0000000108_S08-0000000173	16585195199661	12031260488484	6744	2647093772480	7240428479424	12535339738242	7394520905694	-20281794709824	7	-2.8333802481416953e-11	-2.8333800934518209e-11	1.5468987440663478e-18	true	true
191	U07-0000000108_S08-0000000174	16582768445726	12032127490910	6744	2647096793856	7240431453632	12535338472526	7394519488216	-20281943952302	7	-2.8327535379781744e-11	-2.832753386930636e-11	1.5104753838315267e-18	true	true
192	U07-0000000108_S08-0000000175	16580341691791	12032994493335	6744	2647099813824	7240434426688	12535337165596	7394518023683	-20282093195065	7	-2.8321269142902354e-11	-2.8321267495572222e-11	1.6473301317382178e-18	true	true
193	U07-0000000109_S08-0000000163	16609416401250	12022539718014	6744	2647076372864	7240410185600	12535547693650	7394753908857	-20280253605289	7	-2.8395717556526586e-11	-2.8395715909623793e-11	1.6469027927854319e-18	true	true
194	U07-0000000109_S08-0000000164	16606989647315	12023406720440	6744	2647079414592	7240413177664	12535546783844	7394752889372	-20280402801559	7	-2.8389443661064635e-11	-2.8389442053965738e-11	1.6070988972522971e-18	true	true
195	U07-0000000109_S08-0000000165	16604562893380	12024273722865	6744	2647082453952	7240416167616	12535545844960	7394751837266	-20280552005527	7	-2.8383170323018399e-11	-2.8383168890453438e-11	1.4325649609198675e-18	true	true
196	U07-0000000109_S08-0000000166	16602136139445	12025140725291	6744	2647085492160	7240419156544	12535544860408	7394750734027	-20280701207902	7	-2.8376897935416535e-11	-2.8376896419020138e-11	1.5163963975861438e-18	true	true
197	U07-0000000109_S08-0000000167	16599709385510	12026007727716	6744	2647088527808	7240422143232	12535543848060	7394749599850	-20280850418463	7	-2.8370626079322137e-11	-2.8370624639599071e-11	1.4397230652858231e-18	true	true
198	U07-0000000109_S08-0000000168	16597282631575	12026874730141	6744	2647091561984	7240425128704	12535542794375	7394748419209	-20280999629856	7	-2.8364355071743342e-11	-2.836435355212347e-11	1.5196198719656489e-18	true	true
199	U07-0000000109_S08-0000000169	16594855877640	12027741732567	6744	2647094594176	7240428112384	12535541706270	7394747200149	-20281148845736	7	-2.8358084752649935e-11	-2.8358083156526555e-11	1.5961233802088034e-18	true	true
200	U07-0000000109_S08-0000000170	16592429123705	12028608734992	6744	2647097623680	7240431093760	12535540592835	7394745952143	-20281298072469	7	-2.8351814877581549e-11	-2.8351813452741538e-11	1.4248400116521142e-18	true	true
201	U07-0000000109_S08-0000000171	16590002369770	12029475737418	6744	2647100651840	7240434073984	12535539435591	7394744655525	-20281447297573	7	-2.834554593373908e-11	-2.8345544440701627e-11	1.4930374536289771e-18	true	true
202	U07-0000000109_S08-0000000172	16587575615835	12030342739843	6744	2647103677568	7240437052096	12535538248890	7394743326041	-20281596531277	7	-2.8339277526343339e-11	-2.8339276120340027e-11	1.4060033125713889e-18	true	true
203	U07-0000000109_S08-0000000173	16585148861900	12031209742268	6744	2647106702400	7240440029312	12535537015267	7394741943713	-20281745761166	7	-2.8333010139042447e-11	-2.8333008491589931e-11	1.6474525156947844e-18	true	true
204	U07-0000000109_S08-0000000174	16582722107965	12032076744694	6744	2647109724672	7240443004352	12535535753148	7394740529567	-20281895000185	7	-2.8326743265685444e-11	-2.8326741554384528e-11	1.7113009166606562e-18	true	true
205	U07-0000000109_S08-0000000175	16580295354030	12032943747119	6744	2647112744000	7240445976896	12535534467714	7394739089687	-20282044250567	7	-2.8320476799423041e-11	-2.8320475308656993e-11	1.4907660479786491e-18	true	true
206	U07-0000000110_S08-0000000163	16609370063489	12022488971798	6744	2647089297856	7240421732224	12535744889362	7394974855395	-20280204678667	7	-2.8394923813104616e-11	-2.8394922174540039e-11	1.6385645763351758e-18	true	true
207	U07-0000000110_S08-0000000164	16606943309554	12023355974224	6744	2647092339200	7240424723904	12535743998714	7394973857348	-20280353880566	7	-2.838864976394449e-11	-2.838864844688914e-11	1.3170553502261658e-18	true	true
208	U07-0000000110_S08-0000000165	16604516555619	12024222976649	6744	2647095379328	7240427714624	12535743063583	7394972809013	-20280503081393	7	-2.8382376643564247e-11	-2.8382375411384178e-11	1.2321800697879844e-18	true	true
209	U07-0000000110_S08-0000000166	16602089801684	12025089979075	6744	2647098419072	7240430704832	12535742074955	7394971701248	-20280652275085	7	-2.83761046865028e-11	-2.8376103067958392e-11	1.6185444079800858e-18	true	true
210	U07-0000000110_S08-0000000167	16599663047749	12025956981500	6744	2647101456768	7240433693312	12535741051432	7394970554560	-20280801473832	7	-2.8369833407472613e-11	-2.8369831416545022e-11	1.9909275908247997e-18	true	true
211	U07-0000000110_S08-0000000168	16597236293815	12026823983925	6744	2647104490368	7240436678272	12535740019401	7394969398034	-20280950692050	7	-2.8363562192935403e-11	-2.8363560457077284e-11	1.7358581189768112e-18	true	true
212	U07-0000000110_S08-0000000169	16594809539880	12027690986351	6744	2647107522496	7240439661952	12535738944616	7394968194341	-20281099910963	7	-2.8357291838731986e-11	-2.8357290189488408e-11	1.6492435782096377e-18	true	true
213	U07-0000000110_S08-0000000170	16592382785945	12028557988776	6744	2647110553536	7240442644608	12535737826714	7394966941293	-20281249128865	7	-2.8351022401669858e-11	-2.8351020613711603e-11	1.7879582546483513e-18	true	true
214	U07-0000000110_S08-0000000171	16589956032010	12029424991202	6744	2647113581056	7240445624256	12535736690587	7394965668965	-20281398361163	7	-2.8344753242327711e-11	-2.8344751729680073e-11	1.5126476376682734e-18	true	true
215	U07-0000000110_S08-0000000172	16587529278075	12030291993627	6744	2647116609024	7240448604288	12535735491953	7394964325329	-20281547581430	7	-2.8338485464542616e-11	-2.8338483537327022e-11	1.9272155938806425e-18	true	true
216	U07-0000000110_S08-0000000173	16585102524140	12031158996052	6744	2647119631808	7240451579904	12535734294919	7394962984336	-20281696828651	7	-2.8332217459113627e-11	-2.833221603658564e-11	1.422527986910066e-18	true	true
217	U07-0000000110_S08-0000000174	16582675770205	12032025998478	6744	2647122654976	7240454555776	12535733035839	7394961573412	-20281846063750	7	-2.8325950828358762e-11	-2.8325949227389115e-11	1.6009696472408183e-18	true	true
218	U07-0000000110_S08-0000000175	16580249016270	12032893000903	6744	2647125676032	7240457529728	12535731743599	7394960125412	-20281995303859	7	-2.8319684860928076e-11	-2.831968310967062e-11	1.7512574560973754e-18	true	true
219	U07-0000000111_S08-0000000163	16609323725729	12022438225582	6744	2647102222272	7240433279360	12535942090634	7395195806965	-20280155769143	7	-2.8394129684113241e-11	-2.8394128427356356e-11	1.2567568853319449e-18	true	true
220	U07-0000000111_S08-0000000164	16606896971794	12023305228008	6744	2647105266048	7240436273152	12535941184215	7395194791374	-20280304955893	7	-2.8387856340525402e-11	-2.8387854827715046e-11	1.5128103563732248e-18	true	true
221	U07-0000000111_S08-0000000165	16604470217859	12024172230433	6744	2647108306816	7240439264320	12535940253889	7395193749406	-20280454154072	7	-2.8381583407565755e-11	-2.8381581920219857e-11	1.4873458984838124e-18	true	true
222	U07-0000000111_S08-0000000166	16602043463924	12025039232859	6744	2647111346048	7240442254144	12535939284904	7395192663688	-20280603354034	7	-2.8375311275451626e-11	-2.8375309704804019e-11	1.5706476067471053e-18	true	true
223	U07-0000000111_S08-0000000167	16599616709989	12025906235284	6744	2647114383808	7240445242752	12535938274347	7395191531515	-20280752554827	7	-2.8369039992548337e-11	-2.8369038181400771e-11	1.8111475651876336e-18	true	true
224	U07-0000000111_S08-0000000168	16597189956054	12026773237709	6744	2647117417664	7240448227968	12535937252514	7395190386185	-20280901773921	7	-2.8362768831177447e-11	-2.8362767349943341e-11	1.4812341065069025e-18	true	true
225	U07-0000000111_S08-0000000169	16594763202119	12027640240135	6744	2647120450368	7240451212160	12535936186016	7395189190982	-20281050991715	7	-2.8356498602336079e-11	-2.8356497210364935e-11	1.3919711434446615e-18	true	true
226	U07-0000000111_S08-0000000170	16592336448184	12028507242560	6744	2647123481600	7240454194944	12535935078387	7395187950283	-20281200210089	7	-2.83502292223783e-11	-2.8350227762598777e-11	1.4597795229591146e-18	true	true
227	U07-0000000111_S08-0000000171	16589909694249	12029374244986	6744	2647126510464	7240457175872	12535933940010	7395186674613	-20281349435952	7	-2.8343960423012495e-11	-2.8343959006578064e-11	1.4164344316807234e-18	true	true
228	U07-0000000111_S08-0000000172	16587482940314	12030241247411	6744	2647129537664	7240460155264	12535932763813	7395185356455	-20281498664386	7	-2.8337692394188263e-11	-2.8337690942235995e-11	1.4519522682516948e-18	true	true
229	U07-0000000111_S08-0000000173	16585056186379	12031108249836	6744	2647132563328	7240463133248	12535931546590	7395183993173	-20281647892947	7	-2.8331425223240653e-11	-2.8331423569505759e-11	1.6537348942859879e-18	true	true
230	U07-0000000111_S08-0000000174	16582629432444	12031975252262	6744	2647135586048	7240466108736	12535930306548	7395182603878	-20281797133975	7	-2.8325158430801205e-11	-2.8325156888320546e-11	1.5424806593236027e-18	true	true
231	U07-0000000111_S08-0000000175	16580202678509	12032842254687	6744	2647138607360	7240469083008	12535929025531	7395181168057	-20281946375731	7	-2.8318892488040758e-11	-2.8318890898613527e-11	1.5894272303655644e-18	true	true
232	U08-0000000198_S09-0000000320	16617778313583	12020242108846	6744	2646934041344	7240282197952	12533528842946	7392491878698	-20280270683450	7	-2.8424251549199358e-11	-2.8424250072093348e-11	1.4771060099611683e-18	true	true
233	U08-0000000198_S09-0000000321	16616564936616	12020675610059	6744	2646935563264	7240283694784	12533528408702	7392491391862	-20280345278245	7	-2.8421112780108248e-11	-2.8421111276784274e-11	1.5033239744586539e-18	true	true
234	U08-0000000199_S09-0000000320	16617755144703	12020216735738	6744	2646940500992	7240287963392	12533627469233	7392602386215	-20280246172460	7	-2.8423854827582007e-11	-2.842385306011923e-11	1.7674627773272959e-18	true	true
235	U08-0000000199_S09-0000000321	16616541767736	12020650236951	6744	2646942022528	7240289459968	12533627042127	7392601907381	-20280320769998	7	-2.8420715963550729e-11	-2.8420714296805395e-11	1.6667453337974989e-18	true	true
236	U08-0000000200_S09-0000000320	16617731975823	12020191362630	6744	2646946959872	7240293728512	12533726103540	7392712902226	-20280221669812	7	-2.8423457843863449e-11	-2.842345604511704e-11	1.7987464088207533e-18	true	true
237	U08-0000000200_S09-0000000321	16616518598855	12020624863843	6744	2646948481408	7240295225152	12533725680080	7392712427171	-20280296268437	7	-2.8420318961811285e-11	-2.8420317313798749e-11	1.6480125363565284e-18	true	true
238	U08-0000000201_S09-0000000320	16617708806943	12020165989522	6744	2646953418816	7240299493952	12533824736209	7392823416505	-20280197169871	7	-2.8423060830106822e-11	-2.8423059027086829e-11	1.8030199922190687e-18	true	true
239	U08-0000000201_S09-0000000321	16616495429975	12020599490735	6744	2646954940160	7240300990336	12533824317968	7392822948051	-20280271769869	7	-2.8419921902309279e-11	-2.8419920327764385e-11	1.574544894052543e-18	true	true
240	U08-0000000202_S09-0000000320	16617685638062	12020140616414	6744	2646959876480	7240305258560	12533923383278	7392933946905	-20280172682427	7	-2.8422663385069412e-11	-2.8422662006028647e-11	1.3790407659691577e-18	true	true
241	U08-0000000202_S09-0000000321	16616472261095	12020574117627	6744	2646961399488	7240306756416	12533922948977	7392933460087	-20280247271457	7	-2.8419524934058361e-11	-2.8419523338702353e-11	1.595356008631947e-18	true	true
242	U08-0000000203_S09-0000000320	16617662469182	12020115243306	6744	2646966336128	7240311025088	12534022006243	7393044449994	-20280148183607	7	-2.8422266484695065e-11	-2.8422264981942543e-11	1.5027525219023505e-18	true	true
243	U08-0000000203_S09-0000000321	16616449092215	12020548744519	6744	2646967859264	7240312523008	12534021573991	7393043965614	-20280222772519	7	-2.8419128059183724e-11	-2.8419126346612704e-11	1.7125710201794887e-18	true	true
244	U08-0000000204_S09-0000000320	16617639300302	12020089870198	6744	2646972794624	7240316790912	12534120642293	7393154967582	-20280123696308	7	-2.8421869191285846e-11	-2.8421867954828568e-11	1.2364572785638283e-18	true	true
245	U08-0000000204_S09-0000000321	16616425923334	12020523371411	6744	2646974317760	7240318288832	12534120213478	7393154487078	-20280198285673	7	-2.8418730764318706e-11	-2.841872935149549e-11	1.412823216389084e-18	true	true
246	U08-0000000205_S09-0000000320	16617616131422	12020064497090	6744	2646979255168	7240322558720	12534219252652	7393265456531	-20280099196911	7	-2.8421472473446013e-11	-2.8421470924686772e-11	1.5487592412850415e-18	true	true
247	U08-0000000205_S09-0000000321	16616402754454	12020497998303	6744	2646980777280	7240324055808	12534218838621	7393264992648	-20280173794185	7	-2.8418333746830635e-11	-2.8418332353350759e-11	1.3934798756455185e-18	true	true
248	U08-0000000206_S09-0000000320	16617592962541	12020039123982	6744	2646985714752	7240328325952	12534317873776	7393375957638	-20280074707695	7	-2.8421075417331057e-11	-2.8421073891517214e-11	1.5258138423977115e-18	true	true
249	U08-0000000206_S09-0000000321	16616379585574	12020472625195	6744	2646987237376	7240329823488	12534317457680	7393375490921	-20280149302269	7	-2.8417936824733322e-11	-2.8417935352178567e-11	1.4725547556021507e-18	true	true
