LEAF_INDEX	STEPS	EVENT1_TIME	EVENT2_TIME	X2	Y2	ELL2	DETERMINANT	DECIMAL_DETERMINANT	ABS_DELTA	INSIDE_BOTH_CAPD
48	6744	2.4074056815588847	6.585031772730872	11.39902784163769	6.7232638623481762	-18.446901884926774	-2.8329190428522698e-11	-2.8329188700719981e-11	1.7278027175166916e-18	true
49	6744	2.4073788828682154	6.5850043222308159	11.3992219370366	6.7234813396726167	-18.444957206497747	-2.8416206378896721e-11	-2.8416204942763232e-11	1.4361334891682551e-18	true
50	6744	2.4073816484306008	6.5850070425658487	11.399221102218689	6.723480404507427	-18.445092900143209	-2.8409929881969237e-11	-2.8409928422679382e-11	1.4592898546547031e-18	true
51	6744	2.4073844126542099	6.5850097617367283	11.399220230750871	6.7234794276901084	-18.445228594713626	-2.8403654222523908e-11	-2.8403652594872946e-11	1.6276509621283043e-18	true
52	6744	2.4073871741420589	6.5850124785210937	11.399219338207331	6.7234784281308748	-18.445364300044275	-2.8397378953663616e-11	-2.8397377459277199e-11	1.4943864171869891e-18	true
53	6744	2.407389935280662	6.5850151949562132	11.399218397560617	6.7234773736900024	-18.44549999874198	-2.8391104855828717e-11	-2.8391103015825411e-11	1.8400033052609742e-18	true
54	6744	2.4073926933342591	6.5850179088301957	11.39921743895502	6.7234762999551094	-18.445635711114846	-2.8384831034282294e-11	-2.838482926445084e-11	1.7698314542477812e-18	true
55	6744	2.4073954490013421	6.5850206206087023	11.399216457240982	6.7234751994792532	-18.445771431672256	-2.8378557707496086e-11	-2.8378556205086738e-11	1.5024093485768918e-18	true
56	6744	2.4073982035624795	6.585023331339471	11.399215434194048	6.7234740537633115	-18.445907150904532	-2.8372285319516508e-11	-2.8372283837666356e-11	1.4818501524992756e-18	true
57	6744	2.407400957075879	6.5850260411971249	11.399214372261667	6.723472863389361	-18.446042870195015	-2.8366013818824564e-11	-2.8366012162122928e-11	1.6567016357140461e-18	true
58	6744	2.4074037080281414	6.5850287488428876	11.399213286207669	6.723471646667349	-18.446178597878315	-2.8359742808049533e-11	-2.8359741178389689e-11	1.6296598445628975e-18	true
59	6744	2.4074064565356821	6.5850314543931745	11.399212176750552	6.7234704032798618	-18.446314334797535	-2.8353472262733664e-11	-2.8353470886399869e-11	1.3763337947963581e-18	true
60	6744	2.4074092043447308	6.5850341593031771	11.399211022172494	6.7234691096809911	-18.446450067900514	-2.8347202769244839e-11	-2.8347201286086681e-11	1.4831581576922692e-18	true
61	6744	2.4074119503493421	6.5850368625833653	11.399209835929469	6.7234677806827676	-18.446585804688766	-2.8340933979379178e-11	-2.8340932377383339e-11	1.6019958391076985e-18	true
62	6744	2.4074146939674392	6.585039563884493	11.399208624268795	6.7234664231600618	-18.446721549962604	-2.8334665694261964e-11	-2.8334664160223051e-11	1.5340389128186325e-18	true
63	6744	2.4074174362467602	6.5850422640214674	11.399207376224695	6.7234650244108707	-18.446857296319649	-2.8328398237621722e-11	-2.8328396634539013e-11	1.6030827091961534e-18	true
64	6744	2.4073906327830628	6.5850148100289516	11.3994013520105	6.7236823677212669	-18.444912630634462	-2.8415412783338012e-11	-2.8415411072736668e-11	1.7106013448134608e-18	true
65	6744	2.4073933982290328	6.5850175303057767	11.399400531160609	6.7236814478310407	-18.44504832729308	-2.8409136229491245e-11	-2.8409134680635266e-11	1.5488559794114447e-18	true
