LEAF_INDEX	STEPS	EVENT1_TIME	EVENT2_TIME	X2	Y2	ELL2	DETERMINANT	DECIMAL_DETERMINANT	ABS_DELTA	INSIDE_BOTH_CAPD
66	6744	2.4073961626854725	6.5850202496512793	11.399399668901424	6.7236804820267935	-18.445184022255489	-2.840286062976793e-11	-2.8402858980811464e-11	1.6489564657577251e-18	true
67	6744	2.4073989248136058	6.5850229670177214	11.399398780994488	6.7236794875407213	-18.445319725281479	-2.8396585548698536e-11	-2.8396583973198533e-11	1.5755000033167062e-18	true
68	6744	2.407401684904471	6.5850256826379336	11.399397865046012	6.7236784608485323	-18.445455434083669	-2.8390311080683133e-11	-2.8390309657729739e-11	1.4229533936206398e-18	true
69	6744	2.407404443831183	6.585028397210408	11.399396909299867	6.723677390084049	-18.44559114256117	-2.8384037510876718e-11	-2.8384036034338342e-11	1.4765383766528494e-18	true
70	6744	2.4074072007206269	6.5850311100366525	11.399395925138379	6.7236762870888924	-18.445726857166846	-2.8377764545455877e-11	-2.8377763102957589e-11	1.4424982885526812e-18	true
71	6744	2.4074099563877098	6.5850338217569515	11.399394902298809	6.7236751407272095	-18.445862570992176	-2.8371492482773172e-11	-2.8371490863520727e-11	1.6192524455038628e-18	true
72	6744	2.4074127094936557	6.585036531323567	11.399393856539064	6.7236739690224567	-18.445998294951096	-2.8365220850438199e-11	-2.8365219315960997e-11	1.534477202221012e-18	true
73	6744	2.4074154609115794	6.5850392393185757	11.399392777094363	6.7236727602803512	-18.446134021491162	-2.8358949970125572e-11	-2.8358948460211627e-11	1.5099139446842791e-18	true
74	6744	2.4074182109325193	6.5850419462076388	11.399391662413109	6.7236715105791518	-18.446269750224928	-2.835267988150726e-11	-2.8352678296205838e-11	1.5853014214912119e-18	true
75	6744	2.4074209581012838	6.5850446505937725	11.399390526926254	6.723670238709019	-18.446405489535209	-2.8346410184414376e-11	-2.8346408823876855e-11	1.3605375208416936e-18	true
76	6744	2.407423704629764	6.5850473543978296	11.399389346783209	6.7236689166184078	-18.446541225279361	-2.8340141530300256e-11	-2.8340140043157883e-11	1.4871423732790332e-18	true
77	6744	2.4074264495284297	6.5850500566884875	11.399388133411776	6.7236675570939042	-18.446676963822938	-2.8333873622402543e-11	-2.8333871953982126e-11	1.6684204165431842e-18	true
78	6744	2.407429191400297	6.5850527565926313	11.399386902631704	6.7236661773022206	-18.446812715697888	-2.832760600474914e-11	-2.8327604556282785e-11	1.4484663546669858e-18	true
79	6744	2.4074023818830028	6.585025298059918	11.39958077378833	6.7238834031595616	-18.444868071589553	-2.8414618743064599e-11	-2.8414617190601159e-11	1.5524634400785849e-18	true
80	6744	2.4074051477946341	6.5850280187441967	11.399579960312622	6.7238824914766155	-18.445003767620619	-2.8408342301170927e-11	-2.840834092648464e-11	1.374686286891874e-18	true
81	6744	2.4074079124256968	6.5850307383225299	11.399579107978752	6.7238815364862603	-18.445139463472515	-2.8402066745783427e-11	-2.8402065354645907e-11	1.3911375198706185e-18	true
82	6744	2.4074106751941144	6.5850334562710486	11.399578225293226	6.7238805476454218	-18.445275164554005	-2.8395791836881238e-11	-2.8395790475018225e-11	1.3618630131498244e-18	true
83	6744	2.4074134367401712	6.5850361731136218	11.399577303560363	6.7238795149851285	-18.445410864768746	-2.8389517837450164e-11	-2.838951628753486e-11	1.5499153037392668e-18	true
84	6744	2.4074161961325444	6.5850388880935498	11.399576354448072	6.7238784518267494	-18.445546572190324	-2.8383244397799986e-11	-2.8383242792129067e-11	1.6056709185587406e-18	true
85	6744	2.4074189533130266	6.5850416011526249	11.399575378964983	6.7238773587969263	-18.445682286334886	-2.8376971524409547e-11	-2.8376969988734099e-11	1.5356754476553032e-18	true
86	6744	2.4074217093875632	6.5850443132221699	11.39957436363602	6.7238762211336507	-18.445817999838255	-2.837069956144078e-11	-2.8370697877283197e-11	1.6841575826269681e-18	true
87	6744	2.4074244624353014	6.5850470227887854	11.399573331197644	6.7238750639880891	-18.445953726743937	-2.8364427880822389e-11	-2.8364426457709595e-11	1.4231127939096182e-18	true
88	6744	2.4074272146099247	6.5850497315404937	11.399572255928433	6.7238738590549474	-18.446089450650106	-2.8358157206618032e-11	-2.8358155729946528e-11	1.4766715042638564e-18	true
89	6744	2.4074299652711488	6.5850524388370104	11.3995711452244	6.7238726149762442	-18.446225176575354	-2.8351887318906122e-11	-2.8351885693927212e-11	1.6249789102558166e-18	true
90	6744	2.4074327127891593	6.5850551435723901	11.399570019139901	6.723871353141476	-18.44636091659595	-2.834561767765415e-11	-2.8345616349584864e-11	1.3280692859317035e-18	true
91	6744	2.4074354598415084	6.5850578477839008	11.399568845779868	6.7238700379648435	-18.44649665065208	-2.8339349175096602e-11	-2.8339347696852695e-11	1.4782439067536601e-18	true
92	6744	2.4074382053222507	6.585060550714843	11.399567637309701	6.7238686839355069	-18.446632387246609	-2.8333081441154435e-11	-2.8333079735663906e-11	1.7054905286194452e-18	true
93	6744	2.4074409481254406	6.5850632513174787	11.39956640731998	6.7238673056072003	-18.446768134186641	-2.8326814120395359e-11	-2.8326812465951691e-11	1.6544436685174979e-18	true
94	6744	2.4074141323799267	6.5850357882445678	11.399760176385826	6.7240844162615758	-18.44482351361512	-2.8413824974200078e-11	-2.8413823296357108e-11	1.6778429698412693e-18	true
95	6744	2.4074168991646729	6.5850385096273385	11.399759363816884	6.7240835065613282	-18.444959205405212	-2.8407548806699739e-11	-2.840754716022791e-11	1.6464718284551175e-18	true
96	6744	2.4074196642031893	6.5850412295549177	11.399758519656643	6.7240825606131693	-18.4450949010361	-2.8401273343824363e-11	-2.8401271716376678e-11	1.6274476857239436e-18	true
97	6744	2.407422426447738	6.5850439471541904	11.399757655875874	6.7240815922677939	-18.445230608212114	-2.8394998242144046e-11	-2.8394996964736681e-11	1.2774073653138003e-18	true
98	6744	2.407425188459456	6.5850466643460095	11.399756741690908	6.7240805680330595	-18.44536630762741	-2.8388724357566751e-11	-2.8388722905241179e-11	1.4523255722772005e-18	true
99	6744	2.4074279474443756	6.5850493790348992	11.399755809266026	6.7240795236311897	-18.445502019910236	-2.8382450778461557e-11	-2.8382449537823427e-11	1.2406381304918326e-18	true
100	6744	2.4074307062546723	6.5850520934909582	11.399754827359175	6.7240784231835278	-18.445637725249071	-2.8376178390564972e-11	-2.8376176862416677e-11	1.5281482947203525e-18	true
101	6744	2.4074334628530778	6.5850548060261644	11.399753817414421	6.7240772918703442	-18.445773436725176	-2.8369906597172224e-11	-2.8369904878954168e-11	1.7182180562055918e-18	true
102	6744	2.407436216250062	6.5850575159420259	11.399752793816333	6.7240761442335497	-18.44590916375455	-2.8363634994167909e-11	-2.836363358736913e-11	1.4067987792085036e-18	true
103	6744	2.4074389697052538	6.5850602257414721	11.399751715629463	6.7240749363136274	-18.446044880925001	-2.8357364707706774e-11	-2.8357362987594797e-11	1.7201119766909114e-18	true
104	6744	2.4074417195515707	6.5850629323977046	11.399750626605964	6.7240737167066982	-18.446180614719196	-2.8351094543865103e-11	-2.8351093079564385e-11	1.464300717703919e-18	true
105	6744	2.4074444680591114	6.5850656380061992	11.399749501138103	6.7240724552520987	-18.446316349753033	-2.8344825208250476e-11	-2.8344823863211112e-11	1.3450393647184977e-18	true
106	6744	2.4074472162174061	6.5850683432654478	11.399748326821282	6.7240711391104924	-18.44645207890153	-2.833855702248864e-11	-2.8338555338468182e-11	1.6840204580533919e-18	true
