8458|cs6-hapg-kat-v5|gpu-orangefs|COMPLETED|0:0|2026-08-02T06:28:07|2026-08-02T06:28:07|2026-08-02T06:29:38|91|gpuorangefs-r770-proxmox|120|32|
8460|cs6-hapg-kat-auth-v5|gpu-orangefs|FAILED|1:0|2026-08-02T06:44:18|2026-08-02T06:44:18|2026-08-02T06:44:20|2|gpuorangefs-r770-proxmox|120|1|
8461|cs6-hapg-adaptive-v5|gpu-orangefs|CANCELLED by 0|0:0|2026-08-02T06:44:18|None|2026-08-02T06:45:27|0|None assigned|0|32|
8462|cs6-hapg-kat-auth-v5|gpu-orangefs|COMPLETED|0:0|2026-08-02T06:46:11|2026-08-02T06:46:11|2026-08-02T06:46:35|24|gpuorangefs-r770-proxmox|120|1|
8463|cs6-hapg-adaptive-v5|gpu-orangefs|FAILED|1:0|2026-08-02T06:46:14|2026-08-02T06:46:35|2026-08-02T06:48:08|93|gpuorangefs-r770-proxmox|120|32|
