id	iri	label
231	http://purl.obolibrary.org/obo/GO_0000354	cis assembly of pre-catalytic spliceosome
232	http://purl.obolibrary.org/obo/GO_0000365	mRNA trans splicing, via spliceosome
233	http://purl.obolibrary.org/obo/GO_0000366	mRNA alternative trans-splicing
234	http://purl.obolibrary.org/obo/GO_0000372	Group I intron splicing
235	http://purl.obolibrary.org/obo/GO_0000373	Group II intron splicing
236	http://purl.obolibrary.org/obo/GO_0000374	Group III intron splicing
237	http://purl.obolibrary.org/obo/GO_0000375	RNA splicing, via transesterification reactions
238	http://purl.obolibrary.org/obo/GO_0000376	RNA splicing, via transesterification reactions with guanosine as nucleophile
239	http://purl.obolibrary.org/obo/GO_0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
240	http://purl.obolibrary.org/obo/GO_0000378	RNA exon ligation
241	http://purl.obolibrary.org/obo/GO_0000379	tRNA-type intron splice site recognition and cleavage
242	http://purl.obolibrary.org/obo/GO_0000380	alternative mRNA splicing, via spliceosome
243	http://purl.obolibrary.org/obo/GO_0000381	regulation of alternative mRNA splicing, via spliceosome
244	http://purl.obolibrary.org/obo/GO_0000384	first spliceosomal transesterification activity
245	http://purl.obolibrary.org/obo/GO_0000386	second spliceosomal transesterification activity
246	http://purl.obolibrary.org/obo/GO_0000387	spliceosomal snRNP assembly
247	http://purl.obolibrary.org/obo/GO_0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
248	http://purl.obolibrary.org/obo/GO_0000389	mRNA 3'-splice site recognition
249	http://purl.obolibrary.org/obo/GO_0000390	spliceosomal complex disassembly
250	http://purl.obolibrary.org/obo/GO_0000393	spliceosomal conformational changes to generate catalytic conformation
251	http://purl.obolibrary.org/obo/GO_0000394	RNA splicing, via endonucleolytic cleavage and ligation
252	http://purl.obolibrary.org/obo/GO_0000395	mRNA 5'-splice site recognition
253	http://purl.obolibrary.org/obo/GO_0000398	mRNA splicing, via spliceosome
254	http://purl.obolibrary.org/obo/GO_0000399	cellular bud neck septin structure
255	http://purl.obolibrary.org/obo/GO_0000400	four-way junction DNA binding
256	http://purl.obolibrary.org/obo/GO_0000401	open form four-way junction DNA binding
257	http://purl.obolibrary.org/obo/GO_0000402	crossed form four-way junction DNA binding
258	http://purl.obolibrary.org/obo/GO_0000403	Y-form DNA binding
259	http://purl.obolibrary.org/obo/GO_0000404	heteroduplex DNA loop binding
260	http://purl.obolibrary.org/obo/GO_0000405	bubble DNA binding
261	http://purl.obolibrary.org/obo/GO_0000406	double-strand/single-strand DNA junction binding
262	http://purl.obolibrary.org/obo/GO_0000407	phagophore assembly site
263	http://purl.obolibrary.org/obo/GO_0000408	EKC/KEOPS complex
264	http://purl.obolibrary.org/obo/GO_0000409	regulation of transcription by galactose
265	http://purl.obolibrary.org/obo/GO_0000410	carbon catabolite repression of transcription by galactose
266	http://purl.obolibrary.org/obo/GO_0000411	positive regulation of transcription by galactose
267	http://purl.obolibrary.org/obo/GO_0000413	protein peptidyl-prolyl isomerization
268	http://purl.obolibrary.org/obo/GO_0000417	HIR complex
269	http://purl.obolibrary.org/obo/GO_0000418	RNA polymerase IV complex
270	http://purl.obolibrary.org/obo/GO_0000419	RNA polymerase V complex
271	http://purl.obolibrary.org/obo/GO_0000421	autophagosome membrane
272	http://purl.obolibrary.org/obo/GO_0000422	autophagy of mitochondrion
273	http://purl.obolibrary.org/obo/GO_0000423	mitophagy
274	http://purl.obolibrary.org/obo/GO_0000424	micromitophagy
275	http://purl.obolibrary.org/obo/GO_0000425	pexophagy
276	http://purl.obolibrary.org/obo/GO_0000426	micropexophagy
277	http://purl.obolibrary.org/obo/GO_0000427	plastid-encoded plastid RNA polymerase complex
278	http://purl.obolibrary.org/obo/GO_0000428	DNA-directed RNA polymerase complex
279	http://purl.obolibrary.org/obo/GO_0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter
280	http://purl.obolibrary.org/obo/GO_0000430	regulation of transcription from RNA polymerase II promoter by glucose
281	http://purl.obolibrary.org/obo/GO_0000431	regulation of transcription from RNA polymerase II promoter by galactose
282	http://purl.obolibrary.org/obo/GO_0000432	positive regulation of transcription from RNA polymerase II promoter by glucose
283	http://purl.obolibrary.org/obo/GO_0000433	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
284	http://purl.obolibrary.org/obo/GO_0000434	carbon catabolite repression of transcription from RNA polymerase II promoter by galactose
285	http://purl.obolibrary.org/obo/GO_0000435	positive regulation of transcription from RNA polymerase II promoter by galactose
286	http://purl.obolibrary.org/obo/GO_0000436	carbon catabolite activation of transcription from RNA polymerase II promoter
287	http://purl.obolibrary.org/obo/GO_0000437	carbon catabolite repression of transcription from RNA polymerase II promoter
288	http://purl.obolibrary.org/obo/GO_0000438	core TFIIH complex portion of holo TFIIH complex
289	http://purl.obolibrary.org/obo/GO_0000439	transcription factor TFIIH core complex
290	http://purl.obolibrary.org/obo/GO_0000440	core TFIIH complex portion of NEF3 complex
291	http://purl.obolibrary.org/obo/GO_0000444	MIS12/MIND type complex
292	http://purl.obolibrary.org/obo/GO_0000445	THO complex part of transcription export complex
293	http://purl.obolibrary.org/obo/GO_0000446	nucleoplasmic THO complex
294	http://purl.obolibrary.org/obo/GO_0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
295	http://purl.obolibrary.org/obo/GO_0000448	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
296	http://purl.obolibrary.org/obo/GO_0000449	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
297	http://purl.obolibrary.org/obo/GO_0000450	cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA)
298	http://purl.obolibrary.org/obo/GO_0000451	rRNA 2'-O-methylation
299	http://purl.obolibrary.org/obo/GO_0000452	snoRNA guided rRNA 2'-O-methylation
300	http://purl.obolibrary.org/obo/GO_0000454	snoRNA guided rRNA pseudouridine synthesis
301	http://purl.obolibrary.org/obo/GO_0000455	enzyme-directed rRNA pseudouridine synthesis
302	http://purl.obolibrary.org/obo/GO_0000457	endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
303	http://purl.obolibrary.org/obo/GO_0000458	endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
304	http://purl.obolibrary.org/obo/GO_0000460	maturation of 5.8S rRNA
305	http://purl.obolibrary.org/obo/GO_0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
306	http://purl.obolibrary.org/obo/GO_0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
307	http://purl.obolibrary.org/obo/GO_0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
308	http://purl.obolibrary.org/obo/GO_0000464	endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
309	http://purl.obolibrary.org/obo/GO_0000465	exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
310	http://purl.obolibrary.org/obo/GO_0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
311	http://purl.obolibrary.org/obo/GO_0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
312	http://purl.obolibrary.org/obo/GO_0000468	generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
313	http://purl.obolibrary.org/obo/GO_0000470	maturation of LSU-rRNA
314	http://purl.obolibrary.org/obo/GO_0000471	endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
315	http://purl.obolibrary.org/obo/GO_0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
316	http://purl.obolibrary.org/obo/GO_0000473	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
317	http://purl.obolibrary.org/obo/GO_0000474	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
318	http://purl.obolibrary.org/obo/GO_0000475	maturation of 2S rRNA
319	http://purl.obolibrary.org/obo/GO_0000476	maturation of 4.5S rRNA
320	http://purl.obolibrary.org/obo/GO_0000477	generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
