Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.576188,0.725329,0.437811,0.618835,0.472926,0.536501,0.449723,0.351842,0.373287,0.774473,0.508476,0.378860,0.303438,0.607833,0.371852,0.563571,0.643171,0.438687,0.512488,0.605645,0.560363,0.558580,0.597355,0.608373,0.445065,0.568191,0.486697,0.453274,0.522525,0.589684,0.556439
0.576188,1.000000,0.518340,0.724946,0.474951,0.635687,0.430907,0.593721,0.438979,0.433134,0.529103,0.658759,0.414993,0.314606,0.549731,0.414490,0.817569,0.526628,0.510675,0.496799,0.547598,0.441216,0.606268,0.572009,0.539949,0.364218,0.619379,0.525776,0.343223,0.449314,0.504473,0.555613
0.725329,0.518340,1.000000,0.595516,0.785900,0.508710,0.687670,0.443198,0.422418,0.396583,0.899313,0.642632,0.495156,0.324539,0.791707,0.393949,0.676846,0.711676,0.570641,0.536001,0.771793,0.680161,0.725778,0.577056,0.794615,0.567109,0.732521,0.499622,0.480159,0.641047,0.586200,0.602518
0.437811,0.724946,0.595516,1.000000,0.476680,0.814913,0.427421,0.650410,0.452456,0.464942,0.594767,0.875290,0.459635,0.385210,0.531782,0.460973,0.834802,0.431902,0.464296,0.504709,0.563278,0.527253,0.559180,0.610050,0.636975,0.549975,0.608014,0.586652,0.328837,0.426439,0.498960,0.543216
0.618835,0.474951,0.785900,0.476680,1.000000,0.486708,0.883543,0.472193,0.628412,0.537253,0.719430,0.495255,0.671349,0.356254,0.782687,0.535417,0.550051,0.713377,0.596127,0.544129,0.711046,0.578127,0.705792,0.573795,0.693374,0.476873,0.673913,0.460398,0.576942,0.582034,0.513797,0.427109
0.472926,0.635687,0.508710,0.814913,0.486708,1.000000,0.475560,0.842064,0.604377,0.663850,0.537394,0.736131,0.493767,0.528652,0.481446,0.683637,0.676946,0.474885,0.445085,0.618255,0.475635,0.546573,0.502793,0.794545,0.531484,0.539576,0.528094,0.747255,0.340754,0.448098,0.450053,0.439415
0.536501,0.430907,0.687670,0.427421,0.883543,0.475560,1.000000,0.522056,0.751547,0.649551,0.632183,0.446636,0.641133,0.397155,0.857317,0.613406,0.486743,0.719762,0.752160,0.621786,0.615030,0.596901,0.751735,0.603375,0.599369,0.444650,0.732637,0.508981,0.597492,0.683437,0.492840,0.404123
0.449723,0.593721,0.443198,0.650410,0.472193,0.842064,0.522056,1.000000,0.743662,0.833654,0.469946,0.644230,0.519812,0.611769,0.497220,0.810549,0.573793,0.507025,0.507145,0.831172,0.454154,0.420414,0.529927,0.861685,0.478309,0.451141,0.530860,0.915423,0.364964,0.513693,0.436100,0.406192
0.351842,0.438979,0.422418,0.452456,0.628412,0.604377,0.751547,0.743662,1.000000,0.933386,0.396445,0.437825,0.656866,0.530764,0.573259,0.831415,0.428796,0.463164,0.574571,0.768625,0.418328,0.356254,0.533103,0.685737,0.420826,0.380469,0.525186,0.676006,0.513686,0.480430,0.339039,0.266278
0.373287,0.433134,0.396583,0.464942,0.537253,0.663850,0.649551,0.833654,0.933386,1.000000,0.380744,0.446638,0.575583,0.574079,0.503524,0.877707,0.419031,0.477736,0.532080,0.840405,0.381723,0.372239,0.486192,0.755257,0.389118,0.405141,0.470609,0.772592,0.447018,0.514587,0.337552,0.276806
