Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.805692,0.815450,0.789069,0.714389,0.788493,0.680906,0.738801,0.519214,0.561098,0.854339,0.776350,0.495033,0.621078,0.742626,0.560166,0.796411,0.680277,0.620654,0.666194,0.765624,0.683238,0.712126,0.736434,0.780955,0.644509,0.750124,0.700146,0.546440,0.672167,0.810178,0.706808
0.805692,1.000000,0.798562,0.825424,0.692426,0.709186,0.678382,0.650630,0.495555,0.498264,0.748362,0.772327,0.435950,0.544511,0.748659,0.509132,0.905621,0.716332,0.657605,0.602185,0.776244,0.721991,0.757435,0.649885,0.713425,0.589926,0.758542,0.616058,0.513107,0.704244,0.700808,0.745047
0.815450,0.798562,1.000000,0.892810,0.849517,0.816966,0.768591,0.719921,0.575820,0.582179,0.907537,0.872180,0.541097,0.622691,0.836473,0.578281,0.848849,0.753434,0.690525,0.671050,0.905383,0.764806,0.833411,0.741963,0.890042,0.721202,0.842288,0.687664,0.551449,0.707804,0.768034,0.704106
0.789069,0.825424,0.892810,1.000000,0.747446,0.864054,0.708586,0.723656,0.539095,0.575877,0.836150,0.917126,0.489255,0.636130,0.776039,0.578281,0.890996,0.721015,0.644212,0.663031,0.814098,0.809681,0.767385,0.736095,0.799935,0.757034,0.786214,0.695210,0.516065,0.692287,0.753872,0.724297
0.714389,0.692426,0.849517,0.747446,1.000000,0.742862,0.840121,0.705479,0.666876,0.632139,0.831109,0.745194,0.637486,0.643778,0.848990,0.624854,0.728735,0.742485,0.723796,0.681034,0.903301,0.664722,0.871691,0.712203,0.890741,0.640932,0.840749,0.669717,0.595404,0.648350,0.711825,0.602764
0.788493,0.709186,0.816966,0.864054,0.742862,1.000000,0.714619,0.862218,0.617824,0.687548,0.805391,0.851291,0.503243,0.742120,0.754396,0.690973,0.776435,0.725048,0.632251,0.759111,0.767890,0.815472,0.743141,0.885512,0.777374,0.763150,0.758459,0.821792,0.534355,0.674497,0.746714,0.671825
0.680906,0.678382,0.768591,0.708586,0.840121,0.714619,1.000000,0.704548,0.764664,0.684937,0.796895,0.710964,0.652989,0.634835,0.958615,0.669602,0.704735,0.754491,0.911702,0.717794,0.773191,0.708145,0.919435,0.709798,0.802880,0.591311,0.936217,0.664379,0.600767,0.752186,0.731926,0.596960
0.738801,0.650630,0.719921,0.723656,0.705479,0.862218,0.704548,1.000000,0.725998,0.826496,0.720515,0.743739,0.531624,0.827677,0.713146,0.815155,0.686103,0.708355,0.634704,0.921517,0.692504,0.652559,0.708338,0.926851,0.699188,0.675937,0.708256,0.947775,0.576415,0.689499,0.712044,0.609066
0.519214,0.495555,0.575820,0.539095,0.666876,0.617824,0.764664,0.725998,1.000000,0.907090,0.582085,0.551108,0.643209,0.721026,0.700267,0.793044,0.528159,0.578049,0.683220,0.823618,0.571020,0.508659,0.680408,0.699539,0.604565,0.529255,0.677936,0.688684,0.577675,0.574228,0.534400,0.439144
0.561098,0.498264,0.582179,0.575877,0.632139,0.687548,0.684937,0.826496,0.907090,1.000000,0.583311,0.573839,0.584375,0.797770,0.633536,0.856840,0.540039,0.607254,0.615564,0.905700,0.558336,0.544433,0.629187,0.782981,0.590944,0.576505,0.616459,0.788321,0.528235,0.611109,0.573540,0.449482
