Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.840874,0.836634,0.813321,0.774078,0.793180,0.707378,0.735673,0.564426,0.580002,0.869371,0.787224,0.614528,0.642298,0.769841,0.577467,0.815636,0.689934,0.655708,0.674602,0.783934,0.702587,0.743484,0.733589,0.822260,0.654267,0.776916,0.697968,0.619039,0.682699,0.824962,0.707432
0.840874,1.000000,0.797471,0.837515,0.729467,0.728238,0.695320,0.667137,0.526689,0.534853,0.779676,0.787370,0.552249,0.584419,0.771758,0.539265,0.886228,0.719443,0.681646,0.628054,0.770658,0.720666,0.763344,0.653837,0.756339,0.614366,0.779730,0.631260,0.580108,0.708953,0.741409,0.748613
0.836634,0.797471,1.000000,0.884794,0.875965,0.806592,0.799924,0.741613,0.610232,0.615509,0.943563,0.847411,0.672050,0.660336,0.866703,0.625601,0.853859,0.761789,0.737929,0.698031,0.882584,0.780123,0.850951,0.745303,0.923094,0.710579,0.869985,0.715481,0.626655,0.754802,0.810489,0.709514
0.813321,0.837515,0.884794,1.000000,0.789452,0.863206,0.731970,0.745812,0.583939,0.608787,0.853298,0.926244,0.614473,0.691864,0.796841,0.614829,0.895204,0.714198,0.681089,0.694469,0.810948,0.796614,0.773649,0.738977,0.829748,0.778051,0.800862,0.722762,0.597611,0.714438,0.793531,0.735726
0.774078,0.729467,0.875965,0.789452,1.000000,0.774022,0.913001,0.750097,0.700499,0.680564,0.889606,0.766660,0.774989,0.681842,0.913784,0.675586,0.771984,0.803384,0.812798,0.728796,0.918858,0.730191,0.924132,0.757699,0.937313,0.673566,0.902141,0.708056,0.642702,0.736787,0.798976,0.647890
0.793180,0.728238,0.806592,0.863206,0.774022,1.000000,0.737224,0.869099,0.664807,0.715969,0.802833,0.845610,0.642498,0.811451,0.767888,0.736063,0.785123,0.733557,0.662083,0.778338,0.764255,0.814297,0.744085,0.885479,0.784505,0.777521,0.764548,0.850863,0.615219,0.713266,0.788108,0.678598
0.707378,0.695320,0.799924,0.731970,0.913001,0.737224,1.000000,0.746484,0.773048,0.732234,0.808923,0.703067,0.786520,0.685835,0.955730,0.728132,0.728406,0.774389,0.916583,0.757451,0.802047,0.726179,0.926930,0.747278,0.849186,0.625410,0.932131,0.707377,0.657964,0.791180,0.762640,0.604806
0.735673,0.667137,0.741613,0.745812,0.750097,0.869099,0.746484,1.000000,0.777524,0.848424,0.729588,0.749452,0.704036,0.859785,0.747523,0.837053,0.702989,0.691839,0.669241,0.925275,0.710537,0.672559,0.729706,0.926958,0.722844,0.709976,0.737139,0.948096,0.662572,0.697259,0.735848,0.601325
0.564426,0.526689,0.610232,0.583939,0.700499,0.664807,0.773048,0.777524,1.000000,0.935326,0.611018,0.574438,0.835128,0.785405,0.719654,0.831066,0.569951,0.569150,0.688857,0.850432,0.605691,0.547862,0.689681,0.748826,0.633912,0.585120,0.696108,0.749593,0.679925,0.594901,0.591945,0.450180
0.580002,0.534853,0.615509,0.608787,0.680564,0.715969,0.732234,0.848424,0.935326,1.000000,0.607674,0.595257,0.784701,0.836345,0.682255,0.861539,0.576968,0.594801,0.659827,0.915698,0.601363,0.570633,0.664030,0.806300,0.621918,0.629052,0.661412,0.815922,0.652229,0.624545,0.606472,0.465355
