Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.783212,0.786789,0.770593,0.690466,0.773366,0.575482,0.686038,0.420908,0.447815,0.834496,0.790811,0.500444,0.559943,0.685363,0.485348,0.739551,0.665931,0.545921,0.587926,0.734793,0.652544,0.673505,0.699287,0.734112,0.619156,0.710564,0.661813,0.520670,0.613679,0.746076,0.615826
0.783212,1.000000,0.761694,0.793297,0.691084,0.693927,0.622945,0.597859,0.385183,0.394842,0.734594,0.759454,0.479098,0.467965,0.737806,0.441318,0.850914,0.751599,0.636105,0.517266,0.751643,0.679461,0.758956,0.611365,0.695159,0.549720,0.760159,0.570965,0.506965,0.650810,0.675261,0.676336
0.786789,0.761694,1.000000,0.827495,0.841901,0.731959,0.685339,0.640071,0.443692,0.438396,0.905901,0.811710,0.535369,0.528042,0.794569,0.491909,0.764767,0.724495,0.622602,0.554150,0.864545,0.679007,0.782222,0.656853,0.890495,0.635785,0.808922,0.621946,0.518274,0.653558,0.717847,0.615075
0.770593,0.793297,0.827495,1.000000,0.710439,0.868780,0.602357,0.689702,0.420497,0.469117,0.818648,0.911509,0.498535,0.560460,0.702374,0.497759,0.816553,0.688598,0.573474,0.601548,0.765370,0.754006,0.702831,0.700455,0.757779,0.729633,0.720508,0.660285,0.498419,0.611778,0.731961,0.644155
0.690466,0.691084,0.841901,0.710439,1.000000,0.694850,0.832042,0.653448,0.574596,0.533701,0.831638,0.704358,0.650674,0.547121,0.854034,0.563993,0.657170,0.809400,0.726372,0.588664,0.907438,0.669352,0.868991,0.683967,0.869751,0.603144,0.845378,0.613399,0.566112,0.629119,0.670470,0.564572
0.773366,0.693927,0.731959,0.868780,0.694850,1.000000,0.632237,0.850122,0.557209,0.637564,0.763272,0.856742,0.526619,0.707122,0.681926,0.652537,0.712241,0.694297,0.577373,0.749321,0.721450,0.758977,0.672820,0.857105,0.710044,0.734772,0.683603,0.803336,0.517010,0.629493,0.716439,0.611616
0.575482,0.622945,0.685339,0.602357,0.832042,0.632237,1.000000,0.631973,0.716711,0.615108,0.683066,0.595435,0.646398,0.535365,0.934756,0.633455,0.581850,0.778634,0.893392,0.609330,0.743591,0.650906,0.883975,0.653547,0.702053,0.517848,0.897736,0.591205,0.578749,0.667850,0.580486,0.521345
0.686038,0.597859,0.640071,0.689702,0.653448,0.850122,0.631973,1.000000,0.704534,0.793241,0.649546,0.711726,0.554125,0.820123,0.634864,0.797637,0.619038,0.644884,0.572494,0.922442,0.659329,0.595667,0.622549,0.923055,0.620671,0.639454,0.624013,0.952873,0.567961,0.635601,0.649988,0.530317
0.420908,0.385183,0.443692,0.420497,0.574596,0.557209,0.716711,0.704534,1.000000,0.894677,0.462081,0.422586,0.589835,0.637272,0.597785,0.785774,0.385586,0.511621,0.630186,0.789082,0.505061,0.439886,0.549643,0.675091,0.487100,0.453759,0.559405,0.648659,0.543439,0.471000,0.419317,0.331942
0.447815,0.394842,0.438396,0.469117,0.533701,0.637564,0.615108,0.793241,0.894677,1.000000,0.463415,0.471774,0.545662,0.737509,0.518352,0.868023,0.399696,0.500772,0.547894,0.878983,0.495628,0.479409,0.494279,0.731783,0.481188,0.514872,0.487504,0.745403,0.508252,0.527891,0.468171,0.343520
0.834496,0.734594,0.905901,0.818648,0.831638,0.763272,0.683066,0.649546,0.462081,0.463415,1.000000,0.834699,0.594361,0.537999,0.785786,0.500053,0.721831,0.715164,0.622521,0.568434,0.847973,0.695120,0.771444,0.667664,0.894166,0.670207,0.806718,0.622511,0.555209,0.622053,0.780660,0.593619
0.790811,0.759454,0.811710,0.911509,0.704358,0.856742,0.595435,0.711726,0.422586,0.471774,0.834699,1.000000,0.526658,0.614708,0.689129,0.514886,0.742506,0.670155,0.559197,0.610957,0.752155,0.703113,0.679555,0.713161,0.768761,0.784247,0.707657,0.698382,0.521194,0.615263,0.783712,0.620407
0.500444,0.479098,0.535369,0.498535,0.650674,0.526619,0.646398,0.554125,0.589835,0.545662,0.594361,0.526658,1.000000,0.555159,0.604632,0.539211,0.457602,0.553470,0.600834,0.553453,0.575831,0.508726,0.600979,0.597208,0.607630,0.522569,0.586189,0.552232,0.744789,0.499408,0.547817,0.372991
0.559943,0.467965,0.528042,0.560460,0.547121,0.707122,0.535365,0.820123,0.637272,0.737509,0.537999,0.614708,0.555159,1.000000,0.499677,0.820492,0.478120,0.536516,0.474250,0.751000,0.542745,0.513501,0.497418,0.773248,0.531326,0.618610,0.485345,0.876772,0.521384,0.627396,0.609619,0.392090
0.685363,0.737806,0.794569,0.702374,0.854034,0.681926,0.934756,0.634864,0.597785,0.518352,0.785786,0.689129,0.604632,0.499677,1.000000,0.547113,0.689828,0.821745,0.891076,0.581294,0.804126,0.702493,0.950266,0.660367,0.776145,0.538830,0.990164,0.598476,0.579610,0.720251,0.665676,0.615456
0.485348,0.441318,0.491909,0.497759,0.563993,0.652537,0.633455,0.797637,0.785774,0.868023,0.500053,0.514886,0.539211,0.820492,0.547113,1.000000,0.442992,0.555025,0.542132,0.778985,0.540538,0.516303,0.525743,0.713873,0.512030,0.525132,0.518685,0.804648,0.486190,0.649667,0.536926,0.382787
0.739551,0.850914,0.764767,0.816553,0.657170,0.712241,0.581850,0.619038,0.385586,0.399696,0.721831,0.742506,0.457602,0.478120,0.689828,0.442992,1.000000,0.690026,0.568638,0.539045,0.735953,0.686058,0.690508,0.639564,0.668151,0.531699,0.700900,0.587910,0.483371,0.601646,0.650451,0.689636
0.665931,0.751599,0.724495,0.688598,0.809400,0.694297,0.778634,0.644884,0.511621,0.500772,0.715164,0.670155,0.553470,0.536516,0.821745,0.555025,0.690026,1.000000,0.753204,0.559366,0.828205,0.756801,0.879516,0.712568,0.699530,0.522249,0.813214,0.608885,0.507216,0.709289,0.640295,0.638436
0.545921,0.636105,0.622602,0.573474,0.726372,0.577373,0.893392,0.572494,0.630186,0.547894,0.622521,0.559197,0.600834,0.474250,0.891076,0.542132,0.568638,0.753204,1.000000,0.578808,0.652490,0.667920,0.866618,0.600206,0.639277,0.491779,0.871632,0.555747,0.611001,0.694679,0.567791,0.526608
0.587926,0.517266,0.554150,0.601548,0.588664,0.749321,0.609330,0.922442,0.789082,0.878983,0.568434,0.610957,0.553453,0.751000,0.581294,0.778985,0.539045,0.559366,0.578808,1.000000,0.581247,0.534489,0.558261,0.854695,0.551543,0.600414,0.563764,0.882954,0.586312,0.571548,0.560147,0.451675
0.734793,0.751643,0.864545,0.765370,0.907438,0.721450,0.743591,0.659329,0.505061,0.495628,0.847973,0.752155,0.575831,0.542745,0.804126,0.540538,0.735953,0.828205,0.652490,0.581247,1.000000,0.695395,0.827214,0.691222,0.829269,0.612145,0.804748,0.621565,0.543079,0.648424,0.686167,0.624715
0.652544,0.679461,0.679007,0.754006,0.669352,0.758977,0.650906,0.595667,0.439886,0.479409,0.695120,0.703113,0.508726,0.513501,0.702493,0.516303,0.686058,0.756801,0.667920,0.534489,0.695395,1.000000,0.717872,0.665156,0.654487,0.578513,0.702506,0.571367,0.481934,0.643997,0.613572,0.619182
0.673505,0.758956,0.782222,0.702831,0.868991,0.672820,0.883975,0.622549,0.549643,0.494279,0.771444,0.679555,0.600979,0.497418,0.950266,0.525743,0.690508,0.879516,0.866618,0.558261,0.827214,0.717872,1.000000,0.667770,0.770994,0.537909,0.953687,0.591129,0.566967,0.717354,0.663388,0.619292
0.699287,0.611365,0.656853,0.700455,0.683967,0.857105,0.653547,0.923055,0.675091,0.731783,0.667664,0.713161,0.597208,0.773248,0.660367,0.713873,0.639564,0.712568,0.600206,0.854695,0.691222,0.665156,0.667770,1.000000,0.631731,0.652182,0.647383,0.890550,0.587584,0.618831,0.628082,0.533376
0.734112,0.695159,0.890495,0.757779,0.869751,0.710044,0.702053,0.620671,0.487100,0.481188,0.894166,0.768761,0.607630,0.531326,0.776145,0.512030,0.668151,0.699530,0.639277,0.551543,0.829269,0.654487,0.770994,0.631731,1.000000,0.641738,0.791389,0.593781,0.574052,0.591604,0.765141,0.553335
0.619156,0.549720,0.635785,0.729633,0.603144,0.734772,0.517848,0.639454,0.453759,0.514872,0.670207,0.784247,0.522569,0.618610,0.538830,0.525132,0.531699,0.522249,0.491779,0.600414,0.612145,0.578513,0.537909,0.652182,0.641738,1.000000,0.544499,0.669501,0.510483,0.509923,0.661417,0.432912
0.710564,0.760159,0.808922,0.720508,0.845378,0.683603,0.897736,0.624013,0.559405,0.487504,0.806718,0.707657,0.586189,0.485345,0.990164,0.518685,0.700900,0.813214,0.871632,0.563764,0.804748,0.702506,0.953687,0.647383,0.791389,0.544499,1.000000,0.590441,0.580928,0.718837,0.688415,0.626552
0.661813,0.570965,0.621946,0.660285,0.613399,0.803336,0.591205,0.952873,0.648659,0.745403,0.622511,0.698382,0.552232,0.876772,0.598476,0.804648,0.587910,0.608885,0.555747,0.882954,0.621565,0.571367,0.591129,0.890550,0.593781,0.669501,0.590441,1.000000,0.575680,0.669834,0.655588,0.498189
0.520670,0.506965,0.518274,0.498419,0.566112,0.517010,0.578749,0.567961,0.543439,0.508252,0.555209,0.521194,0.744789,0.521384,0.579610,0.486190,0.483371,0.507216,0.611001,0.586312,0.543079,0.481934,0.566967,0.587584,0.574052,0.510483,0.580928,0.575680,1.000000,0.505945,0.539628,0.384980
0.613679,0.650810,0.653558,0.611778,0.629119,0.629493,0.667850,0.635601,0.471000,0.527891,0.622053,0.615263,0.499408,0.627396,0.720251,0.649667,0.601646,0.709289,0.694679,0.571548,0.648424,0.643997,0.717354,0.618831,0.591604,0.509923,0.718837,0.669834,0.505945,1.000000,0.641968,0.565151
0.746076,0.675261,0.717847,0.731961,0.670470,0.716439,0.580486,0.649988,0.419317,0.468171,0.780660,0.783712,0.547817,0.609619,0.665676,0.536926,0.650451,0.640295,0.567791,0.560147,0.686167,0.613572,0.663388,0.628082,0.765141,0.661417,0.688415,0.655588,0.539628,0.641968,1.000000,0.554664
0.615826,0.676336,0.615075,0.644155,0.564572,0.611616,0.521345,0.530317,0.331942,0.343520,0.593619,0.620407,0.372991,0.392090,0.615456,0.382787,0.689636,0.638436,0.526608,0.451675,0.624715,0.619182,0.619292,0.533376,0.553335,0.432912,0.626552,0.498189,0.384980,0.565151,0.554664,1.000000
