Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.842727,0.837239,0.811565,0.780070,0.780980,0.722626,0.736324,0.591557,0.601701,0.869855,0.790642,0.630346,0.644700,0.779426,0.585743,0.815943,0.688270,0.677949,0.684337,0.787704,0.689202,0.751837,0.726511,0.826995,0.663047,0.784037,0.697537,0.619808,0.688351,0.821351,0.718666
0.842727,1.000000,0.800113,0.849146,0.735624,0.726885,0.705956,0.689881,0.552554,0.564138,0.778822,0.794597,0.563474,0.601916,0.774069,0.563750,0.888007,0.715814,0.695019,0.644280,0.775628,0.713919,0.765970,0.664010,0.755531,0.620829,0.781268,0.650259,0.582331,0.726193,0.740539,0.759007
0.837239,0.800113,1.000000,0.881055,0.868645,0.806989,0.803229,0.737160,0.633677,0.639756,0.939592,0.850818,0.676067,0.668448,0.864921,0.632706,0.853680,0.750408,0.748011,0.709675,0.879916,0.775397,0.840160,0.730400,0.912480,0.718329,0.866611,0.714205,0.627400,0.765462,0.826834,0.714789
0.811565,0.849146,0.881055,1.000000,0.786869,0.844935,0.739518,0.739994,0.597872,0.622311,0.851954,0.912547,0.612683,0.680820,0.802293,0.616991,0.896987,0.711943,0.697799,0.693870,0.807234,0.796243,0.774837,0.723435,0.825115,0.760486,0.807093,0.710698,0.594258,0.731427,0.798661,0.742690
0.780070,0.735624,0.868645,0.786869,1.000000,0.765360,0.916534,0.743065,0.720007,0.704714,0.901701,0.766324,0.783222,0.686450,0.917119,0.673340,0.770521,0.801550,0.823600,0.740010,0.914799,0.723703,0.925089,0.742323,0.946075,0.669899,0.906619,0.700499,0.647666,0.743140,0.824829,0.650228
0.780980,0.726885,0.806989,0.844935,0.765360,1.000000,0.726495,0.859061,0.654682,0.706651,0.807069,0.836773,0.624934,0.787587,0.760261,0.722521,0.772898,0.733677,0.665603,0.761145,0.761071,0.820801,0.736713,0.883066,0.786121,0.765859,0.759320,0.835245,0.594632,0.712601,0.783523,0.676115
0.722626,0.705956,0.803229,0.739518,0.916534,0.726495,1.000000,0.749812,0.798431,0.759151,0.829200,0.727366,0.797077,0.696004,0.959867,0.727232,0.732772,0.782465,0.920397,0.775709,0.808144,0.718313,0.929387,0.745100,0.866651,0.633965,0.938897,0.704783,0.666949,0.790721,0.795324,0.607014
0.736324,0.689881,0.737160,0.739994,0.743065,0.859061,0.749812,1.000000,0.784043,0.848153,0.738498,0.752622,0.690457,0.849968,0.752590,0.835475,0.712493,0.705898,0.682168,0.923174,0.708385,0.675100,0.734303,0.925827,0.728640,0.694238,0.743808,0.941210,0.645014,0.704767,0.738176,0.608795
0.591557,0.552554,0.633677,0.597872,0.720007,0.654682,0.798431,0.784043,1.000000,0.938579,0.648867,0.606585,0.837313,0.788093,0.747995,0.832490,0.588097,0.602985,0.716809,0.864372,0.631619,0.562188,0.717287,0.748695,0.670592,0.584746,0.726799,0.746632,0.673381,0.622944,0.638378,0.465376
0.601701,0.564138,0.639756,0.622311,0.704714,0.706651,0.759151,0.848153,0.938579,1.000000,0.646385,0.627371,0.781056,0.834642,0.713812,0.865424,0.598242,0.623239,0.691082,0.918210,0.629914,0.587721,0.693229,0.798802,0.662174,0.625570,0.695160,0.806465,0.643129,0.651593,0.645074,0.481544
