Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.803450,0.813611,0.754819,0.754800,0.758316,0.670805,0.702489,0.538241,0.526786,0.861265,0.730046,0.546649,0.544989,0.739105,0.508812,0.748644,0.678888,0.602337,0.635150,0.744127,0.669638,0.716209,0.704761,0.810636,0.595244,0.747687,0.657155,0.558294,0.591177,0.784411,0.691372
0.803450,1.000000,0.738145,0.782334,0.670879,0.681180,0.625053,0.633283,0.475988,0.486282,0.725054,0.738237,0.472633,0.478751,0.712239,0.457587,0.824897,0.715707,0.602818,0.591642,0.734381,0.658529,0.715443,0.628759,0.695753,0.549369,0.722376,0.587751,0.519951,0.632975,0.667380,0.734999
0.813611,0.738145,1.000000,0.849338,0.839795,0.768678,0.759887,0.701760,0.572397,0.557405,0.933293,0.812509,0.595825,0.568828,0.833098,0.550104,0.821390,0.710136,0.672758,0.652789,0.844649,0.737674,0.802363,0.700423,0.901585,0.661641,0.835527,0.674175,0.564114,0.690614,0.768859,0.717440
0.754819,0.782334,0.849338,1.000000,0.750228,0.844250,0.679882,0.720984,0.537677,0.556012,0.817957,0.893481,0.524153,0.596627,0.755440,0.549854,0.880961,0.685599,0.608068,0.650465,0.789654,0.771477,0.734967,0.713763,0.790286,0.737695,0.763627,0.693469,0.529231,0.650969,0.737388,0.740217
0.754800,0.670879,0.839795,0.750228,1.000000,0.747030,0.898114,0.720241,0.676789,0.628748,0.887979,0.728931,0.714520,0.595486,0.897528,0.607686,0.736847,0.761066,0.767933,0.691422,0.901388,0.694117,0.901349,0.725818,0.935129,0.622237,0.882586,0.676158,0.591698,0.645446,0.787606,0.633834
0.758316,0.681180,0.768678,0.844250,0.747030,1.000000,0.689587,0.866319,0.625410,0.684257,0.784029,0.826170,0.546589,0.729406,0.725900,0.689124,0.742661,0.706414,0.597254,0.753103,0.744698,0.795346,0.710732,0.883643,0.761640,0.753771,0.726890,0.837410,0.531723,0.644189,0.743264,0.665403
0.670805,0.625053,0.759887,0.679882,0.898114,0.689587,1.000000,0.711424,0.766277,0.688737,0.799273,0.654844,0.729441,0.561851,0.948316,0.639002,0.685452,0.733521,0.891455,0.728672,0.770235,0.678618,0.909985,0.707242,0.837325,0.555802,0.919806,0.654590,0.615474,0.697771,0.724889,0.585761
0.702489,0.633283,0.701760,0.720984,0.720241,0.866319,0.711424,1.000000,0.758470,0.832471,0.718971,0.731380,0.593498,0.790423,0.713264,0.805057,0.667333,0.661247,0.630147,0.914918,0.679888,0.637883,0.694667,0.920941,0.702870,0.682411,0.706049,0.943611,0.574377,0.644834,0.690924,0.600054
0.538241,0.475988,0.572397,0.537677,0.676789,0.625410,0.766277,0.758470,1.000000,0.919961,0.597660,0.533420,0.760765,0.659084,0.705705,0.763859,0.533627,0.537969,0.669631,0.848179,0.569615,0.499126,0.668719,0.726015,0.611851,0.515518,0.681266,0.704016,0.657879,0.547624,0.542436,0.444795
0.526786,0.486282,0.557405,0.556012,0.628748,0.684257,0.688737,0.832471,0.919961,1.000000,0.572362,0.554709,0.655108,0.742973,0.637466,0.828520,0.522264,0.553663,0.614426,0.913357,0.550597,0.517502,0.615130,0.784089,0.578295,0.571253,0.618566,0.782080,0.585310,0.574065,0.549176,0.449320
0.861265,0.725054,0.933293,0.817957,0.887979,0.784029,0.799273,0.718971,0.597660,0.572362,1.000000,0.794010,0.653374,0.586213,0.863653,0.565819,0.788985,0.712724,0.699612,0.661753,0.846541,0.727097,0.828862,0.710015,0.971682,0.657719,0.867850,0.678925,0.593190,0.660180,0.862196,0.692046
0.730046,0.738237,0.812509,0.893481,0.728931,0.826170,0.654844,0.731380,0.533420,0.554709,0.794010,1.000000,0.525037,0.671109,0.721848,0.555627,0.778762,0.637945,0.576526,0.661432,0.765533,0.696846,0.692377,0.702807,0.773195,0.825152,0.731730,0.722975,0.535059,0.619762,0.746612,0.694175
0.546649,0.472633,0.595825,0.524153,0.714520,0.546589,0.729441,0.593498,0.760765,0.655108,0.653374,0.525037,1.000000,0.516716,0.674127,0.544781,0.543730,0.497815,0.637352,0.655666,0.611495,0.488895,0.641007,0.605167,0.678599,0.484938,0.652168,0.568075,0.791869,0.508734,0.586033,0.429382
0.544989,0.478751,0.568828,0.596627,0.595486,0.729406,0.561851,0.790423,0.659084,0.742973,0.586213,0.671109,0.516716,1.000000,0.535286,0.839189,0.530598,0.506337,0.464362,0.716441,0.564808,0.536365,0.516796,0.726957,0.584026,0.723241,0.525034,0.865461,0.458081,0.614586,0.635467,0.462338
0.739105,0.712239,0.833098,0.755440,0.897528,0.725900,0.948316,0.713264,0.705705,0.637466,0.863653,0.721848,0.674127,0.535286,1.000000,0.584580,0.763204,0.773041,0.905026,0.714999,0.816523,0.735428,0.963591,0.714345,0.890613,0.575366,0.992983,0.652544,0.652030,0.745131,0.780938,0.673648
0.508812,0.457587,0.550104,0.549854,0.607686,0.689124,0.639002,0.805057,0.763859,0.828520,0.565819,0.555627,0.544781,0.839189,0.584580,1.000000,0.497632,0.524474,0.530308,0.748121,0.539680,0.534109,0.564412,0.716244,0.569432,0.569105,0.566542,0.815217,0.469876,0.637000,0.568038,0.427266
