Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.860936,0.847313,0.823453,0.787402,0.801132,0.723187,0.752841,0.581443,0.607893,0.881543,0.814860,0.637885,0.661361,0.780408,0.601185,0.842010,0.699145,0.667420,0.689295,0.804126,0.717998,0.750542,0.750591,0.838014,0.679318,0.784939,0.713297,0.611824,0.707217,0.845306,0.708397
0.860936,1.000000,0.811622,0.867565,0.746142,0.749955,0.709912,0.693006,0.551073,0.573347,0.792765,0.816128,0.583216,0.617896,0.781051,0.566794,0.912995,0.724816,0.696343,0.654571,0.794796,0.751320,0.769831,0.683398,0.772065,0.650708,0.788385,0.659213,0.596556,0.743632,0.775165,0.762109
0.847313,0.811622,1.000000,0.879521,0.876540,0.819382,0.806157,0.756133,0.633616,0.662042,0.935393,0.865430,0.678120,0.689376,0.866315,0.652616,0.851441,0.766761,0.744359,0.727221,0.893477,0.778856,0.848828,0.759419,0.912248,0.725203,0.868336,0.733375,0.611746,0.783029,0.840188,0.710657
0.823453,0.867565,0.879521,1.000000,0.782485,0.848336,0.733429,0.744132,0.590578,0.634899,0.839565,0.910071,0.613357,0.687381,0.796393,0.622678,0.906312,0.729260,0.692348,0.701320,0.818149,0.810190,0.776800,0.740974,0.818457,0.760442,0.802423,0.716284,0.583713,0.754564,0.811604,0.743843
0.787402,0.746142,0.876540,0.782485,1.000000,0.780716,0.918301,0.756857,0.721516,0.728483,0.911746,0.781056,0.784706,0.704094,0.915865,0.694802,0.770750,0.800598,0.818399,0.758204,0.910911,0.723963,0.924967,0.767200,0.948727,0.688445,0.904660,0.719788,0.628731,0.760398,0.834058,0.645124
0.801132,0.749955,0.819382,0.848336,0.780716,1.000000,0.742704,0.873575,0.661200,0.730450,0.818439,0.844884,0.638987,0.778291,0.780070,0.734753,0.792159,0.746810,0.679763,0.777370,0.779605,0.822851,0.759354,0.896263,0.801111,0.766421,0.780102,0.834352,0.592545,0.727481,0.799437,0.675415
0.723187,0.709912,0.806157,0.733429,0.918301,0.742704,1.000000,0.749798,0.794763,0.772359,0.842115,0.735117,0.801243,0.704940,0.958980,0.735496,0.734700,0.776570,0.914212,0.782792,0.812667,0.719450,0.926557,0.758385,0.873440,0.654423,0.935889,0.716588,0.649200,0.802643,0.802458,0.608460
0.752841,0.693006,0.756133,0.744132,0.756857,0.873575,0.749798,1.000000,0.772683,0.849134,0.760769,0.774880,0.702618,0.847806,0.753277,0.838797,0.722151,0.701015,0.676863,0.920762,0.723713,0.686653,0.734480,0.929246,0.745724,0.714939,0.746043,0.943413,0.645069,0.712248,0.749220,0.609378
0.581443,0.551073,0.633616,0.590578,0.721516,0.661200,0.794763,0.772683,1.000000,0.940305,0.655636,0.612708,0.840459,0.791461,0.736374,0.834484,0.585460,0.594197,0.713336,0.862589,0.630990,0.558342,0.707138,0.748372,0.670072,0.608708,0.713148,0.751248,0.666068,0.623782,0.629101,0.465583
0.607893,0.573347,0.662042,0.634899,0.728483,0.730450,0.772359,0.849134,0.940305,1.000000,0.673027,0.652361,0.810177,0.840771,0.724065,0.873775,0.611817,0.623119,0.696007,0.924333,0.643713,0.605463,0.703689,0.813424,0.684216,0.659773,0.705267,0.819706,0.657649,0.668109,0.656880,0.485576
0.881543,0.792765,0.935393,0.839565,0.911746,0.818439,0.842115,0.760769,0.655636,0.673027,1.000000,0.847687,0.738526,0.696290,0.895602,0.654240,0.823619,0.758556,0.769939,0.732006,0.882769,0.753089,0.869261,0.758151,0.978303,0.713919,0.899395,0.726265,0.645236,0.767653,0.906907,0.698780
0.814860,0.816128,0.865430,0.910071,0.781056,0.844884,0.735117,0.774880,0.612708,0.652361,0.847687,1.000000,0.642382,0.745652,0.794032,0.643286,0.829879,0.709247,0.686495,0.735190,0.801951,0.754664,0.768284,0.762810,0.827423,0.829185,0.801541,0.762184,0.621522,0.745598,0.837706,0.697327
0.637885,0.583216,0.678120,0.613357,0.784706,0.638987,0.801243,0.702618,0.840459,0.810177,0.738526,0.642382,1.000000,0.748075,0.753842,0.726521,0.621268,0.590341,0.720995,0.784410,0.684478,0.588830,0.725178,0.702845,0.763538,0.640722,0.733915,0.711325,0.784261,0.638395,0.708823,0.482417
0.661361,0.617896,0.689376,0.687381,0.704094,0.778291,0.704940,0.847806,0.791461,0.840771,0.696290,0.745652,0.748075,1.000000,0.679283,0.870496,0.654398,0.607793,0.612812,0.829703,0.669234,0.623184,0.655996,0.804660,0.691946,0.762005,0.666824,0.907653,0.640828,0.726266,0.719834,0.521525
0.780408,0.781051,0.866315,0.796393,0.915865,0.780070,0.958980,0.753277,0.736374,0.724065,0.895602,0.794032,0.753842,0.679283,1.000000,0.677343,0.798815,0.812412,0.929403,0.766397,0.849073,0.775428,0.968774,0.766958,0.916232,0.660866,0.994030,0.714135,0.684331,0.840605,0.856144,0.680984
0.601185,0.566794,0.652616,0.622678,0.694802,0.734753,0.735496,0.838797,0.834484,0.873775,0.654240,0.643286,0.726521,0.870496,0.677343,1.000000,0.599502,0.611043,0.631021,0.807878,0.633467,0.605679,0.655290,0.770730,0.659237,0.641748,0.657529,0.852354,0.564249,0.710299,0.646068,0.477666
0.842010,0.912995,0.851441,0.906312,0.770750,0.792159,0.734700,0.722151,0.585460,0.611817,0.823619,0.829879,0.621268,0.654398,0.798815,0.599502,1.000000,0.731419,0.699555,0.690199,0.829185,0.811072,0.774668,0.731506,0.800002,0.680976,0.798746,0.692104,0.619595,0.742574,0.794881,0.788696
0.699145,0.724816,0.766761,0.729260,0.800598,0.746810,0.776570,0.701015,0.594197,0.623119,0.758556,0.709247,0.590341,0.607793,0.812412,0.611043,0.731419,1.000000,0.762673,0.670245,0.834646,0.790876,0.865741,0.778508,0.769475,0.581930,0.809587,0.655435,0.529160,0.718612,0.720453,0.720430
0.667420,0.696343,0.744359,0.692348,0.818399,0.679763,0.914212,0.676863,0.713336,0.696007,0.769939,0.686495,0.720995,0.612812,0.929403,0.631021,0.699555,0.762673,1.000000,0.721404,0.733043,0.741004,0.923328,0.697749,0.805445,0.596058,0.923371,0.644838,0.691518,0.825899,0.761833,0.604710
0.689295,0.654571,0.727221,0.701320,0.758204,0.777370,0.782792,0.920762,0.862589,0.924333,0.732006,0.735190,0.784410,0.829703,0.766397,0.807878,0.690199,0.670245,0.721404,1.000000,0.698218,0.642599,0.743875,0.874126,0.726630,0.707474,0.753203,0.901256,0.722989,0.691547,0.715901,0.571650
0.804126,0.794796,0.893477,0.818149,0.910911,0.779605,0.812667,0.723713,0.630990,0.643713,0.882769,0.801951,0.684478,0.669234,0.849073,0.633467,0.829185,0.834646,0.733043,0.698218,1.000000,0.750629,0.870350,0.741971,0.892083,0.677196,0.844887,0.694742,0.598351,0.718935,0.806462,0.733809
0.717998,0.751320,0.778856,0.810190,0.723963,0.822851,0.719450,0.686653,0.558342,0.605463,0.753089,0.754664,0.588830,0.623184,0.775428,0.605679,0.811072,0.790876,0.741004,0.642599,0.750629,1.000000,0.779896,0.755152,0.748505,0.650889,0.780551,0.660913,0.590242,0.733776,0.745893,0.687193
0.750542,0.769831,0.848828,0.776800,0.924967,0.759354,0.926557,0.734480,0.707138,0.703689,0.869261,0.768284,0.725178,0.655996,0.968774,0.655290,0.774668,0.865741,0.923328,0.743875,0.870350,0.779896,1.000000,0.763615,0.903309,0.638680,0.971000,0.693982,0.653239,0.823106,0.822698,0.679852
0.750591,0.683398,0.759419,0.740974,0.767200,0.896263,0.758385,0.929246,0.748372,0.813424,0.758151,0.762810,0.702845,0.804660,0.766958,0.770730,0.731506,0.778508,0.697749,0.874126,0.741971,0.755152,0.763615,1.000000,0.746726,0.721014,0.757587,0.888997,0.652841,0.693124,0.735380,0.627649
0.838014,0.772065,0.912248,0.818457,0.948727,0.801111,0.873440,0.745724,0.670072,0.684216,0.978303,0.827423,0.763538,0.691946,0.916232,0.659237,0.800002,0.769475,0.805445,0.726630,0.892083,0.748505,0.903309,0.746726,1.000000,0.703679,0.921107,0.709624,0.655889,0.773141,0.898510,0.673660
0.679318,0.650708,0.725203,0.760442,0.688445,0.766421,0.654423,0.714939,0.608708,0.659773,0.713919,0.829185,0.640722,0.762005,0.660866,0.641748,0.680976,0.581930,0.596058,0.707474,0.677196,0.650889,0.638680,0.721014,0.703679,1.000000,0.660650,0.764069,0.604826,0.653991,0.703120,0.536900
0.784939,0.788385,0.868336,0.802423,0.904660,0.780102,0.935889,0.746043,0.713148,0.705267,0.899395,0.801541,0.733915,0.666824,0.994030,0.657529,0.798746,0.809587,0.923371,0.753203,0.844887,0.780551,0.971000,0.757587,0.921107,0.660650,1.000000,0.705390,0.693019,0.841608,0.861819,0.688683
0.713297,0.659213,0.733375,0.716284,0.719788,0.834352,0.716588,0.943413,0.751248,0.819706,0.726265,0.762184,0.711325,0.907653,0.714135,0.852354,0.692104,0.655435,0.644838,0.901256,0.694742,0.660913,0.693982,0.888997,0.709624,0.764069,0.705390,1.000000,0.663338,0.740104,0.722181,0.577546
0.611824,0.596556,0.611746,0.583713,0.628731,0.592545,0.649200,0.645069,0.666068,0.657649,0.645236,0.621522,0.784261,0.640828,0.684331,0.564249,0.619595,0.529160,0.691518,0.722989,0.598351,0.590242,0.653239,0.652841,0.655889,0.604826,0.693019,0.663338,1.000000,0.603587,0.665982,0.491381
0.707217,0.743632,0.783029,0.754564,0.760398,0.727481,0.802643,0.712248,0.623782,0.668109,0.767653,0.745598,0.638395,0.726266,0.840605,0.710299,0.742574,0.718612,0.825899,0.691547,0.718935,0.733776,0.823106,0.693124,0.773141,0.653991,0.841608,0.740104,0.603587,1.000000,0.774297,0.627005
0.845306,0.775165,0.840188,0.811604,0.834058,0.799437,0.802458,0.749220,0.629101,0.656880,0.906907,0.837706,0.708823,0.719834,0.856144,0.646068,0.794881,0.720453,0.761833,0.715901,0.806462,0.745893,0.822698,0.735380,0.898510,0.703120,0.861819,0.722181,0.665982,0.774297,1.000000,0.661920
0.708397,0.762109,0.710657,0.743843,0.645124,0.675415,0.608460,0.609378,0.465583,0.485576,0.698780,0.697327,0.482417,0.521525,0.680984,0.477666,0.788696,0.720430,0.604710,0.571650,0.733809,0.687193,0.679852,0.627649,0.673660,0.536900,0.688683,0.577546,0.491381,0.627005,0.661920,1.000000
