Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.845786,0.836162,0.812429,0.778427,0.788047,0.706784,0.735254,0.571935,0.590549,0.873347,0.804458,0.626689,0.584819,0.766031,0.590253,0.810105,0.704948,0.653820,0.679130,0.785676,0.703878,0.746534,0.739782,0.827336,0.661640,0.773121,0.705866,0.611580,0.690037,0.836072,0.719694
0.845786,1.000000,0.799099,0.840562,0.743637,0.732722,0.699420,0.681710,0.543075,0.556614,0.785449,0.799967,0.574125,0.540299,0.771130,0.562375,0.893047,0.730356,0.679511,0.638735,0.780895,0.730453,0.766643,0.674362,0.765226,0.619276,0.779267,0.650383,0.575962,0.715876,0.756757,0.769165
0.836162,0.799099,1.000000,0.875660,0.873632,0.814523,0.790745,0.727454,0.619171,0.632883,0.928199,0.844654,0.678773,0.609326,0.853763,0.630855,0.850648,0.758802,0.725050,0.707890,0.895480,0.794229,0.835908,0.735898,0.912090,0.705834,0.856456,0.715545,0.612609,0.757661,0.836012,0.726741
0.812429,0.840562,0.875660,1.000000,0.785537,0.861914,0.729885,0.738141,0.592431,0.625570,0.842971,0.916622,0.625423,0.634333,0.791325,0.627857,0.898814,0.727752,0.671540,0.702701,0.820467,0.805178,0.771629,0.735040,0.823935,0.769460,0.796107,0.726486,0.583384,0.732311,0.812613,0.755144
0.778427,0.743637,0.873632,0.785537,1.000000,0.781595,0.914096,0.751705,0.726746,0.711214,0.893099,0.769659,0.781187,0.634817,0.911451,0.691122,0.775439,0.801230,0.808159,0.755548,0.912605,0.744057,0.919172,0.758433,0.936487,0.662304,0.899538,0.721761,0.640074,0.743917,0.823923,0.656222
0.788047,0.732722,0.814523,0.861914,0.781595,1.000000,0.745637,0.884872,0.676952,0.737490,0.813694,0.844697,0.647803,0.734164,0.779143,0.751301,0.789733,0.736203,0.671468,0.798484,0.769483,0.825021,0.762272,0.892271,0.795972,0.774765,0.778788,0.862647,0.598773,0.728729,0.786269,0.688940
0.706784,0.699420,0.790745,0.729885,0.914096,0.745637,1.000000,0.742547,0.798836,0.755333,0.817017,0.709159,0.792272,0.635611,0.958360,0.734139,0.720302,0.776616,0.916183,0.771476,0.798312,0.735033,0.926700,0.742352,0.858055,0.614925,0.936471,0.712661,0.652653,0.790630,0.778646,0.609824
0.735254,0.681710,0.727454,0.738141,0.751705,0.884872,0.742547,1.000000,0.772070,0.838724,0.738722,0.752674,0.689324,0.775435,0.745307,0.838956,0.707175,0.699665,0.666737,0.917925,0.700882,0.684723,0.734449,0.931479,0.728838,0.706985,0.736909,0.949666,0.639226,0.703481,0.729819,0.622647
0.571935,0.543075,0.619171,0.592431,0.726746,0.676952,0.798836,0.772070,1.000000,0.942513,0.635015,0.591305,0.822724,0.701349,0.738401,0.851150,0.572571,0.599957,0.710180,0.865266,0.619901,0.571247,0.712617,0.746473,0.661650,0.584936,0.714859,0.751244,0.659563,0.613726,0.610719,0.467669
0.590549,0.556614,0.632883,0.625570,0.711214,0.737490,0.755333,0.838724,0.942513,1.000000,0.639141,0.620337,0.782705,0.746514,0.702111,0.885248,0.592819,0.620045,0.678120,0.923586,0.619425,0.608323,0.689326,0.805286,0.655939,0.636172,0.681436,0.820526,0.638244,0.653680,0.626582,0.485766
