Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.823840,0.824429,0.797219,0.763366,0.771670,0.698985,0.719879,0.558000,0.572480,0.857139,0.774288,0.597477,0.624299,0.753887,0.560938,0.803158,0.661046,0.641570,0.665393,0.773397,0.684683,0.723866,0.710896,0.813023,0.650763,0.759268,0.684654,0.593626,0.661762,0.803822,0.707440
0.823840,1.000000,0.782070,0.847318,0.715238,0.728744,0.684549,0.665530,0.519496,0.532953,0.757885,0.795309,0.546357,0.575327,0.755025,0.531988,0.891953,0.700611,0.667489,0.626896,0.757993,0.725855,0.744195,0.649876,0.737114,0.619749,0.763396,0.633136,0.576238,0.707829,0.718636,0.769289
0.824429,0.782070,1.000000,0.869695,0.875256,0.806823,0.793002,0.734194,0.609051,0.621067,0.942149,0.840343,0.658374,0.652286,0.853692,0.618089,0.842090,0.746697,0.725497,0.701151,0.885254,0.776469,0.839216,0.735547,0.915621,0.709118,0.855022,0.714513,0.606244,0.750767,0.809615,0.708892
0.797219,0.847318,0.869695,1.000000,0.776378,0.863002,0.725031,0.736700,0.579009,0.608752,0.838544,0.918207,0.599407,0.682755,0.784042,0.603644,0.896014,0.699768,0.675548,0.690167,0.794660,0.800225,0.759782,0.728655,0.814228,0.773647,0.789331,0.716552,0.581304,0.722540,0.781785,0.743780
0.763366,0.715238,0.875256,0.776378,1.000000,0.777539,0.905201,0.743262,0.698338,0.684127,0.901842,0.763931,0.755984,0.672603,0.902677,0.668842,0.759778,0.780851,0.800300,0.729618,0.907110,0.728463,0.915381,0.746614,0.942828,0.678279,0.890630,0.707422,0.619095,0.722488,0.809117,0.635778
0.771670,0.728744,0.806823,0.863002,0.777539,1.000000,0.735047,0.868137,0.653156,0.715601,0.807868,0.841133,0.622175,0.790967,0.765240,0.727885,0.786512,0.717871,0.662419,0.772346,0.761752,0.814554,0.743636,0.884405,0.790902,0.780970,0.763734,0.847591,0.593129,0.721557,0.769858,0.673551
0.698985,0.684549,0.793002,0.725031,0.905201,0.735047,1.000000,0.745121,0.786277,0.740382,0.826643,0.717550,0.776706,0.667438,0.958298,0.715161,0.716379,0.753432,0.914045,0.772246,0.788057,0.715171,0.925765,0.742312,0.859510,0.631327,0.934800,0.705187,0.656949,0.772911,0.780598,0.601358
0.719879,0.665530,0.734194,0.736700,0.743262,0.868137,0.745121,1.000000,0.762776,0.843597,0.736686,0.747219,0.678595,0.829410,0.744880,0.823633,0.704483,0.676402,0.668485,0.919098,0.700091,0.667393,0.727666,0.926885,0.725915,0.704683,0.735417,0.941050,0.641382,0.698520,0.720351,0.606633
0.558000,0.519496,0.609051,0.579009,0.698338,0.653156,0.786277,0.762776,1.000000,0.920881,0.633542,0.587099,0.820899,0.739484,0.731553,0.793597,0.563775,0.562031,0.702887,0.844195,0.598488,0.541328,0.698727,0.732400,0.651420,0.581893,0.708210,0.725772,0.676486,0.591136,0.602430,0.454167
0.572480,0.532953,0.621067,0.608752,0.684127,0.715601,0.740382,0.843597,0.920881,1.000000,0.634120,0.612023,0.757073,0.805732,0.692824,0.836834,0.576365,0.583056,0.668049,0.915440,0.599771,0.572621,0.671020,0.803517,0.646218,0.632945,0.673333,0.800349,0.639844,0.623116,0.615386,0.473862
0.857139,0.757885,0.942149,0.838544,0.901842,0.807868,0.826643,0.736686,0.633542,0.634120,1.000000,0.836830,0.710929,0.666648,0.879376,0.622344,0.805652,0.734596,0.747909,0.707571,0.873440,0.752061,0.855299,0.734123,0.975204,0.713388,0.882935,0.710233,0.636234,0.736543,0.880725,0.691782
0.774288,0.795309,0.840343,0.918207,0.763931,0.841133,0.717550,0.747219,0.587099,0.612023,0.836830,1.000000,0.625523,0.720590,0.773992,0.610653,0.811956,0.674925,0.658120,0.706269,0.776030,0.746884,0.743647,0.729031,0.815894,0.821941,0.782025,0.744920,0.611067,0.702154,0.801421,0.708791
0.597477,0.546357,0.658374,0.599407,0.755984,0.622175,0.776706,0.678595,0.820899,0.757073,0.710929,0.625523,1.000000,0.678149,0.730257,0.661806,0.594996,0.558526,0.694041,0.744831,0.664868,0.568913,0.707381,0.675480,0.737671,0.604881,0.709082,0.676029,0.787285,0.589404,0.676835,0.476299
0.624299,0.575327,0.652286,0.682755,0.672603,0.790967,0.667438,0.829410,0.739484,0.805732,0.666648,0.720590,0.678149,1.000000,0.641762,0.848236,0.632986,0.577700,0.571290,0.784214,0.637278,0.621967,0.619091,0.784587,0.660738,0.754532,0.627944,0.897672,0.592916,0.694764,0.698932,0.516850
0.753887,0.755025,0.853692,0.784042,0.902677,0.765240,0.958298,0.744880,0.731553,0.692824,0.879376,0.773992,0.730257,0.641762,1.000000,0.656369,0.778919,0.787485,0.928710,0.756734,0.824015,0.764713,0.968057,0.748619,0.901070,0.640139,0.993876,0.701775,0.689821,0.817805,0.826546,0.674559
0.560938,0.531988,0.618089,0.603644,0.668842,0.727885,0.715161,0.823633,0.793597,0.836834,0.622344,0.610653,0.661806,0.848236,0.656369,1.000000,0.575903,0.574277,0.608672,0.775846,0.599855,0.591876,0.635316,0.750667,0.629502,0.619190,0.635059,0.837404,0.534683,0.691019,0.625020,0.464329
