Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.840865,0.833053,0.803435,0.755882,0.777079,0.674961,0.720882,0.535463,0.567132,0.865893,0.786604,0.599123,0.622918,0.742070,0.555476,0.809014,0.697148,0.634124,0.659983,0.784688,0.675442,0.724512,0.729684,0.819285,0.638151,0.752517,0.684424,0.573587,0.680293,0.836530,0.707892
0.840865,1.000000,0.813964,0.839665,0.734383,0.726023,0.688799,0.665466,0.525677,0.537527,0.786206,0.793053,0.550963,0.581483,0.766039,0.530562,0.901840,0.739500,0.680443,0.625377,0.788336,0.706195,0.769242,0.667499,0.759785,0.603791,0.777031,0.624020,0.545260,0.715950,0.748081,0.748983
0.833053,0.813964,1.000000,0.889358,0.880591,0.801777,0.783010,0.720134,0.602180,0.621214,0.945552,0.847661,0.662015,0.646330,0.851409,0.603842,0.867090,0.776364,0.724937,0.696590,0.902492,0.763623,0.844829,0.730722,0.920215,0.693056,0.857035,0.691865,0.574076,0.755687,0.816044,0.707426
0.803435,0.839665,0.889358,1.000000,0.783437,0.849857,0.709648,0.722069,0.564826,0.601875,0.858564,0.922123,0.594823,0.669397,0.779218,0.591763,0.893539,0.739362,0.661398,0.677498,0.824866,0.784557,0.772405,0.722702,0.832377,0.754234,0.789670,0.693916,0.537520,0.719750,0.801906,0.732175
0.755882,0.734383,0.880591,0.783437,1.000000,0.760952,0.902860,0.727074,0.692414,0.682971,0.905770,0.756498,0.764008,0.666477,0.905645,0.652646,0.773490,0.819245,0.802290,0.724187,0.921375,0.709608,0.917705,0.740500,0.944686,0.647412,0.897004,0.683261,0.592308,0.737799,0.798942,0.636297
0.777079,0.726023,0.801777,0.849857,0.760952,1.000000,0.713866,0.864106,0.646589,0.710590,0.803782,0.840838,0.617024,0.782117,0.749668,0.711111,0.769724,0.754115,0.649388,0.768663,0.770345,0.801089,0.741707,0.884238,0.783940,0.750087,0.751673,0.827778,0.551150,0.707066,0.772640,0.666696
0.674961,0.688799,0.783010,0.709648,0.902860,0.713866,1.000000,0.724923,0.775419,0.739482,0.807596,0.690369,0.767502,0.672864,0.952536,0.712111,0.708616,0.795918,0.913548,0.752416,0.798412,0.694729,0.921779,0.727969,0.840328,0.593955,0.927918,0.680829,0.603291,0.791315,0.737263,0.588287
0.720882,0.665466,0.720134,0.722069,0.727074,0.864106,0.724923,1.000000,0.773925,0.845399,0.723925,0.738348,0.667778,0.852461,0.722345,0.831636,0.694666,0.714592,0.658011,0.926280,0.706672,0.641182,0.714034,0.929683,0.707922,0.682919,0.714615,0.946355,0.609493,0.696554,0.712603,0.591312
0.535463,0.525677,0.602180,0.564826,0.692414,0.646589,0.775419,0.773925,1.000000,0.946067,0.613227,0.567205,0.808462,0.787496,0.710239,0.847072,0.556017,0.603954,0.694445,0.862448,0.610335,0.523032,0.685712,0.735588,0.627915,0.559682,0.686212,0.743729,0.634340,0.617707,0.570697,0.433001
0.567132,0.537527,0.621214,0.601875,0.682971,0.710590,0.739482,0.845399,0.946067,1.000000,0.624012,0.595684,0.767292,0.837536,0.681155,0.877336,0.574267,0.625541,0.673470,0.918794,0.614852,0.557359,0.670040,0.794429,0.631239,0.607547,0.661002,0.813539,0.613796,0.654052,0.599822,0.449176
0.865893,0.786206,0.945552,0.858564,0.905770,0.803782,0.807596,0.723925,0.613227,0.624012,1.000000,0.833245,0.713994,0.654928,0.869606,0.604975,0.829298,0.770573,0.740954,0.694288,0.897289,0.743419,0.855014,0.731492,0.975818,0.688121,0.877575,0.688032,0.604884,0.741615,0.885239,0.694713
0.786604,0.793053,0.847661,0.922123,0.756498,0.840838,0.690369,0.738348,0.567205,0.595684,0.833245,1.000000,0.609926,0.708210,0.755636,0.591132,0.820299,0.703576,0.637702,0.689733,0.788541,0.742493,0.740380,0.732472,0.808951,0.819361,0.766537,0.723287,0.574583,0.693930,0.808501,0.693732
0.599123,0.550963,0.662015,0.594823,0.764008,0.617024,0.767502,0.667778,0.808462,0.767292,0.713994,0.609926,1.000000,0.725115,0.725449,0.693117,0.594094,0.593580,0.690113,0.736194,0.681557,0.572926,0.697158,0.672289,0.739663,0.592753,0.705606,0.676416,0.762992,0.617654,0.656603,0.461200
0.622918,0.581483,0.646330,0.669397,0.666477,0.782117,0.672864,0.852461,0.787496,0.837536,0.654928,0.708210,0.725115,1.000000,0.636090,0.867084,0.617029,0.619964,0.587699,0.827450,0.637854,0.584766,0.624495,0.806337,0.647288,0.737006,0.622687,0.908125,0.603003,0.702495,0.674374,0.497075
0.742070,0.766039,0.851409,0.779218,0.905645,0.749668,0.952536,0.722345,0.710239,0.681155,0.869606,0.755636,0.725449,0.636090,1.000000,0.641628,0.780175,0.830384,0.926261,0.731334,0.842316,0.747934,0.968569,0.735951,0.891103,0.604393,0.993424,0.672243,0.639670,0.819863,0.799120,0.669066
0.555476,0.530562,0.603842,0.591763,0.652646,0.711111,0.712111,0.831636,0.847072,0.877336,0.604975,0.591132,0.693117,0.867084,0.641628,1.000000,0.562188,0.617099,0.619546,0.809797,0.597205,0.556902,0.627231,0.750075,0.606728,0.594337,0.620239,0.838990,0.523650,0.704179,0.600378,0.451451
0.809014,0.901840,0.867090,0.893539,0.773490,0.769724,0.708616,0.694666,0.556017,0.574267,0.829298,0.820299,0.594094,0.617029,0.780175,0.562188,1.000000,0.742300,0.674242,0.660886,0.830623,0.774510,0.773180,0.710312,0.803172,0.640191,0.783751,0.660217,0.569067,0.713995,0.769688,0.779380
0.697148,0.739500,0.776364,0.739362,0.819245,0.754115,0.795918,0.714592,0.603954,0.625541,0.770573,0.703576,0.593580,0.619964,0.830384,0.617099,0.742300,1.000000,0.779389,0.676799,0.846876,0.780967,0.890606,0.781179,0.779477,0.562291,0.827337,0.662498,0.505943,0.727978,0.719012,0.694676
0.634124,0.680443,0.724937,0.661398,0.802290,0.649388,0.913548,0.658011,0.694445,0.673470,0.740954,0.637702,0.690113,0.587699,0.926261,0.619546,0.674242,0.779389,1.000000,0.700790,0.718188,0.721511,0.919538,0.672623,0.773960,0.536136,0.917972,0.619503,0.655461,0.822933,0.706333,0.576420
0.659983,0.625377,0.696590,0.677498,0.724187,0.768663,0.752416,0.926280,0.862448,0.918794,0.694288,0.689733,0.736194,0.827450,0.731334,0.809797,0.660886,0.676799,0.700790,1.000000,0.679818,0.598937,0.719324,0.868940,0.686129,0.672025,0.717825,0.904948,0.684495,0.676851,0.667211,0.543272
