Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.803658,0.831461,0.787708,0.730339,0.777232,0.667245,0.729779,0.529792,0.560676,0.862445,0.781291,0.511731,0.611057,0.731071,0.567933,0.795763,0.685833,0.618733,0.657633,0.782228,0.674778,0.709946,0.721230,0.788180,0.648822,0.741770,0.692971,0.557696,0.659285,0.817914,0.697340
0.803658,1.000000,0.801504,0.804819,0.701793,0.697029,0.676249,0.656166,0.507680,0.519179,0.766247,0.764581,0.466442,0.563366,0.753252,0.528680,0.884156,0.711951,0.655346,0.607622,0.785502,0.696870,0.747563,0.639922,0.732375,0.590283,0.764512,0.624004,0.532723,0.700471,0.728931,0.753131
0.831461,0.801504,1.000000,0.897209,0.848540,0.812135,0.743956,0.729633,0.572452,0.596195,0.924018,0.870925,0.562902,0.638699,0.818321,0.609154,0.864362,0.750879,0.670337,0.677506,0.906045,0.762586,0.809552,0.731375,0.897742,0.721657,0.826268,0.707241,0.562757,0.724558,0.804522,0.695468
0.787708,0.804819,0.897209,1.000000,0.747589,0.865414,0.684879,0.739151,0.549150,0.602894,0.846890,0.919285,0.508215,0.657736,0.753431,0.614146,0.892676,0.720710,0.622288,0.680091,0.809241,0.803420,0.740852,0.738477,0.803012,0.766935,0.763264,0.716261,0.521154,0.706665,0.783829,0.713632
0.730339,0.701793,0.848540,0.747589,1.000000,0.741327,0.850958,0.714653,0.669525,0.653433,0.853017,0.732403,0.678694,0.652650,0.856237,0.647693,0.731966,0.770237,0.734217,0.690776,0.900577,0.671904,0.874107,0.712217,0.910002,0.634542,0.847670,0.680900,0.605322,0.674464,0.758318,0.589533
0.777232,0.697029,0.812135,0.865414,0.741327,1.000000,0.701429,0.881240,0.652263,0.730075,0.793771,0.859878,0.533225,0.778060,0.733331,0.741915,0.768132,0.745176,0.632267,0.790119,0.760869,0.804709,0.725695,0.895692,0.765376,0.784724,0.734632,0.850389,0.543293,0.698892,0.758452,0.647374
0.667245,0.676249,0.743956,0.684879,0.850958,0.701429,1.000000,0.716494,0.776604,0.713149,0.784670,0.667470,0.664923,0.646102,0.955777,0.700240,0.688372,0.797426,0.906350,0.727557,0.761507,0.698259,0.927873,0.717492,0.789516,0.573530,0.931527,0.676594,0.604337,0.767867,0.735385,0.588138
0.729779,0.656166,0.729633,0.739151,0.714653,0.881240,0.716494,1.000000,0.773937,0.846168,0.723823,0.753695,0.576331,0.844934,0.714307,0.840801,0.702314,0.717374,0.660546,0.933299,0.699010,0.659804,0.708660,0.943730,0.704449,0.712011,0.706586,0.953272,0.604772,0.701307,0.703626,0.586212
0.529792,0.507680,0.572452,0.549150,0.669525,0.652263,0.776604,0.773937,1.000000,0.938281,0.592497,0.552174,0.677328,0.763301,0.701892,0.849426,0.537286,0.615535,0.706150,0.853471,0.579953,0.528612,0.685982,0.751626,0.604850,0.560414,0.676619,0.737370,0.607720,0.612513,0.551365,0.437815
0.560676,0.519179,0.596195,0.602894,0.653433,0.730075,0.713149,0.846168,0.938281,1.000000,0.603392,0.593542,0.643537,0.823203,0.649531,0.891526,0.566739,0.629750,0.660881,0.914208,0.583236,0.580321,0.645310,0.817411,0.604820,0.626993,0.629186,0.813119,0.583302,0.649053,0.583071,0.449576
