Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.853032,0.842859,0.798738,0.779104,0.781616,0.707110,0.728889,0.565641,0.580584,0.881286,0.792594,0.626264,0.633694,0.766849,0.575442,0.819222,0.697856,0.650100,0.671751,0.799334,0.684680,0.744446,0.725298,0.834457,0.631405,0.772503,0.685994,0.602502,0.667502,0.840616,0.712438
0.853032,1.000000,0.802383,0.843612,0.734684,0.729747,0.691530,0.678613,0.531815,0.548429,0.787035,0.802617,0.561863,0.587657,0.765339,0.549434,0.899323,0.728296,0.672270,0.635275,0.791990,0.714336,0.761494,0.661623,0.761988,0.606420,0.773913,0.634563,0.569242,0.708293,0.767050,0.758725
0.842859,0.802383,1.000000,0.869347,0.880332,0.800172,0.802076,0.734128,0.627628,0.637217,0.942784,0.847509,0.682663,0.667086,0.864359,0.628872,0.854263,0.754887,0.738824,0.711365,0.885732,0.757123,0.846928,0.730204,0.920913,0.689558,0.865697,0.702949,0.610708,0.753367,0.840725,0.710961
0.798738,0.843612,0.869347,1.000000,0.772142,0.842864,0.719321,0.725721,0.574343,0.607633,0.835951,0.914658,0.599164,0.678559,0.782915,0.610506,0.889099,0.718206,0.671448,0.679564,0.804887,0.786723,0.766048,0.710354,0.812909,0.743428,0.789833,0.701627,0.565740,0.721673,0.804748,0.744910
0.779104,0.734684,0.880332,0.772142,1.000000,0.762540,0.915808,0.738545,0.714395,0.701472,0.897909,0.761557,0.780922,0.681766,0.914273,0.675857,0.764816,0.798067,0.817319,0.738427,0.915468,0.710005,0.920855,0.742267,0.944660,0.642529,0.901958,0.692200,0.625278,0.734118,0.831698,0.639270
0.781616,0.729747,0.800172,0.842864,0.762540,1.000000,0.724875,0.861642,0.646616,0.705980,0.801985,0.847488,0.621545,0.795381,0.755801,0.726832,0.772538,0.740838,0.654776,0.759815,0.763189,0.821775,0.740796,0.877991,0.778943,0.759452,0.755799,0.835919,0.567651,0.708753,0.787859,0.682949
0.707110,0.691530,0.802076,0.719321,0.915808,0.724875,1.000000,0.739261,0.794134,0.760402,0.825926,0.712649,0.792651,0.686631,0.957321,0.727042,0.716375,0.779603,0.915931,0.773194,0.805555,0.701335,0.926405,0.738721,0.862751,0.610220,0.934006,0.693201,0.643356,0.789143,0.789476,0.597764
0.728889,0.678613,0.734128,0.725721,0.738545,0.861642,0.739261,1.000000,0.773902,0.842348,0.735979,0.746911,0.683300,0.847313,0.737069,0.841179,0.705861,0.706186,0.666382,0.917142,0.707856,0.666752,0.723099,0.925716,0.719176,0.678914,0.727495,0.942275,0.625114,0.691990,0.726768,0.617934
0.565641,0.531815,0.627628,0.574343,0.714395,0.646616,0.794134,0.773902,1.000000,0.947164,0.638201,0.590971,0.836530,0.782047,0.731927,0.835779,0.570049,0.593531,0.708868,0.867307,0.623329,0.543889,0.701255,0.738402,0.656463,0.568424,0.707691,0.741082,0.663024,0.613051,0.613999,0.454093
0.580584,0.548429,0.637217,0.607633,0.701472,0.705980,0.760402,0.842348,0.947164,1.000000,0.640183,0.619765,0.790131,0.829328,0.702672,0.869400,0.587167,0.611671,0.686974,0.921431,0.623649,0.575915,0.682722,0.793110,0.650391,0.618133,0.681390,0.806742,0.639595,0.645481,0.630600,0.478771
