Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.821496,0.821140,0.797368,0.760226,0.764500,0.687457,0.700969,0.549654,0.556570,0.870178,0.778268,0.608268,0.609004,0.752489,0.547271,0.801132,0.667735,0.626232,0.649188,0.766364,0.677403,0.723306,0.698790,0.826280,0.636536,0.759417,0.666366,0.589849,0.641858,0.813385,0.696063
0.821496,1.000000,0.783447,0.846001,0.714986,0.724728,0.666945,0.654729,0.506842,0.517499,0.764393,0.797613,0.534249,0.568108,0.748431,0.520521,0.881496,0.704317,0.647960,0.611622,0.765829,0.707016,0.742505,0.637356,0.742113,0.617280,0.757443,0.622884,0.557060,0.683189,0.732367,0.740752
0.821140,0.783447,1.000000,0.862621,0.869176,0.788050,0.776266,0.710190,0.594797,0.599491,0.926991,0.838476,0.638571,0.635750,0.844261,0.600144,0.851088,0.737261,0.703252,0.678358,0.875648,0.757162,0.832974,0.712662,0.905563,0.692973,0.847895,0.687942,0.575909,0.730518,0.798811,0.711122
0.797368,0.846001,0.862621,1.000000,0.766619,0.843400,0.700149,0.710357,0.556657,0.580373,0.836888,0.908169,0.578150,0.652364,0.771336,0.580286,0.895077,0.696670,0.645804,0.662000,0.794525,0.783302,0.755076,0.705172,0.808591,0.753764,0.779231,0.687069,0.555346,0.686300,0.782494,0.729423
0.760226,0.714986,0.869176,0.766619,1.000000,0.753061,0.898515,0.716343,0.687433,0.666067,0.890398,0.755843,0.751118,0.649918,0.898342,0.645764,0.760601,0.774647,0.787821,0.710489,0.900668,0.710329,0.914068,0.725753,0.935410,0.654601,0.886624,0.672388,0.600131,0.708433,0.797685,0.632835
0.764500,0.724728,0.788050,0.843400,0.753061,1.000000,0.709753,0.856270,0.641361,0.698264,0.791211,0.844670,0.606129,0.780151,0.745009,0.713473,0.773979,0.698955,0.630894,0.756495,0.752310,0.800289,0.726770,0.871788,0.774288,0.760903,0.744948,0.829264,0.572639,0.677595,0.769850,0.672131
0.687457,0.666945,0.776266,0.700149,0.898515,0.709753,1.000000,0.726331,0.780233,0.735558,0.808503,0.694426,0.765037,0.654549,0.952074,0.702540,0.702561,0.749271,0.905196,0.758526,0.769352,0.692548,0.915862,0.725631,0.843919,0.604886,0.925852,0.677568,0.631434,0.762307,0.756382,0.589593
0.700969,0.654729,0.710190,0.710357,0.716343,0.856270,0.726331,1.000000,0.769326,0.845464,0.713364,0.738526,0.665704,0.844633,0.724260,0.833330,0.689206,0.665455,0.643534,0.920444,0.680966,0.637577,0.703318,0.926368,0.704140,0.676674,0.715265,0.941953,0.623130,0.669229,0.709575,0.597898
0.549654,0.506842,0.594797,0.556657,0.687433,0.641361,0.780233,0.769326,1.000000,0.937116,0.616119,0.573070,0.815207,0.753498,0.718499,0.813839,0.550980,0.550999,0.687820,0.858880,0.581493,0.518930,0.679179,0.735308,0.634495,0.562869,0.693990,0.727628,0.665866,0.572155,0.587719,0.441258
0.556570,0.517499,0.599491,0.580373,0.666067,0.698264,0.735558,0.845464,0.937116,1.000000,0.609289,0.596150,0.758446,0.811648,0.679589,0.855143,0.556161,0.564826,0.655361,0.918394,0.580987,0.539910,0.651143,0.795715,0.622622,0.609562,0.658948,0.800594,0.635656,0.598965,0.600470,0.454267
0.870178,0.764393,0.926991,0.836888,0.890398,0.791211,0.808503,0.713364,0.616119,0.609289,1.000000,0.826710,0.703864,0.645010,0.869330,0.599678,0.817835,0.723853,0.725470,0.682417,0.850905,0.741621,0.844663,0.711975,0.972113,0.687665,0.875148,0.680218,0.614671,0.712401,0.879462,0.691607
0.778268,0.797613,0.838476,0.908169,0.755843,0.844670,0.694426,0.738526,0.573070,0.596150,0.826710,1.000000,0.601716,0.714096,0.760883,0.598539,0.812675,0.679198,0.633098,0.691600,0.785443,0.744363,0.739814,0.726877,0.803413,0.823381,0.770592,0.730934,0.588401,0.679188,0.797902,0.697988
0.608268,0.534249,0.638571,0.578150,0.751118,0.606129,0.765037,0.665704,0.815207,0.758446,0.703864,0.601716,1.000000,0.682866,0.720189,0.663356,0.587838,0.545372,0.683385,0.740567,0.647609,0.555117,0.692602,0.665207,0.733585,0.584915,0.700348,0.661777,0.784905,0.574481,0.672221,0.459425
0.609004,0.568108,0.635750,0.652364,0.649918,0.780151,0.654549,0.844633,0.753498,0.811648,0.645010,0.714096,0.682866,1.000000,0.623753,0.861372,0.618330,0.569581,0.555764,0.799932,0.619318,0.601707,0.600495,0.797825,0.640162,0.731509,0.610101,0.904582,0.601129,0.684621,0.679831,0.508138
0.752489,0.748431,0.844261,0.771336,0.898342,0.745009,0.952074,0.724260,0.718499,0.679589,0.869330,0.760883,0.720189,0.623753,1.000000,0.634415,0.776461,0.788305,0.918587,0.739017,0.813772,0.747561,0.966213,0.730598,0.894178,0.619465,0.993357,0.671762,0.664556,0.801181,0.815296,0.670219
0.547271,0.520521,0.600144,0.580286,0.645764,0.713473,0.702540,0.833330,0.813839,0.855143,0.599678,0.598539,0.663356,0.861372,0.634415,1.000000,0.561851,0.565625,0.588520,0.788822,0.582228,0.555677,0.606766,0.754974,0.606922,0.598601,0.612215,0.842096,0.527830,0.679416,0.606744,0.459681
0.801132,0.881496,0.851088,0.895077,0.760601,0.773979,0.702561,0.689206,0.550980,0.556161,0.817835,0.812675,0.587838,0.618330,0.776461,0.561851,1.000000,0.693283,0.656975,0.650290,0.805295,0.783627,0.755866,0.694766,0.793009,0.649900,0.777809,0.666753,0.593837,0.698785,0.762529,0.768873
0.667735,0.704317,0.737261,0.696670,0.774647,0.698955,0.749271,0.665455,0.550999,0.564826,0.723853,0.679198,0.545372,0.569581,0.788305,0.565625,0.693283,1.000000,0.725250,0.624002,0.812935,0.746299,0.847354,0.738393,0.733947,0.543722,0.784672,0.614742,0.491983,0.673216,0.694371,0.677453
0.626232,0.647960,0.703252,0.645804,0.787821,0.630894,0.905196,0.643534,0.687820,0.655361,0.725470,0.633098,0.683385,0.555764,0.918587,0.588520,0.656975,0.725250,1.000000,0.695197,0.681021,0.704456,0.908794,0.656933,0.765510,0.548358,0.909808,0.600708,0.677664,0.801587,0.705311,0.570587
0.649188,0.611622,0.678358,0.662000,0.710489,0.756495,0.758526,0.920444,0.858880,0.918394,0.682417,0.691600,0.740567,0.799932,0.739017,0.788822,0.650290,0.624002,0.695197,1.000000,0.647761,0.591973,0.710070,0.863813,0.681360,0.667471,0.724725,0.886895,0.706172,0.632022,0.672229,0.551966
0.766364,0.765829,0.875648,0.794525,0.900668,0.752310,0.769352,0.680966,0.581493,0.580987,0.850905,0.785443,0.647609,0.619318,0.813772,0.582228,0.805295,0.812935,0.681021,0.647761,1.000000,0.731030,0.844797,0.702623,0.870613,0.658773,0.810692,0.652218,0.562248,0.659938,0.771732,0.712565
0.677403,0.707016,0.757162,0.783302,0.710329,0.800289,0.692548,0.637577,0.518930,0.539910,0.741621,0.744363,0.555117,0.601707,0.747561,0.555677,0.783627,0.746299,0.704456,0.591973,0.731030,1.000000,0.755210,0.709399,0.734895,0.633263,0.750892,0.624294,0.553837,0.694639,0.714445,0.671276
0.723306,0.742505,0.832974,0.755076,0.914068,0.726770,0.915862,0.703318,0.679179,0.651143,0.844663,0.739814,0.692602,0.600495,0.966213,0.606766,0.755866,0.847354,0.908794,0.710070,0.844797,0.755210,1.000000,0.730999,0.883634,0.604980,0.968167,0.651132,0.631764,0.781126,0.788074,0.663096
0.698790,0.637356,0.712662,0.705172,0.725753,0.871788,0.725631,0.926368,0.735308,0.795715,0.711975,0.726877,0.665207,0.797825,0.730598,0.754974,0.694766,0.738393,0.656933,0.863813,0.702623,0.709399,0.730999,1.000000,0.705712,0.685913,0.720491,0.885125,0.629828,0.643050,0.692158,0.608084
0.826280,0.742113,0.905563,0.808591,0.935410,0.774288,0.843919,0.704140,0.634495,0.622622,0.972113,0.803413,0.733585,0.640162,0.894178,0.606922,0.793009,0.733947,0.765510,0.681360,0.870613,0.734895,0.883634,0.705712,1.000000,0.673479,0.900299,0.665653,0.629206,0.719142,0.873073,0.665503
0.636536,0.617280,0.692973,0.753764,0.654601,0.760903,0.604886,0.676674,0.562869,0.609562,0.687665,0.823381,0.584915,0.731509,0.619465,0.598601,0.649900,0.543722,0.548358,0.667471,0.658773,0.633263,0.604980,0.685913,0.673479,1.000000,0.621413,0.738554,0.574996,0.592592,0.654946,0.516836
0.759417,0.757443,0.847895,0.779231,0.886624,0.744948,0.925852,0.715265,0.693990,0.658948,0.875148,0.770592,0.700348,0.610101,0.993357,0.612215,0.777809,0.784672,0.909808,0.724725,0.810692,0.750892,0.968167,0.720491,0.900299,0.621413,1.000000,0.662345,0.672044,0.801334,0.822324,0.679027
