Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.783110,0.773348,0.747150,0.669262,0.764032,0.601266,0.699119,0.457089,0.500318,0.832374,0.747936,0.487873,0.526528,0.674491,0.518623,0.755539,0.655928,0.558730,0.608902,0.730149,0.645389,0.656750,0.705153,0.760918,0.605213,0.685843,0.667841,0.516489,0.628453,0.789130,0.674587
0.783110,1.000000,0.806292,0.794154,0.715618,0.683838,0.664110,0.627702,0.470488,0.467999,0.758654,0.750432,0.456475,0.470811,0.749915,0.503351,0.889744,0.718746,0.636049,0.569006,0.798056,0.696038,0.754600,0.611729,0.736181,0.558718,0.762381,0.593385,0.508725,0.698469,0.694686,0.727556
0.773348,0.806292,1.000000,0.873498,0.855896,0.764502,0.737624,0.671302,0.525483,0.517620,0.913798,0.845440,0.542740,0.504733,0.819648,0.538977,0.850241,0.727806,0.658472,0.614343,0.898570,0.740635,0.811350,0.678511,0.898432,0.673172,0.827498,0.636214,0.524794,0.683723,0.727286,0.678754
0.747150,0.794154,0.873498,1.000000,0.729949,0.854632,0.642691,0.673867,0.477294,0.503097,0.830020,0.909541,0.472250,0.518434,0.720535,0.525463,0.877510,0.683843,0.576731,0.600063,0.793918,0.807060,0.711012,0.693773,0.795673,0.749359,0.732027,0.644999,0.474782,0.634624,0.699948,0.704545
0.669262,0.715618,0.855896,0.729949,1.000000,0.706932,0.852854,0.687652,0.640695,0.600270,0.843875,0.715914,0.679428,0.548858,0.863068,0.611733,0.730787,0.766811,0.730438,0.648422,0.897957,0.665330,0.876194,0.684957,0.901731,0.598919,0.852600,0.639040,0.571519,0.649797,0.681457,0.585612
0.764032,0.683838,0.764502,0.854632,0.706932,1.000000,0.654613,0.825166,0.579084,0.640236,0.773235,0.835161,0.505628,0.640894,0.691968,0.650612,0.750136,0.703178,0.575204,0.716878,0.726627,0.794331,0.681592,0.872184,0.744327,0.759452,0.692060,0.788677,0.500122,0.619211,0.697359,0.641767
0.601266,0.664110,0.737624,0.642691,0.852854,0.654613,1.000000,0.698585,0.765798,0.696225,0.751180,0.632627,0.675366,0.545486,0.950569,0.672362,0.659074,0.782696,0.909781,0.720793,0.761891,0.662847,0.920863,0.691655,0.785553,0.522750,0.923379,0.637588,0.595445,0.715938,0.646836,0.575066
0.699119,0.627702,0.671302,0.673867,0.687652,0.825166,0.698585,1.000000,0.750431,0.834774,0.671094,0.679450,0.560519,0.746301,0.695821,0.825396,0.643478,0.700448,0.630148,0.927398,0.666395,0.600725,0.693513,0.921986,0.661939,0.635554,0.686741,0.951378,0.579867,0.666839,0.667677,0.574487
0.457089,0.470488,0.525483,0.477294,0.640695,0.579084,0.765798,0.750431,1.000000,0.935357,0.525169,0.482804,0.678433,0.639446,0.689532,0.819369,0.475636,0.572207,0.679039,0.844001,0.547639,0.470358,0.660955,0.707076,0.557057,0.472201,0.662546,0.696315,0.602703,0.527772,0.471858,0.413038
0.500318,0.467999,0.517620,0.503097,0.600270,0.640236,0.696225,0.834774,0.935357,1.000000,0.513266,0.491344,0.615330,0.699702,0.626778,0.873122,0.479026,0.581262,0.632321,0.906913,0.526435,0.489823,0.614178,0.769862,0.532698,0.513985,0.603512,0.788105,0.561360,0.578711,0.511449,0.421766
