Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,Oz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,TP9,TP10,EOG,ECG
1.000000,0.761114,0.769909,0.726368,0.671862,0.756494,0.570681,0.710776,0.404142,0.477666,0.869874,0.769781,0.488661,0.553179,0.661242,0.492956,0.725585,0.624948,0.517466,0.612564,0.725216,0.607023,0.635961,0.699286,0.787321,0.605036,0.677188,0.688131,0.486279,0.620349,0.762741,0.626642
0.761114,1.000000,0.746073,0.721317,0.650358,0.637335,0.609267,0.579725,0.393442,0.400110,0.716934,0.667602,0.400070,0.429826,0.707427,0.419271,0.873551,0.710751,0.591927,0.521522,0.727766,0.629037,0.722526,0.568332,0.676827,0.456430,0.723586,0.546470,0.454493,0.644973,0.631469,0.687292
0.769909,0.746073,1.000000,0.857412,0.831195,0.723671,0.674301,0.600975,0.412404,0.416149,0.893690,0.814462,0.464990,0.450607,0.765355,0.421178,0.774365,0.668696,0.590427,0.538121,0.897964,0.659311,0.762566,0.620680,0.864680,0.632229,0.777787,0.571417,0.431331,0.569414,0.659239,0.623915
0.726368,0.721317,0.857412,1.000000,0.698698,0.878278,0.610971,0.687137,0.432958,0.503076,0.824947,0.907793,0.418595,0.531130,0.691873,0.489700,0.767240,0.632230,0.553929,0.617655,0.760245,0.770795,0.687959,0.704599,0.778761,0.722788,0.706868,0.651047,0.422391,0.578098,0.681538,0.609740
0.671862,0.650358,0.831195,0.698698,1.000000,0.651414,0.815344,0.575522,0.522579,0.458614,0.822018,0.679253,0.592539,0.464348,0.824972,0.459820,0.669358,0.712759,0.666399,0.526135,0.893850,0.587725,0.838434,0.607730,0.851911,0.566336,0.815540,0.537513,0.450455,0.504483,0.619983,0.539836
0.756494,0.637335,0.723671,0.878278,0.651414,1.000000,0.610470,0.851009,0.534126,0.659300,0.777855,0.888942,0.455679,0.687497,0.652449,0.641375,0.675409,0.645985,0.539206,0.748009,0.677506,0.774233,0.644941,0.872095,0.730031,0.761704,0.657428,0.804043,0.437194,0.599143,0.721926,0.563352
0.570681,0.609267,0.674301,0.610971,0.815344,0.610470,1.000000,0.589391,0.707166,0.572178,0.690651,0.584660,0.596956,0.463565,0.943125,0.532679,0.618922,0.744757,0.898586,0.611382,0.728274,0.621981,0.903930,0.627737,0.707086,0.471929,0.910939,0.537556,0.495276,0.578112,0.590906,0.534525
0.710776,0.579725,0.600975,0.687137,0.575522,0.851009,0.589391,1.000000,0.661814,0.808782,0.647571,0.728533,0.480116,0.789128,0.592993,0.779049,0.622062,0.657904,0.526984,0.921790,0.586113,0.605596,0.598174,0.926025,0.595065,0.637480,0.587548,0.949513,0.496505,0.640066,0.682324,0.529786
0.404142,0.393442,0.412404,0.432958,0.522579,0.534126,0.707166,0.661814,1.000000,0.870533,0.416056,0.405061,0.558409,0.563159,0.604088,0.690917,0.413649,0.521096,0.625548,0.778367,0.449765,0.444695,0.586361,0.659148,0.421788,0.382640,0.574742,0.593247,0.479239,0.403258,0.388751,0.345199
0.477666,0.400110,0.416149,0.503076,0.458614,0.659300,0.572178,0.808782,0.870533,1.000000,0.443701,0.496455,0.487527,0.720753,0.496567,0.839573,0.430855,0.530597,0.517412,0.882563,0.426565,0.500923,0.502470,0.763632,0.427900,0.513725,0.475510,0.756995,0.446497,0.513043,0.482792,0.354683
0.869874,0.716934,0.893690,0.824947,0.822018,0.777855,0.690651,0.647571,0.416056,0.443701,1.000000,0.861636,0.574179,0.538241,0.778657,0.482608,0.738219,0.658682,0.592453,0.551258,0.855598,0.663709,0.747945,0.652347,0.940334,0.686549,0.790095,0.633938,0.494193,0.610993,0.805954,0.607305
0.769781,0.667602,0.814462,0.907793,0.679253,0.888942,0.584660,0.728533,0.405061,0.496455,0.861636,1.000000,0.474183,0.633774,0.669530,0.532461,0.706778,0.596207,0.515727,0.621158,0.745034,0.692440,0.644312,0.718230,0.815077,0.811205,0.683509,0.733626,0.470517,0.608593,0.757571,0.589227
0.488661,0.400070,0.464990,0.418595,0.592539,0.455679,0.596956,0.480116,0.558409,0.487527,0.574179,0.474183,1.000000,0.516627,0.560012,0.470622,0.454967,0.416057,0.517189,0.473611,0.519748,0.424657,0.515210,0.502850,0.600462,0.436403,0.535447,0.506533,0.704816,0.419822,0.555640,0.314357
0.553179,0.429826,0.450607,0.531130,0.464348,0.687497,0.463565,0.789128,0.563159,0.720753,0.538241,0.633774,0.516627,1.000000,0.440343,0.817971,0.485091,0.498011,0.391093,0.692292,0.460727,0.494914,0.434695,0.724588,0.521986,0.635647,0.428691,0.864876,0.485978,0.615124,0.640493,0.366949
0.661242,0.707427,0.765355,0.691873,0.824972,0.652449,0.943125,0.592993,0.604088,0.496567,0.778657,0.669530,0.560012,0.440343,1.000000,0.463318,0.704966,0.771719,0.898735,0.590148,0.782123,0.666964,0.956503,0.629166,0.782210,0.491987,0.991631,0.541900,0.533654,0.633603,0.665066,0.623569
0.492956,0.419271,0.421178,0.489700,0.459820,0.641375,0.532679,0.779049,0.690917,0.839573,0.482608,0.532461,0.470622,0.817971,0.463318,1.000000,0.450967,0.546405,0.444577,0.725769,0.437988,0.501737,0.470501,0.690504,0.457942,0.534849,0.442825,0.800306,0.392848,0.648378,0.568725,0.362477
