sample	kpc_before_rc	kpc_after_rc	kpc_before_cpu	kpc_after_cpu	kpc_accepted	thread_before_rc	thread_after_rc	thread_cycles_delta	thread_instructions_delta	absolute_time_delta	uptime_raw_delta
445	-1	-1	-1	-1	0	88	88	1331	4612	3	125
446	-1	-1	-1	-1	0	88	88	1323	4612	2	84
447	-1	-1	-1	-1	0	88	88	1360	4611	3	84
448	-1	-1	-1	-1	0	88	88	1350	4611	3	83
449	-1	-1	-1	-1	0	88	88	1327	4611	3	83
450	-1	-1	-1	-1	0	88	88	1359	4612	3	125
451	-1	-1	-1	-1	0	88	88	1323	4612	3	125
452	-1	-1	-1	-1	0	88	88	1326	4612	3	83
453	-1	-1	-1	-1	0	88	88	1327	4612	2	84
454	-1	-1	-1	-1	0	88	88	1357	4611	3	83
455	-1	-1	-1	-1	0	88	88	1461	4612	3	125
456	-1	-1	-1	-1	0	88	88	1320	4612	3	83
457	-1	-1	-1	-1	0	88	88	1330	4612	3	84
458	-1	-1	-1	-1	0	88	88	1322	4612	3	83
459	-1	-1	-1	-1	0	88	88	1327	4612	3	83
460	-1	-1	-1	-1	0	88	88	1322	4612	3	83
461	-1	-1	-1	-1	0	88	88	1328	4612	3	125
462	-1	-1	-1	-1	0	88	88	1333	4612	3	125
463	-1	-1	-1	-1	0	88	88	1331	4612	2	83
464	-1	-1	-1	-1	0	88	88	1351	4611	3	125
465	-1	-1	-1	-1	0	88	88	1352	4611	3	83
466	-1	-1	-1	-1	0	88	88	1458	4612	2	84
467	-1	-1	-1	-1	0	88	88	1344	4612	3	83
468	-1	-1	-1	-1	0	88	88	1332	4612	3	125
469	-1	-1	-1	-1	0	88	88	1439	4604	3	125
470	-1	-1	-1	-1	0	88	88	1361	4611	3	83
471	-1	-1	-1	-1	0	88	88	1360	4611	3	83
472	-1	-1	-1	-1	0	88	88	1327	4612	3	125
473	-1	-1	-1	-1	0	88	88	1326	4612	3	83
474	-1	-1	-1	-1	0	88	88	1353	4611	3	83
475	-1	-1	-1	-1	0	88	88	1448	4612	3	83
476	-1	-1	-1	-1	0	88	88	1336	4612	3	125
477	-1	-1	-1	-1	0	88	88	1876	4612	4	84
478	-1	-1	-1	-1	0	88	88	1369	4612	3	83
479	-1	-1	-1	-1	0	88	88	1325	4612	3	125
480	-1	-1	-1	-1	0	88	88	1331	4612	3	83
481	-1	-1	-1	-1	0	88	88	1335	4612	2	84
482	-1	-1	-1	-1	0	88	88	1357	4611	3	83
483	-1	-1	-1	-1	0	88	88	1355	4611	3	84
484	-1	-1	-1	-1	0	88	88	1334	4611	2	83
485	-1	-1	-1	-1	0	88	88	1354	4612	2	84
486	-1	-1	-1	-1	0	88	88	1326	4612	3	83
487	-1	-1	-1	-1	0	88	88	1334	4612	3	125
488	-1	-1	-1	-1	0	88	88	1324	4612	3	83
489	-1	-1	-1	-1	0	88	88	6083	9380	3	125
490	-1	-1	-1	-1	0	88	88	1335	4612	2	83
491	-1	-1	-1	-1	0	88	88	1339	4612	3	125
492	-1	-1	-1	-1	0	88	88	1489	4611	3	83
493	-1	-1	-1	-1	0	88	88	1360	4611	3	125
494	-1	-1	-1	-1	0	88	88	1334	4611	3	83
495	-1	-1	-1	-1	0	88	88	1519	4612	3	83
496	-1	-1	-1	-1	0	88	88	1359	4612	3	125
497	-1	-1	-1	-1	0	88	88	1332	4612	3	125
498	-1	-1	-1	-1	0	88	88	1331	4612	3	125
499	-1	-1	-1	-1	0	88	88	1492	4611	3	83
500	-1	-1	-1	-1	0	88	88	1350	4611	3	84
501	-1	-1	-1	-1	0	88	88	1346	4611	3	125
502	-1	-1	-1	-1	0	88	88	1353	4612	3	125
503	-1	-1	-1	-1	0	88	88	1338	4612	3	125
504	-1	-1	-1	-1	0	88	88	1334	4612	3	83
505	-1	-1	-1	-1	0	88	88	1362	4611	2	83
506	-1	-1	-1	-1	0	88	88	1368	4611	3	84
507	-1	-1	-1	-1	0	88	88	1435	4612	3	83
508	-1	-1	-1	-1	0	88	88	2726	4611	3	84
509	-1	-1	-1	-1	0	88	88	1400	4611	2	83
510	-1	-1	-1	-1	0	88	88	1365	4612	3	83
511	-1	-1	-1	-1	0	88	88	1331	4612	3	84
512	-1	-1	-1	-1	0	88	88	1336	4612	3	83
513	-1	-1	-1	-1	0	88	88	1581	4611	3	83
514	-1	-1	-1	-1	0	88	88	1364	4611	3	125
515	-1	-1	-1	-1	0	88	88	1354	4612	3	83
516	-1	-1	-1	-1	0	88	88	1352	4612	2	83
517	-1	-1	-1	-1	0	88	88	1344	4612	3	125
518	-1	-1	-1	-1	0	88	88	1366	4612	3	125
519	-1	-1	-1	-1	0	88	88	1359	4612	3	125
520	-1	-1	-1	-1	0	88	88	1351	4612	3	125
521	-1	-1	-1	-1	0	88	88	1357	4612	3	125
522	-1	-1	-1	-1	0	88	88	1342	4612	3	83
523	-1	-1	-1	-1	0	88	88	1335	4612	3	83
524	-1	-1	-1	-1	0	88	88	1657	4612	4	84
525	-1	-1	-1	-1	0	88	88	1343	4612	3	84
526	-1	-1	-1	-1	0	88	88	1329	4612	3	83
527	-1	-1	-1	-1	0	88	88	1317	4612	3	83
528	-1	-1	-1	-1	0	88	88	1339	4612	3	83
529	-1	-1	-1	-1	0	88	88	1485	4612	2	42
530	-1	-1	-1	-1	0	88	88	1329	4612	2	83
531	-1	-1	-1	-1	0	88	88	1324	4612	3	84
532	-1	-1	-1	-1	0	88	88	1348	4612	2	83
533	-1	-1	-1	-1	0	88	88	1324	4612	3	125
534	-1	-1	-1	-1	0	88	88	1360	4612	3	84
535	-1	-1	-1	-1	0	88	88	1333	4612	2	84
536	-1	-1	-1	-1	0	88	88	1331	4612	3	125
537	-1	-1	-1	-1	0	88	88	1349	4612	4	125
538	-1	-1	-1	-1	0	88	88	1324	4612	3	84
539	-1	-1	-1	-1	0	88	88	1325	4612	3	125
540	-1	-1	-1	-1	0	88	88	1326	4612	3	83
541	-1	-1	-1	-1	0	88	88	1327	4612	3	83
542	-1	-1	-1	-1	0	88	88	1326	4612	3	83
543	-1	-1	-1	-1	0	88	88	1328	4612	2	84
544	-1	-1	-1	-1	0	88	88	1325	4612	3	83
545	-1	-1	-1	-1	0	88	88	1326	4612	3	83
546	-1	-1	-1	-1	0	88	88	1335	4612	3	125
547	-1	-1	-1	-1	0	88	88	1360	4612	3	125
548	-1	-1	-1	-1	0	88	88	1354	4612	3	83
549	-1	-1	-1	-1	0	88	88	1327	4612	3	125
550	-1	-1	-1	-1	0	88	88	1352	4612	3	84
551	-1	-1	-1	-1	0	88	88	1336	4612	3	83
552	-1	-1	-1	-1	0	88	88	1324	4612	3	83
553	-1	-1	-1	-1	0	88	88	1328	4612	3	125
554	-1	-1	-1	-1	0	88	88	1361	4612	3	125
555	-1	-1	-1	-1	0	88	88	1369	4611	3	125
556	-1	-1	-1	-1	0	88	88	1387	4611	2	83
557	-1	-1	-1	-1	0	88	88	1330	4611	2	84
558	-1	-1	-1	-1	0	88	88	1335	4611	3	83
559	-1	-1	-1	-1	0	88	88	1331	4611	3	125
560	-1	-1	-1	-1	0	88	88	1361	4611	3	125
561	-1	-1	-1	-1	0	88	88	1334	4611	3	125
562	-1	-1	-1	-1	0	88	88	1359	4611	3	83
563	-1	-1	-1	-1	0	88	88	1327	4611	3	84
564	-1	-1	-1	-1	0	88	88	1422	4612	3	125
565	-1	-1	-1	-1	0	88	88	1345	4612	3	83
566	-1	-1	-1	-1	0	88	88	1335	4612	3	125
567	-1	-1	-1	-1	0	88	88	1325	4612	3	84
568	-1	-1	-1	-1	0	88	88	1322	4612	2	83
569	-1	-1	-1	-1	0	88	88	1321	4612	3	125
570	-1	-1	-1	-1	0	88	88	1359	4612	3	125
571	-1	-1	-1	-1	0	88	88	1512	4612	1	42
572	-1	-1	-1	-1	0	88	88	1337	4612	3	84
573	-1	-1	-1	-1	0	88	88	1500	4612	1	42
574	-1	-1	-1	-1	0	88	88	1335	4612	3	125
575	-1	-1	-1	-1	0	88	88	1359	4612	3	125
576	-1	-1	-1	-1	0	88	88	1365	4612	3	125
577	-1	-1	-1	-1	0	88	88	1371	4611	3	125
578	-1	-1	-1	-1	0	88	88	1381	4611	2	84
579	-1	-1	-1	-1	0	88	88	1333	4611	3	83
580	-1	-1	-1	-1	0	88	88	1446	4612	2	83
581	-1	-1	-1	-1	0	88	88	1356	4612	3	83
582	-1	-1	-1	-1	0	88	88	1343	4612	3	83
583	-1	-1	-1	-1	0	88	88	1355	4611	3	125
584	-1	-1	-1	-1	0	88	88	1365	4611	2	83
585	-1	-1	-1	-1	0	88	88	1346	4611	3	84
586	-1	-1	-1	-1	0	88	88	1361	4612	2	83
587	-1	-1	-1	-1	0	88	88	1346	4612	3	84
588	-1	-1	-1	-1	0	88	88	1484	4611	3	83
589	-1	-1	-1	-1	0	88	88	1335	4611	3	125
590	-1	-1	-1	-1	0	88	88	1374	4611	3	83
591	-1	-1	-1	-1	0	88	88	1519	4612	3	125
592	-1	-1	-1	-1	0	88	88	1380	4612	3	125
593	-1	-1	-1	-1	0	88	88	1345	4612	3	83
594	-1	-1	-1	-1	0	88	88	1364	4611	3	125
595	-1	-1	-1	-1	0	88	88	1347	4611	3	125
596	-1	-1	-1	-1	0	88	88	1593	4612	3	125
597	-1	-1	-1	-1	0	88	88	1373	4612	2	84
598	-1	-1	-1	-1	0	88	88	1332	4612	3	125
599	-1	-1	-1	-1	0	88	88	1376	4612	1	42
600	-1	-1	-1	-1	0	88	88	1495	4612	1	42
601	-1	-1	-1	-1	0	88	88	1329	4612	3	125
602	-1	-1	-1	-1	0	88	88	1378	4611	3	125
603	-1	-1	-1	-1	0	88	88	1376	4611	3	83
604	-1	-1	-1	-1	0	88	88	1498	4611	2	42
605	-1	-1	-1	-1	0	88	88	1331	4611	3	83
606	-1	-1	-1	-1	0	88	88	1344	4611	2	84
607	-1	-1	-1	-1	0	88	88	1330	4611	3	125
608	-1	-1	-1	-1	0	88	88	1358	4611	3	83
609	-1	-1	-1	-1	0	88	88	1348	4612	2	83
610	-1	-1	-1	-1	0	88	88	1366	4612	3	83
611	-1	-1	-1	-1	0	88	88	1323	4612	3	84
612	-1	-1	-1	-1	0	88	88	1487	4611	3	83
613	-1	-1	-1	-1	0	88	88	1342	4611	3	84
614	-1	-1	-1	-1	0	88	88	1336	4611	3	83
615	-1	-1	-1	-1	0	88	88	1350	4612	3	125
616	-1	-1	-1	-1	0	88	88	16333	16333	278	11333
617	-1	-1	-1	-1	0	88	88	1887	4612	6	125
618	-1	-1	-1	-1	0	88	88	1474	4611	4	125
619	-1	-1	-1	-1	0	88	88	1339	4611	3	84
620	-1	-1	-1	-1	0	88	88	1429	4612	2	83
621	-1	-1	-1	-1	0	88	88	1440	4612	3	125
622	-1	-1	-1	-1	0	88	88	1500	4611	2	84
623	-1	-1	-1	-1	0	88	88	1335	4611	3	83
624	-1	-1	-1	-1	0	88	88	1345	4611	3	84
625	-1	-1	-1	-1	0	88	88	1370	4612	3	84
626	-1	-1	-1	-1	0	88	88	1357	4612	3	83
627	-1	-1	-1	-1	0	88	88	1344	4611	3	125
628	-1	-1	-1	-1	0	88	88	2397	4612	2	41
629	-1	-1	-1	-1	0	88	88	1531	4612	1	42
630	-1	-1	-1	-1	0	88	88	1494	4612	2	42
631	-1	-1	-1	-1	0	88	88	1339	4612	3	83
632	-1	-1	-1	-1	0	88	88	1331	4612	3	84
633	-1	-1	-1	-1	0	88	88	1336	4612	3	84
634	-1	-1	-1	-1	0	88	88	1334	4612	3	83
635	-1	-1	-1	-1	0	88	88	1330	4612	3	125
636	-1	-1	-1	-1	0	88	88	1327	4612	3	84
637	-1	-1	-1	-1	0	88	88	1333	4612	3	83
638	-1	-1	-1	-1	0	88	88	1328	4612	3	83
639	-1	-1	-1	-1	0	88	88	1322	4612	3	83
640	-1	-1	-1	-1	0	88	88	1327	4612	3	83
641	-1	-1	-1	-1	0	88	88	1365	4612	3	125
642	-1	-1	-1	-1	0	88	88	1343	4612	3	83
643	-1	-1	-1	-1	0	88	88	1353	4612	3	83
644	-1	-1	-1	-1	0	88	88	1336	4612	3	125
645	-1	-1	-1	-1	0	88	88	1332	4612	3	84
646	-1	-1	-1	-1	0	88	88	1357	4612	3	83
647	-1	-1	-1	-1	0	88	88	1321	4612	3	125
648	-1	-1	-1	-1	0	88	88	1347	4612	3	125
649	-1	-1	-1	-1	0	88	88	1324	4612	3	84
650	-1	-1	-1	-1	0	88	88	1336	4612	3	83
651	-1	-1	-1	-1	0	88	88	1346	4612	3	125
652	-1	-1	-1	-1	0	88	88	1334	4612	3	83
653	-1	-1	-1	-1	0	88	88	1357	4611	3	125
654	-1	-1	-1	-1	0	88	88	1361	4611	3	84
655	-1	-1	-1	-1	0	88	88	1329	4611	3	125
656	-1	-1	-1	-1	0	88	88	1372	4612	3	83
657	-1	-1	-1	-1	0	88	88	1338	4612	3	84
658	-1	-1	-1	-1	0	88	88	1332	4612	3	84
659	-1	-1	-1	-1	0	88	88	1339	4612	3	83
660	-1	-1	-1	-1	0	88	88	1339	4612	2	83
661	-1	-1	-1	-1	0	88	88	1337	4612	3	125
662	-1	-1	-1	-1	0	88	88	1333	4612	2	83
663	-1	-1	-1	-1	0	88	88	1337	4612	3	125
664	-1	-1	-1	-1	0	88	88	1341	4612	3	84
665	-1	-1	-1	-1	0	88	88	1338	4612	3	83
666	-1	-1	-1	-1	0	88	88	1339	4612	3	125
667	-1	-1	-1	-1	0	88	88	1321	4612	3	83
668	-1	-1	-1	-1	0	88	88	1385	4612	3	84
669	-1	-1	-1	-1	0	88	88	1348	4612	3	83
670	-1	-1	-1	-1	0	88	88	1348	4612	3	83
671	-1	-1	-1	-1	0	88	88	1337	4612	3	83
672	-1	-1	-1	-1	0	88	88	1340	4612	2	84
673	-1	-1	-1	-1	0	88	88	1339	4612	3	125
674	-1	-1	-1	-1	0	88	88	1334	4612	3	83
675	-1	-1	-1	-1	0	88	88	1340	4612	3	125
676	-1	-1	-1	-1	0	88	88	1353	4612	3	125
677	-1	-1	-1	-1	0	88	88	1333	4612	3	83
678	-1	-1	-1	-1	0	88	88	1335	4612	3	83
679	-1	-1	-1	-1	0	88	88	1329	4612	2	84
680	-1	-1	-1	-1	0	88	88	1507	4611	3	125
681	-1	-1	-1	-1	0	88	88	1388	4611	3	125
682	-1	-1	-1	-1	0	88	88	1341	4611	3	83
683	-1	-1	-1	-1	0	88	88	1333	4611	3	84
684	-1	-1	-1	-1	0	88	88	1339	4611	2	83
685	-1	-1	-1	-1	0	88	88	1351	4612	2	84
686	-1	-1	-1	-1	0	88	88	1362	4612	2	83
687	-1	-1	-1	-1	0	88	88	1331	4612	3	125
688	-1	-1	-1	-1	0	88	88	1335	4612	3	84
689	-1	-1	-1	-1	0	88	88	1344	4612	3	83
690	-1	-1	-1	-1	0	88	88	1356	4612	3	125
691	-1	-1	-1	-1	0	88	88	1338	4612	2	83
692	-1	-1	-1	-1	0	88	88	1339	4612	3	125
693	-1	-1	-1	-1	0	88	88	1326	4612	3	83
694	-1	-1	-1	-1	0	88	88	1324	4612	3	125
695	-1	-1	-1	-1	0	88	88	1341	4612	3	83
696	-1	-1	-1	-1	0	88	88	1335	4612	3	84
697	-1	-1	-1	-1	0	88	88	2723	4612	4	84
698	-1	-1	-1	-1	0	88	88	1446	4612	3	125
699	-1	-1	-1	-1	0	88	88	1395	4612	3	84
700	-1	-1	-1	-1	0	88	88	1335	4612	3	83
701	-1	-1	-1	-1	0	88	88	1335	4612	3	84
702	-1	-1	-1	-1	0	88	88	1333	4612	3	84
703	-1	-1	-1	-1	0	88	88	1329	4612	2	83
704	-1	-1	-1	-1	0	88	88	1375	4612	3	125
705	-1	-1	-1	-1	0	88	88	1342	4612	3	84
706	-1	-1	-1	-1	0	88	88	1334	4612	3	125
707	-1	-1	-1	-1	0	88	88	1348	4612	3	83
708	-1	-1	-1	-1	0	88	88	1332	4612	3	84
709	-1	-1	-1	-1	0	88	88	1571	4611	3	84
710	-1	-1	-1	-1	0	88	88	1331	4611	2	84
711	-1	-1	-1	-1	0	88	88	1348	4611	3	125
712	-1	-1	-1	-1	0	88	88	1350	4611	3	83
713	-1	-1	-1	-1	0	88	88	1345	4611	3	125
714	-1	-1	-1	-1	0	88	88	1345	4612	2	83
715	-1	-1	-1	-1	0	88	88	1336	4612	3	125
716	-1	-1	-1	-1	0	88	88	1335	4612	3	125
717	-1	-1	-1	-1	0	88	88	1342	4612	3	83
718	-1	-1	-1	-1	0	88	88	1350	4612	3	83
719	-1	-1	-1	-1	0	88	88	1335	4612	3	125
720	-1	-1	-1	-1	0	88	88	1341	4611	3	125
721	-1	-1	-1	-1	0	88	88	1342	4611	3	125
722	-1	-1	-1	-1	0	88	88	1363	4612	3	84
723	-1	-1	-1	-1	0	88	88	1359	4612	2	83
724	-1	-1	-1	-1	0	88	88	1328	4612	3	83
725	-1	-1	-1	-1	0	88	88	1331	4612	3	83
726	-1	-1	-1	-1	0	88	88	1338	4612	2	84
727	-1	-1	-1	-1	0	88	88	1334	4612	3	125
728	-1	-1	-1	-1	0	88	88	1337	4612	3	125
729	-1	-1	-1	-1	0	88	88	1330	4612	3	83
730	-1	-1	-1	-1	0	88	88	1329	4612	3	125
731	-1	-1	-1	-1	0	88	88	1331	4612	3	125
732	-1	-1	-1	-1	0	88	88	2173	4612	4	83
733	-1	-1	-1	-1	0	88	88	1382	4612	3	84
734	-1	-1	-1	-1	0	88	88	1337	4612	2	83
735	-1	-1	-1	-1	0	88	88	1340	4611	3	125
736	-1	-1	-1	-1	0	88	88	1335	4611	2	84
737	-1	-1	-1	-1	0	88	88	1345	4612	2	83
738	-1	-1	-1	-1	0	88	88	1356	4612	2	84
739	-1	-1	-1	-1	0	88	88	1326	4612	3	125
740	-1	-1	-1	-1	0	88	88	1358	4611	3	125
741	-1	-1	-1	-1	0	88	88	1330	4611	3	125
742	-1	-1	-1	-1	0	88	88	1367	4612	3	83
743	-1	-1	-1	-1	0	88	88	1334	4612	3	125
744	-1	-1	-1	-1	0	88	88	1352	4611	2	83
745	-1	-1	-1	-1	0	88	88	1340	4611	3	84
746	-1	-1	-1	-1	0	88	88	1355	4612	2	83
747	-1	-1	-1	-1	0	88	88	1328	4612	2	84
748	-1	-1	-1	-1	0	88	88	1653	4620	3	84
749	-1	-1	-1	-1	0	88	88	1355	4611	3	83
750	-1	-1	-1	-1	0	88	88	1429	4612	3	83
751	-1	-1	-1	-1	0	88	88	1331	4612	3	125
752	-1	-1	-1	-1	0	88	88	1341	4612	3	83
753	-1	-1	-1	-1	0	88	88	1357	4611	3	83
754	-1	-1	-1	-1	0	88	88	1363	4611	3	125
755	-1	-1	-1	-1	0	88	88	1324	4612	2	83
756	-1	-1	-1	-1	0	88	88	1324	4612	3	84
757	-1	-1	-1	-1	0	88	88	1357	4611	3	125
758	-1	-1	-1	-1	0	88	88	1352	4611	3	125
759	-1	-1	-1	-1	0	88	88	1329	4612	3	125
760	-1	-1	-1	-1	0	88	88	1336	4612	3	125
761	-1	-1	-1	-1	0	88	88	1623	4612	3	125
762	-1	-1	-1	-1	0	88	88	1334	4612	2	84
763	-1	-1	-1	-1	0	88	88	1341	4612	3	125
764	-1	-1	-1	-1	0	88	88	1354	4611	3	84
765	-1	-1	-1	-1	0	88	88	1348	4611	3	125
766	-1	-1	-1	-1	0	88	88	1331	4612	3	125
767	-1	-1	-1	-1	0	88	88	1324	4612	3	83
768	-1	-1	-1	-1	0	88	88	1341	4612	3	84
769	-1	-1	-1	-1	0	88	88	1357	4611	2	84
770	-1	-1	-1	-1	0	88	88	1351	4611	3	83
771	-1	-1	-1	-1	0	88	88	1336	4612	3	125
772	-1	-1	-1	-1	0	88	88	1340	4612	3	125
773	-1	-1	-1	-1	0	88	88	1364	4611	3	83
774	-1	-1	-1	-1	0	88	88	1353	4611	3	125
775	-1	-1	-1	-1	0	88	88	1343	4612	2	83
776	-1	-1	-1	-1	0	88	88	1330	4612	3	84
777	-1	-1	-1	-1	0	88	88	1497	4611	3	83
778	-1	-1	-1	-1	0	88	88	1365	4611	2	84
779	-1	-1	-1	-1	0	88	88	1337	4612	3	83
780	-1	-1	-1	-1	0	88	88	1341	4612	3	84
781	-1	-1	-1	-1	0	88	88	1354	4611	3	83
782	-1	-1	-1	-1	0	88	88	1362	4611	3	125
783	-1	-1	-1	-1	0	88	88	1329	4612	2	84
784	-1	-1	-1	-1	0	88	88	1333	4612	3	125
785	-1	-1	-1	-1	0	88	88	1353	4611	3	84
786	-1	-1	-1	-1	0	88	88	1433	4612	3	83
787	-1	-1	-1	-1	0	88	88	1333	4612	3	83
788	-1	-1	-1	-1	0	88	88	1499	4611	3	84
789	-1	-1	-1	-1	0	88	88	1367	4611	2	83
790	-1	-1	-1	-1	0	88	88	1335	4612	2	83
791	-1	-1	-1	-1	0	88	88	1331	4612	3	83
792	-1	-1	-1	-1	0	88	88	1360	4611	3	83
793	-1	-1	-1	-1	0	88	88	1352	4611	3	83
794	-1	-1	-1	-1	0	88	88	1333	4612	3	125
795	-1	-1	-1	-1	0	88	88	1326	4612	3	83
796	-1	-1	-1	-1	0	88	88	1352	4611	3	83
797	-1	-1	-1	-1	0	88	88	1351	4611	2	84
798	-1	-1	-1	-1	0	88	88	1329	4612	3	83
799	-1	-1	-1	-1	0	88	88	1331	4612	3	84
800	-1	-1	-1	-1	0	88	88	1325	4612	3	84
801	-1	-1	-1	-1	0	88	88	1332	4612	2	83
802	-1	-1	-1	-1	0	88	88	1336	4612	3	125
803	-1	-1	-1	-1	0	88	88	1332	4612	3	84
804	-1	-1	-1	-1	0	88	88	1352	4612	3	84
805	-1	-1	-1	-1	0	88	88	1335	4612	2	83
806	-1	-1	-1	-1	0	88	88	1329	4612	3	125
807	-1	-1	-1	-1	0	88	88	1325	4612	3	125
808	-1	-1	-1	-1	0	88	88	1336	4612	3	84
809	-1	-1	-1	-1	0	88	88	1340	4612	3	83
810	-1	-1	-1	-1	0	88	88	1340	4612	3	125
811	-1	-1	-1	-1	0	88	88	1333	4612	3	83
812	-1	-1	-1	-1	0	88	88	1331	4612	3	84
813	-1	-1	-1	-1	0	88	88	1331	4612	3	84
814	-1	-1	-1	-1	0	88	88	1328	4612	2	83
815	-1	-1	-1	-1	0	88	88	1334	4612	3	83
816	-1	-1	-1	-1	0	88	88	1329	4612	2	83
817	-1	-1	-1	-1	0	88	88	1487	4612	1	41
818	-1	-1	-1	-1	0	88	88	1327	4612	3	83
819	-1	-1	-1	-1	0	88	88	1324	4612	3	83
820	-1	-1	-1	-1	0	88	88	1333	4612	3	83
821	-1	-1	-1	-1	0	88	88	1328	4612	3	84
822	-1	-1	-1	-1	0	88	88	1331	4612	3	125
823	-1	-1	-1	-1	0	88	88	1330	4612	3	83
824	-1	-1	-1	-1	0	88	88	1332	4612	3	125
825	-1	-1	-1	-1	0	88	88	1481	4612	1	41
826	-1	-1	-1	-1	0	88	88	2916	5791	3	83
827	-1	-1	-1	-1	0	88	88	1333	4612	3	83
828	-1	-1	-1	-1	0	88	88	1325	4612	3	83
829	-1	-1	-1	-1	0	88	88	1328	4612	3	83
830	-1	-1	-1	-1	0	88	88	1332	4612	3	84
831	-1	-1	-1	-1	0	88	88	1321	4612	3	84
832	-1	-1	-1	-1	0	88	88	1330	4612	3	83
833	-1	-1	-1	-1	0	88	88	1326	4612	3	83
834	-1	-1	-1	-1	0	88	88	1326	4612	3	83
835	-1	-1	-1	-1	0	88	88	1331	4612	3	125
836	-1	-1	-1	-1	0	88	88	1330	4612	2	84
837	-1	-1	-1	-1	0	88	88	1601	4612	3	84
838	-1	-1	-1	-1	0	88	88	1356	4612	3	125
839	-1	-1	-1	-1	0	88	88	1365	4612	3	83
840	-1	-1	-1	-1	0	88	88	1354	4612	3	125
841	-1	-1	-1	-1	0	88	88	1331	4612	3	84
842	-1	-1	-1	-1	0	88	88	1339	4612	3	83
843	-1	-1	-1	-1	0	88	88	1330	4612	3	83
844	-1	-1	-1	-1	0	88	88	1363	4611	3	83
845	-1	-1	-1	-1	0	88	88	1362	4611	3	83
846	-1	-1	-1	-1	0	88	88	1338	4611	3	125
847	-1	-1	-1	-1	0	88	88	1434	4612	3	84
848	-1	-1	-1	-1	0	88	88	1368	4612	2	83
849	-1	-1	-1	-1	0	88	88	1335	4612	2	84
850	-1	-1	-1	-1	0	88	88	1326	4612	3	125
851	-1	-1	-1	-1	0	88	88	1333	4612	3	83
852	-1	-1	-1	-1	0	88	88	1521	4612	3	125
853	-1	-1	-1	-1	0	88	88	1342	4612	3	83
854	-1	-1	-1	-1	0	88	88	1334	4612	3	125
855	-1	-1	-1	-1	0	88	88	1329	4612	3	83
856	-1	-1	-1	-1	0	88	88	1333	4612	3	125
857	-1	-1	-1	-1	0	88	88	1511	4611	3	83
858	-1	-1	-1	-1	0	88	88	1362	4611	3	125
859	-1	-1	-1	-1	0	88	88	1341	4611	3	83
860	-1	-1	-1	-1	0	88	88	1352	4612	2	83
861	-1	-1	-1	-1	0	88	88	1332	4612	3	125
862	-1	-1	-1	-1	0	88	88	1333	4612	3	125
863	-1	-1	-1	-1	0	88	88	1339	4612	3	84
864	-1	-1	-1	-1	0	88	88	1331	4612	3	125
865	-1	-1	-1	-1	0	88	88	1353	4611	3	125
866	-1	-1	-1	-1	0	88	88	1443	4612	3	125
867	-1	-1	-1	-1	0	88	88	1334	4612	3	84
868	-1	-1	-1	-1	0	88	88	1330	4612	3	83
869	-1	-1	-1	-1	0	88	88	1333	4612	3	125
870	-1	-1	-1	-1	0	88	88	1335	4612	2	83
871	-1	-1	-1	-1	0	88	88	1351	4612	3	125
872	-1	-1	-1	-1	0	88	88	1350	4611	3	125
873	-1	-1	-1	-1	0	88	88	1361	4611	3	83
874	-1	-1	-1	-1	0	88	88	1449	4612	3	83
875	-1	-1	-1	-1	0	88	88	1333	4612	3	83
876	-1	-1	-1	-1	0	88	88	1337	4612	3	83
877	-1	-1	-1	-1	0	88	88	1335	4612	3	83
878	-1	-1	-1	-1	0	88	88	1359	4611	3	83
879	-1	-1	-1	-1	0	88	88	1356	4611	3	83
880	-1	-1	-1	-1	0	88	88	1331	4612	3	83
881	-1	-1	-1	-1	0	88	88	1343	4612	3	125
882	-1	-1	-1	-1	0	88	88	1328	4612	3	125
883	-1	-1	-1	-1	0	88	88	1331	4612	3	84
884	-1	-1	-1	-1	0	88	88	1333	4612	3	125
885	-1	-1	-1	-1	0	88	88	1322	4612	3	83
886	-1	-1	-1	-1	0	88	88	1774	4620	3	125
887	-1	-1	-1	-1	0	88	88	1387	4611	3	83
888	-1	-1	-1	-1	0	88	88	1356	4611	2	83
889	-1	-1	-1	-1	0	88	88	1337	4612	2	83
890	-1	-1	-1	-1	0	88	88	1332	4612	3	125
891	-1	-1	-1	-1	0	88	88	1325	4612	3	83
892	-1	-1	-1	-1	0	88	88	1330	4612	3	125
893	-1	-1	-1	-1	0	88	88	1328	4612	3	84
894	-1	-1	-1	-1	0	88	88	1329	4612	3	125
895	-1	-1	-1	-1	0	88	88	1378	4611	2	83
896	-1	-1	-1	-1	0	88	88	1360	4611	2	84
897	-1	-1	-1	-1	0	88	88	1329	4612	3	83
898	-1	-1	-1	-1	0	88	88	1334	4612	3	125
899	-1	-1	-1	-1	0	88	88	1357	4611	3	83
900	-1	-1	-1	-1	0	88	88	1352	4611	3	84
901	-1	-1	-1	-1	0	88	88	1333	4612	3	83
902	-1	-1	-1	-1	0	88	88	1323	4612	3	125
903	-1	-1	-1	-1	0	88	88	1363	4611	3	83
904	-1	-1	-1	-1	0	88	88	1441	4612	3	84
905	-1	-1	-1	-1	0	88	88	1330	4612	3	125
906	-1	-1	-1	-1	0	88	88	1498	4611	3	83
907	-1	-1	-1	-1	0	88	88	1346	4611	3	125
