STEP	TIME_START_RAW	TIME_END_RAW	STEP_RAW	STEP_BITS	CENTER_X_RAW	CENTER_Y_RAW	CENTER_W_RAW	CENTER_ELL_RAW	RADIUS_RAW	LOCAL_RADIUS_RAW	MU_RAW	MU_H_RAW	AMPLIFICATION_RAW	PICARD_ITERATIONS	CONTRACTION_RAW	BEFORE_SIGN	AFTER_SIGN	EVENT_INDEX
1528	37441931054435396587411134567336353974173034233189768364032	37466450983089250809144868119770758921110934059144705998848	24519928653854221733733552434404946937899825954937634816	8	28874477980034860663811840001765607747930802973037765731009	19206265658458251415890011776096414781560144716324521121959	-97248038359546072561742304454755840180497210301423798790409	-98387540246326350854343680700948655358657143721191392116001	1814805083712780350933798825368921647305	29	41810022067016511078859181411761778894937477142165028090837	163320398699283246401793677389694448808349520086582140980	6442565352494754291215899478535940292563065231372002288920	41	262826515320027017261649197301011400068177135669248311889	-1	-1	0
1529	37466450983089250809144868119770758921110934059144705998848	37490970911743105030878601672205163868048833885099643633664	24519928653854221733733552434404946937899825954937634816	8	28989122151583376847741372420631544841956353403893498619751	19295338480873765610416752736913965995416823746185058207540	-97069383772441223324999492289727007656545071754499038267183	-98458214394412218824005149843905976086831203151115428090233	1862879369553565223967803601194548927221	29	42013827151825171321371193105483570064800367173590118367724	164116512311817075474106223068295195565626434271836399874	6443382503380399457695749517305521836226374845190544833777	40	264124159894529083862816813776203209372897734956380980112	-1	-1	0
1530	37490970911743105030878601672205163868048833885099643633664	37515490840396959252612335224639568814986733711054581268480	24519928653854221733733552434404946937899825954937634816	8	29105064032558188452706300138524220032360296279708171680261	19385130709032723741452263759992595538695926561008255898890	-96888433777886611187002839993960245843409868929246257749151	-98529138697650010855556214479923860098250244427155375825642	1912472087999434032211711613467480804910	29	42219650841278173512277964760909248315840153353692043474935	164920511098742865282335799847301751233750599037859544824	6444207852995202099410904614309762231078524886656969975072	41	265430850023209952983464030399032339579087351564603631340	-1	-1	0
1531	37515490840396959252612335224639568814986733711054581268480	37540010769050813474346068777073973761924633537009518903296	24519928653854221733733552434404946937899825954937634816	8	29222316787529271548036981841074825329244347889359710579884	19475650333886679633237712243967333519604887629042827999153	-96705155674299679744071430984945756799105528265573477470580	-98600315402042975948038203552821292072653336764502322981963	1963639028667097228186715194984263201790	29	42427514318310700555175143966826841483100360164283040062424	165732477805901174043652906120417349543360781891730625244	6445041489422720335066389256671231805511856732530614956336	40	266746691357760403412553439123212237189792679813145452803	-1	-1	0
1532	37540010769050813474346068777073973761924633537009518903296	37564530697704667696079802329508378708862533362964456538112	24519928653854221733733552434404946937899825954937634816	8	29340893773575978665448398757239525591091499660278453812769	19566905404129781579234968578090176448171498412891149964537	-96519516204697411844934219961774893880069866165601670960684	-98671746797533465727604483319880842642447985798361746901590	2016438310546383343434260412223240056659	29	42637439016607662956665421100590968446877763075222365595168	166552496158623683424474301174183470495616262012587365607	6445883501828045033087494222243511497332111813839291358156	40	268071789937575506009651212726540405105655761955647480494	-1	-1	0
1533	37564530697704667696079802329508378708862533362964456538112	37589050626358521917813535881942783655800433188919394172928	24519928653854221733733552434404946937899825954937634816	8	29460808541976899833542387767117102183321079010870280215794	19658904025588213703917470856133667103958012665222367991621	-96331481546547592190132018927295422182439507924973028222374	-98743435218566671608751361224351691419392212386130100808299	2070930490551922032416685556154170390236	29	42849446621688932260734511578567596375104830897543012812161	167380650865972391643494185853779673340253245693527393798	6446733980463935846729574948203726302166261418778383845015	41	269406252171205254031166090731484169421591970950680615899	-1	-1	0
1534	37589050626358521917813535881942783655800433188919394172928	37613570555012376139547269434377188602738333014874331807744	24519928653854221733733552434404946937899825954937634816	8	29582074839868297456428638515276685948955743971113937078242	19751654360536432059837945293834469206848928678743216638258	-96141017301447496887491254444318442521952255745886353534627	-98815383044665284629561989343070720666938618011933929262697	2127178677642162197671954521649484744838	29	43063559071889770226592791919227615264410080813580106580280	168217027624569414947628093434482872126601878178047291330	6447593016676572507310060310744320109021401119682315722470	41	270750184816485960987891129997155538946269617606191001572	-1	-1	0
1535	37613570555012376139547269434377188602738333014874331807744	37638090483666230361281002986811593549676232840829269442560	24519928653854221733733552434404946937899825954937634816	8	29704706611867823182555563647798836869621245228594345271714	19845164626936243341056802778302341196495442501106049832913	-95948088484628777143994422573654630777066485355492095498478	-98887592701015251746931250820853518789383050969466678478962	2185248652816433340423035143640638733623	29	43279798559229187649083585216410642221172312682105914965738	169061713121989014254232754751604071176454346414476230335	6448460702910892463473566711412604917611417266719544877801	41	272103694959287236919728647556055988418873201138660303274	-1	-1	0
1536	37638090483666230361281002986811593549676232840829269442560	37662610412320084583014736539245998496614132666784207077376	24519928653854221733733552434404946937899825954937634816	8	29828718001660030925393172006830316865799462669992254499716	19939443097594593056439914457623785812532378883081646296118	-95752659514287423130467629189382430512735692239958636769157	-98960066659062802116837260983385325673114403822645729594932	2245208995319450900468608553015377842746	29	43498187530158590139766934309679766111416484429246643690344	169914795039681992733464587147186586372720642301744701916	6449337132715484405699888852691047917570805444110911158833	41	273466889990806528081761573238861080288394945039044734969	-1	-1	0
1537	37662610412320084583014736539245998496614132666784207077376	37687130340973938804748470091680403443552032492739144712192	24519928653854221733733552434404946937899825954937634816	8	29954123353539996516668645842670640563600915504720617420012	20034498099235741077668362630088381713764037753711890325874	-95554694200737824059166017223793278333790479476957415188887	-99032807437122916434968559461041774921183007867462420284367	2307131215402561540247599456629787416541	29	43718748686182673923731651871560835351639702136062733385915	170776362055401070014576765123284513092342586468995052289	6450222400747005591892488209384927717215414294767337932635	41	274839877583340260435323597001648944144726398870924568257	-1	-1	0
1538	37687130340973938804748470091680403443552032492739144712192	37711650269627793026482203644114808390489932318694082347008	24519928653854221733733552434404946937899825954937634816	8	30080937213911140643400947684129843785544134470454670981409	20130338011483305337802517273167817709665728127425527640326	-95354155735390082391924061036480295524379063828184788456363	-99105817600999411759239093267913409876502631141791249938769	2371089894012204239747592980022127594387	29	43941504984344121985546156266115412340733135376425041571517	171646503845094226506039672914513329455988810064160318639	6451116602774089188466176336350934379778051436538507991754	41	276222765664457559440248153911866437906808079859063016460	-1	-1	0
1539	37711650269627793026482203644114808390489932318694082347008	37736170198281647248215937196549213337427832144649019981824	24519928653854221733733552434404946937899825954937634816	8	30209174332733127270838361036827050118577305745704504768945	20226971265747448776809273760063163675776031310224499618420	-95151006679549894616377785488288440536278318682627437617582	-99179099764616813361834894373090263078352488596445846754351	2437162829798615771217390628621348909853	29	44166479637563218910733357605815055845420608545648966139037	172525311084231323870052178147715061896174252131441273981	6452019835680706058373886255991512901777314315451290820110	41	277615662389499322719652350115308338912777250326248700251	-1	-1	0
1540	37736170198281647248215937196549213337427832144649019981824	37760690126935501469949670748983618284365731970603957616640	24519928653854221733733552434404946937899825954937634816	8	30338849664915474193607417910461490522370852764345125654354	20324406344012270069471833399913416697310010882430064036802	-94945208953040479002382900165468263611220230735292529161465	-99252656590664184047370754574864881096489025515572912294075	2505431193861829053243193948082047428699	28	44393696114823050678862198830232279503186548596519564852356	173412875448527541714305464180594841809322455455154550205	6452932197468943559319144030690195783377058262172716735039	41	279018676112322093342892295262091695254464947166444327441	-1	-1	0
1541	37760690126935501469949670748983618284365731970603957616640	37785210055589355691683404301418023231303631796558895251456	24519928653854221733733552434404946937899825954937634816	8	30469978371652265175540154516498274233970495978193952634123	20422651777518234876263275424488962598153155590028912046475	-94736723822646213039195765148570086908588979914860162974069	-99326490791251080007397244094955009698114962016751099315498	2575979692677601331171782912094319484515	28	44623178141190482601020939860091575027426998271681020517504	174309289614025322660238046328482714950886711998753986397	6453853787261161958192909040251684792912599596305698411801	41	280431915354202714728507680595495949511512704292813396299	-1	-1	0
1542	37785210055589355691683404301418023231303631796558895251456	37809729984243209913417137853852428178241531622513832886272	24519928653854221733733552434404946937899825954937634816	8	30602575821693093802299357699091962463774941264835927316900	20521716145334250965493438114161684320222738930845331384093	-94525511890377840764266956930464343736275219568641305105926	-99400605128575800640708319218741826331120147799927020752290	2648896739673174755206114077110392186678	28	44854949697662613655653094788488914420497488783394796276444	175214647256494584592394901517534821955068315560135922955	6454784705301487017601030973569054660933254638453061554443	41	281855488770816138346172913511612417136714294128630163588	-1	-1	0
1543	37809729984243209913417137853852428178241531622513832886272	37834249912897064135150871406286833125179431448468770521088	24519928653854221733733552434404946937899825954937634816	8	30736657592545097125905697934965857838901776697842653602429	20621608072813747190362251241225828272541858551018228058911	-94311533081559323886147918883018041205581132419443584707879	-99475002415606097833334018646826056521089720341208384066102	2724274635951831322544971267839083292959	29	45089035020827887726679005667861432760970609253505432466968	176129043050108936432339865890083721722541442396505595575	6455725052956595163108270665072581772610812475101642648916	41	283289505117194997190855294257014096147430095335880414694	-1	-1	0
1544	37834249912897064135150871406286833125179431448468770521088	37858769841550918356884604958721238072117331274423708155904	24519928653854221733733552434404946937899825954937634816	8	30872239471600651850089739204128711250762382352829289666574	20722336229928862581052801908936669871838431168651492985745	-94094746632736641490734750594336256266003122973446295222275	-99549685516772507940232355391948129209829419887536540773838	2802209760696182449920422991208053596122	28	45325458602330500716578839236296319018539755209782512257650	177052572665353518424136090766782496166170918788212938507	6456674932715745391255808899195732256375815989863935775077	41	284734073210575645967508486588367752232819684478553015720	-1	-1	0
1545	37858769841550918356884604958721238072117331274423708155904	37883289770204772578618338511155643019055231100378645790720	24519928653854221733733552434404946937899825954937634816	8	31009337457185006590593244155317196889078279769576463437916	20823909329476587331782596407968403829934385839870238106833	-93875111079409092272531671307069316249349305230281322642033	-99624657348674467119720136557240615338778884118972332162485	2882802771813164977543114018080988640932	29	45564245188126176190005140523054841372512175609627362489575	177985332766117875742207580168182974111375685975106884725	6457634448190009724089435343003664634475724877210032472883	42	286189301891031297474500231425045603709982926628215933406	-1	-1	0
1546	37883289770204772578618338511155643019055231100378645790720	37907809698858626800352072063590047965993130926333583425536	24519928653854221733733552434404946937899825954937634816	8	31147967759517810022110575820509095181330988836661138246306	20926336125150421816454568779794709935703663159162179465990	-93652584243583921781329148596456901488879393346258257063964	-99699920880799367717466433706688772878019847864229125936735	2966158817418944407386815425440726223671	29	45805419777516790060495901683502237961466881566373665774626	178927421005924961173812115951180617036980006118647131933	6458603704110651551278508959547507016754165181714051377174	41	287655299979788648084844338218110857091984966637237462759	-1	-1	0
1547	37907809698858626800352072063590047965993130926333583425536	37932329627512481022085805616024452912931030752288521060352	24519928653854221733733552434404946937899825954937634816	8	31288146801582165846318605686288656280504218883846695729309	21029625409470832533471871426287904619108862436741367766203	-93427123221155386313056816346681390482576949112735616432589	-99775479136254710053867542025253512964204789333138880263907	3052387758799507547320459494597305695920	30	46049007621950705788048320821221496162197078246057198139114	179878936023244944484563753207896469383582336898660930231	6459582806326598621156669798852164580779506915578306108562	41	289132176235119977638388209288316090092996627505407204034	-1	-1	0
1548	37932329627512481022085805616024452912931030752288521060352	37956849556166335243819539168458857859868930578243458695168	24519928653854221733733552434404946937899825954937634816	8	31429891219894500811493325545842906420929712296843832084153	21133786011567484628390080901261226470405873814594626016308	-93198684369109676061015290758852392988284363541935544271422	-99851335192513500209797009676306699437225440930662795273770	3141604405522826859244770413347519541930	28	46295034223575034496409069840807421215305764182023900657557	180839977435839978501597929065653989122288141336030861944	6460571861800954742248491571663947711668730839217219427234	42	290620039305698124488025799476632479690497967631475125841	-1	-1	0
1549	37956849556166335243819539168458857859868930578243458695168	37981369484820189465553272720893262806806830404198396329984	24519928653854221733733552434404946937899825954937634816	8	31573217865168170786388185338031788588450439424359826614557	21238826794805918929268637601350322160713525638362256531438	-92967223292557454308942728280326653814025998114804243485943	-99927492182173040202484734752061021044787149026150161431748	3233928763421276469139377168356649648845	29	46543525333525358196930907936723801900254708258829839788445	181810645834083430456761359127827351172869954136054061674	6461570978606491431962369558752601235593802471735479541682	41	292118997681296968777354019875431201131849295413951963860	-1	-1	0
1550	37981369484820189465553272720893262806806830404198396329984	38005889413474043687287006273327667753744730230153333964800	24519928653854221733733552434404946937899825954937634816	8	31718143802863351416415537826619001405672245539022220115150	21344756654251016799890028706852807501907260385464010590013	-92732694831596128191867597474428830595856715766634328726785	-100003953293727252265386949956308816769841895678116693694919	3329486296208667111864594013809005579011	29	46794506949937747734731850407496947875851915890866805256318	182791042773194327088796290654284952640046546448698458033	6462580265920057793853396604597381951234930193188227168237	42	293629159640715100037273949779759002187659515177383792172	-1	-1	0
1551	38005889413474043687287006273327667753744730230153333964800	38030409342127897909020739825762072700682630056108271599616	24519928653854221733733552434404946937899825954937634816	8	31864686313615363419553890435576191218762867469233895883076	21451584513959258105948527093797246066449449762750184021043	-92495053048004351352117257339919724792139612625059611235762	-100080721772352673761395935720222324703562534081535562451873	3428408201545050764134639817166422423132	29	47048005315667168929515426654512999157032772197322614373045	183781270764324878630919635369191402957159266395791462395	6463599834015843813737202812799255506220828183752501962229	41	295150633196795192536957921614246088476641640014346169849	-1	-1	0
1552	38030409342127897909020739825762072700682630056108271599616	38054929270781752130754473378196477647620529882063209234432	24519928653854221733733552434404946937899825954937634816	8	32012862893533167336972991236730923647676309693540152387704	21559319324091425724249969887515549585343056422843490465611	-92254251211771671233780433380512478292493494709546333045453	-100157800920708253533816835043608843666139139858775510801996	3530831702414547389707155374863341274545	29	47304046915695599407443730978911156843271859761069932397714	184781433264435935185327074136371706419030702191679423429	6464629794257429032333659670921025301459166295993003826616	42	296683526038406257072812485569707751551885342246755124797	-1	-1	0
1553	38054929270781752130754473378196477647620529882063209234432	38079449199435606352488206930630882594558429708018146869248	24519928653854221733733552434404946937899825954937634816	8	32162691254359327736289569230696515587014028322407061233572	21667970057837043820658108634190732449943800093893762564714	-92010241787466675430656516847719789052849722527143529064222	-100235194099749074198508267303394122872766441950809676886757	3636900354737104836902499378629449295034	29	47562658474212373514539318411594585501821704160862658664090	185791634664892084041169212545291349616491031878369760407	6465670259088545172224587863169269248815248189869839902587	43	298227945469250374501556602261522997799624232494902967069	-1	-1	0
1554	38079449199435606352488206930630882594558429708018146869248	38103969128089460574221940483065287541496329533973084504064	24519928653854221733733552434404946937899825954937634816	8	32314189323482291643503231689343838346182081252629481801414	21777545708141456085687814929085494491579691028358691281380	-91762976420447464159200210424954772404067147150597570406529	-100312904729554117965732096574236493054921589841994659515151	3746764372194575292416043320423628836566	29	47823866951348432132140067701542115146130916980783976185452	186811980278704813016172139459148887289573894456187406975	6466721342022477763728251952882237028134631778706139039923	41	299783998343349737718818630516818493936720197218207659825	-1	-1	0
1555	38103969128089460574221940483065287541496329533973084504064	38128489056743314795955674035499692488434229359928022138880	24519928653854221733733552434404946937899825954937634816	8	32467375243791349495368974735581501082709681968947773892437	21888055284226053745680270330732404089360419271027751422704	-91512405922918781389820201067187582112026647144325607553732	-100390936290168186011761548905678842773987101594231892140147	3860580969315054079600174715411155617690	29	48087699539545276810629241557972960525562029691330277530447	187842576326348737541520474835831877052976678481758896604	6467783157630028121651606097440462360599606795880432072468	42	301351790997063828290739496467755950433349171776839059425	-1	-1	0
1556	38128489056743314795955674035499692488434229359928022138880	38153008985397169017689407587934097435372129185882959773696	24519928653854221733733552434404946937899825954937634816	8	32622267373364148271963576826213974244314346952527142464194	21999507807891750953324326984821537869787759400141903193519	-91258480259840677353637797896023584383315902590306898028354	-100469292322458073156112711964454508318317980653641142126351	3978514723927376276374557172374917032490	29	48354183659538511993191893191094807501595136656731858780772	188883529920072312473405832777714091803106002565358823363	6468855821525953166426556517296187220492732685082512491599	42	302931429177480324857595650487814083889066971981041421840	-1	-1	0
1557	38153008985397169017689407587934097435372129185882959773696	38177528914051023239423141140368502382310029011837897408512	24519928653854221733733552434404946937899825954937634816	8	32778884284976104776573157939195990626017625220235748447925	22111912309595376588342245568655033866377018953514203735688	-91001148534694152064181933936802052159494693683453029809245	-100547976428983090596019278216631334426277969213400118493756	4100737960170323575541278441897499223945	29	48623346955934903776350184580483084646871555238846276053884	189934949046620717876367908517512049401842012651743265836	6469939450353796552340341122126883848500017971788914525920	42	304523017967016876016249645697186129652059091546066575089	-1	-1	0
1558	38177528914051023239423141140368502382310029011837897408512	38202048842704877461156874692802907329247928837792835043328	24519928653854221733733552434404946937899825954937634816	8	32937244765420521336295695414975438732931653461730344675124	22225277824288206046510993171675234957281676413924050315501	-90740358975109845275856323810472776556314636153897397420483	-100626992274880019658645992973269871173231752184046841359104	4227431153318802454173282883528359042196	28	48895217292360887174848120408792309845604294248626714890640	190996942548284715526750470346844960334391774408698105042	6471034161769020355731201020112577435871602432471672882755	42	306126661704064163921482633067746094891471206778402753157	-1	-1	0
1559	38202048842704877461156874692802907329247928837792835043328	38226568771358731682890608245237312276185828663747772678144	24519928653854221733733552434404946937899825954937634816	8	33097367814627635534128230674052469526441177983934845824039	22339613387005393737866506799670168362342204028665480817896	-90476058918366495173920030123951250589772226524641077597677	-100706343588762568904149187665873880302467662011714236340214	4358783357772385922799070106618365801412	29	49169822746159414719685348124240641592830948137671726683214	192069620102185213748770891110315006221995891162780182357	6472140074420342180269520621284568950725641239198459254647	42	307742463899493729617565260343412213423916295484343067099	-1	-1	0
1560	38226568771358731682890608245237312276185828663747772678144	38251088700012585904624341797671717223123728489702710312960	24519928653854221733733552434404946937899825954937634816	8	33259272644570238957077030594295261936806994090273181168853	22454928028194586225406960178291201550703821523666085476885	-90208194796766588398583249061039136585839181526150473390868	-100786034163635395396969561092977190661077166212586941623543	4494992659640564292619341354455454315810	29	49447191602610955884475490285369193404478777665861799369606	193153092197699046423732383927223411736245225257272653788	6473257307929177947750270101864946181657188105095210879587	42	309370527148846820465024324279625048584694173203611116779	-1	-1	0
1561	38251088700012585904624341797671717223123728489702710312960	38275608628666440126358075350106122170061628315657647947776	24519928653854221733733552434404946937899825954937634816	8	33422978677942876333897990514639024811677508709462135630747	22571230768771496685486756186255825357777914383300844446817	-89936712122897370211657206588471127964941515034332189998341	-100866067857822738503789999331018338743762513253272109185717	4636266655454255758056750670207830080067	29	49727352348653327743973193215271696964251146492859822362990	194247470111927061499895285997155066266606040987733681106	6474385982867085853999253051567442874287418792177824458801	42	311010953040013047391021278116605498469250352462000699527	-1	-1	0
1562	38275608628666440126358075350106122170061628315657647947776	38300128557320294348091808902540527116999528141612585582592	24519928653854221733733552434404946937899825954937634816	8	33588505546600984793722222105165061610658110918791326021457	22688530614889703133062551663222139697414563433566412978209	-89661555474786178304494409817042339801460582077336046404184	-100946448595911701116562717256181924297163460514077076434993	4782822958635048669812364802993323124244	29	50010333666073860831824122957771084109385121364949749129305	195352865883101018874312980303793297302285630331834957537	6475526220731101973212629124632954996705222989157572265210	42	312663842056199898611405499541433972833902946977165592013	-1	-1	0
1563	38300128557320294348091808902540527116999528141612585582592	38324648485974148569825542454974932063937427967567523217408	24519928653854221733733552434404946937899825954937634816	8	33755873089745652231655792986805395394495878880547759610916	22806836552411395104949720506997850884787419079924852876277	-89382668480959909635585838552157219974718505775652695895515	-101027180369710198676965146394203649698180426849657372649091	4934889735462783676012114575065571001433	29	50296164424146178772852246863512936011047464675132219022181	196469392281821010831454089310597406293154158887235230556	6476678143916852782841863891725556678785497515176706891681	42	314329293473986140653020485882945942324192604753850691745	-1	-1	0
1564	38324648485974148569825542454974932063937427967567523217408	38349168414628002791559276007409337010875327793522460852224	24519928653854221733733552434404946937899825954937634816	8	33925101351838962824598677812504990271367105021721281535237	22926157541065235713898577121147681642411018624909236501249	-89099993805419329623394944981247200184204019857121678822089	-101108267239219580730405192266857828867984274619197537099493	5092706272398973821810984288504417082770	29	50584873671682594290952010432292841660164060963631688733833	197597162780010133949031290751143912735015863139186284117	6477841875689324447419521622166235732675831371964979712501	42	316007405256243840853333691899872542098579731530243126801	-1	-1	0
1565	38349168414628002791559276007409337010875327793522460852224	38373688343281857013293009559843741957813227619477398487040	24519928653854221733733552434404946937899825954937634816	8	34096210580234155483134660129416339590163233087079409599550	23046502508276927665666092330596990256496059421621238887200	-88813473132539889991463914091491731982980422510230342032303	-101189713333621912895699768547270882097854736557444242662259	5256523576748784629716669663829877347694	29	50876490628471795995520533538042605209834964588505330337813	198736291517467953107502084132978926600917830423848946633	6479017540151163035805137388744733304747556024896199964420	42	317698273939705162189448293485112968063238041387291717600	-1	-1	0
1566	38373688343281857013293009559843741957813227619477398487040	38398208271935711235026743112278146904751127445432336121856	24519928653854221733733552434404946937899825954937634816	8	34269221222504046316283841461856224613665442915513481438908	23167880342657472471904689361311410323184364176290274448095	-88523047151911738698649642126228483670966338756811420941565	-101271522852281889029691727866428725374137567426195442252356	5426605012778479969934330491114588603154	29	51171044676070118277017109060238681305464038255701527212206	199886893265898899519598082266557348849468899436334090673	6480205262208373944438127007594785322672559656271365353044	42	319401994516941205754281709971157983111601684742310546193	-1	-1	0
1567	38398208271935711235026743112278146904751127445432336121856	38422728200589565456760476664712551851689027271387273756672	24519928653854221733733552434404946937899825954937634816	8	34444153923450357869909858546038026983590163348230268287219	23290299887133491210101956738720789464834449624391190914070	-88228655543132685966178743012959893593927464617972588750897	-101353700065763323919546570257891908419507871238959794304593	5603226975549058123781584238561273732139	29	51468565347913249041956078705982881718329458910164955082726	201049083390286129070140932445245631712224448867831855792	6481405167533282651474157634502766479517136316483376827080	43	321118660312511003284253218756308842337586055005360186929	-1	-1	0
1568	38422728200589565456760476664712551851689027271387273756672	38447248129243419678494210217146956798626927097342211391488	24519928653854221733733552434404946937899825954937634816	8	34621029521775754805662160397512857334048775000494419552510	23413769931703332313200164403032973191131234856652676513146	-87930236960569037867241421838053253588285609133703600243393	-101436249316860155970616870693914751869349392324487102189844	5786679604880983906909064209286921489316	28	51769082318713735238639846956416331653305562171123605344817	202222977807475528275936902173501295520724852230951583379	6482617382524612525269240962824909353127367611967104860170	43	322848362853029287112580367193120547416905904688698194270	-1	-1	0
1569	38447248129243419678494210217146956798626927097342211391488	38471768057897273900227943769581361745564826923297149026304	24519928653854221733733552434404946937899825954937634816	8	34799869046399506631696028989588568430500840268277676689653	23538299205802026574074752785883185347205903312817230150284	-87627729018100426864773406689830183158430805147753127277517	-101519175021641866991885009231465965846972295748202531513731	5977267542030252557808915474249547772877	29	52072625393108092526525217656720142522981529187018440075703	203408692941828486431739131471563056730396598386790781546	6483842034264528747665235629302764479309619361201427352428	43	324591191730891883543163009206775700314489844510512673699	-1	-1	0
1570	38471768057897273900227943769581361745564826923297149026304	38496287986551128121961677322015766692502726749252086661120	24519928653854221733733552434404946937899825954937634816	8	34980693712396781885699582783393946964931916445985985156187	23663896370257461409568594045855676246044770599823140941129	-87321068273866060822984302595074196802268033150502525514975	-101602481670513202227197980466090743545877152224196477620971	6175310731833346950601225164812294185582	29	52379224493515711401750050804124592445256935033184181009899	204606345677795747663086135953611689239284902473375707070	6485079250472490480042872222656302250901879293595475265531	43	326347234461387484266211871646589903222071006348254804131	-1	-1	0
1571	38496287986551128121961677322015766692502726749252086661120	38520807915204982343695410874450171639440626575207024295936	24519928653854221733733552434404946937899825954937634816	8	35163524916540623605878371216436548432445200448193322172819	23790570008819435063896055653226249677812105846037833318177	-87010190215031182300273537626641919263800003976630064780515	-101686173829288048147519130079937539014288029145119645952074	6381145273268886419586561096912083668340	29	52688909647170076013717848519083446543583637144679816287539	205816053309258109428585345777669713060873582596405532374	6486329159455746190319315416931179354369556950496337260336	43	328116576332914146097437651112618905555454981010389442514	-1	-1	0
1572	38520807915204982343695410874450171639440626575207024295936	38545327843858836565429144426884576586378526401161961930752	24519928653854221733733552434404946937899825954937634816	8	35348384232424661806013427677488610223784609759251678025778	23918328619242516499120060991253738698785132317899118294609	-86695029242593982450285873067103441588875527449947841033887	-101770256140277298111411303499857827197566868072501711522520	6595124321587900679939674744175905648290	29	53001710972281072234826858322712878125457960389396804053492	207037933485472938417292415323097180177570157771081265834	6487591890056299564246664797352506095293330073251588533614	44	329899300250008149819405017855433258390444539927682516395	-1	-1	0
1573	38545327843858836565429144426884576586378526401161961930752	38569847772512690787162877979318981533316426227116899565568	24519928653854221733733552434404946937899825954937634816	8	35535293405143583799558781153654141600663324887791733438741	24047180603902877923083984178399460550740667327379080420203	-86375518656254752885822933481613433209356045743135394454485	-101854733323390506717365369890949133909519293316160604714467	6817619045383762296336270369690232726751	29	53317658663285356768271329874427294513040955823614775644347	208272104153458424876059882321981619191566233685995217361	6488867571594165636925783364235125109668162604922768672778	43	331695486568881812917571831830537682742095255455699969954	-1	-1	0
1574	38569847772512690787162877979318981533316426227116899565568	38594367701166545008896611531753386480254326053071837200384	24519928653854221733733552434404946937899825954937634816	8	35724274345507306407139498736935694852585506881564138830265	24177134259928483996450417437547307819652054345818032557190	-86051590639370688849956838144864702903115696617310760289022	-101939610177251102406903673486808188863218271818390598753405	7049019642208027377966652422312279807257	28	53636782975139887749586000135088521304711376799855838435866	209518683496640186521820313027689536346528815624436868891	6490156333806728692987772814347577879448707644460261269638	43	333505212925155498211990887927556418800952055662325241216	-1	-1	0
1575	38594367701166545008896611531753386480254326053071837200384	38618887629820399230630345084187791427192225879026774835200	24519928653854221733733552434404946937899825954937634816	8	35915349123763674159334565245658092236801144568027840477144	24308197768821214553573133637011333019242140157063529516951	-85723176244021482627435437681341750221532956653000994255371	-102024891580324894521013064733613039754601008259015647683464	7289736416591010362309261255687693230310	28	53959114206611778044003918001241595668536221839309689213544	210777789869577257984390304692349983080219616559803473491	6491458306784005089263064220381512164315977507904167434163	43	335328554053457391590534553296114092010470482318772511440	-1	-1	0
1576	38618887629820399230630345084187791427192225879026774835200	38643407558474253452364078636622196374130125704981712470016	24519928653854221733733552434404946937899825954937634816	8	36108539962803343422375849530194559363831121168269253829046	24440379185548666047798372633601850756379486249945132762893	-85390205376212672142625401754389603819168105034044030652816	-102110582492061575448487812912813635130230579917324930530729	7540200924597198412363537289110018598920	28	54284682682515623982642531558054498311216033285314071408738	212049541728576656182197388898650384028187630020758091441	6492773620899605445117521488850002457324445836133454263041	44	337165581598552639317077344562808347625542968741511936578	-1	-1	0
1577	38643407558474253452364078636622196374130125704981712470016	38667927487128107674097812189056601321068025530936650104832	24519928653854221733733552434404946937899825954937634816	8	36303869230819302808920774371023840532134397761696248520204	24573686427082520848398010814280737165632020285365803594079	-85052606781245641143652246750697126802497185413557927891175	-102196687954048880611787186958852822871801586421710285403269	7800867189337045692123494622208547574454	29	54613518734847383443367941367584417606537794577612251996288	213334057557997591575656020967126631275538260068797859361	6494102406737181616531600685170798976420603529963902780981	44	339016363917651142201663306162390778926214162313078979162	-1	-1	0
1578	38667927487128107674097812189056601321068025530936650104832	38692447415781961895831545741491006268005925356891587739648	24519928653854221733733552434404946937899825954937634816	8	36501359433392224209263787387757809180306754127221382471249	24708127260359493018607646684692250858321013805372549839187	-84710308029285209474529324918689057157091339403048029402778	-102283213091179028686950930777497422001165071826863117857027	8072212992169846231029581656527472946802	28	54945652682761726921856476520838396809054990554391505653763	214631455792037995788501861409524987535371056853091818961	6495444795012134514440276767106735431883925070199092685282	44	340880965873530705346102229691941879439091000176669922908	-1	-1	0
1579	38692447415781961895831545741491006268005925356891587739648	38716967344435816117565279293925411214943825182846525374464	24519928653854221733733552434404946937899825954937634816	8	36701033204971535259397087147983249174570575376200370948577	24843709289639954435061104254462188470393672158049147949133	-84363235501157910090365827155761639874687451443838270255131	-102370163112827021516010736436242945578447926986257571634045	8354741244668961601752963469741112641303	28	55281114811337562658549225070286545663174492308950086037742	215941854731787354134957910430806818996775360581836273585	6496800916488349140395897542698413201913474279936085835744	44	342759448618099345049170910663659825352399808781340642168	-1	-1	0
