LEAF_INDEX	LAYER	LEAF_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	WORKER_RC	ELAPSED_MS	STDOUT_SHA256	STDERR_SHA256	COARSE_RETURN1_TIME	COARSE_RETURN2_TIME	FINE_RETURN1_TIME	FINE_RETURN2_TIME	COARSE_ELL	FINE_ELL	COARSE_INITIAL_NORMAL	COARSE_FINAL_NORMAL	FINE_INITIAL_NORMAL	FINE_FINAL_NORMAL	Q0_AREA	COARSE_DETERMINANT	FINE_DETERMINANT	ABSOLUTE_DETERMINANT_DELTA	C0HORECT2_LOWER	C0HORECT2_UPPER	C0RECT2_LOWER	C0RECT2_UPPER	COARSE_INSIDE_BOTH_CAPD	FINE_INSIDE_BOTH_CAPD	CENTER_REPLAY_SELF_CONSISTENT	POINTWISE_LEAF_PASS
263	D5	U08-0000000211_S09-0000000321	8	211	9	321	e82ac2f72d1a1b1b85b6a178778bbd17784dbbf1f7455b44425ee9d1b564bfe7	72ceaae014fef612fe7581dc9ed20d3b2fd56f009431c018cb49e80dd6dceaa8	798a906953818680edae93a4b0b604403ecbbc889cb611147a48d69f2c1af4ac	0	989	7b9df14525c2ee8f47140346c311fafde82826f2db920402596fa176af04fa70	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074502360861465069530318316992634208872914314270	6.5850678374215968827187772660636255750432610511780	2.4074502410629108374584550489316825405694544315338134765625	6.5850678415002250783161219516159690101630985736846923828125	-18.444577082088189253195355665220378017641269332382	-18.444577034997310347696692066295871489161589347409882457980809952499607835945690	142.88799626835631968143251042246434590363067133789	54.336866261479727212628552642892802753516276617896	142.887996268356319681432510422464345903630671337890625000	54.336865629923168171640926625055645835461761214854623391064582500920454723253890	-0.00110672328822399115894163718122121252	-2.8415948632497264062018506435022552753405953027173E-11	-2.8415950300907443967586618507211510510659488866638209357624833267186944182618849E-11	1.668410179905568112072188957757253535839465209357624833267186944182618849E-18	-0x1.f3fce9ff15fcp-36	-0x1.f3cf3782e0408p-36	-0x1.f3fceecdb009ep-36	-0x1.f3cf32b4a7dadp-36	true	true	true	true
264	D5	U08-0000000210_S09-0000000322	8	210	9	322	9991bd062853884eb023142c0b4d8348d203e5d6570d89382d759adf05c7994e	992d1ad3df81c27160928404d2fa983493b7abbba2e93143f03c6f0ac1fb0151	7e94386b30d786b08e8eeca1391bff020c52e86348df875a8884f1399120feaf	0	974	3d313a77d823220e3939297f7f9027e2d4938c7e98bd5b58d55b48c1c78efd31	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074457452762623790865070816380466567352414131165	6.5850639523953957352175869743859948357567191123962	2.4074457502530662196538191466288481024093925952911376953125	6.5850639564740948601884173996268145856447517871856689453125	-18.444667188623346422344951445386671510772948079483	-18.444667141531386229270031908355174733365457999058712580297730263392217208649317	142.88246864867484789868295491361513314108337890625	54.335110128264237306166747477779664905767996428918	142.882468648674847898682954913615133141083378906250000000	54.335109496683120236561695122366699221383941967660740270094891840310455060330365	-0.00110672328822399115894163718122121252	-2.8413207410665396429144275793089274563179868504142E-11	-2.8413209078968867169119011821689251759706737240621339722153430442474998189614609E-11	1.668303470739974736028599977196526868736479339722153430442474998189614609E-18	-0x1.f3f0912185b39p-36	-0x1.f3c2df8c99568p-36	-0x1.f3f095f026dap-36	-0x1.f3c2dabe59a0bp-36	true	true	true	true
265	D5	U08-0000000210_S09-0000000323	8	210	9	323	6a9ca5c1b0effacae24f4db602677f5a8cf38207faa34e1101040400aaaccbb0	8603135540d917adbcbee71fbca4b5f8603cbce278fe8167d535e46c062d4959	73597d8d743ae783e0f848d3ded9d1101d873e0df63eb25195f7756760606b17	0	980	dd945d7ba2400cc7c68c99f4789a444859150bf2ff3fe2b47b726de4b3b2fc37	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074471298172349861821395222705177729949355125427	6.5850653141261735676326161126326041994616389274597	2.4074471347939074249155932960775317042134702205657958984375	6.5850653182047584575931065131726427352987229824066162109375	-18.444735031755977262073624769998369269288193228281	-18.444734984663928393413424833402108110741105614534262518224929269504436296631126	142.87636104568674443850066670174177629256111022949	54.335102537324593291051811812638037114938483759838	142.876361045686744438500666701741776292561110229492187500	54.335101905736739907297077365790756747942104746593450622117620494969073208730366	-0.00110672328822399115894163718122121252	-2.8410069345686715057980648660105528545029064005665E-11	-2.8410071013812019499722312900647060330521084852231633394377128409488562067071633E-11	1.668125304441741664240541531785492020846566633394377128409488562067071633E-18	-0x1.f3e26eb52775dp-36	-0x1.f3b4be163bc07p-36	-0x1.f3e27383b470ap-36	-0x1.f3b4b948100c7p-36	true	true	true	true
266	D5	U08-0000000211_S09-0000000322	8	211	9	322	81ef18fbea7f994f5e40f1cb6b6c96a539863553727ac3904adab6cdcb67e3a1	5849f82f1e1ef3b462b281e812a15d34d2b0bd1d0fcf9f652bfe6c04f3153bee	e0da3356c8149a44aff7edf52360ca38721393e6b2d08b3f70ecd3cbbb0b20d7	0	976	1cdca078d676c94334bd37b902b574af224eea883bf7e2f1bf0e4223a24bbd55	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074516211945032814756295636016147909685969352722	6.5850691996485636384162098977412824751809239387512	2.4074516261711361685138310662068761303089559078216552734375	6.5850692037270775643087450390567028080113232135772705078125	-18.444644923940943337564116207120855203212876265842	-18.444644876849975749507035980216667421879421410710052484022505254383791493138084	142.88188955272140487987347949455847352023025446777	54.336858857989704700791098025401520525485464329048	142.881889552721404879873479494558473520230254467773437500	54.336858226426405960830996772380151190162247862991557816047902151984815853860646	-0.00110672328822399115894163718122121252	-2.8412810426427026351140865727368356491690481308159E-11	-2.8412812094659038962274671567749999233164125967915734867347620625225826191444329E-11	1.668232012611133805840381642741473644659756734867347620625225826191444329E-18	-0x1.f3eec76912821p-36	-0x1.f3c115e2dd893p-36	-0x1.f3eecc3793a5cp-36	-0x1.f3c11114bf81p-36	true	true	true	true
267	D5	U08-0000000211_S09-0000000323	8	211	9	323	fc4f3adfe1dded857c11239e6a9ae8fce724ac6f2b46d155c9a926bbdd5c883c	24770b206149119cfaa85b674ef8036b687660a6e19948a1e78f6abdefe92c4b	fb51e8e7aa3c3c521787729ceec0bb2a1d6ebe316f1699f800710c4e5602d5d1	0	977	d83fb16cad5e7f03f1bf50ed4689d0b4c6d121fab94f05273cca7fa7661f885e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074530058524914039042030822201923001557588577271	6.5850705614839176380015395295686175813898444175720	2.407453010828992885639099341688051936216652393341064453125	6.585070565562317325414287694229642511345446109771728515625	-18.444712766821862137985799024485680596795965617373	-18.444712719730805885845812231304891229371652631366000629844194894403123891118264	142.87578196689184566229135020088583229468426875000	54.336851300250455458549694028914592704065988955246	142.875781966891845662291350200885832294684268750000000000	54.336850668680421057380503995048950450298348165784086898778328913974204575034139	-0.00110672328822399115894163718122121252	-2.8409672393447275645030934406296228373193433221167E-11	-2.8409674061501128081934133097460341909088843450035260343825856808330558636423537E-11	1.668053852436903198691164113535895410228868260343825856808330558636423537E-18	-0x1.f3e0a505fcaadp-36	-0x1.f3b2f4761cfa9p-36	-0x1.f3e0a9d494f5dp-36	-0x1.f3b2efa7e58dp-36	true	true	true	true
268	D5	U08-0000000212_S09-0000000320	8	212	9	320	b64aca95e3b74cbb80770f1d055cba60a425205f80c385cb8da05c4dad669748	ee7c47229e4188049623fe2259c74c846b89778f6a89c974503c3217f4c6c5b6	5415c740a6c7e3d30a7b1c99a7dab44d147f2d3f96031ef6920386a5144fd8d3	0	976	fc777e1e431bf9e24a567d4e1f94b764779d837553739719759555a395195ce5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074547263432537619332052258869225624948740005493	6.5850717221888873595392333015752228675410151481628	2.4074547313199786240101030188043296220712363719940185546875	6.5850717262674446812742434786969170090742409229278564453125	-18.444486978911170513706768338221226445752790141478	-18.444486931821372927987232077160357711380328862661394616025242246689928073516476	142.89352298449860210665107926730831236541385380859	54.338622146922180571323931517545420456177054493462	142.893522984498602106651079267308312365413853808593750000	54.338621515390181596203367089243281194010451485787551603608095693899012489285246	-0.00110672328822399115894163718122121252	-2.8418689960402708041835038156589670470306679540610E-11	-2.8418691628919593920912419731289750076462203296574240259772570797303869688546604E-11	1.668516885879077381574700079606155523755964240259772570797303869688546604E-18	-0x1.f40942fbb7313p-36	-0x1.f3db8f98b35ebp-36	-0x1.f40947ca8711p-36	-0x1.f3db8aca45e2fp-36	true	true	true	true
269	D5	U08-0000000212_S09-0000000321	8	212	9	321	ad4a15248b19e942d90524ab3eb4a6065c09b163022ca5949247b9fc2a8d8abc	61e7cc2c3098946e7ed09672baa42863942b95993193ce56f808110566210265	9a0f566d14ceb620021842b0e3d24fc21b76a0027ecaca7941ff57b3264d2494	0	982	814df0d60e518fe3307e5924461beb148d348d65cc870a70abc1866c92541e61	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074561120189860718987517884670523926615715026855	6.5850730849120834159426962628458568360656499862671	2.407456116995579452344511395267545594833791255950927734375	6.5850730889905264263395334722872576094232499599456787109375	-18.444554819484664408091827364375759480285041212903	-18.444554772394778080791063006288859207447047597094090358471676373304058708302033	142.88741715621687596371530562336992444713528874512	54.338614930865401933707084198289038082537828103440	142.887417156216875963715305623369924447135288745117187500	54.338614299326659106169452400818451135248395212202093781983100711488424362965872	-0.00110672328822399115894163718122121252	-2.8415551613232828951248542315354570500726829855004E-11	-2.8415553281571548421003288372068241586811216904441690156353656471355148484479955E-11	1.668338719469754746056713671086084387049437690156353656471355148484479955E-18	-0x1.f3fb203c1a6f1p-36	-0x1.f3cd6dcf012fp-36	-0x1.f3fb250ac5ecap-36	-0x1.f3cd6900b7f39p-36	true	true	true	true
270	D5	U08-0000000213_S09-0000000320	8	213	9	320	079d16ec66677143014c688eb17a5794b9fa6fdb1d3f66e22ddac84f00c27913	7fb23be708cd82b91cba66d618dce3e82bee23bd6e556c8de396822fb0d28cc7	13cc14710d8a1aebf05eba3f332cc48f0fb468e73fe8ec0a4870a4033643284a	0	982	60a6eedf4461acbc5d625f079fdec6d83123e2e2dc69894313d3760b2bc594c6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074606022906788332926808493539283517748117446899	6.5850769699166149598323904967855924041941761970520	2.4074606072672327349015741759785669273696839809417724609375	6.585076973994987113714127957564414828084409236907958984375	-18.444464718386072158946348431930897978684931952766	-18.444464671297267150434850999655238039434526935902762749458674599919913017734308	142.89294385617315769002614508817612907327621306152	54.340370755974900322149622871609980305619410763068	142.892943856173157690026145088176129073276213061523437500	54.340370124460715825059212901480455929121576015715312794456310121494115477534918	-0.00110672328822399115894163718122121252	-2.8418292906111675643034958686915365828270540394405E-11	-2.8418294574557097846322574714662567763391216239983706181371913739590318049992666E-11	1.668445422203287616027747201935120675845578706181371913739590318049992666E-18	-0x1.f407792ec64d7p-36	-0x1.f3d9c5da1d39ep-36	-0x1.f4077dfd4d5a5p-36	-0x1.f3d9c10bf7f59p-36	true	true	true	true
271	D5	U08-0000000213_S09-0000000321	8	213	9	321	0d1b426579597b3f3c7e0fe0ca928c3added4b722f112f9f6e47af342541382c	5bfbcd04d949d62d1b064c6f46c99c378b86d29e68d02f2c952808424a37aee7	37d2f95c48504548cca7d1f0c0f85ecee28fea04b5b9bdd9569eeef36de0906c	0	984	92e5dd85f87a1bf0b34728a3c6299c1edd371fb3da34d2e4e305671c9e06fb11	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074619880834542476333304250601941021159291267395	6.5850783327444687154095248615703894756734371185303	2.4074619930598766572027447097070762538351118564605712890625	6.5850783368227265544836424027153043425641953945159912109375	-18.444532558708342038073627227095920322838164833096	-18.444532511619448299349954232002010195411610761217317012099861324785466932128135	142.88683804504997578969053036243845677797393095703	54.340363573110128100369842994727622726056400484720	142.886838045049975789690530362438456777973930957031250000	54.340362941589200400788429983630322335413261812297278708034142903557216303353726	-0.00110672328822399115894163718122121252	-2.8415154590941288669371549072182978581233847639578E-11	-2.8415156259208550592363505273977181936921850434054819904832457047163950610932296E-11	1.668267261922991956201794203355688002794476819904832457047163950610932296E-18	-0x1.f3f9567841492p-36	-0x1.f3cba41a3631dp-36	-0x1.f3f95b46f9b02p-36	-0x1.f3cb9f4bdff51p-36	true	true	true	true
272	D5	U08-0000000212_S09-0000000322	8	212	9	322	e3476e7115862eb51573155b056d4e9eb2bac753ea7aa8274babbc074c3e213c	98f03e5a0bbf2383d7b422e1e376fabf9c89e7c6df59e32f591e44829e2ad497	910b4dd35d22b9cbeaf677356b9d62ba2762c2ee1c20def418c3d3b9a9b37f76	0	973	20c1863c0ef8aa39734dad82f1234a6b102eaad0707192a9a6d380b5203587ed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074574972443721562753715659255249192938208580017	6.5850744472436671117510087469781865365803241729736	2.4074575022208340828455686022380177746526896953582763671875	6.5850744513219958455041425082754358300007879734039306640625	-18.444622661085950507474682894310414879002063959336	-18.444622613995975483071767970820103943564958574422702934397649946568100798161530	142.88131045774050540475643361366476768671115483398	54.338607560571579847437804981924136528926426801895	142.881310457740505404756433613664767686711154833984375000	54.338606929026097587932211806593190072022312637567536229096607548201368372727039	-0.00110672328822399115894163718122121252	-2.8412413439161802177855623749042618323499673221285E-11	-2.8412415107322361418806496316008687257273399436633679642791667584731218746679479E-11	1.668160559240950872566966068933773726215348679642791667584731218746679479E-18	-0x1.f3ecfdaf93ad9p-36	-0x1.f3bf4c3866005p-36	-0x1.f3ed027e1b536p-36	-0x1.f3bf476a40e62p-36	true	true	true	true
273	D5	U08-0000000212_S09-0000000323	8	212	9	323	b04e21a733464500a5296ceb97efb0bf1da32d56ea388e5d040f70da89f2e212	483113060e77132b131c912c3495660d1123804f211f470a75bf9df137e9d23d	90007ed53638943726a74a6661771c87de34cad82a9e3d28cc86d53f3372b662	0	983	7801fbef9ba51a54b5c8e9f6b87a8595d53e631677f4aae1be78fa6d3ec9f0ae	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074588820193811647407677867249731207266449928284	6.5850758091836106983274490289659297559410333633423	2.4074588869957116755993187240392217063345015048980712890625	6.5850758132618251970702427655623978353105485439300537109375	-18.444690503715226780078662384287622069285174241174	-18.444690456625163154974361615000631640827749351679811683702834613054060637383164	142.87520288906949042977446323819284208414145207520	54.338600036031786021280444674277789841005028411602	142.875202889069490429774463238192842084141452075195312500	54.338599404479569520506011018715441936218675007487229882746230706817546518337641	-0.00110672328822399115894163718122121252	-2.8409275438181287275717000121877099082332319634465E-11	-2.8409277106163690591202868026595188103877555838294134085753781304220865986672795E-11	1.667982403315485867904718089021545236203829134085753781304220865986672795E-18	-0x1.f3dedb561ae3p-36	-0x1.f3b12ad4ea4adp-36	-0x1.f3dee02489709p-36	-0x1.f3b12606de153p-36	true	true	true	true
274	D5	U08-0000000213_S09-0000000322	8	213	9	322	007ff5f70cb2b1d4b87889c52cdd0869e739420bcb7f96024ec7d26bdc11c7bf	4ad0d9b07d6867d676396670b441f40cc337a60d2adeeaa47547572516948248	45771a7e7c69c6521c54a112eb02608987f8e810216495b68f139052bc915e24	0	974	4967ed35f8bd69b0707a4d3a6131aa80cd0b97dd2b0edc1cfcf6b7c7ba423d72	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074633734258750056289599683623237069696187973022	6.5850796951806827711495273547370743472129106521606	2.4074633784021659578533647305675913230516016483306884765625	6.5850796992588263301104944957842235453426837921142578125	-18.444600400058229670750429853122020641579168961729	-18.444600352969247246279736302071133937859469602057446824325147280534745785169564	142.88073136373214947333181727093401564052608000488	54.340356236011567803127908002417393960463443666208	142.880731363732149473331817270934015640526080004882812500	54.340355604483901321028644752317653927895778603763715974626846634331118406598427	-0.00110672328822399115894163718122121252	-2.8412016448869776896594248946462005140836847870814E-11	-2.8412018116958884720392542435503378649857289347363731533295181163166216188248506E-11	1.668089107823798293489041373509020441476549731533295181163166216188248506E-18	-0x1.f3eb33f54fb13p-36	-0x1.f3bd828ce9cdap-36	-0x1.f3eb38c3c2f44p-36	-0x1.f3bd7dbed8d37p-36	true	true	true	true
275	D5	U08-0000000213_S09-0000000323	8	213	9	323	0380e2f94421ae46cd715e0ee60d8d489b21b10ca58f983a11a84cecc7c19388	d88a7dae0f7296163ca7402baca51ed841d5de51e9f3677951f1ab20738aab8e	6bf9e3b39d3b25ed50c93e241b53c31b2d409b43848358df2fc0886bd5373579	0	978	b3625b95836ee51386a06acc65b171612ef9d99c7666c35ca9e79ff9fe0fb6ec	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074647583179102569572727077229501446709036827087	6.5850810572252293714767823473721364280208945274353	2.40746476329406979000058441897635930217802524566650390625	6.5850810613032586919579625117648902232758700847625732421875	-18.444668242435932980955712278958901753934075846021	-18.444668195346861967124886548906063603760503753260668627132431080419425585662385	142.87462381221967874095000581366280566093266020508	54.340348744670291040645067325131857235931297735810	142.874623812219678740950005813662805660932660205078125000	54.340348113135890966354976543219935964402411461439515037095555355272053706394692	-0.00110672328822399115894163718122121252	-2.8408878479888800710607994093820265449034955424433E-11	-2.8408880147799758739118143128124556002292463201623662911113120353697109989604119E-11	1.667910958028510149034304290553257507777190662911113120353697109989604119E-18	-0x1.f3dd11a4fee6ep-36	-0x1.f3af61332aa4cp-36	-0x1.f3dd1673a1053p-36	-0x1.f3af5c64e97ddp-36	true	true	true	true
276	D5	U08-0000000214_S09-0000000320	8	214	9	320	61f582cf36d0ca994b274352293fa6e30866f28062c45df3c4519a967433dbe9	b55a1a8e4fc5836ab814b4734131e987892efa81dffa3e5ec049d5bc29ecef98	a425f3bdf3494b1a4cb412ac0b039436d976efb395bb460bb38118d748064370	0	975	b50302d8cdef10e678c24364a67134de27ed75fb7475b2a93fda059e22f54f34	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074664783697331330025726003896124893799424171448	6.5850822179862045363529787778134050313383340835571	2.4074664833461160672045675568142542033456265926361083984375	6.5850822220643915362592313300638124928809702396392822265625	-18.444442459687968591446884582013281602711969176877	-18.444442412600156170304681675975223341877510295554940703756639842811597133436193	142.89236472882025681709364044720689956847259711914	54.342119337889315225657812147762949590458490920908	142.892364728820256817093640447206899568472597119140625000	54.342118706392944115890082026854921079268338487261307523275248839530976024649418	-0.00110672328822399115894163718122121252	-2.8417895848793285564687514746849260954191281525224E-11	-2.8417897517167246990046433754740531792718717931089463813347761477875004646617153E-11	1.668373961425358919007891270838527436405865463813347761477875004646617153E-18	-0x1.f405af6060f88p-36	-0x1.f3d7fc1b30d1dp-36	-0x1.f405b42f260f8p-36	-0x1.f3d7f74cce273p-36	true	true	true	true
277	D5	U08-0000000214_S09-0000000321	8	214	9	321	673849b083a4edf693c81c10fccafcb96b71e665a3eff62abe72447004f303f2	8ab2c8ce3f380c633e8b06bd003c7ccf885b5eb690517c96bd1d77916e1d4e76	c31c841f26b77351144db8bcf5ba76692152d6ea18165121c0aafc82e866ed90	0	982	4f361877a0a4ba34ddee042f68c262f7842c2b81e08e804f0542c80c55711eb9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074678642795570154833129095095500815659761428833	6.5850835809187294039857007987848191987723112106323	2.407467869255808447237487968095592805184423923492431640625	6.5850835849968020856148864794477049144916236400604248046875	-18.444510299759083928425579386503905654507468766000	-18.444510252671182788358908822224296249422403714517901024833822753575192975857563	142.88625893485561915935818463966994289614659797363	54.342112188215610734003983864265067421326412686599	142.886258934855619159358184639669942896146597973632812500	54.342111556712497069667581869810196897056705252212232517401496554057457203978453	-0.00110672328822399115894163718122121252	-2.8414757565622695574196434380681939276593372951627E-11	-2.8414759233818502851465511874427797523981694296722097213177865983793240193172153E-11	1.668195807277269077493745858247388321345095097213177865983793240193172153E-18	-0x1.f3f78cb3ce5e7p-36	-0x1.f3c9da643b612p-36	-0x1.f3f7918246bc7p-36	-0x1.f3c9d5962539ap-36	true	true	true	true
278	D5	U08-0000000215_S09-0000000320	8	215	9	320	21caea9538cb68c246b6a32dfadc5bbdcbe6b941049cb4eea47ea01dd476814d	426fb9a839e144c5e90ff014e085407c8ca95b80646d5129893a86f7c98d96cf	a85224508f570392f15b2d48504ed5c6caf8c382dcc36845a17fd7d52a3651f1	0	981	2d39ffacedb9541ed908f10e05265a57639d90cbaa5e8e9dbf81abe0a7febbbf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074723545804226493283195509320648852735757827759	6.5850874663976327119674358812062564538791775703430	2.4074723595566346022456283293422529823146760463714599609375	6.585087470475634578714885236649934086017310619354248046875	-18.444420202816721591146359519356734540815869904865	-18.444420155729901819192999956591482073413618260629012470017586702834165841584108	142.89178560243989948785356534440062385100300598145	54.343867892667129498908849079546418879963108698758	142.891785602439899487853565344400623851003005981445312500	54.343867261188571447772029034466819040743243709803309389212974633979346228013743	-0.00110672328822399115894163718122121252	-2.8417498788447591413331351229272967586831520035965E-11	-2.8417500456750093091860660313167364806521327290658012336742889107347984394603708E-11	1.668302501678529309083894397219689807254693012336742889107347984394603708E-18	-0x1.f403e59127d17p-36	-0x1.f3d6325b5091cp-36	-0x1.f403ea601c8c4p-36	-0x1.f3d62d8cbd246p-36	true	true	true	true
279	D5	U08-0000000215_S09-0000000321	8	215	9	321	f70d3f8c319722abee020140819acc5eaf3662f344f441b06892aa3865d88a6c	c6b40470bf0d1d241ad8b1f91d01d68aa033a144fa529bc6bbd70c167a2152b4	6cd007b2033883015ec2c0ba281309f420ba8a0ace16c5025a7d1b1ae8dc293f	0	992	68285b48df832d81f9cbd9793c3403cf53f257e837315d8611cd1159a1a4c1df	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074737406073003637141383137532102409750223159790	6.5850888294348421114765557149439700879156589508057	2.4074737455833808107141802423711851588450372219085693359375	6.58508883351272965300804429489289759658277034759521484375	-18.444488042636751913014280404949461765185841567743	-18.444487995549843407362297159803913008312607501622106301594523596161471669601867	142.88567982563380607271826845506438280165328979492	54.343860776183555056129560385475146815272287143646	142.885679825633806072718268455064382801653289794921875000	54.343860144698254711678986117968710572635751146944426121258068586155340539811680	-0.00110672328822399115894163718122121252	-2.8414360537277101045250919560716875970752202067638E-11	-2.8414362205401455650626821408663583912337841022367409836190329983074570233209635E-11	1.668124354605375901847946707941585638954729409836190329983074570233209635E-18	-0x1.f3f5c2ee3c2ccp-36	-0x1.f3c810ad976efp-36	-0x1.f3f5c7bcafa27p-36	-0x1.f3c80bdf85e57p-36	true	true	true	true
280	D5	U08-0000000214_S09-0000000322	8	214	9	322	7818bf8124c0698cf5d67f3020caeba5902e59d0babc58b01b6771bd2cd53253	a84a1b3edea1e285481905408a5f1711a51f16fefb81a7e592d14766e9aa2479	b4700f700abcd949d1370cd3eca1daa36a9e2b396e04e6cb171e04ec6453f5b5	0	997	aff26016f2504f790ad6e43ca26abba64d45f1d316dd391e8346e48667e38835	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074692497390178108629399389428726863116025924683	6.5850849434595872325393095536583132343366742134094	2.4074692547151377818026585231336866854690015316009521484375	6.585084947537545634055344834223433281295001506805419921875	-18.444578140857642562686381256716220452423115441160	-18.444578093769652774126085545951217579643045176049407636928444817834977620647145	142.88015227069633708559963046636621738167502998047	54.342104884311373055458357762898976962297961099458	142.880152270696337085599630466366217381675029980468750000	54.342104252801521640638052889197279348434521385790678479839956602433625276924247	-0.00110672328822399115894163718122121252	-2.8411619455551004395181097557157125249158510494301E-11	-2.8411621123568662766848515642111780107824172217262230752936624107237643964383530E-11	1.668017658371667418084954654858665661722961230752936624107237643964383530E-18	-0x1.f3e96a3a134f9p-36	-0x1.f3bbb8e09d726p-36	-0x1.f3e96f088202bp-36	-0x1.f3bbb4129022ep-36	true	true	true	true
281	D5	U08-0000000214_S09-0000000323	8	214	9	323	8cb21a8995e34d2efdfb39d49846ac1f0851c58cf40103c9d15455dc8dcbc2c6	f96e6a7f5c6326301cd456b9a142bf2889bceebab9723f3cfbf637ae6212913a	e89e5e52375236caf559bf8740cf453773720bc13c3f191da3bca73c9ec35d30	0	976	249979cbcdfe08d51d6e9bcb75a74d34b9be2cb371ebe307d899cb7666aafe22	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074706347480846757580508210594416595995426177979	6.5850863056087502733770833174276049248874187469482	2.407470639724073220577782450391168822534382343292236328125	6.585086309686594426004990765477487002499401569366455078125	-18.444645982983842477882265848844912269398418174462	-18.444645935895764059261888759102892227542429219196384609926035937639497301586095	142.87404473634241059581797792729572302505789313965	54.342097426167675239891780038986031343986255921083	142.874044736342410595817977927295723025057893139648437500	54.342096794651090110763367270113473590875978757861162603852664240327547253323753	-0.00110672328822399115894163718122121252	-2.8408481518569869488873356086306528823118524148667E-11	-2.8408483186409386076922308525750966887594482418202221447295502639657077425560528E-11	1.667839516588048952439444438064475958269535221447295502639657077425560528E-18	-0x1.f3db47f359f5p-36	-0x1.f3ad979028d2fp-36	-0x1.f3db4cc1d0fabp-36	-0x1.f3ad92c213bbep-36	true	true	true	true
282	D5	U08-0000000215_S09-0000000322	8	215	9	322	0dc093999ab8fa824c615b0c5128f603949bba2e6fb7372ad7b6ac2b5f652fd9	1398884183fed3746fb36758fb9a106995c45a8620375e521a81ef1a9dc6269a	292c52f349ecd10fabdd67e5d7bfbca9b5bbf74ad09904dbbe8f8c6bee7ea70a	0	976	1fff7775cb7033ed036fec60672330baaf263833061f3640c8a1ab84189bc28c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074751261838065671816444535124901449307799339294	6.5850901920803571396034747920111840358003973960876	2.40747513115975554642833600382800796069204807281494140625	6.58509019615813039061347211600150330923497676849365234375	-18.444555883484051123037689453786927339384605790864	-18.444555836397053928123914015643026530219646054067819992643112453043992474771630	142.87957317863306824155987319996137291015800476074	54.343853505472702599639636110386473774813965396424	142.879573178633068241559873199961372910158004760742187500	54.343852873980664380884508429582658090838737170655050915977849640517596546525744	-0.00110672328822399115894163718122121252	-2.8411222459205531948120958361575244031541503152198E-11	-2.8411224127151745662422073001497766731575884314240161957046834939464533549677275E-11	1.667946213714301114639922522700034381162042161957046834939464533549677275E-18	-0x1.f3e7a07dccd83p-36	-0x1.f3b9ef3390705p-36	-0x1.f3e7a54c59567p-36	-0x1.f3b9ea656550cp-36	true	true	true	true
