LEAF_INDEX	LAYER	LEAF_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	WORKER_RC	ELAPSED_MS	STDOUT_SHA256	STDERR_SHA256	COARSE_RETURN1_TIME	COARSE_RETURN2_TIME	FINE_RETURN1_TIME	FINE_RETURN2_TIME	COARSE_ELL	FINE_ELL	COARSE_INITIAL_NORMAL	COARSE_FINAL_NORMAL	FINE_INITIAL_NORMAL	FINE_FINAL_NORMAL	Q0_AREA	COARSE_DETERMINANT	FINE_DETERMINANT	ABSOLUTE_DETERMINANT_DELTA	C0HORECT2_LOWER	C0HORECT2_UPPER	C0RECT2_LOWER	C0RECT2_UPPER	COARSE_INSIDE_BOTH_CAPD	FINE_INSIDE_BOTH_CAPD	CENTER_REPLAY_SELF_CONSISTENT	POINTWISE_LEAF_PASS
50	D4	U07-0000000099_S08-0000000162	7	99	8	162	a2f1edc1cafefb6f052b9e06b53ddb9d7242512595d16f91ff42754897002a20	0abe0646ce3419589c7711aba2cca2c807bcaf211ce6396bfe478623b3e74696	c8d6c4ce425679c58342d1d05071bc456220bfae32b79b4e5efacc2b456334cc	0	974	2590837a8ad65fc6159487ce8598cb96dbe324a18743ffb85d0da402f17b0329	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073816388202039992516567679103900445625185966492	6.5850070341572487092607346426120784599334001541138	2.4073816437986449399966115691995582892559468746185302734375	6.585007038237793229595862243286319426260888576507568359375	-18.445092980873956450354737196714761515565455367433	-18.445092933770360437944854878095075522316574379061598384748682816463308329892640	142.87385718964764591263169642446236438463059443359	54.314977563581287231961785130648409971160039419716	142.8738571896476459126316964244623643846305944335937500	54.314976931778335822156992946079384442063090745535394508318689644690599196880517	-0.00110672328822399115894163718122121252	-2.8409926753999526279704688112990371781787544716998E-11	-2.8409928422679380667073271451168038848651980602664381404255733173344814241643990E-11	1.668679854387368583338177667066864435885666381404255733173344814241643990E-18	-0x1.f3f98fa841ec5p-36	-0x1.f39c572d2479bp-36	-0x1.f3f9a3721cc75p-36	-0x1.f39c436693606p-36	true	true	true	true
51	D4	U07-0000000099_S08-0000000163	7	99	8	163	a47b22a193deb96b294105995e5edf4ebfeb88d45fbc638e7256cbac6ed83338	ff0ca604caea5debdea2995d7144e91bff74fdf08ef0b367d2a18b51098f9dde	ba7e9f2b99e95fe4e30b272f69ef9039c40776054aab9ec77332c6f37699839b	0	980	95648bb229b6a41a969cc26b1369389ffe8ebf021708a4f6a22c055a7280ef17	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073844025096056489787521570633543888106942176819	6.5850097528675194877290088868448947323486208915710	2.4073844074877841330006855713463664869777858257293701171875	6.585009756947835857232576017850078642368316650390625	-18.445228679123107528855878476811190941813641696783	-18.445228632019334390684067960345513328758286934614613688075482098031713461946400	142.86163636785705491632487468749857830625813593750	54.314960692108792920743644253244886852687183693402	142.8616363678570549163248746874985783062581359375000000	54.314960060292383629622971799861941743598586038024815808727557671655612476556297	-0.00110672328822399115894163718122121252	-2.8403650926549535596589096887195312559071091605181E-11	-2.8403652594872945579080396948760243565906016898879066630546736008770802815535828E-11	1.668323409982491300061564931006834925293698066630546736008770802815535828E-18	-0x1.f3dd4a2e6d733p-36	-0x1.f3801594026d9p-36	-0x1.f3dd5df7c82fbp-36	-0x1.f38001cdf1f7dp-36	true	true	true	true
52	D4	U07-0000000099_S08-0000000164	7	99	8	164	736e8f8625d37b72d9b8e8d955fa50eb01e2a263566a952447eaaeedbf1b9c46	740740d2e7f83276b003540a45827dbf3a144f33275ff572cc60e68c9be8a1e4	af1b61bf6e307ca0cb8122baec6ba919962134b05924e08b7fb33da7aae62d34	0	974	c8dd8a786a82d03fa9c898b6f89ad9d9e85eb28f6521164be3f3818df81fc370	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073871643973991304998882867494103265926241874695	6.5850124700122091778164978848053578985854983329773	2.4073871693753153000461253441244480200111865997314453125	6.5850124740922975387358295762396664940752089023590087890625	-18.445364381497217393776349402471394222211367470358	-18.445364334393267333606356672100678616554183831625695587457922780887292437428663	142.84941206528788625592565948746771685930340205078	54.314943203315697861075443269891688262037243580457	142.8494120652878862559256594874677168593034020507812500	54.314942571485848806644752209453051718070893459680872252100058268453641323960473	-0.00110672328822399115894163718122121252	-2.8397375791310210783472297262355341562959172853414E-11	-2.8397377459277200140633136136076981892003447534277238519229387217669349125719623E-11	1.667966989357160838873721640329044274680863238519229387217669349125719623E-18	-0x1.f3c10580ca1dcp-36	-0x1.f363d4c74aa66p-36	-0x1.f3c11949d26fap-36	-0x1.f363c1018db36p-36	true	true	true	true
53	D4	U07-0000000099_S08-0000000165	7	99	8	165	7623e1462dc703320bb03aa343a9b73cea7be9bae7d9e5b969ef59f7041c2e0f	24416ed8f95894ad883d8ba4bde2327ceb8776f96a6f5f8fc6c2a7deeeb88d65	56383c304b5f6dda8a3f1c6e98207b68dff87d215f5e84ce8bdd326e879b1b33	0	986	cc129e34696de665e63f25ed01213fddf7ca2288acb05d7fb44b48fa80115767	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073899244833378771590837175153865246102213859558	6.5850151855910964704410304193515912629663944244385	2.4073899294609918779463964000342457438819110393524169921875	6.5850151896709569650234517013132062857039272785186767578125	-18.445500087997873773702277127714063435542550585112	-18.445500040893746994999124580162971537102632221705473901246061193684006978655901	142.83718428194013993143405082436978004376639277344	54.314925097130480827039389752198086346333298622503	142.8371842819401399314340508243697800437663927734375000	54.314924465287210137619065240635260860638797490721279015233902489560616388865262	-0.00110672328822399115894163718122121252	-2.8391101348214818483372198929146200310038441227304E-11	-2.8391103015825411003104493156543235657322661247057166261461661000700826554828983E-11	1.667610592519732294227397035347284220019753166261461661000700826554828983E-18	-0x1.f3a4c19f43bfp-36	-0x1.f34794c70adf9p-36	-0x1.f3a4d5677fa64p-36	-0x1.f347810218064p-36	true	true	true	true
54	D4	U07-0000000099_S08-0000000166	7	99	8	166	9317d71e440057198d67801bc2a4354eb8e9a1fddbadf36d6b8a49dab7d927f5	59dce56ef04140a8438d9d8083275eb4a5f0973a44ddbba132e47a555b8714fa	b562089f3738847f71aa456d6788cf194210367d5e5e03f1930d9e9707400cfe	0	976	2b081ed57553533059f692bfac065219554dbd724ba9ad52be798d71402ab6b6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073926827671753292392509138153400272130966186523	6.5850178996039601536649499280429154168814420700073	2.40739268774456731392330510743704508058726787567138671875	6.5850179036835929206883388786764044198207557201385498046875	-18.445635798626665032764831957289856989827520995077	-18.445635751522361712715526874582227412668773602298490586969106237115575809243136	142.82495301781381594285004869820476785964710810547	54.314906373481598743850919184280153352561366393235	142.8249530178138159428500486982047678596471081054687500	54.314905741624924174300717702125891352063917133747162502250105888731170994747648	-0.00110672328822399115894163718122121252	-2.8384827597196619466917180046991045199033878750956E-11	-2.8384829264450839883449905086703446011648741845140266462505059318816756173744860E-11	1.667254220416532725039712400812614863094184266462505059318816756173744860E-18	-0x1.f3887e8a51401p-36	-0x1.f32b5592bd0cp-36	-0x1.f38892523603dp-36	-0x1.f32b41ce20f9ep-36	true	true	true	true
55	D4	U07-0000000099_S08-0000000167	7	99	8	167	e94b57adf412a4e6d996cb8fde2ae7381f60277b3679beea7cb917d45f839c29	38e8ffe33cd713fcebffe3279a7128608b1170b82f37efb5ce2947e956ecd7ee	0c45dae373806a4b24bf89c14cae70841e6faf35929364f4f0bf112ed0a4e5e3	0	980	f3e7cc9d4880f7c086e252afe8810fc9225a48903baf05b1468e6fd3c8282634	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073954392486649617177718596394697669893503189087	6.5850206120505791196340084070470766164362430572510	2.407395444225795079484786498369430773891508579254150390625	6.585020616129984301345690056450621341355144977569580078125	-18.445771513385180222573729893037192016902643973169	-18.445771466280700564045534565946917377663121584297011738003703226373989704539049	142.81271827290891429017365310897268030694554804688	54.314887032297487445723659934140657808661057523141	142.8127182729089142901736531089726803069455480468750000	54.314886400427427145001102126887076378884316683252228703928120169893853155883886	-0.00110672328822399115894163718122121252	-2.8378554538188866772616266715874778774179976070888E-11	-2.8378556205086738890134549595811474278782619426983265121039778475710832909123604E-11	1.666897872117518282879936695504602643356095265121039778475710832909123604E-18	-0x1.f36c3c41a9ecfp-36	-0x1.f30f172a9ff0ap-36	-0x1.f36c50093693ep-36	-0x1.f30f03665dcccp-36	true	true	true	true
56	D4	U07-0000000099_S08-0000000168	7	99	8	168	1335bedf82c58300302d1739b35941938ca0995e56965f489dbb21539c04299b	693d73ae32d523b673d436a7e1a132235c10c3a1a0509370e6aeb64b5f331cfa	173f50f669fe8600153d715438ea2ab69fd29a57f4788c74f94674c99211e565	0	982	b38856e3d94ed0ac2f9b22da989a082655b9709c496bc444ef0745006b01d188	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073981939275602634498163467924314318224787712097	6.5850233229307323576384725072330184048041701316833	2.4073981989044286565471164607288301340304315090179443359375	6.5850233270099100997552188374584147823043167591094970703125	-18.445907232275009030233913179489495392409099853612	-18.445907185170353261774240231475592299637271364280651149765519558137689690036494	142.80048004722543497340486405667351738566171259766	54.314867073506560898615992650850619094399253527041	142.8004800472254349734048640566735173856617125976562500	54.314866441623133409776451457853576560895291175391976119764958136589172216151027	-0.00110672328822399115894163718122121252	-2.8372282171124807599854286189234965135363307484286E-11	-2.8372283837666354293325575528350894167505945750704033766413549474536540374769642E-11	1.666541546693471289339115929032142638266418033766413549474536540374769642E-18	-0x1.f34ffac5962c9p-36	-0x1.f2f2d98e66a6dp-36	-0x1.f3500e8c8044fp-36	-0x1.f2f2c5cac4fdap-36	true	true	true	true
57	D4	U07-0000000099_S08-0000000169	7	99	8	169	69643aa7bdda7f076ff6c75904c3d24b12c062c006665872982ae64f78b1d297	96a03b3e9f8c38930e7ccf8976b8553a27f023226111b505b2da7015ca1ce1fd	6c4bcb4c20ca87eece8d2e583d1a8fa8694837b74f4a5d8e917971b8b233594f	0	976	4a70cfea507b43f7008d68e46b5f4662939266a6a63b03bd051543f3ec276666	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074009468036147302294480709861090872436761856079	6.5850260322441989610520174380781099898740649223328	2.40740095178022155131269954608796979300677776336669921875	6.585026036323149402351706527269925572909414768218994140625	-18.446042955297741830278903610387204024798243621235	-18.446042908192910128177656000972552099611217513265424593294119195000504848660187	142.78823834076337799254368154130727909579560175781	54.314846497037211958081218430508704103666556024039	142.7882383407633779925436815413072790957956017578125000	54.314845865140435066950788122030450240451092894461041069917214055055626682889873	-0.00110672328822399115894163718122121252	-2.8366010495937681449974962275306977338588945423289E-11	-2.8366012162122927478034891896958209843250517196497800414745047169130276126658917E-11	1.666185246028059929621651232504661571773208800414745047169130276126658917E-18	-0x1.f333ba15910efp-36	-0x1.f2d69cbe85595p-36	-0x1.f333cddc0d0ap-36	-0x1.f2d688fb52a42p-36	true	true	true	true
58	D4	U07-0000000099_S08-0000000170	7	99	8	170	1f72aaed81f8fb839222cf1008a67ce49fa27ef74f36fbe57781a6559ba07a7b	e9a5898fdf053e037bf201b8577576d94e68efe1e4d16b220753487e36f4dd9f	ebb22f80a4d7efc2af2d04900f02dfbc094359caee8fdd702028d435405b8c9f	0	973	b0092a772b12cb7495572f33cdb4d1d5f0070d891e5318f0d00fc360fde81c5e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074036978765818925452002474685286870226263999939	6.5850287399907581273317269676681462442502379417419	2.4074037028529272803922811618804189492948353290557861328125	6.5850287440694814065922368939709485857747495174407958984375	-18.446178682454969684645706897437896067374576302432	-18.446178635349962224893550046068870867039836004164260490413640417620354294313005	142.77599315352274334759010556287396543734721552734	54.314825302817812359554000229673902818666952975320	142.7759931535227433475901055628739654373472155273437500	54.314824670907703862286921047808596788105348936574957738256306194693631523187368	-0.00110672328822399115894163718122121252	-2.8359739512560720144137049476955845065904423133662E-11	-2.8359741178389690273133575159149667514071099698026242754023688284523381079339765E-11	1.665828970128996525682193822448166676564364242754023688284523381079339765E-18	-0x1.f3177a31f24bp-36	-0x1.f2ba60ba9cb37p-36	-0x1.f3178df80935cp-36	-0x1.f2ba4cf7d0a47p-36	true	true	true	true
59	D4	U07-0000000099_S08-0000000171	7	99	8	171	d460fc56163874f8054f78be51e33abfe08f640dc901632a1661cfa00e3e98b7	41e5ccb96305f4126a3ae8334340d56d34340a9c82ebeba2f106aeb6882c74fc	23ab22d1c5457dfa0c097881d73ad2015e1204f96c21fa55b305e84b57910df5	0	984	52fe6192b419b0b194466e18289c2d8685c37da24b51f09dbce9d7b2a72b5910	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074064471462152739467121875804878072813153266907	6.5850314461701891510791995187901193276047706604004	2.407406452122299388152182331168660311959683895111083984375	6.5850314502486854105478553123020901693962514400482177734375	-18.446314413748284290691274072867241886663589999528	-18.446314366643101274958720074381158442253542173920764051539400611666953867463237	142.76374448550353103854413612137357641031655390625	54.314803490776711941081442586238125648037589948402	142.7637444855035310385441361213735764103165539062500000	54.314802858853290027937043884007189435533241141464558970923006411892849810764131	-0.00110672328822399115894163718122121252	-2.8353469220927149715038212382954656165193423088832E-11	-2.8353470886399867782089219232912697816914083698531108805486002244754084452095753E-11	1.665472718067051006849958041651720660609699108805486002244754084452095753E-18	-0x1.f2fb3b1a92b49p-36	-0x1.f29e2582cc0fdp-36	-0x1.f2fb4ee05e955p-36	-0x1.f29e11c04a358p-36	true	true	true	true
60	D4	U07-0000000099_S08-0000000172	7	99	8	172	f19e9022ae8839f06446d5b8ab6a9beae0cd02da52dbb16167706e233d0dfda6	4c89a44f3596861741b6eb8d15d4efc3938ef84b17191f20a425543e9fad3ee6	c98b0d9e1f036971100e5d0d035832179b083adbc11a28af6b80d2006d9931e6	0	990	ae175d7a47ef589204ca4a41be5d8cf455990114373a4af254fa16def3697d1b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074091946122684465558805300133826676756143569946	6.5850341507822714240405481689322186866775155067444	2.40740919958809142242817102896879077889025211334228515625	6.5850341548605408059646748597515397705137729644775390625	-18.446450149179277981167262519193849671488961270562	-18.446450102073919610825384952384357249118051364188229102343722335747262895538476	142.75149233670574106540577321680611201470361689453	54.314781060842238633603148717903743215709843727528	142.7514923367057410654057732168061120147036168945312500	54.314780428905521505172030162009064868181968482701155185336415017560575989695066	-0.00110672328822399115894163718122121252	-2.8347199620970190422678791259014913796231077842055E-11	-2.8347201286086680273228763832830314927608550038184440368237406913097414680113328E-11	1.665116489850549972573815401131377472196129440368237406913097414680113328E-18	-0x1.f2defccf9bd4ep-36	-0x1.f281eb16ddf14p-36	-0x1.f2df1094ecce9p-36	-0x1.f281d754d6c7p-36	true	true	true	true
61	D4	U07-0000000099_S08-0000000173	7	99	8	173	f5b2b42db973aea092721fdc5bf012f2a6eb489aa5ccb967c0380dcf976bd2c4	56355ca067b1537099b07f67d7dbf13d0d17d63744cd9091c14df524111678f2	00a364d2c3071537af1072b579f4ae2cb14a4d31a6c8c2802715334cb4216e9d	0	975	962bbafee4152ac2b93d5ffdcc0cac8f5ba3a13fdf2dfe00539c42678df3d604	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074119402744949686168141056441527325659990310669	6.5850368538267844420452945541910594329237937927246	2.4074119452500569622810377978794349473901093006134033203125	6.5850368579048270921416641243695266894064843654632568359375	-18.446585888749543776153090244962265090416933784657	-18.446585841644010278252609121503053032923687502773646848424425142755165806315069	142.73923670712937342817501684917157225050840449219	54.314758012942699218771376475724901633150536793472	142.7392367071293734281750168491715722505084044921875000	54.314757380992705469750893400924208381198367688122236681437849549740835554589816	-0.00110672328822399115894163718122121252	-2.8340930712623054897070312484701523451707179950068E-11	-2.8340932377383339448362582505206120954555800893554062868224531440954454006760597E-11	1.664760284551292270020504597502848620943486062868224531440954454006760597E-18	-0x1.f2c2bf57d3cf2p-36	-0x1.f265b16fccf35p-36	-0x1.f2c2d31d123f3p-36	-0x1.f2659dadd73d5p-36	true	true	true	true
62	D4	U07-0000000099_S08-0000000174	7	99	8	174	4ee381fd7ed4e8aa388f5e459ab0e7db9809675e4c94e366e9f4c3a9d9500831	3484ecba56857cd8fa814e9f4a52f9077de8e1a42d7688dcdd7a2682efe8c8e6	55b28470bd414d0e27512ac8ba87c2699011a20ad582f1aa28afba3f20db5d1e	0	975	7ecb69a797ecb3b2fdff969e0f173c96ed748af8df71a24f1f8f3bb5cf68aacc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074146841326484330680912648858793545514345169067	6.5850395553035078119452627731789107201620936393738	2.4074146891079495937104670844064457924105226993560791015625	6.5850395593813238655223063489074775134213268756866455078125	-18.446721632460675434988910346319153120428608103322	-18.446721585354966958343360627064649507110495672797258181015586195705270810778643	142.72697759677442812685186701846995711773091669922	54.314734347006380086756705944800161520042814606298	142.7269775967744281268518670184699571177309166992187500	54.314733715043127170861313231942231644547989381346694922418537679126926302937344	-0.00110672328822399115894163718122121252	-2.8334662495818946283424711125216557912554992194048E-11	-2.8334664160223051270590857563921101036682205625956675164444369049176136928413118E-11	1.664404104987166146438704543124127213431908675164444369049176136928413118E-18	-0x1.f2a682a507d9fp-36	-0x1.f249789c2b29ep-36	-0x1.f2a69669fd7dcp-36	-0x1.f24964da7dc92p-36	true	true	true	true
63	D4	U07-0000000099_S08-0000000175	7	99	8	175	819935da14e464f8e8fa28cc1b3c3bc1b4ee485fd4d53c685627c2bcab2801e8	cbdb32a58d698383401b04c7b07be40190494ba2c281886e3360b780bbefff9b	edd03815ab901717c71b9ef15af90a690df08df178413eee5fe6cdfa75fcbecf	0	973	b49863c1eb30fcef71a36059ae9184ebda03a9cc6c5bbbf5f2e8c9766a720388	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074174261864824536649720698733290191739797592163	6.5850422552122212238590037713947822339832782745361	2.407417431161522923532825046777361421845853328704833984375	6.5850422592898108266334933347252444946207106113433837890625	-18.446857380314267248416680599775602375678274681658	-18.446857333208384019477416343867157261907281024254797714726282162945896715170171	142.71471500564090516143632372470126661637115351562	54.314710062961544156322346523693967762953200712629	142.7147150056409051614363237247012666163711535156250000	54.314709430985050688924379085347313179822222374183535788383044255039903062267596	-0.00110672328822399115894163718122121252	-2.8328394970491065750909288269637759751627416800917E-11	-2.8328396634539014107824304313381267099943190415747248152004699451592544943535125E-11	1.664047948356915016043743507348315773614830248152004699451592544943535125E-18	-0x1.f28a46bec13edp-36	-0x1.f22d4094301bep-36	-0x1.f28a5a8308257p-36	-0x1.f22d2cd3327e8p-36	true	true	true	true
64	D4	U07-0000000100_S08-0000000161	7	100	8	161	ad2b2ef9eab5c7cb4a5ab6189a80721a830c1e5f206eaacfea03981001bb4aab	73913208774c081abb8d8f9bb22437ea6718c7da7141e19195b0a31259599d1b	4e8ab35984cc97320e8d4c426caf00e871281aecc26d317f78ba4d2b7ad042a1	0	982	9c6083388fc1a201f4874f13a51487848567a7e5169a046a071056ae869a0866	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073906223878575871832907751013408415019512176514	6.5850148009667131693278818715953093487769365310669	2.407390627366219393312718466404476203024387359619140625	6.585014805047115282743419584221555851399898529052734375	-18.444912716909620375797346489234371599492178518619	-18.444912669808186696707874232563452861873457839899255090152784960449762651772603	142.88491633451535948859388293886148815434226591797	54.318491907850262142367991768283469030977864908350	142.8849163345153594885938829388614881543422659179687500	54.318491276096447682463173687187078198251466815136151812378171422029264581979287	-0.00110672328822399115894163718122121252	-2.8415409403843318059561333383029362791756986525790E-11	-2.8415411072736666719754636616227564642168264853721903620575988391082503260856018E-11	1.668893348660193303233198201850411278327931903620575988391082503260856018E-18	-0x1.f412428a20336p-36	-0x1.f3b5066cc3362p-36	-0x1.f41256545846p-36	-0x1.f3b4f2a5d4f41p-36	true	true	true	true
65	D4	U07-0000000100_S08-0000000162	7	100	8	162	f7c45f7ec625807ab4f1c08d2652f5f92cbfc859611083e24b05d78c8c0fca59	766cce22f888fc416782f95be6355c3bea78019bce39ac63243e2f549c2174ef	57da314b12be2e8078b5d53521c90c9b3ca62d299d6915f847a22336b13caa56	0	1009	d6b44111bbc7cdc14d19ec806a95f36ff80a6d2dc6e21bb973118f3b47c6fd9c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073933883464132404972346535032556857913732528687	6.5850175216599478172918580298755841795355081558228	2.4073933933245124268396342159803680260665714740753173828125	6.585017525740121620281275482966520939953625202178955078125	-18.445048410024791245996796563793305165539481348395	-18.445048362923180260409753139240360132116213396633110112588107350267530768799552	142.87269906213752312678009033776763993645721464844	54.318475786482822439266729427139110446999305956579	142.8726990621375231267800903377676399364572146484375000	54.318475154715534299309366755969296827930061624811576140215764047669333512129863	-0.00110672328822399115894163718122121252	-2.8409133012098359697116968775300634829659326546537E-11	-2.8409134680635265487997006779370969143239315516817290242726376681464834512931036E-11	1.668536905790880038004070334313579988970280290242726376681464834512931036E-18	-0x1.f3f5fc69a1412p-36	-0x1.f398c42d32017p-36	-0x1.f3f610335cc63p-36	-0x1.f398b066c0b1ap-36	true	true	true	true
66	D4	U07-0000000100_S08-0000000163	7	100	8	163	e3ec05a667a13085aae8940400f9f529cfcda902487101a2b7f148a57d78b028	4e7c3d10a3d29973a30e7a1af720a2707b2532fe3511ad3a8b6a27c69ba76755	b54d761fcbad38be80dd41dd14be4ad31ece846f91990f0c9af768724bcedc48	0	977	98a3bbf8face8d9ade8ab83a7295051944ad3a114a8e90a07dce8f5d0a30ea17	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073961525035398947847120609822013648226857185364	6.5850202407876036805878250390833272831514477729797	2.4073961574813765966485146208242440479807555675506591796875	6.58502024486754931886789421469075023196637630462646484375	-18.445184107261936006084171783860252226206145200780	-18.445184060160147943945673661488892267074075715921740554712981399444718374347874	142.86047830898110910087390427360671634998988798828	54.318459047892350546869083519423428702880560103060	142.8604783089811091008739042736067163499898879882812500	54.318458416111607215138512571512366025566803391564885161571336548317841227006809	-0.00110672328822399115894163718122121252	-2.8402857312630977896414294093170598769918042560652E-11	-2.8402858980811463654195762930621092714645218296508500724384989734010591388027500E-11	1.668180485757781468837450493944727175735856500724384989734010591388027500E-18	-0x1.f3d9b715784e3p-36	-0x1.f37c82b9f1991p-36	-0x1.f3d9cadec6272p-36	-0x1.f37c6ef3ed9bbp-36	true	true	true	true
67	D4	U07-0000000100_S08-0000000164	7	100	8	164	ec52c7f0ea803b9877e240226a1ec69e7399feeb90e0121a0f0199367e095cb7	e8d172ff126649467849576128d3fdcffaf2517595a3c048fc5c29dfd0fc1353	bb01b2da20efd096cb37cf199fd4bb78b4d4394003bf552859733827a8fe974c	0	974	9431267c9602b00f14c7e34c18b0b1a5676d33716be202d130cc6236b34348b2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4073989148589909417563781346416362794116139411926	6.5850229583494593044168397000248660333454608917236	2.407398919836565308327802625854019424878060817718505859375	6.5850229624291769132959917243397285346873104572296142578125	-18.445319808622641509032525440774415694657907603069	-18.445319761520676522051799540749170851497629113401225954432695956821259652062603	142.84825407504611741087532474637871739494028593750	54.318441692007352447332174347261734741928981954079	142.8482540750461174108753247463787173949402859375000000	54.318441060213171270754023407245219296720723615023994462673754593831713522393659	-0.00110672328822399115894163718122121252	-2.8396582305374441556305142646639149343083252213317E-11	-2.8396583973198532941428936170572064859182787815123564830657680164285703819057862E-11	1.667824091385123793523932915516099535601806564830657680164285703819057862E-18	-0x1.f3bd728da6b7ep-36	-0x1.f3604212f60dbp-36	-0x1.f3bd86568e588p-36	-0x1.f3602e4d57871p-36	true	true	true	true
68	D4	U07-0000000100_S08-0000000165	7	100	8	165	3e510cdb8d67aa10cc08b04c0c12343bfa26b11ea1d41d0c280d824a1850cd02	035d78fc8220328cbd8504d8b9c98afb7fd17310ab55f3177029055becfd7397	560381707e9c2ac8087d0381dda1d8a21c728070f1f11375b4e795d02ae7880b	0	982	ed2fbf97c2586e77b4bafdb86c4ae5fd60f2c77292dd9eca1f2063a5d3101dd1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074016754125197870006758193994755856692790985107	6.5850256743452933103077917564860399579629302024841	2.4074016803898319709353881279412235016934573650360107421875	6.58502567842478303550279861156013794243335723876953125	-18.445455514108495087561576465639316186606842236331	-18.445455467006353405086433580597573880490734052693087163525763596856655201080261	142.83602636033254805678435175608364307130840849609	54.318423718756309985524675913579943345886810238939	142.8360263603325480567843517560836430713084084960937500	54.318423086948709472976113202469780000231328627769342332735693015608239319528241	-0.00110672328822399115894163718122121252	-2.8390307990262019310297350733832876074169781462149E-11	-2.8390309657729739175728938489530254889366521264184435559745311470049534531751486E-11	1.667467719865431587755697378815196739802035435559745311470049534531751486E-18	-0x1.f3a12ed22fd39p-36	-0x1.f34402383199ap-36	-0x1.f3a1429ab10b3p-36	-0x1.f343ee72f8ep-36	true	true	true	true
69	D4	U07-0000000100_S08-0000000166	7	100	8	166	614ad759fbbd796dc787b0a8d4aa2a44c3e9fee22fb41b6fbf499cef84510c5a	d219c3ab637ad83208cdcaa0f0001c0e19644026301111b4e3853da93da78288	17aa86d5c1d591ca8bc65b3f922941e17af550f888085f363397e2340bff75a0	0	983	cfeb51b15d5a5c2419296813d81bc24cbc4f76a9fc7a7a9f2a1f8e3448c9a48d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2.4074044341638798708005175797097763279452919960022	6.5850283887748844446896612225827993825078010559082	2.4074044391409300143458427356790707563050091266632080078125	6.585028392854146421508954034607086214236915111541748046875	-18.445591223721084917822608717508221654737172707131	-18.445591176618766690963766336264556842949713396828354813642026177634650403776751	142.82379516484040103860098530272149337909425566406	54.318405128067686233711950939666656761204778387109	142.8237951648404010386009853027214933790942556640625000	54.318404496246683752724329569705365903093124833271003030376836851602952639024183	-0.00110672328822399115894163718122121252	-2.8384034367226966404238876974987331648927310528060E-11	-2.8384036034338340425916381179489861621021031794694683586723719457225728796713811E-11	1.667111374021677504204502529972093721266634683586723719457225728796713811E-18	-0x1.f384ebe284d3fp-36	-0x1.f327c32a27c19p-36	-0x1.f384ffaa71b9p-36	-0x1.f327af65840e8p-36	true	true	true	true
