ATTEMPT_INDEX	SOURCE_CELL_INDEX	SOURCE_U_OFFSET	SOURCE_S_OFFSET	SUB_U_OFFSET	SUB_S_OFFSET	ORIGINAL_PARENT_DEPTH_DELTA	NODE_ID	CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	SUMMARY_SHA256	C1_ORIENTATION_UNRESOLVED	C2_HULL_ORIENTATION_UNRESOLVED	EVENT1_CHARTS_CERTIFIED	EVENT2_CHARTS_CERTIFIED	HOMOGENEOUS_COMPUTATION_VALID	CERTIFICATE_PASS	PROBE_PASS
75	161	10	0	0	1	5	U08-0000000212_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17375	ad4a15248b19e942d90524ab3eb4a6065c09b163022ca5949247b9fc2a8d8abc	eca65070604793bd5bf18f0e60d74cef90349aa160ccc9d03d42bddcf4a38a2e	b2112e1be5c5735c98fd4b91647c63203ae077a38bdd4f7d6ffa267ae929091f	00b12558587dd8967ec8079ecd0bdd3f1cdff0a9db0f94cd7377eeb691133391	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
76	161	10	0	0	1	5	U08-0000000212_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16676	ad4a15248b19e942d90524ab3eb4a6065c09b163022ca5949247b9fc2a8d8abc	eca65070604793bd5bf18f0e60d74cef90349aa160ccc9d03d42bddcf4a38a2e	e0491d1ff653f3bf497aa3536b97b7733bad8a2cba0af3ab22fd3e609aeb1003	7ceb9443a71f183faddd97aebc58549ee1ac3744d06ad172b18254a63240dc25	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
77	161	10	0	1	0	5	U08-0000000213_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17391	079d16ec66677143014c688eb17a5794b9fa6fdb1d3f66e22ddac84f00c27913	ebf4eb8ceb3f8fe3c04ebc860af95f4abf32dbf6adc56422ac9a738bfe4f745c	f958e803732486709ecaaa1561f9416adf6700ab8eb8462a2621ecc00140278d	9a32e59e0966eb06a680397cfd79abfa3b89335f14a3d8b0fce888764560eeb2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
78	161	10	0	1	0	5	U08-0000000213_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16700	079d16ec66677143014c688eb17a5794b9fa6fdb1d3f66e22ddac84f00c27913	ebf4eb8ceb3f8fe3c04ebc860af95f4abf32dbf6adc56422ac9a738bfe4f745c	dc043b33ab198f0667905e41c5205e14182dc20d785d0fbe07d718679e3db872	32753d5bef3c58c91c3360f747d1e532d82114eb3d5feb81774522d8b0b709d4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
79	161	10	0	1	1	5	U08-0000000213_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17404	0d1b426579597b3f3c7e0fe0ca928c3added4b722f112f9f6e47af342541382c	54ed2cc7b45bc48e3b97753c20725d2a18447aa8207667ac0cb01fe812000e80	1f0126c1a74f3b0ff284be448f65e46b367ed192782c5634b0e19eeba201299e	7cff037deda7ea0669a2b889b82310d6da7ae6ff8ee6ce57a5e046287bf48152	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
80	161	10	0	1	1	5	U08-0000000213_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16682	0d1b426579597b3f3c7e0fe0ca928c3added4b722f112f9f6e47af342541382c	54ed2cc7b45bc48e3b97753c20725d2a18447aa8207667ac0cb01fe812000e80	b6e1e232ea9ed1f4e8b3fde693c44182fa60c3777db9468ac9e76a768024c2b7	8946c82ad5b4ee590749edb869ca3394fee9a7b5412372820cae91374129cac5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
81	162	10	1	0	0	5	U08-0000000212_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17408	e3476e7115862eb51573155b056d4e9eb2bac753ea7aa8274babbc074c3e213c	26b9aa28b89c3194c9b12b62c72b3552923855c1d9a8929fb687099d48d75693	44502dd8b0e7c6d3d39a5c669cd9cb7f30917035d70ab47ae524b1dea6d994be	2f9a09f61477716e8606a86c81ad1ea76536e6240a8820ca812c955f54de4d2f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
82	162	10	1	0	0	5	U08-0000000212_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16700	e3476e7115862eb51573155b056d4e9eb2bac753ea7aa8274babbc074c3e213c	26b9aa28b89c3194c9b12b62c72b3552923855c1d9a8929fb687099d48d75693	c976115204cb0002ba05901b7fda2968f7f03d7a2c59c5da8bec01cbdf48b50e	e1824c5bd25df21090b2a20badc6a324303cc1f22b47cefbb31d57d776a91f21	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
83	162	10	1	0	1	5	U08-0000000212_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17412	b04e21a733464500a5296ceb97efb0bf1da32d56ea388e5d040f70da89f2e212	face40fa4fa6b2031d91c2df80889dad7658beca95efae3d63211f1d0a113252	e6530eda0acbd3102fb10420ec47547747bba06db0db38f62a8fae815615b350	eac56c5a076b49b5928d1283e009195bf55246f5bfc7cfd4431edbf985e300b8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
84	162	10	1	0	1	5	U08-0000000212_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16710	b04e21a733464500a5296ceb97efb0bf1da32d56ea388e5d040f70da89f2e212	face40fa4fa6b2031d91c2df80889dad7658beca95efae3d63211f1d0a113252	ecc5aa221bc27504cf43c573f7c9e722554c91761636e508260a59edcf219492	c6ff9847e6e212b402a44246482e97943d5fae9b3daa80f539ea9151ad9ee3f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
85	162	10	1	1	0	5	U08-0000000213_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17407	007ff5f70cb2b1d4b87889c52cdd0869e739420bcb7f96024ec7d26bdc11c7bf	caea744f072071aa7911b3ae1e29540c9b6d1df22e6f15b45e53a6a989c62d1a	ebd10b151afab7a4046f6286dedb1e0204d390f2f2e16f1ec94b989f4105d612	bfde6200888fef51c93bfc5671a612bd9014b21992c42182ba99579e7e4934a9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
86	162	10	1	1	0	5	U08-0000000213_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	17104	007ff5f70cb2b1d4b87889c52cdd0869e739420bcb7f96024ec7d26bdc11c7bf	caea744f072071aa7911b3ae1e29540c9b6d1df22e6f15b45e53a6a989c62d1a	d059c0e85d7c837824eb6671ee20af60dbcd0ef6eae15d1e96c3f979e525cf09	90b9f5c1e499603b565891e0aeb9f25c3b449c8454a56edb547ca834116ba4d4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
87	162	10	1	1	1	5	U08-0000000213_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17452	0380e2f94421ae46cd715e0ee60d8d489b21b10ca58f983a11a84cecc7c19388	83ef8549ce3addd3f925c0cd183fc387353f1a628f3909b6cf821c992bfab203	cea7143bbe547b65ce547a1ddebdd21f7f0da74857e7d7ad367e3ed2bd897dcb	090a09718f4714030ec83af45ee20c3b6ccd60812dc89d5a198a523261d728ca	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
88	162	10	1	1	1	5	U08-0000000213_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16734	0380e2f94421ae46cd715e0ee60d8d489b21b10ca58f983a11a84cecc7c19388	83ef8549ce3addd3f925c0cd183fc387353f1a628f3909b6cf821c992bfab203	d5ddc7f4ac06d4bc7e2142e71f14bd6450698b3f8f694c31360d27a2fef887d4	841a92bf4a29c05088202c0455710b672f8515e84206ceb47be5f01dec557ab2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
89	177	11	0	0	0	5	U08-0000000214_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17375	61f582cf36d0ca994b274352293fa6e30866f28062c45df3c4519a967433dbe9	dc46aa5a62e96e043a09bf9d6463413d47fa10c31ff372e46ad84946b47e8904	71b013bc29ae9562c75416dbfbcd0d46df93efff7f6eb5af69494a6c74743cc4	b9ae2a9b57bcd56b32b4bcbb8043a3d9a647415ae358c443eb267edf8e20ca15	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
90	177	11	0	0	0	5	U08-0000000214_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16664	61f582cf36d0ca994b274352293fa6e30866f28062c45df3c4519a967433dbe9	dc46aa5a62e96e043a09bf9d6463413d47fa10c31ff372e46ad84946b47e8904	63ebf4ccea3a972395e31b2dd3994824898d66c2a5188ee4064933d4eb0c9f2c	24c36fdae406a24d87a812e4ecf2f31963df16553d8009cb76e210ea369ffcfb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
91	177	11	0	0	1	5	U08-0000000214_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17413	673849b083a4edf693c81c10fccafcb96b71e665a3eff62abe72447004f303f2	abf0a9f14205767d9f4cba3b285d17876c7cdc262488a9ab8f7f911fc887891a	f16f2044b34e9060373a48f2634689665cc7e00ee8d56caf3236fb3e9d3058d8	1db70b9152e5f3d6a030c9a5ea55ac20792d4c3464b04076044b215d387825d3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
92	177	11	0	0	1	5	U08-0000000214_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16718	673849b083a4edf693c81c10fccafcb96b71e665a3eff62abe72447004f303f2	abf0a9f14205767d9f4cba3b285d17876c7cdc262488a9ab8f7f911fc887891a	d08086d4f2c91c6ff6c3f013a2253aaa1f0ffaa1c4fe64bfb6689417342aa06d	7f7c357f7076c11e394b25b592dc7c8d106bf75aeddfde7c8bbd4b90fbf0adc7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
93	177	11	0	1	0	5	U08-0000000215_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17430	21caea9538cb68c246b6a32dfadc5bbdcbe6b941049cb4eea47ea01dd476814d	dd3d08f19addab32dbb7ad1b70a70afce3f55472ccdcc326524215173c5ec9e3	9d6c2112027a4f1e4c70a403882dc7d95d8a7973eba9e2c91b6fe8eb666b27bd	b1c77c56a9b0c2c775714d55566dbd148b121b3e3ebb9c0b523b0a434847ad2c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
94	177	11	0	1	0	5	U08-0000000215_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16659	21caea9538cb68c246b6a32dfadc5bbdcbe6b941049cb4eea47ea01dd476814d	dd3d08f19addab32dbb7ad1b70a70afce3f55472ccdcc326524215173c5ec9e3	075a4a749e1d245d2fbe2fa2f2b918150fada534800331ed1428da766bd14989	a6c59ecd309085e01ec82981df46ba4f51412979c76f3b470d22c7fec675b00c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
95	177	11	0	1	1	5	U08-0000000215_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17420	f70d3f8c319722abee020140819acc5eaf3662f344f441b06892aa3865d88a6c	87405305cf35391878050a75a5e46d13caece73f4b581f2e585e5d0bde0b43ab	5311fc5555c4f209fc694e9c65dddffcb4d43d4b00bc66d9c24ee5b384ee2a9d	aa92376e638f2963e9cde3113dad0afcc07af7eba0e7a12736e9f6b978ecc1a4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
96	177	11	0	1	1	5	U08-0000000215_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16747	f70d3f8c319722abee020140819acc5eaf3662f344f441b06892aa3865d88a6c	87405305cf35391878050a75a5e46d13caece73f4b581f2e585e5d0bde0b43ab	47657dc7e2e7749c475c3e426871a3a31e8f68884d48c61f3037ce2483dc4fb4	42795bd1868699ac0402c7ff190498cd2cee808266cbdd8bf4c88ec6fd95a219	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
97	178	11	1	0	0	5	U08-0000000214_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17427	7818bf8124c0698cf5d67f3020caeba5902e59d0babc58b01b6771bd2cd53253	2ad8282b4adc028922d012ed855251a617b142a65662a2f72c7c945f4dfe286b	8c4944f1b0ab8bbb1de5c2eef617a438f90a4a7f0db1c25461774dd2d72aa558	64eff5cd165721931650d9c95e6a31746a8031bd56a22b0c103514977bd075f8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
98	178	11	1	0	0	5	U08-0000000214_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16680	7818bf8124c0698cf5d67f3020caeba5902e59d0babc58b01b6771bd2cd53253	2ad8282b4adc028922d012ed855251a617b142a65662a2f72c7c945f4dfe286b	95612abf1ef0734eee38a02c2c5bc6a1b2b564ea98ef724168c4d288f497bc03	5a26d1d61378ac04e7ebaaa999419f22471ba1b204e79345ebf7b9a6fe878fe9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
99	178	11	1	0	1	5	U08-0000000214_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17419	8cb21a8995e34d2efdfb39d49846ac1f0851c58cf40103c9d15455dc8dcbc2c6	753c5ae683d8c86eb595552046e956151f507153a36cdc5d483f7c0deb0468c9	ac7d28499171efe7cc76034a5c900dec82ae8ae0f02ac46934a1da43ce4740dd	d3a051360e2b3e7e4cc9dbba9d6206010be85125d4288f88f904d21422b5c000	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
100	178	11	1	0	1	5	U08-0000000214_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16761	8cb21a8995e34d2efdfb39d49846ac1f0851c58cf40103c9d15455dc8dcbc2c6	753c5ae683d8c86eb595552046e956151f507153a36cdc5d483f7c0deb0468c9	e82e9862730aa4a8f06f23723741c84544aef48c8d4a544241a47091f796f2c6	c4362362857bcc59583b7f5285c0ea188f5abcacaf4d5185cdb8e807cfc169ff	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
101	178	11	1	1	0	5	U08-0000000215_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17394	0dc093999ab8fa824c615b0c5128f603949bba2e6fb7372ad7b6ac2b5f652fd9	703fb1173101b1fd8b3da9042499bf5c47f71dc3604913509287216eec5cecbd	b0276c6e3f09cad99ef0c5807056519da1d54a0b306a86e40bace36ca3593299	5f1d53964b44073a33400eb963ace3afa904181c5d17cce30f6918ce8977c988	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
102	178	11	1	1	0	5	U08-0000000215_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16672	0dc093999ab8fa824c615b0c5128f603949bba2e6fb7372ad7b6ac2b5f652fd9	703fb1173101b1fd8b3da9042499bf5c47f71dc3604913509287216eec5cecbd	216ecd330686a20c68f575d097aa6e28d6e59b6e951fa1f4007a9f65e010e111	147ce5b86e7091097c8d155011595972676cc379fecb1519e74d6c1f9f206325	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
103	178	11	1	1	1	5	U08-0000000215_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17411	78a2d78907b243ea7c59de828370d3e4d34f8b771add9595d43484ba2c1805f3	b0d66c6d9f15382603bb77a2bce8441a94d1fcc94f9eff9d397981b1d74a4413	49e42ad394514df5d4c930db5e85df1012fb6d454fefe3d99eb40621a9763a46	e84f7f97ec2e0a942e1b7507944dcabfd8d32921c8ddd1a37213c0cccb833099	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
104	178	11	1	1	1	5	U08-0000000215_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16744	78a2d78907b243ea7c59de828370d3e4d34f8b771add9595d43484ba2c1805f3	b0d66c6d9f15382603bb77a2bce8441a94d1fcc94f9eff9d397981b1d74a4413	091852d715d9fa5a9ad06c84a78d5f895b0bf575a8aef9999e38dc2a51d3537c	4fac92d1fb86bd59f56de7f2763657799e598853e78c8d55b07b1e776e6cb1fe	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
105	193	12	0	0	0	5	U08-0000000216_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17372	102401a892344bf95fafb781e4d6fea6799fd869a4c263660393cd8b98baebaf	62323d29263c2a1a8acffc6c55a04451da46085cafa8657cf748eb605b2f8d43	55d7bbe3919c285b029b89c4228f2642f0e5c5c40d296246e903837f9ee8f854	bed6741c02af839186a02ff17643aafdc8fed0a743e9ffeaca38aba7f4545923	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
106	193	12	0	0	0	5	U08-0000000216_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16675	102401a892344bf95fafb781e4d6fea6799fd869a4c263660393cd8b98baebaf	62323d29263c2a1a8acffc6c55a04451da46085cafa8657cf748eb605b2f8d43	3aed5da9ba2f51c1bad01f0c783834a2d33f68e3ecb40821f5af89f448c90dde	16b3b677f4c38997479069fafd7e3cd954ce6c70b379dce972e74113d5428311	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
107	193	12	0	0	1	5	U08-0000000216_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17416	3d0f3c79d8ba6953aa4b337e23271b628ae3db4c533a3ca1757809ccd705d751	a7eb19c153475235ff5a66ea40a744eff3922309aee496c884ebec84e509a829	274795f1b079897b5569693125bb2b030f89ed7a95ebad888736c02eea66bbe1	de3a90ed5a49dce89a4a63659eb649b0b02f83bb0965122ff6045dd285265945	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
108	193	12	0	0	1	5	U08-0000000216_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16722	3d0f3c79d8ba6953aa4b337e23271b628ae3db4c533a3ca1757809ccd705d751	a7eb19c153475235ff5a66ea40a744eff3922309aee496c884ebec84e509a829	cbba9acea70fbe23455dd442f2426841ca85d2f3c361e2bc4e0556906798be12	49a11ac6d32448dd3d2bee4da89a41491bdc0928402acce793130aca3e3d25c3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
109	193	12	0	1	0	5	U08-0000000217_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17393	e662f7474b8abb247e9b999050310358ef3ef66380836b7968229e950881b43d	a5b19f86d113f8483a5e0107a35c3bef82f5e61aa38ade52596c14f1d564ba3e	abee0268f4269f4b829b86cca8f91ec1cec56922a0a74f634e0a2dbfc5fbc7bc	aa0361c40fb2c16282ebfaf7d8d44dc528abbd4c55504db400f1e703c285a149	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
110	193	12	0	1	0	5	U08-0000000217_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16700	e662f7474b8abb247e9b999050310358ef3ef66380836b7968229e950881b43d	a5b19f86d113f8483a5e0107a35c3bef82f5e61aa38ade52596c14f1d564ba3e	98242a92332f8917eadfd2b17fb4e68e05c326f6a37ebc3d3d4bb9162d31a038	cb9e57d9e95c50dc3b5531d7c07b0b4a38d51776ba6f93ba934ce0e47b7a5c5f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
111	193	12	0	1	1	5	U08-0000000217_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17428	af166990a7fe5bbe3fb2b50018e2d6df0b9e16ead9b1a8669645eec5d84c19bb	e5c4de68c9a9a503e4a9487dd1063d13a053980e6cd35ad38cc7a25c11ed8e67	d6bdff67d37db21d0952bdef2b29874721eafb0281b71e838ec8af93f902f168	8b004da8ebcbf8dabf019b33f362cb5e43ac11328ce0cde0710fa1343b576057	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
112	193	12	0	1	1	5	U08-0000000217_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	17051	af166990a7fe5bbe3fb2b50018e2d6df0b9e16ead9b1a8669645eec5d84c19bb	e5c4de68c9a9a503e4a9487dd1063d13a053980e6cd35ad38cc7a25c11ed8e67	cc619ef8a78f86928b4ae9d814041608b93a8d65d5889840b3af6a42c161a440	7470ddc6ad1ced1adb59c50f60beaa008edca069094229e5793d0ce269c4b4f9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
113	194	12	1	0	0	5	U08-0000000216_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17375	62b2dd8b1845011ed9419ab9dd687b3e5078e1d16c15e968fead111d04a034e1	acca0d839ddb929123fa15a3ad8a9abffc10b16410d7400f9d973e78d06329d1	fd6645a65c8a8350766b0245cd5a8a95e427d899a225428a0cb0807d893b5dbb	6f7fe2924133caf64eb8e706ce54c7011c1510d90d83f250bc09531dfb4249a0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
114	194	12	1	0	0	5	U08-0000000216_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16792	62b2dd8b1845011ed9419ab9dd687b3e5078e1d16c15e968fead111d04a034e1	acca0d839ddb929123fa15a3ad8a9abffc10b16410d7400f9d973e78d06329d1	9b3fcb98f28836ba5389d44f65ce04a017ff6b046d9632744c91b6e381668db1	06f88e48723994037e46e84e78c7e4f59ac706154f3a98cba6fba743bb039ceb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
115	194	12	1	0	1	5	U08-0000000216_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17411	75fd241d5347592e4d381444ae42ceae4f74d1d4656c4389311a4835e0722233	bfd5c5ed9438b4f6aa4f113d594d7afcb1f365636b72c8f2d53794b07dcf82dd	838b64434aa5266f24668ab2120fd36b6428d3461289910e6fa34bc9385b420a	060bf5657e7a14836ae2ced9e345cd4dce89bc95fbf01ba7b3dfd59aed6441cf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
