ATTEMPT_INDEX	SOURCE_CELL_INDEX	SOURCE_U_OFFSET	SOURCE_S_OFFSET	SUB_U_OFFSET	SUB_S_OFFSET	ORIGINAL_PARENT_DEPTH_DELTA	NODE_ID	CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	SUMMARY_SHA256	C1_ORIENTATION_UNRESOLVED	C2_HULL_ORIENTATION_UNRESOLVED	EVENT1_CHARTS_CERTIFIED	EVENT2_CHARTS_CERTIFIED	HOMOGENEOUS_COMPUTATION_VALID	CERTIFICATE_PASS	PROBE_PASS
34	113	7	0	0	0	5	U08-0000000206_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16710	5f4f9b0e7bf8813e743da55b009d2767368d4a2cec0846fc224adff00477d6c9	46d22dbbb63f5b01291531f985ad9f51da4fee447813891a70606bebf7708d08	e06dc8dcedd459103e50f5f63603184573f3271f2a74977925c6aee17dcea3e2	6b56199618775db9e4a85fb22b2791584fb91429f4ff6bdbea35b64af35b6cfc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
35	113	7	0	0	1	5	U08-0000000206_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17430	17889dbd4628498682d812047164460628a1937867dbdda1c287b3b8ea24d381	3883d2b9a36ef5cdf734cf4c557a031d3aea330161fa743e6f13cbd536e95e9a	00a5586066233edf78732fa2b8335d5942220db59a42b3e1e83c2117fff129d5	87841c5825390b9c9d802fea76756a4b278c9ae574d4982d9a3234d26bc6840e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
36	113	7	0	0	1	5	U08-0000000206_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16732	17889dbd4628498682d812047164460628a1937867dbdda1c287b3b8ea24d381	3883d2b9a36ef5cdf734cf4c557a031d3aea330161fa743e6f13cbd536e95e9a	3a94bb43f22568600d605db9366215cb72aaafb2dfd01b191a714632caccfd19	9ac5a23a3344673a22d35259402300fb115d1caecd1985a852c9f398352daebe	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
37	113	7	0	1	0	5	U08-0000000207_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17391	42e382c77829d25cb48765d634d2b3277b26b8a3298674b52f00ce7a9b6c4597	5502ca719e5c09724261eba6dd572b72d038030830351597046e029bc5d32768	e705b04d0a410edd40c06981ac7c99634473f37e19e30fb223343faf4173d00d	8c9cbe37b4404d20044eb2f349055f97a0d4ea4fb2435651ede98fd7261ad112	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
38	113	7	0	1	0	5	U08-0000000207_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16689	42e382c77829d25cb48765d634d2b3277b26b8a3298674b52f00ce7a9b6c4597	5502ca719e5c09724261eba6dd572b72d038030830351597046e029bc5d32768	c893834d0d3a44385df49e0b1f00a6c07484ca4a5a7dc15f31692dca9a90e11b	f93878b687f23d87f7f8ab2846b0fed2cb70f8ad6a66eb69fc2d16082541b0cf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
39	113	7	0	1	1	5	U08-0000000207_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17381	bf562df8b83eae2a1bcec040ec5ec87995b9dc50d05c417fb66b45c09dd53531	e1bbfc9faa6154980cae7218a29152417ca5f9b93827dd3685594cdb4cf6bfd3	244276858d1682ad6432158cac428d0ddf7518a4869a4846827d094876148dec	4def9a2582b9898ca393d7adf1a414cf8bb9e9ec4f11687991ff26aea93df559	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
40	113	7	0	1	1	5	U08-0000000207_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16665	bf562df8b83eae2a1bcec040ec5ec87995b9dc50d05c417fb66b45c09dd53531	e1bbfc9faa6154980cae7218a29152417ca5f9b93827dd3685594cdb4cf6bfd3	6992359fb991abb9b42b19843ef6f0f3e4ce87fb28674e0a4c799b124c99612d	8d80d5c3d0e1792a8cb08ee89c29055115fa1467b4b504e4aeac11c590afc621	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
41	129	8	0	0	0	5	U08-0000000208_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17407	0b64a45d85bbdb782c440e088533e93da30d800eb5cb5d2176a7b9becef49d45	b343d2fe0203044029f706e4b794ca5195e84cc65e437c02df6e8545ce576554	ee3070e5295468bfe183773dcc850cab407bd72af2bc64bee8995b19f20f0e75	2968bed080e50246c4519243ae3e4f0f9326aad829374becfd9bbeec0c3d9afd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
42	129	8	0	0	0	5	U08-0000000208_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16702	0b64a45d85bbdb782c440e088533e93da30d800eb5cb5d2176a7b9becef49d45	b343d2fe0203044029f706e4b794ca5195e84cc65e437c02df6e8545ce576554	eb35d274bd1de69a3115922256acd668c92ddfc9a86a4de80610905e8db220fa	715f86e499653ccae9fe2460af8d21c6b5dded9d2b90220cf4c9e98ec823ed26	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
43	129	8	0	0	1	5	U08-0000000208_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17625	bce3a886bf581e19618e676e4a7117e6d06a845de2f5e2d20a7c0ff8337caabc	6e77a2031647bbba89802c9ac89131c3c1f4cfa0645d9584fee3cff662bcb079	850ea298a636f6640ee910ec6e4cd77c41dea7d00bb6aaf3dda4ce6b643f058a	8dc0c522482fdfa92aca181308840fdf033048712219a4552821b1b604444e7f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
44	129	8	0	0	1	5	U08-0000000208_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16700	bce3a886bf581e19618e676e4a7117e6d06a845de2f5e2d20a7c0ff8337caabc	6e77a2031647bbba89802c9ac89131c3c1f4cfa0645d9584fee3cff662bcb079	a5d7a2659b83d272d7ec88ddde77f7fd80e56f9dd5d1c4c81ab6364990e30bc1	8865e42a59d053c3ad56c068e006e495996193c10c22d3ee8b2d6e4d9b23cc58	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
45	129	8	0	1	0	5	U08-0000000209_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17396	14a9e2e46ee262099b9d56ad91e5b3098c76066a648d97c906b13d72057b5ccc	c14c52a87b6907c8621871fd36c58e1db2837829c4bb3efe0d68ab87b1737e60	ff40101ff2879ab0c7a8ae585cacbf9dbc651463dcced04ec0abb8a69059baff	fc4cafcbd87f83ccd259068471743279459334e8b6ca4a533ce787bddec0e4db	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
46	129	8	0	1	0	5	U08-0000000209_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16761	14a9e2e46ee262099b9d56ad91e5b3098c76066a648d97c906b13d72057b5ccc	c14c52a87b6907c8621871fd36c58e1db2837829c4bb3efe0d68ab87b1737e60	83ec1c88646383bdac83970528ae72b3686e64d6f4ae7b4dfa69a26667ae3751	ab8faf208d4c1cf3b96fce619c12709d159b37858b891d2a4bfa24bbaf360a08	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
47	129	8	0	1	1	5	U08-0000000209_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17384	f730b118877aaf7c94bb2e215177331af9fd29cfcc9944f06af036aad317c672	c74371f82f4e35a6ffeefdc8d73baf60ed9dd9ac632a193130aa13b2428313f1	7e12de95561ab8cb055c6280be3463dedf945d4fe4a7aa4c42e760c95ebeb5dd	34aa7844f96d9098c65a6c95634732dc96b27909def8a6be093acb766930e08d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
48	129	8	0	1	1	5	U08-0000000209_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16676	f730b118877aaf7c94bb2e215177331af9fd29cfcc9944f06af036aad317c672	c74371f82f4e35a6ffeefdc8d73baf60ed9dd9ac632a193130aa13b2428313f1	48e24f1cf6752bdfee8f229ae8c5c52902372450ac0639de3bfb49fd8820e20b	7a60d39e28971e9af5306f3a9b34d45299def833f2472978a0a9d6e661bbc71b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
49	130	8	1	0	0	5	U08-0000000208_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17376	10f3ffda5ff29ad791edfac120d824e678a8104529b5ac440f2bfda3dffd1df6	ad65b94eac6df36ff02b3fc37b5ae28f330771de97d33a2ef5552ad8dbb589c9	9bc91e52f8e486e198a94927725124171608e476e2766b349671fc2e09cf353f	5b7a5dc0315d04b9c912963819e6ece8a33d56561ace96116aabc671ad7366b6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
50	130	8	1	0	0	5	U08-0000000208_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16691	10f3ffda5ff29ad791edfac120d824e678a8104529b5ac440f2bfda3dffd1df6	ad65b94eac6df36ff02b3fc37b5ae28f330771de97d33a2ef5552ad8dbb589c9	b4a7a58fe0887f337226831f7efa792125839e8058f871246757bad30c2ab662	52b04558b4cc1b059d0ff8db34b258417207cfa8ecd6b9de0366cddf0a88ac9a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
51	130	8	1	0	1	5	U08-0000000208_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17433	2170c040328412a2154f6ae7abf3489d8a42545ae77ab050078ab1592c756919	bc7f04b7567dae13f2876cafde90afaa01a1847d36ae2dfb92499e0df2d3afaf	76470d1acdb89f253540a306b38d1cda6f471d901caf86937dcdc11227cf70a6	bea7d47ff8596a0efccc0c8a0fc8a8802a74c29f1e3e57e99f8b5e559c7dc8d0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
52	130	8	1	0	1	5	U08-0000000208_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16703	2170c040328412a2154f6ae7abf3489d8a42545ae77ab050078ab1592c756919	bc7f04b7567dae13f2876cafde90afaa01a1847d36ae2dfb92499e0df2d3afaf	dbc00087bd5f14c3a38d736a754a39a945d4d4da495f0c688e0e14241ea6a17b	64eba1cc79e54f08756d144e2caffd19af3268f635c47f869e756be2a8758d46	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
53	130	8	1	1	0	5	U08-0000000209_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17405	8ec009f66a6acf09158151f2cd71cf9230ee6862df2c90dbb0feca176c1925f0	7187e516e6d41fcef25daf16c1a62d4d0ee6c124211541fcd8b814a1d0d88732	9e861eea49d65b79695da17834718e950239bd1943ee7808169fbfb1f9bed455	59f148842b63174520921b9e29c208dedc9f266c38aa436706a02d171dcdeb02	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
54	130	8	1	1	0	5	U08-0000000209_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16709	8ec009f66a6acf09158151f2cd71cf9230ee6862df2c90dbb0feca176c1925f0	7187e516e6d41fcef25daf16c1a62d4d0ee6c124211541fcd8b814a1d0d88732	ec5db0e242b710eb8a6ab1c3bc6ff9ad61bf8d99814554cbe2c83c8eb95a3925	ced65ef093efc806e98c198303232598c88b41b9358438fafdff37e035b3d943	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
55	130	8	1	1	1	5	U08-0000000209_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17420	7374b9a56fbd143253d3b5ea1aca4bb4c210791167244ba918613e5d4f0688cc	1debf808d7e93ee42800c018b5a62619daffee21e7acac821311e5aea0f0b1b6	fac9ca4b958a8af044f79f291f8c2de19e91ac79901c397bce4fa6fbdb592eb1	7e726124e992a428efcf1181d8ea1147ed4db3edae4f586d56120cfeda92e8e5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
56	130	8	1	1	1	5	U08-0000000209_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16722	7374b9a56fbd143253d3b5ea1aca4bb4c210791167244ba918613e5d4f0688cc	1debf808d7e93ee42800c018b5a62619daffee21e7acac821311e5aea0f0b1b6	65d2941a739e68a0f179ade721d4080358ce577d6d9a7b1b6683ff1c972e522f	0512519ea9a3d1af73ee513b23fd93cb41dc4c6b03cd30b8c7bf51c660241c4f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
57	145	9	0	0	0	5	U08-0000000210_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17423	0159008eac5aa30120996cdabcaa3fb92f65a3e0aa5a773a647ee06c7b89e78f	4f31bb43621033f2937c6a648e24f326044fc70953ec7342966aeb1822b6744d	7b79f0c5d0ecd187e9198cad7df564acd3494957100804335239049f039152a8	ce25df054212a3ea6895165766f6e4caec158e2e7918f0f713758e11d8caa5e2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
58	145	9	0	0	0	5	U08-0000000210_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16656	0159008eac5aa30120996cdabcaa3fb92f65a3e0aa5a773a647ee06c7b89e78f	4f31bb43621033f2937c6a648e24f326044fc70953ec7342966aeb1822b6744d	85d120c6cf6d98cdc6968aeebe507e2122255cebd1e9a0cbdd724bf9580d24d3	7e57cf19ab7fca3013d81d458f4d5ff8e950964d57c371b6245c4bb19d39ce49	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
59	145	9	0	0	1	5	U08-0000000210_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17429	e3ab4baa551260fc373a32b24245fa439993de6177f4df9b51f2ba116736ee57	109fe9b1a348fa0a6e765b3ef9d381110d450af773de3202fef6556ab5b91019	10a93ef7ee11fb59d7e7c912c260932d9cfffcad09b31932218a0d355fa50f81	c12283f6c04ad321b652d99688576d90120abcf9ac740b398fbb9ed8cabd9452	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
60	145	9	0	0	1	5	U08-0000000210_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16738	e3ab4baa551260fc373a32b24245fa439993de6177f4df9b51f2ba116736ee57	109fe9b1a348fa0a6e765b3ef9d381110d450af773de3202fef6556ab5b91019	35a9923e25f908d081e6d1698228c52013b1b9e5520858583a58dc20641aa162	e319030b8723efb468c9dac70dd4536c7d7670dccefb8e65a00392df26bb1324	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
61	145	9	0	1	0	5	U08-0000000211_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17368	b89574026c36a96ce5398790d83916895ea58ed3f08fc21e3dcad6e41ea5739b	9989ba724934134714074afcc9411aec28b94f31a29a12700b6187667830b3be	3a0f0832d36e46eddbdea726287b493f026d8ec8d0c7c17c3243525e63b03758	8644c5ad99898579cfbe70421dcc60fbce50e9c81d41087ce2109fe629c7a7e8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
62	145	9	0	1	0	5	U08-0000000211_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16708	b89574026c36a96ce5398790d83916895ea58ed3f08fc21e3dcad6e41ea5739b	9989ba724934134714074afcc9411aec28b94f31a29a12700b6187667830b3be	5691d4fbe897d76c954393065cc518f8a4a7cb4fe986bcb577a64262ed22521a	e89d9f2f7fdfe1ea334226b32d5333cca2ac28bc40bd4f7760eab234e0d87210	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
63	145	9	0	1	1	5	U08-0000000211_S09-0000000321	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17405	e82ac2f72d1a1b1b85b6a178778bbd17784dbbf1f7455b44425ee9d1b564bfe7	05e8ac1e3796496e2b51a898b8e82de2fbcd94a746628f69e279304b86a28fef	579f16076cf6fa0d1b41d314a27498f2f78ee3108c894e9899c672bcd4d14dcd	792499db132704ad5784dbfb2862c09646fa0e7356792715103230ccddf65e31	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
64	145	9	0	1	1	5	U08-0000000211_S09-0000000321	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16729	e82ac2f72d1a1b1b85b6a178778bbd17784dbbf1f7455b44425ee9d1b564bfe7	05e8ac1e3796496e2b51a898b8e82de2fbcd94a746628f69e279304b86a28fef	8e984e81b42ddfd78dc4738bc7adedbd89293a268b5e7c2eddec601eb61b4047	eff25cb5a54ec83e563eaced3233b95cc9477e9956ba312fc858f7bd56bb049b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
65	146	9	1	0	0	5	U08-0000000210_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17371	9991bd062853884eb023142c0b4d8348d203e5d6570d89382d759adf05c7994e	b97502decd0a02c06a8656bd09714e17e443a20f0513583000ffd42bbd192335	f091f6865e08c04afced8f0979dc7c30c2cc3738b7181d7c50037a07c4c496e5	9a021b3802ab2a2278a31a4c04bdf0d7d166814dbbe72b786aa8f49e833aa088	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
66	146	9	1	0	0	5	U08-0000000210_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16679	9991bd062853884eb023142c0b4d8348d203e5d6570d89382d759adf05c7994e	b97502decd0a02c06a8656bd09714e17e443a20f0513583000ffd42bbd192335	d939d0ad88ad210d556985ed89f63888bf5e294c64d25c00b10e63c5a5f84273	601d86ddab639a663fb3ef278798e3f1d9704a25830649e79b08efe2c7256ae7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
67	146	9	1	0	1	5	U08-0000000210_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17447	6a9ca5c1b0effacae24f4db602677f5a8cf38207faa34e1101040400aaaccbb0	0a104b7edd5b44646740802fecb4fe1e3de567dcc0f0ad26b668ff3aef7cd8cf	6b30c241b0540b4a0c8af5d482a485fe5517370ec1d04ef64c11f0455c12c621	97e36b47b3622ae3d1d506bf466110f03a6dae557ddd874448d97385d7f61aac	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
68	146	9	1	0	1	5	U08-0000000210_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16672	6a9ca5c1b0effacae24f4db602677f5a8cf38207faa34e1101040400aaaccbb0	0a104b7edd5b44646740802fecb4fe1e3de567dcc0f0ad26b668ff3aef7cd8cf	f8170471a2ee1fb4cce27323aa5f20372194b2f0196dba2bf9ee0cf8e6e979f0	ae71ced7f568dacd2129ff85087bc639bf8b5b76040694880c4703108e11461c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
69	146	9	1	1	0	5	U08-0000000211_S09-0000000322	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17387	81ef18fbea7f994f5e40f1cb6b6c96a539863553727ac3904adab6cdcb67e3a1	125fc541ea57423e079f61e3aebe13c9c8dc8b30f33611d6e96cc6f551a921e2	967a29b51657d4273468cf46289b98093552c02a44e3fed1bd73bed3d68ef77e	6f8d8fac364036ee9bec41d6e209305528cea431c310f3ef8cf194ad3441173d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
70	146	9	1	1	0	5	U08-0000000211_S09-0000000322	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16721	81ef18fbea7f994f5e40f1cb6b6c96a539863553727ac3904adab6cdcb67e3a1	125fc541ea57423e079f61e3aebe13c9c8dc8b30f33611d6e96cc6f551a921e2	4ff1260944c5ae36231765a8220c7f40602d77a5ca0158d97755ce2ccc875218	73b9c0d120a30b7277b27bf0b3510b9e52da180acb9e1efc188a77f8f61e945a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
71	146	9	1	1	1	5	U08-0000000211_S09-0000000323	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17442	fc4f3adfe1dded857c11239e6a9ae8fce724ac6f2b46d155c9a926bbdd5c883c	bf5e4d5efa2da0c97e2cdf9233ac7b589be632c7d91c6dc9b01a9caf4c3171a7	4d2d5591ebe0b3443794de50c19fca2e0218757536eb2fd0b5a41b1ea0a6d252	7d570baa804f329754989612654855dbb2354dfe3d6f138ad4589f75b9b01363	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
72	146	9	1	1	1	5	U08-0000000211_S09-0000000323	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16730	fc4f3adfe1dded857c11239e6a9ae8fce724ac6f2b46d155c9a926bbdd5c883c	bf5e4d5efa2da0c97e2cdf9233ac7b589be632c7d91c6dc9b01a9caf4c3171a7	d1da384f890a84280be16be5922e2b01ea82ddd6679bbdaea5f09621e9ed59e4	4dcee279bce585703159ec99b4a2e99d641ff5901384f8b1d7d1a26a9d05cd63	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
73	161	10	0	0	0	5	U08-0000000212_S09-0000000320	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17372	b64aca95e3b74cbb80770f1d055cba60a425205f80c385cb8da05c4dad669748	1e013f217281a77738fee3153b37bf5a4676f4c00db36c227152afe074255931	a78c19743c26fa08388c20a1a35edc1a2575b7d5e282e45f1c23105a1c643376	73963a27383c0c54b367233790cc904b099d15934fd9532114a0d60ff1bf6687	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
74	161	10	0	0	0	5	U08-0000000212_S09-0000000320	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16675	b64aca95e3b74cbb80770f1d055cba60a425205f80c385cb8da05c4dad669748	1e013f217281a77738fee3153b37bf5a4676f4c00db36c227152afe074255931	7dd967559180889245eba86f26c758d62b3c3a089c88eef44590fc8523970394	11a6360ae7f581ef05e17376e53ad33e58c1d32b5d6e67be3879adfbef11c508	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
