NODE_ID	WAVE_INDEX	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	INPUT_SHA256	RC	STDERR_SHA256	NORMALIZED_CLASS
U02-0000000000_S03-0000000004	5	2	0	3	4	7eaf9b267dbe9b7f9968196b8185b0c4aac3336c288f27150ff60e0ce125f524	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000000_S03-0000000005	5	2	0	3	5	c221b62c82235ad5a9b1f0bccbe0b34be1016a4b9d73512ea85506f838b89d1d	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000000_S03-0000000006	5	2	0	3	6	8164cb69a4f4bdc08e3c63af1afffb1b96e5ab557ec28bf381fffbde3a90708b	1	1d3d255c93b60755d341dc28c38b2a30f88b9d0db16fdb1a90dacde3ea6b4918	H_PG_CAPD_SET
U02-0000000000_S03-0000000007	5	2	0	3	7	893ce0f9c1cbb1115a706a23710647d153d8ade753a4842bce6952dd51fd8471	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000001_S03-0000000000	5	2	1	3	0	0f00eace4d3f3529b84d91f4a26c4f9e8be0c1fbd5e726aad4478e425337bf46	1	83c8b0da6b306da1669a9b8e5adfc96fe8d8bb081e4fb2c0986037c181cd6169	H_PG_CAPD_SET
U02-0000000001_S03-0000000001	5	2	1	3	1	1cab72e2349261b9bc7849efd59dc4a9f955c54a9d1d59d6514350170f3f4619	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000001_S03-0000000002	5	2	1	3	2	2f986ae75ab9c122ac02e9ffa896e7c74a70a339e366765c9d1dd4b769b49f09	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000001_S03-0000000003	5	2	1	3	3	2bd077696294f8babfd249a316216237a278ae68afe70c0bb97a24229d96edf8	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000001_S03-0000000004	5	2	1	3	4	e5c70b386f7cfa6e860d6dfecb56ff44a615428bec533825f3e5e6cc8ee2b716	1	b50a8f36f2b831860885bf2f950e5098f4dd660b741cc7a843af5dcc5e17e3da	H_PG_CAPD_SET
U02-0000000001_S03-0000000005	5	2	1	3	5	98368a40c51d1226ca8b9debea0f8507e9d835920f9deb1d724769130ee95575	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000001_S03-0000000006	5	2	1	3	6	fb3718b31111015975769ec85639d0b98dc6fd187ed24e6a1684fa8a1b81a191	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000001_S03-0000000007	5	2	1	3	7	aaaff87d1b3ab4b4ef2e94fdf010613d86619e4e029f8b379831283a1c389944	1	03824fb5d3b767c4d8db89b604d23d91474f4844d42fe9aac966b3e6f9aaa59b	H_PG_CAPD_SET
U02-0000000002_S03-0000000000	5	2	2	3	0	3c0f2086b61279ebad58a9116493014e4eca86f7c9bb94779be0b2ae014750f2	1	13585601c9d4d2f75e59ed211699595271b692ba6cacf89a8a1aef34105a5f21	H_PG_CAPD_SET
U02-0000000002_S03-0000000001	5	2	2	3	1	be78b0dceb277ec4535d03fed4dfa882e2b56a0ed0a572c8160f174d4b63ab5a	1	e5d7eb9e6d808fecf25e9de3ca66c2ba0ab37c4bf51abc8d2afd0fa547ca3a44	H_PG_CAPD_SET
U02-0000000002_S03-0000000002	5	2	2	3	2	ab19acd46bf7b553485b2309d8f82c4d2ac9e54351262a8e7bfa7db878629ab5	1	fd8103e5ae2d35cdd38d1ec2bc2587d5b02743428b9182edf68965a132504d4f	H_PG_CAPD_SET
U02-0000000002_S03-0000000003	5	2	2	3	3	df8614ad1fc9fc7153737d3a77a0f8144ffa3270bb5e7824172f9d34dc305248	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000002_S03-0000000004	5	2	2	3	4	670a9c5cb8743beeda63cbf73dd3f7862fad8c9f85b1de4436d6b2811a3cd4c2	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U02-0000000002_S03-0000000005	5	2	2	3	5	742b7e67ee4c0697eb206eddefe69c84324df676d4240e67e86e5f9f2e9c0493	1	c49d16b3e3eed8b8c39dcf29296e332b8991afa7972d7d319bd12dc6e26d5b92	H_PG_CAPD_SET
U02-0000000002_S03-0000000006	5	2	2	3	6	b63575ccafecf5a3de8b05fdafcb4bda41b2c4e093aa49227f1cde2525f080c8	1	d192bbb955fad08dd09e7532b93941b881785dec3f6d6a8fa30e4ffb9921ec20	H_PG_CAPD_SET
U02-0000000002_S03-0000000007	5	2	2	3	7	426ee44f4c844f72aa0092736f847ad43bf5b88e29833d2a7c84046cc9061802	1	4f6afad6f705caeedbfef275b5efa8bf39f4cb200d0311fb38c10110cb88289b	H_PG_CAPD_SET
U02-0000000003_S03-0000000000	5	2	3	3	0	8f073cbc64b1eeab9364747bee56df3ee7beabfcbb7d517a6743a1e5cc2b25e8	1	6fd6a47296162088450389dcc7f36c003e7ed478ca8696c3a19903726528c06f	H_PG_CAPD_SET
U02-0000000003_S03-0000000001	5	2	3	3	1	f73cae4104ef7b74e46ec2fc6c7b2e3c4e746c6bbea83adf4fb431196b491b29	1	354f2d555dfa2cbb09f8e3716a0061661c4e14320fe1a79f5b513deac3301123	H_PG_CAPD_SET
U02-0000000003_S03-0000000002	5	2	3	3	2	5ac204689415690d412f5fc0f0ead93d334c39286ec4bdd932d1b0fd00296c45	1	497ac1c77594008f6682bff554c2a860148d9e3fa862a47a508e0c7950f7a966	H_PG_CAPD_SET
U02-0000000003_S03-0000000003	5	2	3	3	3	27beabb88ad2d0ecb60782452ad2b12c21fe0f411844a7614fa712c1bad27770	1	3d7efb104009771cfdb63b7b74eadaa5e466011512e6eaf228cad8987e84b694	H_PG_CAPD_SET
