NODE_ID	WAVE_INDEX	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	INPUT_SHA256	RC	STDERR_SHA256	NORMALIZED_CLASS
U03-0000000005_S03-0000000003	6	3	5	3	3	c14bb8026a17d01e4072d1e15ed199118b26dc5be6cb491781fe0c6c471a6c3b	1	7ab7bb620dfcb42faf05740a584e9f29669e89af52fbacd95d0e6426894f67c7	H_PG_CAPD_SET
U03-0000000005_S03-0000000004	6	3	5	3	4	b5dd498675a6d18a9ddd773d90225d23d7d60fbb4da87cc399e3cadf372231d8	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000005_S03-0000000005	6	3	5	3	5	c2cc6d35102c8a319fe7ca8c8946498671476d4109f44c1b438c59dd04a46cd7	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000005_S03-0000000006	6	3	5	3	6	bec68ab202a5d272493c68b0ac11eb30ad0387530e2c9f15b9b21977a09ab22d	1	11ee161373ffac83f068fc335235527520c9898f5d529c5bd978945acc9ee25d	H_PG_CAPD_SET
U03-0000000005_S03-0000000007	6	3	5	3	7	b15567bef5e4b882e402e764da392f23270e2ebb6ed2a9a597d30ac24b2696c2	1	2e424e8dc81e141ea948613f3cde8acb2be7e0b58c48e7e17133faa502f508df	H_PG_CAPD_SET
U03-0000000006_S03-0000000000	6	3	6	3	0	92e0cb7d4b77954f37e964ed517aa79a6d63e198c3d2b1a98b5d2b28edacdb99	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000006_S03-0000000001	6	3	6	3	1	2da33438e5d7bc80a590638b53bcc2b95bea662b6f89ddfb8b92373dd07960d9	1	206ec8d6e96517eb0c0859678f7e18e8fb16ac2611c2c7b1b857882c071e8a40	H_PG_CAPD_SET
U03-0000000006_S03-0000000002	6	3	6	3	2	e576f217cb31298f7ed4da56ee985151e0ceb66f3e3011aec9239983ebd6b061	1	b3a83e2e723a943bac15c406b06c8faabcc668707479f3f49aeae1c98fe5d77e	H_PG_CAPD_SET
U03-0000000006_S03-0000000003	6	3	6	3	3	1ee399ada22aff0b007c7648b1c510dde541785c2f1b000d144ccba3e3071411	1	27d9e8ade9f376c8c7619446c1dd05a1159ed81b6b78acc3b3094ac01a8446d7	H_PG_CAPD_SET
U03-0000000006_S03-0000000004	6	3	6	3	4	68db3581e39dd498eeb8d79104a89a44b1c7989ed9a721d8446233d5edd5ece0	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000006_S03-0000000005	6	3	6	3	5	b0fc9ac97a0ffcdc9bbf07be1c64fcdb25be3b39b2d59f6983ecda7641116a95	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000006_S03-0000000006	6	3	6	3	6	c2e49c8257619c17df5e17b6a916bf252faa2ef9a9279e1248bca3e219c64aa1	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000006_S03-0000000007	6	3	6	3	7	52249697fec694ee97d0d27802a7ed3c2d360fb42a0b6d07169a0ed001b899cd	1	e6d86b27642755d7f94f62a6b341cc56f82d46971e7e4bfefc3db253f472c4cd	H_PG_CAPD_SET
U03-0000000007_S03-0000000000	6	3	7	3	0	708e697fee925e16f2dd0c3974be63e9bc883ae9b94e6143d65a2949ce2e17fe	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000007_S03-0000000001	6	3	7	3	1	fbb39285a8bf97553a8435cda21467ca337f7de37cf12bd73abadfd187bef6fd	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000007_S03-0000000002	6	3	7	3	2	a1c558764766c7c5e6b30ec04bc450e74003e4e37e3e6632d1d9533ca18b2423	1	9e76a33564a03d02149e58e5ea9f615d2ee040ad67755d25ae852de7a21ea16a	H_PG_CAPD_SET
U03-0000000007_S03-0000000003	6	3	7	3	3	bf31b8069ad86378da2d401b9bab9894d9526f25e548d37d0b36d826d90ff0d3	1	f07e15f1d1d2d88ea28ee2225ba135f8b0436f658fb5f599264b8e236b93c6d8	H_PG_CAPD_SET
U03-0000000007_S03-0000000004	6	3	7	3	4	a3485a9fb346807036d6884d037f273687b47fd36fd4b5714ba63c97643a74fd	1	71fb6fd57716b6d5b44f4599f1664186a14d29c5d44800ccf47234a9249e1b50	H_PG_CAPD_SET
U03-0000000007_S03-0000000005	6	3	7	3	5	b886e8406b8d11ce0d5b1b215714bcaf63dbc0ca3e034a519c9431ec2f8d7b24	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000007_S03-0000000006	6	3	7	3	6	2980a035664d5ef822fec419cc94fa7b8d1806514c76b8d6aa6fcd2adf95935a	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000007_S03-0000000007	6	3	7	3	7	65bec8dafd814563de5673b4652bfdb1e214dbff5a3114aed60ea280fe508f65	1	75593e99baf4f8943832f185a126ef1605b78b5416ff43fdad6936e9ac5e412a	H_PG_CAPD_SET
U03-0000000000_S04-0000000000	7	3	0	4	0	6832c2bef3f9d0aad97f6c1a835f278df955be080156bc6130d6317696c6d5b5	1	09d14bdee938910c3c027ca6855bf1570f58b2efa8d48b47bd60bf4710477266	H_PG_CAPD_SET
U03-0000000000_S04-0000000001	7	3	0	4	1	446b5edf0da1f37d3fab8704ae750e363918f7eab90d321263b32cf8b2a4205d	1	c5fdc9db7de15f5b3d6540641abab3e4f9603bff7c4193a3827af8e6411eceb3	H_PG_CAPD_SET
U03-0000000000_S04-0000000002	7	3	0	4	2	53b9ea28a1452c896e74a46405615919ff4b8f3105a199f9c563e549478ba3e5	1	8034d6dba50511d60fe8f0aae6c255195fb9e598c64b3a1e375ef1ff2039c60c	H_PG_CAPD_SET
U03-0000000000_S04-0000000003	7	3	0	4	3	28baadc35ec31f026841c19635745131ab7493d36ce6db0086160496d0db3b6b	1	dba53d1156e85ffe0c60c24d998a2d80f4565c995582ffaac160b3f751271d6e	H_PG_CAPD_SET
U03-0000000000_S04-0000000004	7	3	0	4	4	eea5c635fca0cb3209d90f5ff65777b3e773dcc7b7a3a3a9803719c5e98f0b59	1	319f635ef7a915e5ff7f4c0770dccabb73ad7338711cd01f96032dbbdf12e465	H_PG_CAPD_SET
U03-0000000000_S04-0000000005	7	3	0	4	5	41024ed916b90bfd4162c6ee3c87ae8216b80ad64be65bb71793f2c9483552d7	1	2f341582ca453ef2cd712fb0237278445140148b9e6fd22b50dbaafb22425f82	H_PG_CAPD_SET
U03-0000000000_S04-0000000006	7	3	0	4	6	858cede2ab6ba013b17cc9479697b4804f8768bd6bf8b173a6450478e0080220	1	2d26d6583c7888e40546a1fb864e0e6cfd396b8d8dc29aa22b89ac9ea2af673e	H_PG_CAPD_SET
U03-0000000000_S04-0000000007	7	3	0	4	7	f10f9b56bc2971493e892084e8b44ed4f2f5ab21401dd8b461c5862e372f204e	1	d30d2652b6f0ac524c7c6b0170bafedcb4f4d0ee1e2b6d7cb4d3f045ffef8ec1	H_PG_CAPD_SET
U03-0000000000_S04-0000000008	7	3	0	4	8	7e5b7115234c78c3fa9b6726c3ea87a40872ec36e986e9aca32230cc59655090	1	8650109cf979524ca07ec33e5a4c48461dde81a658a151a17be1532918a6b267	H_PG_CAPD_SET
U03-0000000000_S04-0000000009	7	3	0	4	9	ac20f0b6103265fe22c6c6618f2a893b95949a9c81a6c3bf114165c600b278d6	1	53bbbd204fb632ba865e96ea93a62362728c567cfa644a33a0c450ffb8fab75a	H_PG_CAPD_SET
U03-0000000000_S04-0000000010	7	3	0	4	10	8ed8ae513607009fd0998242791dbaa30a13c495610cd7c6e273f33609b7f47f	1	22f7402dce553237637c78fca2812658ea3d61680d57671778a7ee598480a328	H_PG_CAPD_SET
U03-0000000000_S04-0000000011	7	3	0	4	11	898b4fce87489bb4e25e790190caaf2bf5095b90a63e856f4ea7a62bc53c7431	1	d32f7ce1f7b15d36dd8ff70c393874019615fb86fa94fd5101f164ea9ad2009a	H_PG_CAPD_SET
U03-0000000000_S04-0000000012	7	3	0	4	12	3b52222e7e66e24455d88154f70e0f28ee6de5e7f3e9ff0572a7d99e8f346c7f	1	7b269eaf95ebcb3e90b29f12f1115b26977fafb8619e62fb61ea6a13a67f55ad	H_PG_CAPD_SET
U03-0000000000_S04-0000000013	7	3	0	4	13	cc2b2cf25effdce56ba7afd46624b85a48580b87cf91b057c1ae72442f212314	1	76d9c885e2da4bde9251fdcdad744be798bdea06c45bb7e192fbb02d68684d24	H_PG_CAPD_SET
U03-0000000000_S04-0000000014	7	3	0	4	14	6b32d557aa0448a7b7c99a09bfb868a47dc1fc250e19b6c2560061fbd29e2b46	1	7036824abc1620fe78e50c6dc1eb1b3f018c285aa69023b4235953fdff964862	H_PG_CAPD_SET
U03-0000000000_S04-0000000015	7	3	0	4	15	77b527da8d3df398a3d78f14149f88581ae4348e7602a7e229d49406d1cda6ed	1	afa690880026ac79706bc3c087099958d3ff1cc074338bb80af0a1e6249b6c58	H_PG_CAPD_SET
U03-0000000001_S04-0000000000	7	3	1	4	0	eb6b756ebd530309c043104b103df1dc5520daa90fb7111fdd5a0ba20e7859d3	1	9652ed1615dd5028d0496b9f7f3e31a2d8008ea9bec0cb8e6ad476054dee49c4	H_PG_CAPD_SET
U03-0000000001_S04-0000000001	7	3	1	4	1	39def87af555ab994eb764241172ffd8a6ceca2c2868f5f9735de4dac5b56b50	1	fe1e941aaecaf0335d38192e6e8320b878987ba6b09bae641fd2f3ce5d37d882	H_PG_CAPD_SET
U03-0000000001_S04-0000000002	7	3	1	4	2	652775258a2def15310dc4aff2753f557b07ee8ab3ca4f4b099af4c5b860d9be	1	56a5c660ba61ba3e491c6126a7230f74ef22a3389c9a7fbd550d04a44b8b4afe	H_PG_CAPD_SET
U03-0000000001_S04-0000000003	7	3	1	4	3	02349245e1869f8fd6e9f07c391c495de20c18cbab08e5ad46bb441b00b6419c	1	4c4a7faba09e185fe3567e229ef6533b94de038f55171ed08342140d4e2771a6	H_PG_CAPD_SET
U03-0000000001_S04-0000000004	7	3	1	4	4	d94492d6aa97b9a7f0cc5cde812b0dd55e0774bba5c564d85e4c6a73175e5791	1	3f14d5924c9eaf6ab34516175a5204c6b715da30b5c3b56b10f17d0521f0c839	H_PG_CAPD_SET
U03-0000000001_S04-0000000005	7	3	1	4	5	43495a51e527bc949596f5116b1e147c906f454f7c35176eb4cd9f59a2dd6c8b	1	d52afff2cf5c6721855ac9a6772db455c7bfd91a1810fc7af24d2ab4180ee62e	H_PG_CAPD_SET
U03-0000000001_S04-0000000006	7	3	1	4	6	7281c4d1a3c63fc76f00d0c93fcb6a3fbd3028d6231146e72353d0d76f0e211b	1	c66d667c719a7478d3071823b8c6725e64f8a901ed4664e28a1e295eca961d3a	H_PG_CAPD_SET
U03-0000000001_S04-0000000007	7	3	1	4	7	4496a5e4e9c0e44dc93ba4f53441df9ad16d074c41da360ae6b77b0a738a936f	1	25e6696a60f8d4faff08da56eedec145caa74a3ccb411f483cadede2dd12b4d9	H_PG_CAPD_SET
U03-0000000001_S04-0000000008	7	3	1	4	8	1596db9f04ca7ad624e1b0b3cbf14c81b2f4e1d930ae3e64f5dd403a5d368823	1	04e559082a418497517b7b75f42579b0d3a0e5e45c01baa75218a3c7afe54a46	H_PG_CAPD_SET
U03-0000000001_S04-0000000009	7	3	1	4	9	728b14ea31a989ad735dd7fb358537bcf9a68aadcfbd9450cc5bbe6249939f5d	1	189fc873a32794c5b9a05fd04d8fff566bcbf8326e5c9085e92b2b843c97d575	H_PG_CAPD_SET
U03-0000000001_S04-0000000010	7	3	1	4	10	3db7b00b1d077abbc06feb5b5599c17ef37b056293532006d2beac386a777337	1	e965caf62606e5f2450b913c10856c3b693f9c38e37a9ae8109b8b2aa8abf7da	H_PG_CAPD_SET
U03-0000000001_S04-0000000011	7	3	1	4	11	5c7713b8e54823969d1cec0a63618aee4c0832ab70bd7ef640275c3d60b68cd2	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000001_S04-0000000012	7	3	1	4	12	0f8cd633da01dac576a94f30b4a1011fb811476d4074935c31a70864a0d48e0b	1	185451bff4af629cfaded3f97dbde64a813a089106ab1954f53a8b42f7135649	H_PG_CAPD_SET
U03-0000000001_S04-0000000013	7	3	1	4	13	65b2c458de54c183221121ebf7e10ebc78fdb6755f01c3264d38bbfd53354596	1	a5e6e5e71c3124e36738c58833bc191d7dc111a3fc4ea97576f10e14690acf99	H_PG_CAPD_SET
U03-0000000001_S04-0000000014	7	3	1	4	14	27f1bdc9f92ea0af3df97c53124094bd48ef54b7caadb8b097700965cbe481f5	1	061b6ca008560260386d7981237fbf374d1e329e5d32b69776b4f84d9b3694ea	H_PG_CAPD_SET
U03-0000000001_S04-0000000015	7	3	1	4	15	f91dbb0e1f48106c455217d2e70c5b02d4e0d4aeb264adf7c10e8810e4775e04	1	faa19a2de4de2e8f5822f109c4ab1d7a5ae953722c1ee816470f83b9bee020b7	H_PG_CAPD_SET
U03-0000000002_S04-0000000000	7	3	2	4	0	7c621978705d3b09d20df254f70c2040529d4a92263c9f8b29167eb1cb914460	1	a43ac027fc5fafae3dc9109b37e9bfb481378bfb3db4b9a0a5e16f9d15e64c66	H_PG_CAPD_SET
U03-0000000002_S04-0000000001	7	3	2	4	1	fa4ca806557361f43197068b066ad4f0b695b95d114c34705c8f0dcda6dc7958	1	40909e11f3c3d5d2ecdf895cb9ce6b876bcac83553cedbe2d0b0f131c4c9d38b	H_PG_CAPD_SET
U03-0000000002_S04-0000000002	7	3	2	4	2	32054111cca639392a13a312df4a9197c7f089ae79e2bf9fbab1f5a7bddbee1f	1	0cea521a8213916b666dbfd935b0da735c43d7e7266fb75895acbcb23fd3823a	H_PG_CAPD_SET
U03-0000000002_S04-0000000003	7	3	2	4	3	dd090d84b133906a54e82012cfd460bdc6f576865722fb140ecbb5b3e98695ad	1	9754180cb62b68419aac52cf906c6b2ec9cc217041063964c25789fc9b506ec2	H_PG_CAPD_SET
U03-0000000002_S04-0000000004	7	3	2	4	4	9fd01b634951bb6ad9b311abea2a8cc569083db7a891c792b4217b84f1703a8d	1	6f596225bff3b102eeaf5daf55ad8511131b72c63f710adc91863348328e72ed	H_PG_CAPD_SET
U03-0000000002_S04-0000000005	7	3	2	4	5	5b8900d64aa73ff4fd8eccd64aec5f6040f461f3f107b57b1173f5e365df213f	1	9b8c5fab68a985bcf0ddadc8487133c8771db71bb2d997c64ee82815b5640165	H_PG_CAPD_SET
U03-0000000002_S04-0000000006	7	3	2	4	6	f07450d559ed55704d93c30f966d2646b7aa4aa8127bd1b38c2e7b8713e5a290	1	5027306bb5c647b2c9faf498cf68955e4dbc26885784cef4baf6b1ac9d2c6504	H_PG_CAPD_SET
U03-0000000002_S04-0000000007	7	3	2	4	7	9923cd2ab645ee076455ebdd556aee4edfcfd599fd550b3eef698a27757fc4fb	1	4b3734a5713025763be3af4456f613568c40483e4ec2f21f6d8d35240c96fd5b	H_PG_CAPD_SET
U03-0000000002_S04-0000000008	7	3	2	4	8	d2f9bb23bd2013d38d880840076d58aa00f09a36e562a4c127c6bfdd4ab64d53	1	d5d25af4d988b29c94e945994dc8b1c9c6abc901a5f8f892083dcad1e0819765	H_PG_CAPD_SET
U03-0000000002_S04-0000000009	7	3	2	4	9	f8e30ae0a206cd6f048ab2bb017957eefa785c1cc5145fc9573b0323f5e2525a	1	dec8b5bc78089cbf3d8c0cdc06eb473754f127eb60f2d1f6527723642d05203a	H_PG_CAPD_SET
U03-0000000002_S04-0000000010	7	3	2	4	10	8573df0a468957a7faaea81267b26749263ccb2188f4dbf7e500f5e5af9ceaca	1	76e533654ab1f9827a5c46d0f5e10df159d87e504b489886c2b676c95c0f99bb	H_PG_CAPD_SET
U03-0000000002_S04-0000000011	7	3	2	4	11	fea9945c694258c00cd24cbca6a7c86ac5a62d1edafd7483ea3b4fb5baeb2695	1	e9e4b920b4f1af5f3b46149b2dea3e5859fbe7744543f1c57d39e4ef4546b59e	H_PG_CAPD_SET
U03-0000000002_S04-0000000012	7	3	2	4	12	eba843f0d7dbc2b8bcec54c3c476110983974932f209298ba7d035cba118c67f	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000002_S04-0000000013	7	3	2	4	13	4be1a6d1538d925b984de5717cb09ef325b7575baec2f18fd6b69b4e1cfc61cc	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000002_S04-0000000014	7	3	2	4	14	a4eccaa7c6ce4c6822be29b2fc66489d1717f464d606b5fd85052843143252f2	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000002_S04-0000000015	7	3	2	4	15	accbdfee7b2cb8b189f88e15cc509d2e37987a3816ba28100d14ac6dfc08bbd4	1	bae6b86a0f03eee2d4da13d0b76905dfecd21cca39c661fecebb0b187ee64fec	H_PG_CAPD_SET
U03-0000000003_S04-0000000000	7	3	3	4	0	d2e05b758746d7f86405fedf6bc89f872a43eae231646d345ad5d4e4b8a74a19	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000003_S04-0000000001	7	3	3	4	1	fb6ca046262c5f661915b0162bd07e5c212352daabb08ee1a85cc1703f7bacad	1	6913fd696e8352fd07a747c6be5453dda86a943a1019949ae09db75a04133acc	H_PG_CAPD_SET
U03-0000000003_S04-0000000002	7	3	3	4	2	8e0103a94d0bbef603086c33b0abefecf448b83383768ff7ab99c0dd1e1e2741	1	bfef8d20b8f6b7c7258469872effa51b2f667048ec79988b894786756e6c710a	H_PG_CAPD_SET
U03-0000000003_S04-0000000003	7	3	3	4	3	4d7cf8f7a0e62b0806c310f2a48d7cf0e5955dbe34b702493a7ecd8cff3d68f5	1	4c43d74e3b455f751e8727fc0b388c26c1d3ad5ea3e2a50ce16204aac7f685e9	H_PG_CAPD_SET
U03-0000000003_S04-0000000004	7	3	3	4	4	83c0547ca6f1cef012873655114c415574e4b77da187c941015ca87cd0d1e63f	1	068d8d4880c24f1bb2c90075b217829d12085ef6af4ddba2925566ac562d3530	H_PG_CAPD_SET
U03-0000000003_S04-0000000005	7	3	3	4	5	4a5e3853eecca78b7e7a1556926d7e66453b66a3cb0455c3f8917ffd7a6418bb	1	2b9ef9e3bc4b0814afef9aa4c23b441573c8ad2e1daadefdd42abff28b6fd75c	H_PG_CAPD_SET
U03-0000000003_S04-0000000006	7	3	3	4	6	4c0424ba864d7ff94a276a9606db4412bb3bd604c575b4a65f4cb91a6e3e310a	1	d1a2ec998006dcdb73b0a7fa2d989026c417c8c0c35f5fb90450248745015480	H_PG_CAPD_SET
U03-0000000003_S04-0000000007	7	3	3	4	7	ed730762bf0704a33f3e90beb8f1bb50fa753dc68adfde888732e47489292c0f	1	0a2fb84bbd627c903494422bbd1b508921fbc3e26664053d9a0cedb8378a8b55	H_PG_CAPD_SET
U03-0000000003_S04-0000000008	7	3	3	4	8	2363c026ba9c46382c9893a3b7c3c2311463c687ff2a3bb499231448895b30c6	1	e0adac0d2fdb09f723e73b5cf1a97af7f6e54511d0967d41f393f4944d1e82cb	H_PG_CAPD_SET
U03-0000000003_S04-0000000009	7	3	3	4	9	be00f5dc4c10df28d08498dcf0d20a29363656079a734f8a3f456040e902252f	1	52b39ad9fbef02849775b8650bb409600d10497d6968c19622f21e8b20d8aa6c	H_PG_CAPD_SET
U03-0000000003_S04-0000000010	7	3	3	4	10	59e6f48002330746dd69f80e1ad9c0d03a27c6eeeb722099c88722c62ce9fe0c	1	65170df92cf3334ee0786bee01028b0f2c36c92c201b2d4a60ce4bbd219444f4	H_PG_CAPD_SET
U03-0000000003_S04-0000000011	7	3	3	4	11	12234e3820c05cd4bb4b5052a6744e20cb3292a12e55a562c28c59c70d8abf18	1	3f68a8899b3b0ed2299f20926e9111ae3efd821814250816a17d91cfd48a0c2e	H_PG_CAPD_SET
U03-0000000003_S04-0000000012	7	3	3	4	12	5e6e6bc3a11826c68bbd81ce5ca1af5997feeb56fa843a25c30237a754ff14e0	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000003_S04-0000000013	7	3	3	4	13	da87aaae55f6a1aa0fd2b2dfa984310192d38faf19a78e4906ccddabad06eaf6	1	c3efc8a8895544c3fed4832da9d5a999b2d707f061f147130473492d23ace043	H_PG_CAPD_SET
U03-0000000003_S04-0000000014	7	3	3	4	14	9a037a7c1b34643a4748d27ca17d28383cee91183da3a12af18823be3f3ddf6a	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000003_S04-0000000015	7	3	3	4	15	aeb1cb0d4fda381bcf63c2063f3e29387f7a4259d50a8e50734c77490a98707b	1	9ed1adef27a087ef55e1bdf80b0adc29b9fbadf2c1aeca23af2e79c5bc02581b	H_PG_CAPD_SET
U03-0000000004_S04-0000000000	7	3	4	4	0	befd103da5d4892df2dec9e44ddacd9dd47de9f25afe1c08b6aa38c03f1c09aa	1	e51c693623584b24133082d7b385f81cc3816e5660b4dc4bb12a9a0c244ac4a5	H_PG_CAPD_SET
U03-0000000004_S04-0000000001	7	3	4	4	1	479d30f9a959bf298b444c093c456e6b78ef736d4a3e21908b14dca30b53e703	1	e3dc350816d5e608f27a51ec40de107def2f8fdaf031722c51a40daf7e8ffff5	H_PG_CAPD_SET
U03-0000000004_S04-0000000002	7	3	4	4	2	091fea7855a1365a9a39a748107ffc9286b47c10e3cbe182c8ee6b682635b494	1	e4387a823c70c09eedfb4fa3aed05ea125eeab027cae65159007b74c424c9191	H_PG_CAPD_SET
U03-0000000004_S04-0000000003	7	3	4	4	3	9ce61c9ae73c609e84dfcf6130aa0ec25553100dbe451cbf0bc5578b0161b18a	1	82280a4c2e891b46c05e6c58ba82923c200de50bad2f86a7b934546590fce970	H_PG_CAPD_SET
U03-0000000004_S04-0000000004	7	3	4	4	4	759f5f40badef2d4f41f080ddb847abd2f6917dae5d1257b34cd2c98a9ed13c3	1	3406369f1c669881508168ff53abd01a9151392cdb2e17908d6a1cb7827377d9	H_PG_CAPD_SET
U03-0000000004_S04-0000000005	7	3	4	4	5	f0ef382ed116b0c8e336469a23a761fd72a45fd26c12e57e52533016e9024b97	1	cb3a464b74314b2f66eeedfcaebf7601cb3bd7bc105b268576d75ab854323fc8	H_PG_CAPD_SET
U03-0000000004_S04-0000000006	7	3	4	4	6	336bc841c2195e16a3012fd483beea051c8dbf0bb8c88491fbde76192dbbfadb	1	374b40706b169cc11955934c7d24ed46d07eb34b212b7edd712c5898b998741b	H_PG_CAPD_SET
U03-0000000004_S04-0000000007	7	3	4	4	7	af7b17ad371c1294853405282ac51d2c9b3b058a5b1be05eee526f7325d463b6	1	7ecf9112de8f3c19a7c0b182f92d79286bcd36ba40d1cd483c0f855f3e9ced62	H_PG_CAPD_SET
U03-0000000004_S04-0000000008	7	3	4	4	8	49752d4dd68b5abf3f3e5f70822084c8cb0b1d417e2d0464013c8d76c8fd117b	1	f0a35c46ffd3d2f73141935aaf78c030d2a0438d0a9d514620e8d9d1e94e286f	H_PG_CAPD_SET
U03-0000000004_S04-0000000009	7	3	4	4	9	36f6c3bd61e84e745c5a11c78bd8adaeeab10ef45d7beb635fa5fe88aacb9698	1	64abad45acc861cd338ec8ebd7e90fe71ea501dafbd752e9c5768cb4025124b1	H_PG_CAPD_SET
U03-0000000004_S04-0000000010	7	3	4	4	10	9c77f565d3470e4190381c34608bc703b2f05313be0c66ed7896e8e38de399d1	1	d4a3cb206189d3967c0fef77a48c25006b5d6e825400ef84a093990db6405106	H_PG_CAPD_SET
U03-0000000004_S04-0000000011	7	3	4	4	11	7690bdd10583371f9adaf30767066faa29da70824ee594b5c2ecb712b77d50f0	1	89d159dfa1593f657f5587ad708cc5133c40ee1596ede8182d73240c7567fe72	H_PG_CAPD_SET
U03-0000000004_S04-0000000012	7	3	4	4	12	d18ead9ce2184085e469aee7429e88259291cdd3306c460fa973773b53540f94	1	2f508dd87f5cdbeec9ee16aaacaf3d05b145753955389eac6641da9a6c12a1f7	H_PG_CAPD_SET
U03-0000000004_S04-0000000013	7	3	4	4	13	4b08de3a5ec1cc5aa2d32a3cc66c395ee08f2835fd5cf9fd8dae49f05888bd5d	1	1eb9dc6b69cc81b2f2f91fb1e68b0e3b68f2299ae48acbacdfe0d4b6aa2a4a1d	H_PG_CAPD_SET
U03-0000000004_S04-0000000014	7	3	4	4	14	68d9fd08449443b389f8183d1135f61da157d0ad63b8cbbc35b8eea936fd2d3c	1	520b5b1b6193c052686a334429262780043e4ef63b8abf6fca71ede5157c0f6b	H_PG_CAPD_SET
U03-0000000004_S04-0000000015	7	3	4	4	15	f9eedecc218592dbdbae197efa33edc681fd9d385b27eea397d836c5c1bf98c0	1	0e4367ee4efb2f8e23e3e3ca3405f01d07ab70f042d896cbd5ca9383316f0124	H_PG_CAPD_SET
U03-0000000005_S04-0000000000	7	3	5	4	0	118b5289a4a2d07aa369c75ffd8371f9e664268b760f3ff3685dd3ad7834ed26	1	d9f892661557ea112eeb093b7e26de57c55fd42a49a1d921f07d102381f80f1f	H_PG_CAPD_SET
U03-0000000005_S04-0000000001	7	3	5	4	1	ac679c86d353e1be566275dfa01e05d2f58d9579b27a3bedc1d05da24081f6a5	1	080b56d8faad7a093dfb8e80c478c0b7ad4db479fc7df46928bbc73e54159882	H_PG_CAPD_SET
U03-0000000005_S04-0000000002	7	3	5	4	2	db18e0b993194a3b3089c57ae2a1411ca156599d8c9e9748d7e3dda1c1f85955	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000005_S04-0000000003	7	3	5	4	3	2710a0a526a62ecd4f86517baf2e6ff3c4017aa01f5980c44579cadf0d6354b7	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000005_S04-0000000004	7	3	5	4	4	8c1916afef53bfa49e30b7a832ec54f1c3ac42c017b74f71bf4431202a1c2ddc	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	H_PG_SUCCESS
U03-0000000005_S04-0000000005	7	3	5	4	5	6f0e4a26992ee57c3d02b475f90132884363eb17dcbd2084e6e27918c900e146	1	1c7872573eb5fe972ed15d109485b80addfd6c93d578fbf8dae18dd19d664295	H_PG_CAPD_SET
U03-0000000005_S04-0000000006	7	3	5	4	6	831e83b168ead98f5a21489636a27caeb675dd2a3086dfd860f67b2cd4dadfcc	1	2c19537d73a2ebc2a1a117271a9d019f2fe07c61b1c912460e811295d27f6cae	H_PG_CAPD_SET
U03-0000000005_S04-0000000007	7	3	5	4	7	5ab21e00fcae80ce9901df3584434096801cb03f07bab724e16e4178c8188d86	1	f7813aeaa7f09a8ced1221f32a3e3dabba9f38c5343460649f8e1912ddf7f059	H_PG_CAPD_SET
