SCHEMA=sounio.cs6.hapg-full-source-cover-wave-contract.v1
RUN_CONTRACT_SHA256=48a43fd2fca36091681c05a691fa04bd25a36c62c88e36aa1378ade17fef5887
ROOT_CHALLENGE=31705580073156b4584fa42bf0528d74078184023be55f88b5da2f16646875e8
WAVE_INDEX=6
PREVIOUS_WAVE_RESULT_SHA256=c35831d45d3e2afd6b7a737c2f02cd410986a159f4a78bc42ebe4b86358d9b11
FRONTIER_SHA256=e6f48aec6d1b8cd83c29ff4ff96061eaeebfe5145fc61ff6e50b6c44bf230b21
NODE_COUNT=64
HPG_WORKER_SOURCE_SHA256=dc95cb35a36a7edc218f5b718ee35282de2524bc458861f70585f7d31c718e44
HPG_VERIFIER_SOURCE_SHA256=c3ab2eaa2f58e6a903dcda40ccbd2efeeb769a5751044eb1aa66d536c47a0372
HAPG_WORKER_SOURCE_SHA256=8dd1da577c8fa893fbfe9eff1e9733131935246234d0b8609104fb3d49dcbaa3
HAPG_KERNEL_SOURCE_SHA256=57547b10911354fac05f35cbc301125c30f6b88e5e85559449964ed32bf0f3a7
HAPG_VERIFIER_ADAPTER_SHA256=a00fef495b94bd9a845781d99c031551cfcaa96788681839f7ee74d9be05cc7b
HAPG_NUMERIC_VERIFIER_SHA256=8407301a0aaff85005347193543e65c906043f940f2327afa75747c29af3e910
FREEZE_ORDER=ALL_HPG_ATTEMPTS_VERIFIED_THEN_ATOMIC_WAVE_CONTRACT_THEN_ANY_HAPG
WAVE_INDEX	NODE_ID	PARENT_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	INPUT_SHA256	HPG_CHALLENGE	HPG_STATUS	HPG_RC	HPG_RECEIPT_SHA256	HPG_STDERR_SHA256	HPG_VERIFICATION_SHA256	HPG_PHYSICAL_SHA256	HPG_PROBE_PASS	HPG_CERTIFICATE_PASS	E1_R0_CHART	E1_R0_SIGN	E1_R1_CHART	E1_R1_SIGN	E2_R0_CHART	E2_R0_SIGN	E2_R1_CHART	E2_R1_SIGN	HAPG_ELIGIBLE
6	U03-0000000000_S03-0000000000	U02-0000000000_S03-0000000000	3	0	3	0	1e96c3d0c4341e868888ae76b915d53879117dec0eaf8d2f6437881629f87fd5	09d457b574891d16938c9b9bff0283c9d7944e742e5469bcb69f34d475874c70	H_PG_CAPD_SET	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	dc71fe1c5bdeb3116880dd9af880fc08a5cf62d25c54ca80488d49b42fa640f4	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000000_S03-0000000001	U02-0000000000_S03-0000000001	3	0	3	1	2ca9e27439fa1e11d6145edcb983ae8593579d46964442a84d4534db16551600	626d45a7c1d3efd03a39d8c85a9b002e0a86aaed22f664da88595bc3868c5e07	H_PG_INVALID_NO_SIGNED_CHART	0	68fc3da040474302765aa7075c7926380bc28f0199847a9907947c9164d7c320	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	917a3b7415ff8032c0bd81db4edddaeed77435c874abc47faf05f4db3784146c	3250ef1cdcbf7d9c5984dfa5ea6396a63ec70bb61083f7773269bdb67859f8f5	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000000_S03-0000000002	U02-0000000000_S03-0000000002	3	0	3	2	e08b856c0efbffc9bcf875449e17f28a7f9b2f0e9261d6be7def2b1360168d70	4aacca2b108b9d4df7fa063a74609f3f7f4364e01c4ac75437ab240186f5e155	H_PG_CAPD_SET	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3f4533a5c1913736e259c26e083eb77040f074eeb49bec216311b6762b54078e	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000000_S03-0000000003	U02-0000000000_S03-0000000003	3	0	3	3	ce217bc78032d377e2855d73259476e7b3bc45fe483ef11d06387e15ed497322	d6acd0cba822af77df02517ddaea02f41402e7e512ba1068acb27cbdb9b3e596	H_PG_CAPD_SET	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4e8d2a239780ab2d8f266205040607acfcbcc751d65a154cc920ef91f8668002	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000000_S03-0000000004	U02-0000000000_S03-0000000004	3	0	3	4	ab5c9f1ba64b3d302a0052550d6182fdee26cccb838af4cdf0100eb78769a53e	2216908a1ae3c0da3299a2e198357939348c17f2390cf4649d356b55a5cd4709	H_PG_CAPD_SET	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	06f780f9547fc23d64276473c8c04dc18e4829e015b92a3112a1bc6f9ea4d643	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000000_S03-0000000005	U02-0000000000_S03-0000000005	3	0	3	5	468a28691a2ebd262deb9ef53a0a678233a860e4dd74ee217d3ef48974035652	8ece6cdf4c261917326ba17149892eb328c59f8ab4d79989a95567cbee374fce	H_PG_CAPD_SET	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	64bf8a94b3f8d9cb7f3d8e09a6b15cd2515390ec494a1202ac13749cd0442597	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000000_S03-0000000006	U02-0000000000_S03-0000000006	3	0	3	6	74e45627363cb5e3f40984fded1eec4ff010907c5731917cc48b973d1feac601	c28a9182189df3c58ea238bba82865b92e2e1d7bce6623c8e710414d34866ca8	H_PG_INVALID_NO_SIGNED_CHART	0	8eb0f6621cd29d9ed5221bc0b8d1dba9db61351361e9eec05857daf4ec443134	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b5f4c5ca92b9d2b748f621817bd157b10a41d4285e74864c9c7449d513ed8a3c	8a11c64d921f7c0762729a376c4de6193971af5091cc42e913977c94bf5d58c3	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000000_S03-0000000007	U02-0000000000_S03-0000000007	3	0	3	7	3605847af077e9a1ef48561d157992b5d609ab598e8135c7587d19596cbc7bae	278a38d846cb296383584d62cab4d722d1a598793dbee7ca07be57d6c410bbf7	H_PG_CAPD_SET	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	f474803fb5c090b7e73ad9e7656dc72bf90eb400e5d2f4fa87ceac12efbf6dad	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000001_S03-0000000000	U02-0000000000_S03-0000000000	3	1	3	0	95af51f010684650fb4047fc28e0d51df850e46b3e0d2ceb5cfc152742ab9bb1	45170c0bdff3a2007c1316380b471a2b4419920f6683edd8548f51e42f2c5f85	H_PG_CAPD_SET	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3dbce1a8048478ca3d7d7bdf935578fbebbe6ad6ef35058a56124f47e4d62dc	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
6	U03-0000000001_S03-0000000001	U02-0000000000_S03-0000000001	3	1	3	1	0cfb0bfe747a5c811147771d0dbb8648d85bd85fa80f920d63ffbf4239dcb43b	fbaef11fbfe3aa8fce2a8d1576374a96abd8f5e019b9d0249e0dd6176f255b4d	H_PG_CAPD_SET	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1afc6df9589bce2f21562c053ed93cb06e905d65d273231e201f5fff58253575	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	false	false	NONE	0	NONE	0	NONE	0	NONE	0	false
