cue	response	F1	F2	F3	F123	isCue	id	association_strength
akcija	kmija	0	1	0	1	False	1	0.017543859649122806
akcija	televizija	0	0	1	1	True	2	0.017543859649122806
akcija	dopamin	1	0	0	1	False	3	0.017543859649122806
akcija	šport	1	1	0	2	True	4	0.03508771929824561
akcija	družinski izlet	0	0	1	1	False	5	0.017543859649122806
akcija	v trgovini	0	1	0	1	False	6	0.017543859649122806
akcija	rop	0	1	0	1	False	7	0.017543859649122806
akcija	družba	0	0	1	1	False	8	0.017543859649122806
akcija	trgovina	1	1	1	3	False	9	0.05263157894736842
akcija	adrenalin	0	1	0	1	False	10	0.017543859649122806
akcija	kaskader	0	0	1	1	False	11	0.017543859649122806
akcija	tek	1	0	0	1	True	12	0.017543859649122806
akcija	trgovine	0	0	1	1	False	13	0.017543859649122806
akcija	kemija	0	0	1	1	False	14	0.017543859649122806
akcija	znižano	1	0	0	1	False	15	0.017543859649122806
akcija	akcijski film	1	0	0	1	False	16	0.017543859649122806
akcija	popust	0	3	0	3	False	17	0.05263157894736842
akcija	štart	0	0	1	1	False	18	0.017543859649122806
akcija	dejanje	1	0	0	1	False	19	0.017543859649122806
akcija	film	4	1	1	6	False	20	0.10526315789473684
akcija	rdeča barva	0	0	1	1	False	21	0.017543859649122806
akcija	akcija v službi	0	1	0	1	False	22	0.017543859649122806
akcija	odziv	0	0	1	1	True	23	0.017543859649122806
akcija	lenoba	0	0	1	1	False	24	0.017543859649122806
akcija	zdaj	1	0	0	1	False	25	0.017543859649122806
akcija	protest	0	0	1	1	False	26	0.017543859649122806
akcija	atentat	0	0	1	1	False	27	0.017543859649122806
akcija	uživanje	0	0	1	1	False	28	0.017543859649122806
akcija	gasilci	0	1	0	1	False	29	0.017543859649122806
akcija	hitra	1	0	0	1	False	30	0.017543859649122806
akcija	napad	1	0	0	1	False	31	0.017543859649122806
akcija	petka	0	1	0	1	False	32	0.017543859649122806
akcija	gibanje	1	0	0	1	True	33	0.017543859649122806
akcija	reševalna	1	0	0	1	False	34	0.017543859649122806
akcija	proaktivnost	0	0	1	1	False	35	0.017543859649122806
akcija	delo	2	1	0	3	False	36	0.05263157894736842
akcija	seks	0	1	0	1	False	37	0.017543859649122806
akcija	pretep	0	1	0	1	False	38	0.017543859649122806
akcija	čistilna	0	1	0	1	False	39	0.017543859649122806
akcija	začetek	0	1	0	1	False	40	0.017543859649122806
akcija	izvedba	0	1	0	1	True	41	0.017543859649122806
akcija	reakcija	2	1	1	4	False	42	0.07017543859649122
aktivni	ki skrbi za telesno udejstvovanje	1	0	0	1	False	43	0.020833333333333332
aktivni	športnik	0	1	0	1	True	44	0.020833333333333332
aktivni	športni, zdravi, intelektualno dejavni	1	0	0	1	False	45	0.020833333333333332
aktivni	šport	3	3	1	7	True	46	0.14583333333333334
aktivni	prosti čas	1	0	0	1	False	47	0.020833333333333332
aktivni	dogodki	0	0	1	1	False	48	0.020833333333333332
aktivni	poslušalec	0	1	0	1	False	49	0.020833333333333332
aktivni	ljudje	0	0	1	1	False	50	0.020833333333333332
aktivni	življenje	0	0	1	1	False	51	0.020833333333333332
aktivni	sodelavec	1	0	0	1	True	52	0.020833333333333332
aktivni	člani	1	0	0	1	False	53	0.020833333333333332
aktivni	državljani	1	1	0	2	False	54	0.041666666666666664
aktivni	upokojenci	1	1	1	3	False	55	0.0625
aktivni	zdravje	0	1	0	1	True	56	0.020833333333333332
aktivni	tekmovanje	0	0	1	1	False	57	0.020833333333333332
aktivni	spolno	0	1	0	1	False	58	0.020833333333333332
aktivni	športniki	1	0	0	1	False	59	0.020833333333333332
aktivni	sportni	1	0	0	1	False	60	0.020833333333333332
aktivni	mladost	0	1	0	1	False	61	0.020833333333333332
aktivni	lenoba	1	0	0	1	False	62	0.020833333333333332
aktivni	razgiban	0	0	1	1	False	63	0.020833333333333332
aktivni	vključeni v društva, združenja, asociacije, povezovalni, fizičn ali intlektualno dejavni	0	1	0	1	False	64	0.020833333333333332
aktivni	zunaj	0	0	1	1	False	65	0.020833333333333332
aktivni	kolsarjanj, hoja, portne aktivnosti	0	0	1	1	False	66	0.020833333333333332
aktivni	starčki	1	0	0	1	False	67	0.020833333333333332
aktivni	možgani	0	1	0	1	False	68	0.020833333333333332
aktivni	iščem	0	0	1	1	False	69	0.020833333333333332
aktivni	gej	0	1	0	1	False	70	0.020833333333333332
aktivni	učenci	1	0	1	2	False	71	0.041666666666666664
aktivni	aktivnost	0	1	0	1	True	72	0.020833333333333332
aktivni	socialni mediji	1	0	0	1	False	73	0.020833333333333332
aktivni	fit	0	0	2	2	False	74	0.041666666666666664
aktivni	zdravo življenje	1	0	0	1	False	75	0.020833333333333332
aktivni	dopust	1	0	0	1	False	76	0.020833333333333332
aktivni	živost	0	1	0	1	False	77	0.020833333333333332
aktivni	celica	0	0	1	1	True	78	0.020833333333333332
aktivni	hribi	0	1	0	1	False	79	0.020833333333333332
aktivnost	dejavnost	3	0	0	3	False	80	0.061224489795918366
aktivnost	starost	0	0	1	1	True	81	0.02040816326530612
aktivnost	čas	0	1	0	1	False	82	0.02040816326530612
aktivnost	šport	5	1	1	7	True	83	0.14285714285714285
aktivnost	ustvarjanje	0	0	1	1	False	84	0.02040816326530612
aktivnost	prosti čas	0	0	1	1	False	85	0.02040816326530612
aktivnost	druženje	0	0	1	1	False	86	0.02040816326530612
aktivnost	pasivnost	1	0	0	1	False	87	0.02040816326530612
aktivnost	naloga	0	1	0	1	False	88	0.02040816326530612
aktivnost	delanje	1	0	0	1	False	89	0.02040816326530612
aktivnost	neaktivnost	0	1	0	1	False	90	0.02040816326530612
aktivnost	tek	1	0	0	1	True	91	0.02040816326530612
aktivnost	glasba	0	0	1	1	False	92	0.02040816326530612
aktivnost	operacija	0	0	1	1	True	93	0.02040816326530612
aktivnost	družbenokoristno delo	0	1	0	1	False	94	0.02040816326530612
aktivnost	mišice	0	1	0	1	False	95	0.02040816326530612
aktivnost	premikanje	0	1	0	1	False	96	0.02040816326530612
aktivnost	akcija	0	0	1	1	True	97	0.02040816326530612
aktivnost	moč dejanj	0	1	0	1	False	98	0.02040816326530612
aktivnost	športna	2	0	0	2	False	99	0.04081632653061224
aktivnost	cilj	0	0	1	1	False	100	0.02040816326530612
aktivnost	rekreacija	0	0	1	1	False	101	0.02040816326530612
aktivnost	dnevniški zapis	0	0	1	1	False	102	0.02040816326530612
aktivnost	neznana	0	1	0	1	False	103	0.02040816326530612
aktivnost	učenje	0	1	0	1	False	104	0.02040816326530612
aktivnost	mladost	0	0	1	1	False	105	0.02040816326530612
aktivnost	lenoba	1	0	0	1	False	106	0.02040816326530612
aktivnost	pedagogika	1	0	0	1	False	107	0.02040816326530612
aktivnost	hiter utrip	0	0	1	1	False	108	0.02040816326530612
aktivnost	delovna	0	1	0	1	False	109	0.02040816326530612
aktivnost	gibanje	1	1	0	2	True	110	0.04081632653061224
aktivnost	delo	0	1	0	1	False	111	0.02040816326530612
aktivnost	kolebnica	0	0	1	1	False	112	0.02040816326530612
aktivnost	zdravo življenje	0	0	1	1	False	113	0.02040816326530612
aktivnost	delovanje	1	0	0	1	False	114	0.02040816326530612
aktivnost	fizična	1	0	0	1	False	115	0.02040816326530612
aktivnost	udejstvovanje	0	1	0	1	False	116	0.02040816326530612
aktivnost	telo	0	1	0	1	False	117	0.02040816326530612
aktivnost	šport, del projekta	1	0	0	1	False	118	0.02040816326530612
aktualni	novica	2	0	0	2	True	119	0.037037037037037035
aktualni	časopis	0	1	0	1	True	120	0.018518518518518517
aktualni	rezultati	0	0	1	1	False	121	0.018518518518518517
aktualni	zdajšnji	1	1	0	2	False	122	0.037037037037037035
aktualni	sedaj velja	0	1	0	1	False	123	0.018518518518518517
aktualni	dnevnik	1	0	0	1	True	124	0.018518518518518517
aktualni	problem	0	1	0	1	False	125	0.018518518518518517
aktualni	šport	0	1	0	1	True	126	0.018518518518518517
aktualni	trač	0	0	1	1	False	127	0.018518518518518517
aktualni	dogodki	4	0	0	4	False	128	0.07407407407407407
aktualni	predsednik	0	0	1	1	False	129	0.018518518518518517
aktualni	vreme	0	1	0	1	True	130	0.018518518518518517
aktualni	sodobni	1	0	0	1	True	131	0.018518518518518517
aktualni	moderno	1	0	0	1	False	132	0.018518518518518517
aktualni	trenutek	1	1	0	2	False	133	0.037037037037037035
aktualni	ljudje	0	0	1	1	False	134	0.018518518518518517
aktualni	čevlji	0	0	1	1	False	135	0.018518518518518517
aktualni	razmere	0	1	0	1	False	136	0.018518518518518517
aktualni	dogodek	1	1	0	2	False	137	0.037037037037037035
aktualni	trenutni	1	0	1	2	False	138	0.037037037037037035
aktualni	veljavni	0	0	1	1	False	139	0.018518518518518517
aktualni	obvestilo	0	0	1	1	False	140	0.018518518518518517
aktualni	moda	0	0	1	1	False	141	0.018518518518518517
aktualni	znanost	0	1	0	1	True	142	0.018518518518518517
aktualni	prvak	1	0	0	1	False	143	0.018518518518518517
aktualni	filmi	0	1	0	1	False	144	0.018518518518518517
aktualni	začasni	0	1	0	1	False	145	0.018518518518518517
aktualni	popularen	0	0	1	1	False	146	0.018518518518518517
aktualni	politika	3	0	0	3	False	147	0.05555555555555555
aktualni	relevantni	0	1	0	1	False	148	0.018518518518518517
aktualni	pomembni	0	0	1	1	False	149	0.018518518518518517
aktualni	časi	0	1	0	1	False	150	0.018518518518518517
aktualni	modni	0	0	1	1	True	151	0.018518518518518517
aktualni	mozaik	0	0	1	1	False	152	0.018518518518518517
aktualni	članek	0	0	1	1	True	153	0.018518518518518517
aktualni	zahteve	0	0	1	1	False	154	0.018518518518518517
aktualni	svet	0	1	0	1	True	155	0.018518518518518517
aktualni	TV	0	1	0	1	False	156	0.018518518518518517
aktualni	novice	3	0	0	3	False	157	0.05555555555555555
aktualni	podatki	0	0	1	1	False	158	0.018518518518518517
aktualni	stanje	0	1	1	2	False	159	0.037037037037037035
album	gramofon	1	0	0	1	False	160	0.017857142857142856
album	plošča	0	1	0	1	True	161	0.017857142857142856
album	družina	0	1	0	1	False	162	0.017857142857142856
album	fotografije	6	3	0	9	False	163	0.16071428571428573
album	zbirka slik	1	0	0	1	False	164	0.017857142857142856
album	prodaja	0	0	1	1	False	165	0.017857142857142856
album	skupina	0	0	1	1	False	166	0.017857142857142856
album	zbirka	0	0	1	1	True	167	0.017857142857142856
album	mladost	0	1	0	1	False	168	0.017857142857142856
album	glasbeni	1	0	0	1	False	169	0.017857142857142856
album	sličice	0	0	1	1	False	170	0.017857142857142856
album	zbornik	0	0	1	1	False	171	0.017857142857142856
album	fotografija	0	0	1	1	True	172	0.017857142857142856
album	spomin	0	0	1	1	True	173	0.017857142857142856
album	zbirateljstvo	0	0	2	2	False	174	0.03571428571428571
album	lp	1	0	0	1	False	175	0.017857142857142856
album	spomini	1	1	0	2	False	176	0.03571428571428571
album	umetnost	0	0	1	1	True	177	0.017857142857142856
album	nalepke	0	0	1	1	False	178	0.017857142857142856
album	CD	1	0	0	1	False	179	0.017857142857142856
album	glasba	4	3	3	10	False	180	0.17857142857142858
album	koncert	1	0	0	1	True	181	0.017857142857142856
album	pesem	1	0	1	2	True	182	0.03571428571428571
album	doživetja	0	0	1	1	False	183	0.017857142857142856
album	zgoščenka	0	1	0	1	False	184	0.017857142857142856
album	znamke	0	2	1	3	False	185	0.05357142857142857
album	fotografski	0	1	0	1	False	186	0.017857142857142856
album	cover	1	0	0	1	False	187	0.017857142857142856
album	slike	1	4	1	6	False	188	0.10714285714285714
alkohol	medicinski pripomoček	0	1	0	1	False	189	0.018518518518518517
alkohol	pijanost	1	1	0	2	False	190	0.037037037037037035
alkohol	droge	1	0	0	1	False	191	0.018518518518518517
alkohol	fantje	0	1	0	1	False	192	0.018518518518518517
alkohol	duhovitost	1	0	0	1	False	193	0.018518518518518517
alkohol	pijača	3	0	0	3	True	194	0.05555555555555555
alkohol	after	0	1	0	1	False	195	0.018518518518518517
alkohol	veselje	0	2	0	2	True	196	0.037037037037037035
alkohol	problem	1	0	0	1	False	197	0.018518518518518517
alkohol	sreča	0	0	1	1	True	198	0.018518518518518517
alkohol	opitost	1	0	0	1	False	199	0.018518518518518517
alkohol	vodka	0	0	1	1	False	200	0.018518518518518517
alkohol	party	1	0	0	1	False	201	0.018518518518518517
alkohol	polnoletnost	1	0	0	1	False	202	0.018518518518518517
alkohol	sprostitev	0	0	1	1	False	203	0.018518518518518517
alkohol	odstotek	0	0	1	1	False	204	0.018518518518518517
alkohol	nesreča	0	1	0	1	False	205	0.018518518518518517
alkohol	piti	0	1	0	1	False	206	0.018518518518518517
alkohol	toplina	0	1	0	1	False	207	0.018518518518518517
alkohol	tolažba	0	0	1	1	False	208	0.018518518518518517
alkohol	preveč	0	1	0	1	False	209	0.018518518518518517
alkohol	razkužilo	0	0	2	2	False	210	0.037037037037037035
alkohol	razkuževanje	0	1	0	1	False	211	0.018518518518518517
alkohol	odvisnost	0	0	1	1	False	212	0.018518518518518517
alkohol	pijanec	1	0	0	1	False	213	0.018518518518518517
alkohol	etanol	1	0	0	1	False	214	0.018518518518518517
alkohol	pretiravanje	0	0	1	1	False	215	0.018518518518518517
alkohol	zabava	2	2	0	4	True	216	0.07407407407407407
alkohol	noč	1	0	0	1	True	217	0.018518518518518517
alkohol	sredstvo za omamljanje	0	0	1	1	False	218	0.018518518518518517
alkohol	jutranji glavobol	0	0	1	1	False	219	0.018518518518518517
alkohol	slabo	0	0	1	1	True	220	0.018518518518518517
alkohol	nasilje	0	1	1	2	True	221	0.037037037037037035
alkohol	alkotest	0	0	1	1	False	222	0.018518518518518517
alkohol	vino	1	2	1	4	True	223	0.07407407407407407
alkohol	himna	1	0	0	1	False	224	0.018518518518518517
alkohol	tobak	1	0	0	1	False	225	0.018518518518518517
alkohol	seks	0	1	0	1	False	226	0.018518518518518517
alkohol	družabnost	0	0	1	1	False	227	0.018518518518518517
alkohol	pivo	1	1	1	3	False	228	0.05555555555555555
analiza	statistika	0	1	0	1	False	229	0.018518518518518517
analiza	raziskovanje	0	1	0	1	False	230	0.018518518518518517
analiza	razčlemba	1	0	0	1	False	231	0.018518518518518517
analiza	književnost	0	1	0	1	False	232	0.018518518518518517
analiza	laboratorij	2	2	1	5	False	233	0.09259259259259259
analiza	interpretacija	0	0	1	1	False	234	0.018518518518518517
analiza	dializa	1	0	0	1	False	235	0.018518518518518517
analiza	poročilo	0	1	0	1	True	236	0.018518518518518517
analiza	hipoteza	0	0	1	1	False	237	0.018518518518518517
analiza	anketa	1	0	1	2	False	238	0.037037037037037035
analiza	preiskovanje	0	0	1	1	False	239	0.018518518518518517
analiza	graf	0	0	1	1	False	240	0.018518518518518517
analiza	proračuna	0	1	0	1	False	241	0.018518518518518517
analiza	dela	0	0	1	1	False	242	0.018518518518518517
analiza	kemija	2	1	1	4	False	243	0.07407407407407407
analiza	seminarska naloga	1	0	0	1	False	244	0.018518518518518517
analiza	zgodba	0	0	1	1	False	245	0.018518518518518517
analiza	projekt	0	1	0	1	False	246	0.018518518518518517
analiza	raziskava	1	0	0	1	True	247	0.018518518518518517
analiza	odgovor	0	1	0	1	False	248	0.018518518518518517
analiza	kri	2	0	0	2	True	249	0.037037037037037035
analiza	razlaga	0	0	1	1	False	250	0.018518518518518517
analiza	mikroskop	0	0	1	1	False	251	0.018518518518518517
analiza	po tekmi	0	1	0	1	False	252	0.018518518518518517
analiza	excel	0	0	1	1	False	253	0.018518518518518517
analiza	stanja	1	0	0	1	False	254	0.018518518518518517
analiza	po priljubljenem športu	1	0	0	1	False	255	0.018518518518518517
analiza	priprava na delo	0	1	0	1	False	256	0.018518518518518517
analiza	članek	0	1	0	1	True	257	0.018518518518518517
analiza	učni program	1	0	0	1	False	258	0.018518518518518517
analiza	služba	0	0	1	1	False	259	0.018518518518518517
analiza	misel	0	0	1	1	True	260	0.018518518518518517
analiza	preverjanje	1	0	0	1	False	261	0.018518518518518517
analiza	matematika	1	0	0	1	False	262	0.018518518518518517
analiza	ugotovitev	1	0	0	1	True	263	0.018518518518518517
analiza	znanstvenik	1	1	0	2	False	264	0.037037037037037035
analiza	delo	1	0	0	1	False	265	0.018518518518518517
analiza	uspeh	0	1	0	1	False	266	0.018518518518518517
analiza	natančnost	0	0	1	1	False	267	0.018518518518518517
analiza	spoznavanje	0	0	1	1	False	268	0.018518518518518517
analiza	regresijska	1	0	0	1	False	269	0.018518518518518517
analiza	podatki	1	2	0	3	False	270	0.05555555555555555
avto	kampiranje	0	1	0	1	False	271	0.017857142857142856
avto	šoferski izpit	0	1	0	1	False	272	0.017857142857142856
avto	hiter	0	0	1	1	False	273	0.017857142857142856
avto	materialnost	0	1	0	1	False	274	0.017857142857142856
avto	vozi	0	1	0	1	False	275	0.017857142857142856
avto	drago	0	1	0	1	False	276	0.017857142857142856
avto	porsche	0	0	1	1	False	277	0.017857142857142856
avto	volan	0	1	0	1	False	278	0.017857142857142856
avto	kamion	0	1	0	1	False	279	0.017857142857142856
avto	sedež	0	0	1	1	True	280	0.017857142857142856
avto	prevozno sredstvo	2	1	0	3	False	281	0.05357142857142857
avto	avtocesta	0	1	0	1	True	282	0.017857142857142856
avto	bencinska	0	1	0	1	False	283	0.017857142857142856
avto	vleka	0	0	1	1	False	284	0.017857142857142856
avto	voziti	2	0	0	2	True	285	0.03571428571428571
avto	pralnica	1	0	0	1	False	286	0.017857142857142856
avto	avtomobil	1	1	0	2	False	287	0.03571428571428571
avto	bus	0	1	0	1	False	288	0.017857142857142856
avto	svoboda	0	1	0	1	True	289	0.017857142857142856
avto	znamke	0	0	1	1	False	290	0.017857142857142856
avto	ford	0	1	0	1	False	291	0.017857142857142856
avto	bencin	0	0	2	2	False	292	0.03571428571428571
avto	zmamoe	1	0	0	1	False	293	0.017857142857142856
avto	kombi	1	0	0	1	False	294	0.017857142857142856
avto	strošek	0	0	1	1	False	295	0.017857142857142856
avto	dom	1	0	0	1	False	296	0.017857142857142856
avto	voznik	1	0	1	2	True	297	0.03571428571428571
avto	luksuz	0	1	0	1	False	298	0.017857142857142856
avto	prevoz	1	0	2	3	True	299	0.05357142857142857
avto	prevozi	1	0	0	1	False	300	0.017857142857142856
avto	rdeč	1	1	0	2	False	301	0.03571428571428571
avto	registracija	0	1	0	1	False	302	0.017857142857142856
avto	stroški	0	0	1	1	False	303	0.017857142857142856
avto	nuja	0	0	1	1	False	304	0.017857142857142856
avto	izlet	0	1	0	1	False	305	0.017857142857142856
avto	Nissan	0	0	1	1	False	306	0.017857142857142856
avto	mercedes	1	0	0	1	False	307	0.017857142857142856
avto	pot	0	1	0	1	False	308	0.017857142857142856
avto	Ferrari	1	0	0	1	False	309	0.017857142857142856
avto	vožnja	1	0	1	2	True	310	0.03571428571428571
avto	vozniški izpit	0	0	1	1	False	311	0.017857142857142856
avto	cesta	1	0	1	2	False	312	0.03571428571428571
avto	vozilo	3	0	0	3	False	313	0.05357142857142857
avtobus	javni prevoz	0	1	0	1	False	314	0.017241379310344827
avtobus	avtobusni voznik	0	0	1	1	False	315	0.017241379310344827
avtobus	vozni red	0	0	1	1	False	316	0.017241379310344827
avtobus	promet	1	0	1	2	False	317	0.034482758620689655
avtobus	čakanje	1	0	0	1	False	318	0.017241379310344827
avtobus	slabost	0	1	0	1	False	319	0.017241379310344827
avtobus	umazanija	0	1	0	1	False	320	0.017241379310344827
avtobus	ljudje	0	0	1	1	False	321	0.017241379310344827
avtobus	prevozno sredstvo	0	1	0	1	False	322	0.017241379310344827
avtobus	počitnice	0	1	0	1	False	323	0.017241379310344827
avtobus	pešci	1	0	0	1	False	324	0.017241379310344827
avtobus	šola	3	0	0	3	False	325	0.05172413793103448
avtobus	vročina	0	1	0	1	False	326	0.017241379310344827
avtobus	gužva	0	1	0	1	False	327	0.017241379310344827
avtobus	dolgotrajnost	0	0	1	1	False	328	0.017241379310344827
avtobus	klima	0	1	0	1	False	329	0.017241379310344827
avtobus	zoprnost	0	1	0	1	False	330	0.017241379310344827
avtobus	šolski	1	0	0	1	True	331	0.017241379310344827
avtobus	LPP	0	2	0	2	False	332	0.034482758620689655
avtobus	smrad	0	0	1	1	False	333	0.017241379310344827
avtobus	počasnost	0	0	1	1	False	334	0.017241379310344827
avtobus	udobje	0	0	1	1	False	335	0.017241379310344827
avtobus	mladost	0	1	0	1	False	336	0.017241379310344827
avtobus	knjiga	0	1	0	1	False	337	0.017241379310344827
avtobus	prevoz	7	0	1	8	True	338	0.13793103448275862
avtobus	gneča	1	3	1	5	False	339	0.08620689655172414
avtobus	brezskrbnost	0	0	1	1	False	340	0.017241379310344827
avtobus	potnik	1	0	0	1	True	341	0.017241379310344827
avtobus	potovanje	0	0	1	1	True	342	0.017241379310344827
avtobus	Nomago	1	0	0	1	False	343	0.017241379310344827
avtobus	vlak	1	0	0	1	False	344	0.017241379310344827
avtobus	avto	0	1	0	1	True	345	0.017241379310344827
avtobus	urbana	0	0	1	1	False	346	0.017241379310344827
avtobus	neudobje	0	0	1	1	False	347	0.017241379310344827
avtobus	potniki	0	1	1	2	False	348	0.034482758620689655
avtobus	postaja	0	1	0	1	True	349	0.017241379310344827
avtobus	pot	1	0	1	2	False	350	0.034482758620689655
avtobus	vožnja	1	0	1	2	True	351	0.034482758620689655
avtobus	cesta	0	0	1	1	False	352	0.017241379310344827
avtobus	vozilo	1	0	0	1	False	353	0.017241379310344827
avtocesta	raziskovanje	0	0	1	1	False	354	0.018867924528301886
avtocesta	motor	1	0	0	1	True	355	0.018867924528301886
avtocesta	Štajerska	1	0	0	1	False	356	0.018867924528301886
avtocesta	vinjeta	0	0	1	1	False	357	0.018867924528301886
avtocesta	tunel	0	1	0	1	False	358	0.018867924528301886
avtocesta	križ	0	1	0	1	False	359	0.018867924528301886
avtocesta	nesreča	0	1	1	2	False	360	0.03773584905660377
avtocesta	hitro	0	1	0	1	False	361	0.018867924528301886
avtocesta	nesreče	0	0	1	1	False	362	0.018867924528301886
avtocesta	široka cesta	0	0	1	1	False	363	0.018867924528301886
avtocesta	cestnina	0	0	1	1	False	364	0.018867924528301886
avtocesta	dolga pot	0	1	0	1	False	365	0.018867924528301886
avtocesta	svobode	0	0	1	1	False	366	0.018867924528301886
avtocesta	hitrost	2	2	0	4	True	367	0.07547169811320754
avtocesta	norosti	1	0	0	1	False	368	0.018867924528301886
avtocesta	omejitev	0	1	0	1	False	369	0.018867924528301886
avtocesta	avtomobil	0	0	1	1	False	370	0.018867924528301886
avtocesta	svoboda	0	1	0	1	True	371	0.018867924528301886
avtocesta	smeha	0	1	0	1	False	372	0.018867924528301886
avtocesta	črte	1	0	0	1	False	373	0.018867924528301886
avtocesta	zamašek	1	0	0	1	False	374	0.018867924528301886
avtocesta	udobje	0	0	1	1	False	375	0.018867924528301886
avtocesta	gneča	0	1	0	1	False	376	0.018867924528301886
avtocesta	avtomobili	0	1	1	2	False	377	0.03773584905660377
avtocesta	potovanje	1	2	0	3	True	378	0.05660377358490566
avtocesta	highway	1	0	0	1	False	379	0.018867924528301886
avtocesta	povezovanje	0	1	0	1	False	380	0.018867924528301886
avtocesta	morje	1	2	2	5	True	381	0.09433962264150944
avtocesta	hitra vožnja	1	0	0	1	False	382	0.018867924528301886
avtocesta	povezava	0	0	1	1	True	383	0.018867924528301886
avtocesta	avto	3	0	0	3	True	384	0.05660377358490566
avtocesta	zastoji	0	1	0	1	False	385	0.018867924528301886
avtocesta	zastoj	1	0	1	2	False	386	0.03773584905660377
avtocesta	dopust	0	0	1	1	False	387	0.018867924528301886
avtocesta	vožnja	2	0	1	3	True	388	0.05660377358490566
avtocesta	cesta	1	0	0	1	False	389	0.018867924528301886
avtocesta	vozilo	0	0	1	1	False	390	0.018867924528301886
avtomobilski	ključ	1	0	0	1	False	391	0.01818181818181818
avtomobilski	kolesarski	0	1	0	1	False	392	0.01818181818181818
avtomobilski	motor	0	0	1	1	True	393	0.01818181818181818
avtomobilski	pokrov	0	0	1	1	False	394	0.01818181818181818
avtomobilski	hiter	0	1	1	2	False	395	0.03636363636363636
avtomobilski	ključi	2	0	0	2	False	396	0.03636363636363636
avtomobilski	motorni	0	0	1	1	False	397	0.01818181818181818
avtomobilski	vesoljski	0	1	0	1	False	398	0.01818181818181818
avtomobilski	derby	1	0	0	1	False	399	0.01818181818181818
avtomobilski	družba	0	0	1	1	False	400	0.01818181818181818
avtomobilski	hobi	0	0	1	1	False	401	0.01818181818181818
avtomobilski	del	0	1	0	1	False	402	0.01818181818181818
avtomobilski	izpušni plin	0	1	0	1	False	403	0.01818181818181818
avtomobilski	prometni	1	0	0	1	False	404	0.01818181818181818
avtomobilski	prometen	0	0	1	1	True	405	0.01818181818181818
avtomobilski	deli	1	0	0	1	False	406	0.01818181818181818
avtomobilski	tovornjak	0	0	1	1	False	407	0.01818181818181818
avtomobilski	hitrost	0	1	0	1	True	408	0.01818181818181818
avtomobilski	mehanik	1	0	1	2	False	409	0.03636363636363636
avtomobilski	sejem	4	1	1	6	True	410	0.10909090909090909
avtomobilski	zavarovanje	1	0	1	2	True	411	0.03636363636363636
avtomobilski	industrija	1	0	0	1	True	412	0.01818181818181818
avtomobilski	štirikolesni	0	1	0	1	False	413	0.01818181818181818
avtomobilski	bencin	0	1	0	1	False	414	0.01818181818181818
avtomobilski	menjalnik	0	0	1	1	False	415	0.01818181818181818
avtomobilski	luči	0	1	0	1	False	416	0.01818181818181818
avtomobilski	voznik	0	2	0	2	True	417	0.03636363636363636
avtomobilski	novinar	0	0	1	1	True	418	0.01818181818181818
avtomobilski	guma	1	1	0	2	False	419	0.03636363636363636
avtomobilski	prevoz	1	0	1	2	True	420	0.03636363636363636
avtomobilski	pas	0	1	0	1	True	421	0.01818181818181818
avtomobilski	pločevinast	0	1	0	1	False	422	0.01818181818181818
avtomobilski	gibljiv	1	0	0	1	False	423	0.01818181818181818
avtomobilski	taksi	0	1	0	1	False	424	0.01818181818181818
avtomobilski	v avtu	1	0	0	1	False	425	0.01818181818181818
avtomobilski	samohodni	1	0	0	1	False	426	0.01818181818181818
avtomobilski	avto	1	1	1	3	True	427	0.05454545454545454
avtomobilski	pot	0	0	1	1	False	428	0.01818181818181818
avtomobilski	vožnja	0	0	1	1	True	429	0.01818181818181818
avtomobilski	cesta	1	0	0	1	False	430	0.01818181818181818
avtomobilski	diferencial	0	1	0	1	False	431	0.01818181818181818
avtor	kreator	1	0	0	1	False	432	0.019230769230769232
avtor	prevod	0	0	1	1	False	433	0.019230769230769232
avtor	pisatelj	2	3	0	5	False	434	0.09615384615384616
avtor	sporočevalec	0	1	0	1	False	435	0.019230769230769232
avtor	tantieme	0	0	1	1	False	436	0.019230769230769232
avtor	ustvarjalec	1	1	0	2	False	437	0.038461538461538464
avtor	sodnik	0	0	1	1	True	438	0.019230769230769232
avtor	knjige	2	0	0	2	False	439	0.038461538461538464
avtor	slika	0	0	1	1	False	440	0.019230769230769232
avtor	arhitekt	0	1	0	1	False	441	0.019230769230769232
avtor	kdor nekaj napiše	1	0	0	1	False	442	0.019230769230769232
avtor	intervju	0	0	1	1	False	443	0.019230769230769232
avtor	kdor se je nekaj novega spomnil	0	1	0	1	False	444	0.019230769230769232
avtor	objave	0	0	1	1	False	445	0.019230769230769232
avtor	neznanec	0	1	0	1	False	446	0.019230769230769232
avtor	pisatelj, pesnik	0	0	1	1	False	447	0.019230769230769232
avtor	predstavitev	0	0	1	1	True	448	0.019230769230769232
avtor	branke	0	1	0	1	False	449	0.019230769230769232
avtor	bridgerton	0	0	1	1	False	450	0.019230769230769232
avtor	izumitelj	0	0	1	1	False	451	0.019230769230769232
avtor	raziskava	0	1	0	1	True	452	0.019230769230769232
avtor	film	0	1	0	1	False	453	0.019230769230769232
avtor	umetnik	0	0	1	1	True	454	0.019230769230769232
avtor	novinar	1	0	0	1	True	455	0.019230769230769232
