LAYER	ATTEMPT_INDEX	LEAF_ID	PARENT_DEPTH4_CELL_INDEX	CARRIER	LEGACY_CERTIFICATE_PASS	STRUCTURAL_PASS	HOMOGENEOUS_COMPUTATION_VALID	PROBE_PASS	LIOUVILLE_LOWER	LIOUVILLE_UPPER	JOINT_LOWER	JOINT_UPPER	JOINT_EQUALS_LIOUVILLE	EPISTEMIC_CERTIFICATE_PASS	STDOUT_SHA256
D4	79	U07-0000000098_S08-0000000167	40	C0HORect2Set	false	true	true	true	-0x1.f36fcec006cebp-36	-0x1.f312a969f5c2fp-36	-0x1.f36fcec006cebp-36	-0x1.f312a969f5c2fp-36	true	true	38f105030438e1e108c9433eee5f2ef78bc81f6b6b8887e95640b363866494b7
D4	80	U07-0000000098_S08-0000000167	40	C0Rect2Set	false	true	true	true	-0x1.f36fe287a4d53p-36	-0x1.f31295a5a10e8p-36	-0x1.f36fe287a4d53p-36	-0x1.f31295a5a10e8p-36	true	true	b72d7b8e8f658a8afc0ae8dff67818b12eccb6d517d39f1d3f6f64b1e561e876
D4	81	U07-0000000098_S08-0000000168	41	C0HORect2Set	false	true	true	true	-0x1.f3538d1e0ad1p-36	-0x1.f2f66ba817b1cp-36	-0x1.f3538d1e0ad1p-36	-0x1.f2f66ba817b1cp-36	true	true	475103aa425293be715670f86e3295503b8c3b7e64a93e74c7f2e26f08ef98c1
D4	82	U07-0000000098_S08-0000000168	41	C0Rect2Set	false	true	true	true	-0x1.f353a0e52fc7fp-36	-0x1.f2f657e43b1cdp-36	-0x1.f353a0e52fc7fp-36	-0x1.f2f657e43b1cdp-36	true	true	34c977e44081fb5c846453177c4d44218a1220d5e2cd354af879c5cb41c6f45d
D4	83	U07-0000000098_S08-0000000169	42	C0HORect2Set	false	true	true	true	-0x1.f3374c487acb9p-36	-0x1.f2da2eb23507cp-36	-0x1.f3374c487acb9p-36	-0x1.f2da2eb23507cp-36	true	true	2882ca1ee156e7c0baa517bda1907737c009e7bce70011c74680e73debbab9e4
D4	84	U07-0000000098_S08-0000000169	42	C0Rect2Set	false	true	true	true	-0x1.f337600f0033ap-36	-0x1.f2da1aeef8e33p-36	-0x1.f337600f0033ap-36	-0x1.f2da1aeef8e33p-36	true	true	b90eae47c65e32da83242d862ac1c37865a8dca87044a49e2bc48167d8ba9936
D4	85	U07-0000000098_S08-0000000170	43	C0HORect2Set	false	true	true	true	-0x1.f31b0c3ee779cp-36	-0x1.f2bdf288b6a2ap-36	-0x1.f31b0c3ee779cp-36	-0x1.f2bdf288b6a2ap-36	true	true	3d460d7b87578495206dfca4aa19721f6e4cc07c454e6c70da9e2985c039e379
D4	86	U07-0000000098_S08-0000000170	43	C0Rect2Set	false	true	true	true	-0x1.f31b2005364cfp-36	-0x1.f2bddec5b0ca8p-36	-0x1.f31b2005364cfp-36	-0x1.f2bddec5b0ca8p-36	true	true	9ef847ada67f7c18bdaf13adf023ea0796f18b7a3187a58818c5418f59dfa433
D4	87	U07-0000000098_S08-0000000171	44	C0HORect2Set	false	true	true	true	-0x1.f2fecd020e026p-36	-0x1.f2a1b72ad107cp-36	-0x1.f2fecd020e026p-36	-0x1.f2a1b72ad107cp-36	true	true	52c04e829a8a69ea7c49dec1b2467980127fe9aa8eac48b0edf541f719cf9503
D4	88	U07-0000000098_S08-0000000171	44	C0Rect2Set	false	true	true	true	-0x1.f2fee0c7cc02p-36	-0x1.f2a1a3685dfaep-36	-0x1.f2fee0c7cc02p-36	-0x1.f2a1a3685dfaep-36	true	true	05b8b2b9f59176b9f7d311dd2c35a9abf573896b5bade5fbf9110e4e5e4d0354
D4	89	U07-0000000098_S08-0000000172	45	C0HORect2Set	false	true	true	true	-0x1.f2e28e911cde1p-36	-0x1.f2857c9951bb9p-36	-0x1.f2e28e911cde1p-36	-0x1.f2857c9951bb9p-36	true	true	235aaee2bea7cfb04c7358223cdf4ae07aeedfb59869b48539c4ca4270c2fa83
D4	90	U07-0000000098_S08-0000000172	45	C0Rect2Set	false	true	true	true	-0x1.f2e2a256986e7p-36	-0x1.f28568d71ff39p-36	-0x1.f2e2a256986e7p-36	-0x1.f28568d71ff39p-36	true	true	5ab8292a2e394ce01c6c1f873099bfe439c0c1bcdc45a794d36d0429e726dfba
D4	91	U07-0000000098_S08-0000000173	46	C0HORect2Set	false	true	true	true	-0x1.f2c650ec7e2cp-36	-0x1.f26942d3c0effp-36	-0x1.f2c650ec7e2cp-36	-0x1.f26942d3c0effp-36	true	true	cdc5312dfd64508ee9a6c222aa467dff327b7700e10beabec6eb967c10cf71db
D4	92	U07-0000000098_S08-0000000173	46	C0Rect2Set	false	true	true	true	-0x1.f2c664b194332p-36	-0x1.f2692f11f3abep-36	-0x1.f2c664b194332p-36	-0x1.f2692f11f3abep-36	true	true	8b14165680994f30dcca21b0b23db5542eb84bd6bc9dcca7f7dd42cd482055c4
D4	93	U07-0000000098_S08-0000000174	47	C0HORect2Set	false	true	true	true	-0x1.f2aa141b1f772p-36	-0x1.f24d09d2f20e9p-36	-0x1.f2aa141b1f772p-36	-0x1.f24d09d2f20e9p-36	true	true	db9fd5d79c370cbf2cefe2e374c6749049958d7ab198e66b3110bdd047d56ba3
D4	94	U07-0000000098_S08-0000000174	47	C0Rect2Set	false	true	true	true	-0x1.f2aa27e02964cp-36	-0x1.f24cf611317c2p-36	-0x1.f2aa27e02964cp-36	-0x1.f24cf611317c2p-36	true	true	82b03e65d2438d9437bea29395beca5250a07d477e4dc46418723f5ef8dcafc0
D4	95	U07-0000000098_S08-0000000175	48	C0HORect2Set	false	true	true	true	-0x1.f28dd80eb1782p-36	-0x1.f230d1a592a57p-36	-0x1.f28dd80eb1782p-36	-0x1.f230d1a592a57p-36	true	true	85ac7a01d45d2600cf406dad2c669652fdd30942ec481e15cf26099d98e57daf
D4	96	U07-0000000098_S08-0000000175	48	C0Rect2Set	false	true	true	true	-0x1.f28debd377101p-36	-0x1.f230bde41676ap-36	-0x1.f28debd377101p-36	-0x1.f230bde41676ap-36	true	true	5c046ca61af97bb350981dff7620608ee4495aa78e539c88aaafb1b042da0d0a
D4	99	U07-0000000099_S08-0000000161	50	C0HORect2Set	false	true	true	true	-0x1.f415d5ee5c7eep-36	-0x1.f3b89992a6089p-36	-0x1.f415d5ee5c7eep-36	-0x1.f3b89992a6089p-36	true	true	219396c3220b117ae76ba6e123350b21d93b073522cb5a73df59e17f53d7802a
D4	100	U07-0000000099_S08-0000000161	50	C0Rect2Set	false	true	true	true	-0x1.f415e9b8d5f74p-36	-0x1.f3b885cb76372p-36	-0x1.f415e9b8d5f74p-36	-0x1.f3b885cb76372p-36	true	true	e6b4c8e1c68c664bf211ff4253cb74ab3d1886a076cb90b97d975549ad6276f2
D4	101	U07-0000000099_S08-0000000162	51	C0HORect2Set	false	true	true	true	-0x1.f3f98fa841ec5p-36	-0x1.f39c572d2479bp-36	-0x1.f3f98fa841ec5p-36	-0x1.f39c572d2479bp-36	true	true	8f830a67d50535d7d456c0543586df15c03f6de2768f38097eb0d4c907d63793
D4	102	U07-0000000099_S08-0000000162	51	C0Rect2Set	false	true	true	true	-0x1.f3f9a3721cc75p-36	-0x1.f39c436693606p-36	-0x1.f3f9a3721cc75p-36	-0x1.f39c436693606p-36	true	true	09c23cb77cfc088e85f61747cf8ca726cd9b4f14d3b61bfd9860273ded209b13
D4	103	U07-0000000099_S08-0000000163	52	C0HORect2Set	false	true	true	true	-0x1.f3dd4a2e6d733p-36	-0x1.f3801594026d9p-36	-0x1.f3dd4a2e6d733p-36	-0x1.f3801594026d9p-36	true	true	4473c83bd856590d0fb95143cee2d3dfa2ede5005d6818af51b395d3372b77c5
D4	104	U07-0000000099_S08-0000000163	52	C0Rect2Set	false	true	true	true	-0x1.f3dd5df7c82fbp-36	-0x1.f38001cdf1f7dp-36	-0x1.f3dd5df7c82fbp-36	-0x1.f38001cdf1f7dp-36	true	true	a31c5c61c07921a0075629fd1b632010cf50822272775a83be496541e005a5db
D4	105	U07-0000000099_S08-0000000164	53	C0HORect2Set	false	true	true	true	-0x1.f3c10580ca1dcp-36	-0x1.f363d4c74aa66p-36	-0x1.f3c10580ca1dcp-36	-0x1.f363d4c74aa66p-36	true	true	d10b9e1edb1f2206f757262c082a8b367d218c5a36e3c9b201ac469d4a440f13
D4	106	U07-0000000099_S08-0000000164	53	C0Rect2Set	false	true	true	true	-0x1.f3c11949d26fap-36	-0x1.f363c1018db36p-36	-0x1.f3c11949d26fap-36	-0x1.f363c1018db36p-36	true	true	58c689f263a62f049ce5fd994c2cd46e666f650756c1b5b0397dfcc4a46d02d9
D4	107	U07-0000000099_S08-0000000165	54	C0HORect2Set	false	true	true	true	-0x1.f3a4c19f43bfp-36	-0x1.f34794c70adf9p-36	-0x1.f3a4c19f43bfp-36	-0x1.f34794c70adf9p-36	true	true	57b41afa8d6c4294a9e327b122bb2aa5c328afe10354614d38783ce77bb1bcb5
D4	108	U07-0000000099_S08-0000000165	54	C0Rect2Set	false	true	true	true	-0x1.f3a4d5677fa64p-36	-0x1.f347810218064p-36	-0x1.f3a4d5677fa64p-36	-0x1.f347810218064p-36	true	true	c59fabb8237d9f9401a63d8988973aa4ccef505c96a88fd9d26ce73f0d43c694
D4	109	U07-0000000099_S08-0000000166	55	C0HORect2Set	false	true	true	true	-0x1.f3887e8a51401p-36	-0x1.f32b5592bd0cp-36	-0x1.f3887e8a51401p-36	-0x1.f32b5592bd0cp-36	true	true	7766135c378c63bd8e65bc4c4e0ab47da7ecd838f91f545443ce6f234cffd657
D4	110	U07-0000000099_S08-0000000166	55	C0Rect2Set	false	true	true	true	-0x1.f38892523603dp-36	-0x1.f32b41ce20f9ep-36	-0x1.f38892523603dp-36	-0x1.f32b41ce20f9ep-36	true	true	cbabe859d7aca0ab0156206d9143ca5a8cb8664e7d3fab11300c92f883286a40
D4	111	U07-0000000099_S08-0000000167	56	C0HORect2Set	false	true	true	true	-0x1.f36c3c41a9ecfp-36	-0x1.f30f172a9ff0ap-36	-0x1.f36c3c41a9ecfp-36	-0x1.f30f172a9ff0ap-36	true	true	1737d6d0262202131cdf84f6066f175b46b15bd7dc95ebd1ab0a7ae19a9b5a4d
D4	112	U07-0000000099_S08-0000000167	56	C0Rect2Set	false	true	true	true	-0x1.f36c50093693ep-36	-0x1.f30f03665dcccp-36	-0x1.f36c50093693ep-36	-0x1.f30f03665dcccp-36	true	true	253c5c1cae0a23db4d4ca817e2c8a8236d8a7a6a1582d5cc547714d8ca7b069f
D4	113	U07-0000000099_S08-0000000168	57	C0HORect2Set	false	true	true	true	-0x1.f34ffac5962c9p-36	-0x1.f2f2d98e66a6dp-36	-0x1.f34ffac5962c9p-36	-0x1.f2f2d98e66a6dp-36	true	true	0ce3b12b49b13fc2a349b5d2003dfebd6c1c0eb5e8e65535f344ed804cbb4dc2
D4	114	U07-0000000099_S08-0000000168	57	C0Rect2Set	false	true	true	true	-0x1.f3500e8c8044fp-36	-0x1.f2f2c5cac4fdap-36	-0x1.f3500e8c8044fp-36	-0x1.f2f2c5cac4fdap-36	true	true	ecf6917b7e30b4eff310f56bcabb66bd9e4a06dce9d793a1534653b6bc2d8727
D4	115	U07-0000000099_S08-0000000169	58	C0HORect2Set	false	true	true	true	-0x1.f333ba15910efp-36	-0x1.f2d69cbe85595p-36	-0x1.f333ba15910efp-36	-0x1.f2d69cbe85595p-36	true	true	d33ba61aaa75c0b61c17a0070e70cb9b4eeb2550db8494c58a6b248e9db10841
D4	116	U07-0000000099_S08-0000000169	58	C0Rect2Set	false	true	true	true	-0x1.f333cddc0d0ap-36	-0x1.f2d688fb52a42p-36	-0x1.f333cddc0d0ap-36	-0x1.f2d688fb52a42p-36	true	true	80f8b10d7866a39d88dfaccf451f101ba0ed14a900c7f37e5c8aaf6c7c534b39
D4	117	U07-0000000099_S08-0000000170	59	C0HORect2Set	false	true	true	true	-0x1.f3177a31f24bp-36	-0x1.f2ba60ba9cb37p-36	-0x1.f3177a31f24bp-36	-0x1.f2ba60ba9cb37p-36	true	true	3ece18852d5775257224a7c658a6c019644a483e5cf62317178709fccba39a9b
D4	118	U07-0000000099_S08-0000000170	59	C0Rect2Set	false	true	true	true	-0x1.f3178df80935cp-36	-0x1.f2ba4cf7d0a47p-36	-0x1.f3178df80935cp-36	-0x1.f2ba4cf7d0a47p-36	true	true	b1dcd1f000fa527357d38d0b668c4632de5cf9c8f6e0a0c355850ec73f663ee7
D4	119	U07-0000000099_S08-0000000171	60	C0HORect2Set	false	true	true	true	-0x1.f2fb3b1a92b49p-36	-0x1.f29e2582cc0fdp-36	-0x1.f2fb3b1a92b49p-36	-0x1.f29e2582cc0fdp-36	true	true	1855ded1adf8576a327eb08f97b64374d26748a64729aa3bd6be69bd5c2af7b5
D4	120	U07-0000000099_S08-0000000171	60	C0Rect2Set	false	true	true	true	-0x1.f2fb4ee05e955p-36	-0x1.f29e11c04a358p-36	-0x1.f2fb4ee05e955p-36	-0x1.f29e11c04a358p-36	true	true	89800095a7d59070f49de184b2ae30e9cc8b842bdc379208864046a28b56003b
D4	121	U07-0000000099_S08-0000000172	61	C0HORect2Set	false	true	true	true	-0x1.f2defccf9bd4ep-36	-0x1.f281eb16ddf14p-36	-0x1.f2defccf9bd4ep-36	-0x1.f281eb16ddf14p-36	true	true	9dec0fa991d6717b659727fcc04ce181e56f8d58f3d8b116f0630d98e05a27c6
D4	122	U07-0000000099_S08-0000000172	61	C0Rect2Set	false	true	true	true	-0x1.f2df1094ecce9p-36	-0x1.f281d754d6c7p-36	-0x1.f2df1094ecce9p-36	-0x1.f281d754d6c7p-36	true	true	74b5cbc625ab558dd8b64cea6a7fbcdc6e9d2601942faa56d1a9c5ac1b1e7494
D4	123	U07-0000000099_S08-0000000173	62	C0HORect2Set	false	true	true	true	-0x1.f2c2bf57d3cf2p-36	-0x1.f265b16fccf35p-36	-0x1.f2c2bf57d3cf2p-36	-0x1.f265b16fccf35p-36	true	true	7b5893f0a84a88177a8a542df55d95bf249997cd726787c51f8d82a296040c1c
D4	124	U07-0000000099_S08-0000000173	62	C0Rect2Set	false	true	true	true	-0x1.f2c2d31d123f3p-36	-0x1.f2659dadd73d5p-36	-0x1.f2c2d31d123f3p-36	-0x1.f2659dadd73d5p-36	true	true	0eedc4d5b0730a5eac6e29b4e63b1df07fc4aaa59ea3b456e2d0d435c131b9c1
D4	125	U07-0000000099_S08-0000000174	63	C0HORect2Set	false	true	true	true	-0x1.f2a682a507d9fp-36	-0x1.f249789c2b29ep-36	-0x1.f2a682a507d9fp-36	-0x1.f249789c2b29ep-36	true	true	c2c292e9aa8f8ec0dcaf2e6251aa183b9ed22e78aa74ecc7f5198087f1f96e65
D4	126	U07-0000000099_S08-0000000174	63	C0Rect2Set	false	true	true	true	-0x1.f2a69669fd7dcp-36	-0x1.f24964da7dc92p-36	-0x1.f2a69669fd7dcp-36	-0x1.f24964da7dc92p-36	true	true	8daeb39b9ca7ac541b96bd104d8da8b380f5238ed0e4b761e996002076b26180
D4	127	U07-0000000099_S08-0000000175	64	C0HORect2Set	false	true	true	true	-0x1.f28a46bec13edp-36	-0x1.f22d4094301bep-36	-0x1.f28a46bec13edp-36	-0x1.f22d4094301bep-36	true	true	7024c9e8ffe4f6acf329d3bb89237b4ebec3e72e7bffb940b0784d9e62e60569
D4	128	U07-0000000099_S08-0000000175	64	C0Rect2Set	false	true	true	true	-0x1.f28a5a8308257p-36	-0x1.f22d2cd3327e8p-36	-0x1.f28a5a8308257p-36	-0x1.f22d2cd3327e8p-36	true	true	64a680aeda86e172c60fa7aa5dee69d337e07292b52a8140259e04587f65ccee
D4	131	U07-0000000100_S08-0000000161	66	C0HORect2Set	false	true	true	true	-0x1.f412428a20336p-36	-0x1.f3b5066cc3362p-36	-0x1.f412428a20336p-36	-0x1.f3b5066cc3362p-36	true	true	fba094c7eac39228994038adea30b81e678b27d77a7fd8caff87a6cc578da3d4
D4	132	U07-0000000100_S08-0000000161	66	C0Rect2Set	false	true	true	true	-0x1.f41256545846p-36	-0x1.f3b4f2a5d4f41p-36	-0x1.f41256545846p-36	-0x1.f3b4f2a5d4f41p-36	true	true	60564614864336199ef941638fb1dedcb528e0819a91571788221f35921bc04d
D4	133	U07-0000000100_S08-0000000162	67	C0HORect2Set	false	true	true	true	-0x1.f3f5fc69a1412p-36	-0x1.f398c42d32017p-36	-0x1.f3f5fc69a1412p-36	-0x1.f398c42d32017p-36	true	true	b35987590de7280ddac7e445328c8b0b8dca0e8454956acd8cf0bf5cba479d76
D4	134	U07-0000000100_S08-0000000162	67	C0Rect2Set	false	true	true	true	-0x1.f3f610335cc63p-36	-0x1.f398b066c0b1ap-36	-0x1.f3f610335cc63p-36	-0x1.f398b066c0b1ap-36	true	true	997ec6ad75499b132bacf2c4ab1e9643c59b1d552c59483070816e9bcabb4733
D4	135	U07-0000000100_S08-0000000163	68	C0HORect2Set	false	true	true	true	-0x1.f3d9b715784e3p-36	-0x1.f37c82b9f1991p-36	-0x1.f3d9b715784e3p-36	-0x1.f37c82b9f1991p-36	true	true	98e865e9e3b3826e1b4ac368a2adb5759b29912bf3ab6c20b40943aa5a25d849
D4	136	U07-0000000100_S08-0000000163	68	C0Rect2Set	false	true	true	true	-0x1.f3d9cadec6272p-36	-0x1.f37c6ef3ed9bbp-36	-0x1.f3d9cadec6272p-36	-0x1.f37c6ef3ed9bbp-36	true	true	259f291db441f650c971d371a383fad6fab597ac014bc37c058384a7c5e6b45e
D4	137	U07-0000000100_S08-0000000164	69	C0HORect2Set	false	true	true	true	-0x1.f3bd728da6b7ep-36	-0x1.f3604212f60dbp-36	-0x1.f3bd728da6b7ep-36	-0x1.f3604212f60dbp-36	true	true	f5a32c43b5dc8b438a4bc1c289f5ab9068ad73c7aa7ecdbf9d31b8d2250dde77
D4	138	U07-0000000100_S08-0000000164	69	C0Rect2Set	false	true	true	true	-0x1.f3bd86568e588p-36	-0x1.f3602e4d57871p-36	-0x1.f3bd86568e588p-36	-0x1.f3602e4d57871p-36	true	true	0c0e457a529aff70a2b1aafabaf3470ae3dfe80fa85e9ffd9b0a4522283d4f7c
D4	139	U07-0000000100_S08-0000000165	70	C0HORect2Set	false	true	true	true	-0x1.f3a12ed22fd39p-36	-0x1.f34402383199ap-36	-0x1.f3a12ed22fd39p-36	-0x1.f34402383199ap-36	true	true	5de29d4b4f90f5379e3694aa07228a10024001facf965b53f6e9d27296490442
D4	140	U07-0000000100_S08-0000000165	70	C0Rect2Set	false	true	true	true	-0x1.f3a1429ab10b3p-36	-0x1.f343ee72f8ep-36	-0x1.f3a1429ab10b3p-36	-0x1.f343ee72f8ep-36	true	true	6d829f5ce6e821ab90baa50f39cb08ea7aad9c5ad3873c0a7329a52b4bb92710
D4	141	U07-0000000100_S08-0000000166	71	C0HORect2Set	false	true	true	true	-0x1.f384ebe284d3fp-36	-0x1.f327c32a27c19p-36	-0x1.f384ebe284d3fp-36	-0x1.f327c32a27c19p-36	true	true	8e433ef356a0b6311ca1febf01da1fdbbecbb062f65305d13489170ce538af51
D4	142	U07-0000000100_S08-0000000166	71	C0Rect2Set	false	true	true	true	-0x1.f384ffaa71b9p-36	-0x1.f327af65840e8p-36	-0x1.f384ffaa71b9p-36	-0x1.f327af65840e8p-36	true	true	f85480c3478e77d1c3e56accf4c017328c3a04e49f39396e7458cccd9a9eda61
D4	143	U07-0000000100_S08-0000000167	72	C0HORect2Set	false	true	true	true	-0x1.f368a9bfbe8aep-36	-0x1.f30b84e7b837ap-36	-0x1.f368a9bfbe8aep-36	-0x1.f30b84e7b837ap-36	true	true	fc247019364785611fa91a1dfa5730c116afef8ce6fb07e911b4ae3931e76673
D4	144	U07-0000000100_S08-0000000167	72	C0Rect2Set	false	true	true	true	-0x1.f368bd873557fp-36	-0x1.f30b71238a36p-36	-0x1.f368bd873557fp-36	-0x1.f30b71238a36p-36	true	true	a2702b1628b149cd1e3adf42488b4f02811e1399501868fd3ca0da3a77c3c59c
D4	145	U07-0000000100_S08-0000000168	73	C0HORect2Set	false	true	true	true	-0x1.f34c686953163p-36	-0x1.f2ef4771612bbp-36	-0x1.f34c686953163p-36	-0x1.f2ef4771612bbp-36	true	true	13a7837d34a739714927ba6ffe1e8f33e5e248644ad9971730e6ff4addf2896b
D4	146	U07-0000000100_S08-0000000168	73	C0Rect2Set	false	true	true	true	-0x1.f34c7c303cc8bp-36	-0x1.f2ef33adc005bp-36	-0x1.f34c7c303cc8bp-36	-0x1.f2ef33adc005bp-36	true	true	5abd5c91238417389504b0e0ac0593ed3f9055cac16bfdf9992cc484cdaedada
D4	147	U07-0000000100_S08-0000000169	74	C0HORect2Set	false	true	true	true	-0x1.f33027df074cdp-36	-0x1.f2d30ac7537eap-36	-0x1.f33027df074cdp-36	-0x1.f2d30ac7537eap-36	true	true	74a0efdda67d217a8ffe55f266c2495a43ed0423571753da553ff876bf29bc14
D4	148	U07-0000000100_S08-0000000169	74	C0Rect2Set	false	true	true	true	-0x1.f3303ba58c958p-36	-0x1.f2d2f7041756ap-36	-0x1.f3303ba58c958p-36	-0x1.f2d2f7041756ap-36	true	true	4fa42187785761ac2e7b81923e1b7021e2fbf0c5f94ce8f54f28ee2988e8389e
D4	149	U07-0000000100_S08-0000000170	75	C0HORect2Set	false	true	true	true	-0x1.f313e82136dc2p-36	-0x1.f2b6cee9297bdp-36	-0x1.f313e82136dc2p-36	-0x1.f2b6cee9297bdp-36	true	true	3e66e9f80e6d473a67e63ff26a4eb389dd2a27ce2a742383eefbf45195882e64
D4	150	U07-0000000100_S08-0000000170	75	C0Rect2Set	false	true	true	true	-0x1.f313fbe74d86ap-36	-0x1.f2b6bb265c92bp-36	-0x1.f313fbe74d86ap-36	-0x1.f2b6bb265c92bp-36	true	true	1ededa081a73051b5cdb71bde119a97882deaeb8134e62d553c56c0629a8a438
D4	151	U07-0000000100_S08-0000000171	76	C0HORect2Set	false	true	true	true	-0x1.f2f7a92fab949p-36	-0x1.f29a93d7107a6p-36	-0x1.f2f7a92fab949p-36	-0x1.f29a93d7107a6p-36	true	true	2786f989140cf4a14aace7305a057a235495ca37df3ad8df97d0d1638c783b6b
D4	152	U07-0000000100_S08-0000000171	76	C0Rect2Set	false	true	true	true	-0x1.f2f7bcf56422ep-36	-0x1.f29a8014a1987p-36	-0x1.f2f7bcf56422ep-36	-0x1.f29a8014a1987p-36	true	true	eed0ea48e0dc05ed1700cd2e062001af21e7d4130425839ef30ad2ab7d3ee5a9
D4	153	U07-0000000100_S08-0000000172	77	C0HORect2Set	false	true	true	true	-0x1.f2db6b1172c83p-36	-0x1.f27e5989b9a9dp-36	-0x1.f2db6b1172c83p-36	-0x1.f27e5989b9a9dp-36	true	true	dfc6c5811519731e8e81aeac846c4485ac5cc42d01c7fe7c28ad67e214599eef
D4	154	U07-0000000100_S08-0000000172	77	C0Rect2Set	false	true	true	true	-0x1.f2db7ed71b35cp-36	-0x1.f27e45c759c9dp-36	-0x1.f2db7ed71b35cp-36	-0x1.f27e45c759c9dp-36	true	true	520f078d8570cd02545ad024f01ea301d691b21d12c322f4d31e084607d1af2a
D4	155	U07-0000000100_S08-0000000173	78	C0HORect2Set	false	true	true	true	-0x1.f2bf2db890828p-36	-0x1.f262200f84513p-36	-0x1.f2bf2db890828p-36	-0x1.f262200f84513p-36	true	true	faf83c7d38eea50e52041882cc55f52c411267df30c093d67faee6c649fa804d
D4	156	U07-0000000100_S08-0000000173	78	C0Rect2Set	false	true	true	true	-0x1.f2bf417d9724dp-36	-0x1.f2620c4dc5a4p-36	-0x1.f2bf417d9724dp-36	-0x1.f2620c4dc5a4p-36	true	true	dce885e0ef50befcb837d6a077122529a1a9bc485ff64ff52c05bc5173e33dd8
D4	157	U07-0000000100_S08-0000000174	79	C0HORect2Set	false	true	true	true	-0x1.f2a2f12b7c823p-36	-0x1.f245e761b54a5p-36	-0x1.f2a2f12b7c823p-36	-0x1.f245e761b54a5p-36	true	true	9d8a9451f3f2488006ee444874ddc2913244d38425842a96e12425b346fe897d
D4	158	U07-0000000100_S08-0000000174	79	C0Rect2Set	false	true	true	true	-0x1.f2a304f040cc6p-36	-0x1.f245d3a03a8abp-36	-0x1.f2a304f040cc6p-36	-0x1.f245d3a03a8abp-36	true	true	b79ab1171775bb656acce4966542fc403071229b9a5a4f06382c96efc200a6d9
D4	159	U07-0000000100_S08-0000000175	80	C0HORect2Set	false	true	true	true	-0x1.f286b56ae194cp-36	-0x1.f229af7f9d182p-36	-0x1.f286b56ae194cp-36	-0x1.f229af7f9d182p-36	true	true	71c236744491151b6c7e4df39a244de5c6d6632b341c100f9f9c09b696cad079
D4	160	U07-0000000100_S08-0000000175	80	C0Rect2Set	false	true	true	true	-0x1.f286c92f0d91cp-36	-0x1.f2299bbeb973cp-36	-0x1.f286c92f0d91cp-36	-0x1.f2299bbeb973cp-36	true	true	0ba4ff271053829bb0c4e422afdd8b5a31400f87211f972e054a2ff51b9f89c7
D4	163	U07-0000000101_S08-0000000161	82	C0HORect2Set	false	true	true	true	-0x1.f40eaf22203d6p-36	-0x1.f3b173437f6bfp-36	-0x1.f40eaf22203d6p-36	-0x1.f3b173437f6bfp-36	true	true	c25e32cb150d788eaf7062b759c9b2746f4d7024c57429a819018025359b0e20
D4	164	U07-0000000101_S08-0000000161	82	C0Rect2Set	false	true	true	true	-0x1.f40ec2ec471a1p-36	-0x1.f3b15f7ca1a6ep-36	-0x1.f40ec2ec471a1p-36	-0x1.f3b15f7ca1a6ep-36	true	true	b6643f0ba68c1f6de7ed306e0ad798f589cba74d818715230e1c450b35a665c8
D4	165	U07-0000000101_S08-0000000162	83	C0HORect2Set	false	true	true	true	-0x1.f3f269272c5c6p-36	-0x1.f3953129efbb4p-36	-0x1.f3f269272c5c6p-36	-0x1.f3953129efbb4p-36	true	true	8679b354e8f7a6e86a706db19712cebef581c2e9e0eaa71f021b3a5d97ccad76
D4	166	U07-0000000101_S08-0000000162	83	C0Rect2Set	false	true	true	true	-0x1.f3f27cf10a11p-36	-0x1.f3951d635b7dap-36	-0x1.f3f27cf10a11p-36	-0x1.f3951d635b7dap-36	true	true	12caa38ebf45b8615fbd5a745c15862c8e35ffe006492476b7bde54f67ebeaf9
D4	167	U07-0000000101_S08-0000000163	84	C0HORect2Set	false	true	true	true	-0x1.f3d623f915b9dp-36	-0x1.f378efdc2a0efp-36	-0x1.f3d623f915b9dp-36	-0x1.f378efdc2a0efp-36	true	true	0ddb3b7dfb0ff1a69357221b0fbfe33f717e4301a4ed596a37dc96b660c581aa
D4	168	U07-0000000101_S08-0000000163	84	C0Rect2Set	false	true	true	true	-0x1.f3d637c2346a1p-36	-0x1.f378dc165441cp-36	-0x1.f3d637c2346a1p-36	-0x1.f378dc165441cp-36	true	true	a868ba02725e1996f7908347ff6a051de3ef3807d8695e5cf1e64bbb8ad22598
D4	169	U07-0000000101_S08-0000000164	85	C0HORect2Set	false	true	true	true	-0x1.f3b9df96d630ep-36	-0x1.f35caf5b27eb5p-36	-0x1.f3b9df96d630ep-36	-0x1.f35caf5b27eb5p-36	true	true	18478d9d6a943bd1f3b52248e50676af3fa298aaa46f09383ecb28ca7e084c88
D4	170	U07-0000000101_S08-0000000164	85	C0Rect2Set	false	true	true	true	-0x1.f3b9f35fbd2dbp-36	-0x1.f35c9b958a46cp-36	-0x1.f3b9f35fbd2dbp-36	-0x1.f35c9b958a46cp-36	true	true	a1107e89c7e795f06361d5c97fa333d74843a8da4bfcbdb62bdf71026193df8d
