LEAF_ID	U_DEPTH	U_INDEX	S_DEPTH	S_INDEX	STATUS	METHOD	PROBE_PASS	AFFINE_PASS	PROJECTIVE_X_PASS	PROJECTIVE_Y_PASS	PROJECTIVE_PLUS_PASS	PROJECTIVE_MINUS_PASS	HOMOGENEOUS_PASS	CERTIFICATE_PASS	SUBDIVISION_REQUIRED	INPUT_SHA256	LEAF_CHALLENGE	RECEIPT_SHA256	STDERR_SHA256	VERIFICATION_SHA256	PHYSICAL_SHA256	WORKER_RC	ELAPSED_MS	C1_DET_WIDTH	AFFINE_DET_WIDTH	FIXED_BEST_DET_WIDTH	HOMOGENEOUS_DET_WIDTH	MINIMUM_PIVOT_SCORE	CHART_SWITCHES	RECEIPT_BYTES
U13-0000007168_S14-0000006144	13	7168	14	6144	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	bbb8fc984822149534f350d99f01b5123cb75398e465bea42bb6740e3fbb5ba0	9bb4afb4636a551725ec9e844db6699d4d8333b1eb29a73fdb1c999fc8ffe336	584ec888d61af4d40fbff811495400ffc394aeb1e7e0a3aa4ce975bf992f31a6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3f9c8695884126480ca61da9bf8f1101c47859b3d173f3fa389fd3cd2bf79fd3	6988b32db68f79109b62c4496144dfb36404513e21bfb4f245d07331bd51b30b	0	33402	1.4000032521259783e-07	5.2160498809781367e-11	2.0128941978170527e-09	5.2304656119372499e-08	1.7691652547879085e-07	2	35496
U13-0000007168_S14-0000010240	13	7168	14	10240	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	50e6dfd87ee5a310a2fb62649efdbc462de0b591a13adfd95676b101d7aafa9b	f3126b55c6e25425060a186218dfee1f8bb9dbb2c3e55c0aedaef6b020b32af7	30a730d08fdf56ded7fa718d2163db42741a5e9381a8b8187fee63bc8281648e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	748621ddaa82bbb15fb58a405b5e74ceb47b316b665d8bda2d384134450a0492	0ecd402fd9d224dcdede70db05b81feb0abf9b5d2211b42f215905b05e804693	0	26181	1.4009374798463498e-07	5.3319640532714521e-11	2.0346838231204821e-09	1.1896163306019204e-07	4.4301531451757831e-08	2	35510
U13-0000007168_S14-0000014336	13	7168	14	14336	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	aebbcd2528d0b8f582b35945808e76b53a7c224aee6d0aadc36efbcbf663c191	e7f330f8f2a5f3584ee33dd13e40640a851196d37bf9ae3a21e1eb6a5011816a	c2eac6a126da0644494759b0fbf2db540ed677f6b9575cb7c4c4bcaad79a1e4b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	cd1875b0c086b677f9ecb6b701cfba123ef41c2e4cb3e0eb00582c5368699022	263c12747941c8f1dbad044d4b2b990c8e0b958e70ed75b9aab9fe517a4a06bd	0	27397	1.4398745812607564e-07	5.5846667215771932e-11	2.069707869576745e-09	1.1917193431359518e-07	7.0652661469606625e-08	1	35505
U14-0000004096_S13-0000002048	14	4096	13	2048	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	a03964e7086bc27aa23d72305402377451dab3862b088dc54d9bbcb4a06d878b	7e4d93088d0758ffe59938ac165516032db3f2630f95d7110595c447b674aeb6	8e4d2bed5520c895df097eba3a646ea9da544d39e1086465d3097166b73d519a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	eafa00f511f21ac980bd646d71aeeea4e06f81cc61b9d53f5eff03e7e209b024	f70cba2071fec3e2d2ee86b78b6e870b7544f5a8304c9398bad260ffcf687035	0	26397	1.7700494619997149e-07	6.2071009083281881e-11	3.4796524584819733e-09	6.6942613391450485e-08	2.3968547083990546e-07	2	35511
U14-0000004096_S13-0000006144	14	4096	13	6144	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	86add67f584c62234a7d4d4e81f70863df3c965451f7cbfd06226fda8c642ae3	275d01d05c6e2bdec89ef097ac1b88bb459cb33337323021e04ea746677f6321	7a6ce2579bc0a346a3a2ea9855fce5278c7477c3682e307ce1b6405fb4f43c48	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	6286a462954f3c44288f0d511c223cfd66fd7787af57a482736e6177fbf0298b	7dc07eb0776f21314cc8d95675db0356e74355871b8823b7eb337af2829cb140	0	26092	1.8025765145177691e-07	8.4663580108903116e-11	3.5762351742132993e-09	1.9917888027706914e-07	4.3642594808172444e-08	1	35509
U14-0000004096_S14-0000004096	14	4096	14	4096	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	e236499e55afb3d12d34271944434e07d4882a67dc96213220e109c990a6aeb5	c86521d710cf0456011242b34d97c40dedb84c30c3f3715223e17d1532617144	f71608a609c39aebeb2266d5030b63cd9b4107ee1887110e81ada4cb9c107742	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0fafd15198d359115868f617600a725e33a314cdafd202f2b229c683a4b16da6	fa04f536085550e2be2e0fe0e601b4905811019c702a19976e1453be65f4d685	0	25902	1.1037139276977405e-07	1.9372274425761339e-11	1.8150900063737254e-09	3.8157184195492525e-08	2.4056405367360572e-07	2	35513
U14-0000004096_S14-0000012288	14	4096	14	12288	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	e685e88375d9f3761a36e2e715c718388c542462a61658720190697b751532de	ed2087fb47822dda447a88b7ae477a1b5cf3bfefc4770d9fa6e152bd56f9d691	7f49edea5ea392c9790d01e79b4089ed1aeede0fd5dad8236f99e63630989c1a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d6273532d8cdad7b7eb12cb2f23eb20854d5b1afdbac3baad0b722b18243a337	8ae44f4f530e18c3c93f9a8f35ded5fe61a885ed12e3c6c448235a2adb357681	0	36211	1.1238262998994686e-07	2.1068831112402528e-11	1.8578368020430287e-09	1.126280957289187e-07	4.3968285053574392e-08	1	35505
U14-0000012288_S13-0000002048	14	12288	13	2048	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	63d24ab92fb93d9bca520260d0f4337bf6a0c1948f68dc589843adc805ddf450	f9f79878bdc0ddb3513567b8691448e617f77eb11d0eb3134785aadaf7030769	49e0108eba6a1ece4ce7bdba7c378edc650ddcd6c8f100b603a2a2b8f2bccafb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	856fa6820f128569827d8b9427d6c6ff35241e35e93f0a714831da29ddce238f	8f877abe2ae2f53d467c2b1eee0b23cba144c3f266245d1462569f91730f0047	0	26499	1.7755161556835673e-07	8.0619188058329557e-11	3.4750681304779195e-09	6.0865427865801394e-08	3.0296553554842071e-07	2	35503
U14-0000012288_S13-0000006144	14	12288	13	6144	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	9cb6031c5fed748c482fd45f21fc40ac135f92e79f57fd05cd495e88531df330	bc9dc3540f03fd73318dba6fc25fd23ffb410b05d5c9dbfa1e1ef7ec13f326e1	c3ddfa6240fbcb0381c46ac922e5bebe705dd26a6712faf354fc0342defcdf7c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	244c98b1e1c17b8cef190f0e58bb77973d2069f321c9cc52fa719e5b884d1b1b	406d63fa219974c763065bf1a156512ed905843bdb043a10d27e2c52a2c38d73	0	27898	1.801423345210657e-07	8.4093317563858831e-11	3.5476399569876003e-09	1.0469052675734925e-07	3.7242363512822814e-08	2	35515
U14-0000012288_S14-0000004096	14	12288	14	4096	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	6bcc40d901b2539ab36580622c5a0cc5d101c8cde08d1ed355ef5ff913c348fa	323c69fa59125305c2796d1ecfa5c3e4545fa28aac2081eabd3ac6f3b4ac13e9	58ce4dc1d3514a90c59013402a61444326201ff757bf3334cfc7c2d81b3b47f8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d8cbc19fbe56d408467f59a0e3a066212fb4f308b10e45ac78ea32f7732417d6	a050e066f1c33060561f7ada55a1a802d54f58abbe5782918c0c8b2f272258de	0	26603	1.1153890322479482e-07	1.9800959287364383e-11	1.803453985230203e-09	3.4883002640912234e-08	3.0395010323926544e-07	2	35497
U14-0000012288_S14-0000012288	14	12288	14	12288	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	84dc32a7f87fe5258559beae90c32f70e6235c903d2538964495fef075cf2692	035fe15e526129a9cfcbea1270d5eb74d4936850d27968ee47f921d34150ac59	c1e5deb4431832908799e75b71784198c8d8d24f6edc34b179caba3e7f45e75c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	c4ea099437aa49587658879098dcd6217ebefd18a75bfc314a7635bb7a35a63d	6966fde619d4ad7ecce313c5f63130d021520b6474c64d1069e83e13456464eb	0	26299	1.1217766387246421e-07	2.1174569249701658e-11	1.8427247706517883e-09	5.9699595139902419e-08	3.7343999304314906e-08	2	35499
U15-0000008192_S15-0000008192	15	8192	15	8192	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	cb0aa8736b584d9e59b9256a82edf4cffb4c5572dbe932af2dfda71f8344cb44	d22d2c4854536e7a3375d21b8352841f1ab54bad525b6ec53d45d06e42a08de0	445f531cce71d79e4339e88d002e4770884500575d3880de689fdd6e77ec0b6b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d3fd2b51ee2b0e62868bd3d6284e83d93bc678920ff4829d6a2d6cccd8fc4651	a4cf8029d2ff8bf300001327a01fe3dc79c9cdca98109dce23487fe4391beb3d	0	32801	5.5182307523749488e-08	7.9124594839701991e-12	9.0570082116366199e-10	1.9026294399997938e-08	2.4113634826573688e-07	2	35508
U15-0000008192_S15-0000024576	15	8192	15	24576	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	a92fb890ce63f2a8a76033ae11d472d5afb4260eaa2f75ab4c8563dbc189c39c	e907aa8a75be3ef6ccb5b3a8bbede0fbfeb73c2b8d8f55e47b18ec897caf2c0b	67c675549de07999ba89b0d5003ad7d6ca6f7269b858e0a6bc6ca4f5567b1831	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4d1b76669638877886122c9980645c8e0981a3d7b308603ab70ac75decabf468	53a26b174bd2c5d94f860c399b95b9070f32cdd3fef3dc1d659961b4c09eb5d3	0	26402	5.6187838131061542e-08	8.2529446056071577e-12	9.2657874176356146e-10	5.5973352651817463e-08	4.4185153146751185e-08	1	35516
U15-0000024576_S15-0000008192	15	24576	15	8192	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	83fb2d04216945eaa28536abb8e16579e2985abc0b2042bc6f40db5631b08ea7	1f39f608e716e7dcf4276ccf8c422b9b1522e528f0eec9cec3e0530d45d289f7	66a1136d4a491be01770424b4c81e42635bcb66d51cd7a40f8a2b868d1a7755d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	c240d00a603121b6b3f32867e1a96b1d589df4a9aee9ff1e6ecec7b54fdfbbae	1b9136c7e2d64d952db76139641b6d893eff09f22162769f687089966f1808fb	0	25707	5.5765999851637816e-08	8.3128615624402155e-12	9.000828857060218e-10	1.7402805153460812e-08	3.0459184063552364e-07	2	35489
U15-0000024576_S15-0000024576	15	24576	15	24576	PROBE_VALID_CERTIFIED	AFFINE	true	true	false	false	false	false	false	true	false	883de504d0c36c42321f9f47d651e44139f871a703cd4671b5d129605a679986	0d1a0fe6df9a41a341495e46c2f1e11903a23ffb0fbe70e59bc36615b9312955	0b72f964c77e9bdc04e79bfe0ce27876e8327c1676e9a3d6efe79824f0206e1e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a5f72dff4626b3c670587f38f47003e504c1bc2c72ba75e792117cac5b0b0b85	d79db2e95c0dd31300a48e9b85a5af520af576d0b2f7560a35b42b1af323e362	0	25686	5.6085328676108813e-08	8.4441147330328333e-12	9.1914789150671567e-10	2.9750692427628862e-08	3.7410190010269808e-08	2	35515
U16-0000016384_S12-0000001024	16	16384	12	1024	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	0371d8d86067aea24d1eddebf14d267bfe90445b396fade88fa238246d675e67	528d922d61e61eced73519cd85ce68a02bd1fc45e61e408a47bf7941e32540a1	1259f0b085ec34ca59f0a012a113e45e0ec34908a834cbeee8a6cf39daa2d15b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	31d395f051126db3ecbdb8e5dcc46cf3622eac28827ada0a355d2c87d2447225	763e59f6ef21c0f72ec1ea6c34ead25f6f36fbc72f1c6b9fbcd01974b16e7825	0	22821	2.7767763190294963e-07	1.9319832189073576e-10	6.7250821608925653e-09	1.1785696765362198e-07	2.3812760951707951e-07	2	35518
U16-0000016384_S12-0000003072	16	16384	12	3072	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	461b4ac0132c0d8fbeacbd7737728cf44b13680cf809c2ef58a1407670c9924a	fe142071d248e6ef5d4ff351581f5fc1fd4d78a33f7c97b01c91461bbfe5fd90	fa483570c2651c780ac28d0567082ed3fdf4d47489d47cf78fba724c6b378320	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	56f815f6b7123e62b60da7949742b7ffacb7427c1f02c2971f8a2bf9d64ab764	36555e15939a45628d8a0001fefa7b9a1f97b946499bce6005df27ed888d4c3b	0	22079	2.8394529150184253e-07	1.899358109628003e-10	6.8553816681726213e-09	3.5505612678343145e-07	4.3073068187305732e-08	1	35514
U16-0000049152_S12-0000001024	16	49152	12	1024	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	97830a18ffe3f46614d7cd79dafbfc6588c312a753c2c66db1967df3e2618211	dbd964695630768db4c17dd04c70f3b5ebf4ba658c44f532e63528f7903e1867	e289730d1a466695a22ecdba3b5d60b2f8f64e0844c127882330fb13bbf5554a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d5133f4b52447a4e9017e3fe223694a51bfee55af80fcd713e9cad67fff0e202	0fabbc8c27af1d7d9f90edab9e7abe1bcaeae8a653608686e3ce8483c0577673	0	21311	2.7866445776120284e-07	1.9131395622111956e-10	6.6784420920363945e-09	1.0650414536072916e-07	3.0121719932725006e-07	2	35491
U16-0000049152_S12-0000003072	16	49152	12	3072	PROBE_VALID_UNCERTIFIED	NONE	true	false	false	false	false	false	false	false	true	df9b1caf45714a44303bd2a7d62005deaf339928c780b1f35fba4a4204acdedb	2e839009947881fa9286862e1f75d1021aa4230ecf23a9fa91f1a67e3ae5eb93	9ab2c644ee72349b04cb014485afff1bfb6f3e5949e2cde6967b0ec3cbdf426c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3213b31ec0ab700d29d8af8a8c83484cd0080790e6632fee22c9f2f764133428	16db586b8fe6bb294682aa6e4f8161f2b2f3b15a101eee90ad10c5cbe6a1d1a9	0	22598	2.8290809552255173e-07	1.8831476265240122e-10	6.8020970412198631e-09	1.8422472294642048e-07	3.7062412995235566e-08	2	35506
