id	iri	label
173	http://purl.obolibrary.org/obo/CL_0000208	pH receptor cell
174	http://purl.obolibrary.org/obo/CL_0000209	taste receptor cell
175	http://purl.obolibrary.org/obo/CL_0000210	photoreceptor cell
176	http://purl.obolibrary.org/obo/CL_0000211	electrically active cell
177	http://purl.obolibrary.org/obo/CL_0000214	synovial cell
178	http://purl.obolibrary.org/obo/CL_0000216	Sertoli cell
179	http://purl.obolibrary.org/obo/CL_0000218	myelinating Schwann cell
180	http://purl.obolibrary.org/obo/CL_0000219	motile cell
181	http://purl.obolibrary.org/obo/CL_0000221	ectodermal cell
182	http://purl.obolibrary.org/obo/CL_0000222	mesodermal cell
183	http://purl.obolibrary.org/obo/CL_0000223	endodermal cell
184	http://purl.obolibrary.org/obo/CL_0000225	anucleate cell
185	http://purl.obolibrary.org/obo/CL_0000226	single nucleate cell
186	http://purl.obolibrary.org/obo/CL_0000227	binucleate cell
187	http://purl.obolibrary.org/obo/CL_0000228	multinucleate cell
188	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte
189	http://purl.obolibrary.org/obo/CL_0000233	platelet
190	http://purl.obolibrary.org/obo/CL_0000234	phagocyte
191	http://purl.obolibrary.org/obo/CL_0000235	macrophage
192	http://purl.obolibrary.org/obo/CL_0000236	B cell
193	http://purl.obolibrary.org/obo/CL_0000237	keratinizing barrier epithelial cell
194	http://purl.obolibrary.org/obo/CL_0000238	non keratinizing barrier epithelial cell
195	http://purl.obolibrary.org/obo/CL_0000239	brush border epithelial cell
196	http://purl.obolibrary.org/obo/CL_0000240	stratified squamous epithelial cell
197	http://purl.obolibrary.org/obo/CL_0000241	stratified cuboidal epithelial cell
198	http://purl.obolibrary.org/obo/CL_0000242	Merkel cell
199	http://purl.obolibrary.org/obo/CL_0000244	transitional epithelial cell
200	http://purl.obolibrary.org/obo/CL_0000246	Mauthner neuron
201	http://purl.obolibrary.org/obo/CL_0000247	Rohon-Beard neuron
202	http://purl.obolibrary.org/obo/CL_0000249	hatching gland cell
203	http://purl.obolibrary.org/obo/CL_0000251	extramedullary cell
204	http://purl.obolibrary.org/obo/CL_0000253	eurydendroid cell
205	http://purl.obolibrary.org/obo/CL_0000255	eukaryotic cell
206	http://purl.obolibrary.org/obo/CL_0000256	uric acid accumulating cell
207	http://purl.obolibrary.org/obo/CL_0000257	Eumycetozoan cell
208	http://purl.obolibrary.org/obo/CL_0000286	hyphal cell
209	http://purl.obolibrary.org/obo/CL_0000287	eye photoreceptor cell
210	http://purl.obolibrary.org/obo/CL_0000295	somatotropin secreting cell
211	http://purl.obolibrary.org/obo/CL_0000300	gamete
212	http://purl.obolibrary.org/obo/CL_0000301	pole cell
213	http://purl.obolibrary.org/obo/CL_0000306	crystallin accumulating cell
214	http://purl.obolibrary.org/obo/CL_0000307	tracheal epithelial cell
215	http://purl.obolibrary.org/obo/CL_0000308	metal ion accumulating cell
216	http://purl.obolibrary.org/obo/CL_0000309	copper accumulating cell
217	http://purl.obolibrary.org/obo/CL_0000310	iron accumulating cell
218	http://purl.obolibrary.org/obo/CL_0000311	keratin accumulating cell
219	http://purl.obolibrary.org/obo/CL_0000312	keratinocyte
220	http://purl.obolibrary.org/obo/CL_0000313	serous secreting cell
221	http://purl.obolibrary.org/obo/CL_0000314	milk secreting cell
222	http://purl.obolibrary.org/obo/CL_0000315	tear secreting cell
223	http://purl.obolibrary.org/obo/CL_0000317	sebocyte
224	http://purl.obolibrary.org/obo/CL_0000318	sweat secreting cell
225	http://purl.obolibrary.org/obo/CL_0000319	mucus secreting cell
226	http://purl.obolibrary.org/obo/CL_0000322	pulmonary alveolar epithelial cell
227	http://purl.obolibrary.org/obo/CL_0000323	lysozyme secreting cell
228	http://purl.obolibrary.org/obo/CL_0000324	metanephric mesenchyme stem cell
229	http://purl.obolibrary.org/obo/CL_0000325	stuff accumulating cell
230	http://purl.obolibrary.org/obo/CL_0000326	glycogen accumulating cell
231	http://purl.obolibrary.org/obo/CL_0000327	extracellular matrix secreting cell
232	http://purl.obolibrary.org/obo/CL_0000329	oxygen accumulating cell
233	http://purl.obolibrary.org/obo/CL_0000333	migratory neural crest cell
234	http://purl.obolibrary.org/obo/CL_0000334	vegetative cell (sensu Fungi)
235	http://purl.obolibrary.org/obo/CL_0000335	mesenchyme condensation cell
236	http://purl.obolibrary.org/obo/CL_0000336	adrenal medulla chromaffin cell
237	http://purl.obolibrary.org/obo/CL_0000338	neuroblast (sensu Nematoda and Protostomia)
238	http://purl.obolibrary.org/obo/CL_0000339	glioblast (sensu Vertebrata)
239	http://purl.obolibrary.org/obo/CL_0000340	glioblast (sensu Nematoda and Protostomia)
240	http://purl.obolibrary.org/obo/CL_0000341	pigment cell (sensu Nematoda and Protostomia)
241	http://purl.obolibrary.org/obo/CL_0000342	pigment cell (sensu Vertebrata)
242	http://purl.obolibrary.org/obo/CL_0000343	visual pigment cell (sensu Vertebrata)
243	http://purl.obolibrary.org/obo/CL_0000345	dental papilla cell
244	http://purl.obolibrary.org/obo/CL_0000346	hair follicle dermal papilla cell
245	http://purl.obolibrary.org/obo/CL_0000347	scleral cell
246	http://purl.obolibrary.org/obo/CL_0000348	choroidal cell of the eye
247	http://purl.obolibrary.org/obo/CL_0000349	extraembryonic cell
248	http://purl.obolibrary.org/obo/CL_0000350	amnioserosal cell
249	http://purl.obolibrary.org/obo/CL_0000351	trophoblast cell
250	http://purl.obolibrary.org/obo/CL_0000352	epiblast cell
251	http://purl.obolibrary.org/obo/CL_0000353	blastoderm cell
252	http://purl.obolibrary.org/obo/CL_0000354	blastemal cell
253	http://purl.obolibrary.org/obo/CL_0000355	multi-potent skeletal muscle stem cell
254	http://purl.obolibrary.org/obo/CL_0000356	hair matrix stem cell
